reference_date,horizon,location,target,target_end_date,output_type,output_type_id,value
2026-02-28,0,01,wk inc flu hosp,2026-02-28,quantile,0.01,149.42122187594774
2026-02-28,0,01,wk inc flu hosp,2026-02-28,quantile,0.025,160.93881622691885
2026-02-28,0,01,wk inc flu hosp,2026-02-28,quantile,0.05,171.18658544512766
2026-02-28,0,01,wk inc flu hosp,2026-02-28,quantile,0.1,183.39413110675324
2026-02-28,0,01,wk inc flu hosp,2026-02-28,quantile,0.15,191.86801524752303
2026-02-28,0,01,wk inc flu hosp,2026-02-28,quantile,0.2,198.73928091541492
2026-02-28,0,01,wk inc flu hosp,2026-02-28,quantile,0.25,204.7305544094271
2026-02-28,0,01,wk inc flu hosp,2026-02-28,quantile,0.3,210.18672875315508
2026-02-28,0,01,wk inc flu hosp,2026-02-28,quantile,0.35,215.30673778126945
2026-02-28,0,01,wk inc flu hosp,2026-02-28,quantile,0.4,220.22209560582752
2026-02-28,0,01,wk inc flu hosp,2026-02-28,quantile,0.45,225.030563221466
2026-02-28,0,01,wk inc flu hosp,2026-02-28,quantile,0.5,229.81349607198297
2026-02-28,0,01,wk inc flu hosp,2026-02-28,quantile,0.55,234.64672545516964
2026-02-28,0,01,wk inc flu hosp,2026-02-28,quantile,0.6,239.6093368392229
2026-02-28,0,01,wk inc flu hosp,2026-02-28,quantile,0.65,244.79316467127305
2026-02-28,0,01,wk inc flu hosp,2026-02-28,quantile,0.7,250.31617612772192
2026-02-28,0,01,wk inc flu hosp,2026-02-28,quantile,0.75,256.3454942869704
2026-02-28,0,01,wk inc flu hosp,2026-02-28,quantile,0.8,263.1438613525546
2026-02-28,0,01,wk inc flu hosp,2026-02-28,quantile,0.85,271.18048377687967
2026-02-28,0,01,wk inc flu hosp,2026-02-28,quantile,0.9,281.46412696113987
2026-02-28,0,01,wk inc flu hosp,2026-02-28,quantile,0.95,297.0580624212835
2026-02-28,0,01,wk inc flu hosp,2026-02-28,quantile,0.975,310.9239319307167
2026-02-28,0,01,wk inc flu hosp,2026-02-28,quantile,0.99,327.44365382241045
2026-02-28,1,01,wk inc flu hosp,2026-03-07,quantile,0.01,57.65140883833303
2026-02-28,1,01,wk inc flu hosp,2026-03-07,quantile,0.025,73.83608172285692
2026-02-28,1,01,wk inc flu hosp,2026-03-07,quantile,0.05,89.3553511970852
2026-02-28,1,01,wk inc flu hosp,2026-03-07,quantile,0.1,109.08392310786168
2026-02-28,1,01,wk inc flu hosp,2026-03-07,quantile,0.15,123.50554396287087
