reference_date,horizon,location,target,target_end_date,output_type,output_type_id,value
2026-04-11,0,01,wk inc flu hosp,2026-04-11,quantile,0.01,0.605210926184266
2026-04-11,0,01,wk inc flu hosp,2026-04-11,quantile,0.025,2.00839014571805
2026-04-11,0,01,wk inc flu hosp,2026-04-11,quantile,0.05,3.8688708359735497
2026-04-11,0,01,wk inc flu hosp,2026-04-11,quantile,0.1,6.764116510140785
2026-04-11,0,01,wk inc flu hosp,2026-04-11,quantile,0.15,9.17147947843598
2026-04-11,0,01,wk inc flu hosp,2026-04-11,quantile,0.2,11.345650619425001
2026-04-11,0,01,wk inc flu hosp,2026-04-11,quantile,0.25,13.39502916527163
2026-04-11,0,01,wk inc flu hosp,2026-04-11,quantile,0.3,15.380359740768597
2026-04-11,0,01,wk inc flu hosp,2026-04-11,quantile,0.35,17.34248375186035
2026-04-11,0,01,wk inc flu hosp,2026-04-11,quantile,0.4,19.3132341215199
2026-04-11,0,01,wk inc flu hosp,2026-04-11,quantile,0.45,21.320878354952587
2026-04-11,0,01,wk inc flu hosp,2026-04-11,quantile,0.5,23.3935981704231
2026-04-11,0,01,wk inc flu hosp,2026-04-11,quantile,0.55,25.562449666111092
2026-04-11,0,01,wk inc flu hosp,2026-04-11,quantile,0.6,27.864708630743912
2026-04-11,0,01,wk inc flu hosp,2026-04-11,quantile,0.65,30.348585284430055
2026-04-11,0,01,wk inc flu hosp,2026-04-11,quantile,0.7,33.080967174369576
2026-04-11,0,01,wk inc flu hosp,2026-04-11,quantile,0.75,36.16174658237566
2026-04-11,0,01,wk inc flu hosp,2026-04-11,quantile,0.8,39.75372174492208
2026-04-11,0,01,wk inc flu hosp,2026-04-11,quantile,0.85,44.15523733894721
2026-04-11,0,01,wk inc flu hosp,2026-04-11,quantile,0.9,50.02158979230585
2026-04-11,0,01,wk inc flu hosp,2026-04-11,quantile,0.95,59.38923672206195
2026-04-11,0,01,wk inc flu hosp,2026-04-11,quantile,0.975,68.16498655174581
2026-04-11,0,01,wk inc flu hosp,2026-04-11,quantile,0.99,79.12872391770344
2026-04-11,1,01,wk inc flu hosp,2026-04-18,quantile,0.01,0.0
2026-04-11,1,01,wk inc flu hosp,2026-04-18,quantile,0.025,0.0
2026-04-11,1,01,wk inc flu hosp,2026-04-18,quantile,0.05,0.0
2026-04-11,1,01,wk inc flu hosp,2026-04-18,quantile,0.1,0.0
2026-04-11,1,01,wk inc flu hosp,2026-04-18,quantile,0.15,0.22567416712387867
2026-04-11,1,01,wk inc flu hosp,2026-04-18,quantile,0.2,1.1205974974394572
2026-04-11,1,01,wk inc flu hosp,2026-04-18,quantile,0.25,2.4311060098946937
2026-04-11,1,01,wk inc flu hosp,2026-04-18,quantile,0.3,4.0351592091712485
2026-04-11,1,01,wk inc flu hosp,2026-04-18,quantile,0.35,5.882391980197618
2026-04-11,1,01,wk inc flu hosp,2026-04-18,quantile,0.4,7.956184926788892
2026-04-11,1,01,wk inc flu hosp,2026-04-18,quantile,0.45,10.260072683700972
2026-04-11,1,01,wk inc flu hosp,2026-04-18,quantile,0.5,12.813069505537895
2026-04-11,1,01,wk inc flu hosp,2026-04-18,quantile,0.55,15.649420240714363
2026-04-11,1,01,wk inc flu hosp,2026-04-18,quantile,0.6,18.821702649880283
2026-04-11,1,01,wk inc flu hosp,2026-04-18,quantile,0.65,22.407966202284143
2026-04-11,1,01,wk inc flu hosp,2026-04-18,quantile,0.7,26.525580430894227
2026-04-11,1,01,wk inc flu hosp,2026-04-18,quantile,0.75,31.358534996010533
2026-04-11,1,01,wk inc flu hosp,2026-04-18,quantile,0.8,37.21593988078932
2026-04-11,1,01,wk inc flu hosp,2026-04-18,quantile,0.85,44.676095044097956
2026-04-11,1,01,wk inc flu hosp,2026-04-18,quantile,0.9,55.030183173598466
2026-04-11,1,01,wk inc flu hosp,2026-04-18,quantile,0.95,72.35970516304535
2026-04-11,1,01,wk inc flu hosp,2026-04-18,quantile,0.975,89.30849725016637
2026-04-11,1,01,wk inc flu hosp,2026-04-18,quantile,0.99,111.25536991319818
2026-04-11,2,01,wk inc flu hosp,2026-04-25,quantile,0.01,0.0
2026-04-11,2,01,wk inc flu hosp,2026-04-25,quantile,0.025,0.0
2026-04-11,2,01,wk inc flu hosp,2026-04-25,quantile,0.05,0.0
2026-04-11,2,01,wk inc flu hosp,2026-04-25,quantile,0.1,0.0
2026-04-11,2,01,wk inc flu hosp,2026-04-25,quantile,0.15,0.0
2026-04-11,2,01,wk inc flu hosp,2026-04-25,quantile,0.2,0.0
2026-04-11,2,01,wk inc flu hosp,2026-04-25,quantile,0.25,0.14863603143471205
2026-04-11,2,01,wk inc flu hosp,2026-04-25,quantile,0.3,0.9156059892876952
2026-04-11,2,01,wk inc flu hosp,2026-04-25,quantile,0.35,2.209100480435273
2026-04-11,2,01,wk inc flu hosp,2026-04-25,quantile,0.4,3.9548593209143004
2026-04-11,2,01,wk inc flu hosp,2026-04-25,quantile,0.45,6.124337230021057
2026-04-11,2,01,wk inc flu hosp,2026-04-25,quantile,0.5,8.720744095309637
2026-04-11,2,01,wk inc flu hosp,2026-04-25,quantile,0.55,11.774789878570061
2026-04-11,2,01,wk inc flu hosp,2026-04-25,quantile,0.6,15.34679364075637
2026-04-11,2,01,wk inc flu hosp,2026-04-25,quantile,0.65,19.53531179714028
2026-04-11,2,01,wk inc flu hosp,2026-04-25,quantile,0.7,24.49565140571128
2026-04-11,2,01,wk inc flu hosp,2026-04-25,quantile,0.75,30.477551730627805
2026-04-11,2,01,wk inc flu hosp,2026-04-25,quantile,0.8,37.90694340676922
2026-04-11,2,01,wk inc flu hosp,2026-04-25,quantile,0.85,47.588561213454426
2026-04-11,2,01,wk inc flu hosp,2026-04-25,quantile,0.9,61.33285122947057
2026-04-11,2,01,wk inc flu hosp,2026-04-25,quantile,0.95,84.90698976953978
2026-04-11,2,01,wk inc flu hosp,2026-04-25,quantile,0.975,108.45178665426346
2026-04-11,2,01,wk inc flu hosp,2026-04-25,quantile,0.99,139.44586406037027
2026-04-11,3,01,wk inc flu hosp,2026-05-02,quantile,0.01,0.0
2026-04-11,3,01,wk inc flu hosp,2026-05-02,quantile,0.025,0.0
2026-04-11,3,01,wk inc flu hosp,2026-05-02,quantile,0.05,0.0
2026-04-11,3,01,wk inc flu hosp,2026-05-02,quantile,0.1,0.0
2026-04-11,3,01,wk inc flu hosp,2026-05-02,quantile,0.15,0.0
2026-04-11,3,01,wk inc flu hosp,2026-05-02,quantile,0.2,0.0
2026-04-11,3,01,wk inc flu hosp,2026-05-02,quantile,0.25,0.0
2026-04-11,3,01,wk inc flu hosp,2026-05-02,quantile,0.3,0.006119161363363177
2026-04-11,3,01,wk inc flu hosp,2026-05-02,quantile,0.35,0.47177175437627294
2026-04-11,3,01,wk inc flu hosp,2026-05-02,quantile,0.4,1.5986771972329648
2026-04-11,3,01,wk inc flu hosp,2026-05-02,quantile,0.45,3.32390006315798
2026-04-11,3,01,wk inc flu hosp,2026-05-02,quantile,0.5,5.631442737197272
2026-04-11,3,01,wk inc flu hosp,2026-05-02,quantile,0.55,8.54378629265436
2026-04-11,3,01,wk inc flu hosp,2026-05-02,quantile,0.6,12.122542236388886
2026-04-11,3,01,wk inc flu hosp,2026-05-02,quantile,0.65,16.477719859195346
2026-04-11,3,01,wk inc flu hosp,2026-05-02,quantile,0.7,21.78935707447039
2026-04-11,3,01,wk inc flu hosp,2026-05-02,quantile,0.75,28.35260126664119
2026-04-11,3,01,wk inc flu hosp,2026-05-02,quantile,0.8,36.6763952657798
2026-04-11,3,01,wk inc flu hosp,2026-05-02,quantile,0.85,47.7291115957675
2026-04-11,3,01,wk inc flu hosp,2026-05-02,quantile,0.9,63.701039873609766
2026-04-11,3,01,wk inc flu hosp,2026-05-02,quantile,0.95,91.60686545959658
2026-04-11,3,01,wk inc flu hosp,2026-05-02,quantile,0.975,119.90489083171573
2026-04-11,3,01,wk inc flu hosp,2026-05-02,quantile,0.99,157.58910839617943
2026-04-11,0,02,wk inc flu hosp,2026-04-11,quantile,0.01,0.0
2026-04-11,0,02,wk inc flu hosp,2026-04-11,quantile,0.025,0.0677935777330065
2026-04-11,0,02,wk inc flu hosp,2026-04-11,quantile,0.05,0.38069124595950826
2026-04-11,0,02,wk inc flu hosp,2026-04-11,quantile,0.1,1.057140055321208
2026-04-11,0,02,wk inc flu hosp,2026-04-11,quantile,0.15,1.7045613779107787
2026-04-11,0,02,wk inc flu hosp,2026-04-11,quantile,0.2,2.328887956348033
2026-04-11,0,02,wk inc flu hosp,2026-04-11,quantile,0.25,2.941988059121447
2026-04-11,0,02,wk inc flu hosp,2026-04-11,quantile,0.3,3.553555622819368
2026-04-11,0,02,wk inc flu hosp,2026-04-11,quantile,0.35,4.171778310121754
2026-04-11,0,02,wk inc flu hosp,2026-04-11,quantile,0.4,4.804230765311505
2026-04-11,0,02,wk inc flu hosp,2026-04-11,quantile,0.45,5.458603265857449
2026-04-11,0,02,wk inc flu hosp,2026-04-11,quantile,0.5,6.14337909596899
2026-04-11,0,02,wk inc flu hosp,2026-04-11,quantile,0.55,6.868607240202179
2026-04-11,0,02,wk inc flu hosp,2026-04-11,quantile,0.6,7.646953935565168
2026-04-11,0,02,wk inc flu hosp,2026-04-11,quantile,0.65,8.495330481320666
2026-04-11,0,02,wk inc flu hosp,2026-04-11,quantile,0.7,9.437678510022806
2026-04-11,0,02,wk inc flu hosp,2026-04-11,quantile,0.75,10.5102121171374
2026-04-11,0,02,wk inc flu hosp,2026-04-11,quantile,0.8,11.772438530410701
2026-04-11,0,02,wk inc flu hosp,2026-04-11,quantile,0.85,13.334034043162685
2026-04-11,0,02,wk inc flu hosp,2026-04-11,quantile,0.9,15.43700185028996
2026-04-11,0,02,wk inc flu hosp,2026-04-11,quantile,0.95,18.83704404863735
2026-04-11,0,02,wk inc flu hosp,2026-04-11,quantile,0.975,22.059894386275456
2026-04-11,0,02,wk inc flu hosp,2026-04-11,quantile,0.99,26.12697653175056
2026-04-11,1,02,wk inc flu hosp,2026-04-18,quantile,0.01,0.0
2026-04-11,1,02,wk inc flu hosp,2026-04-18,quantile,0.025,0.0
2026-04-11,1,02,wk inc flu hosp,2026-04-18,quantile,0.05,0.0
2026-04-11,1,02,wk inc flu hosp,2026-04-18,quantile,0.1,0.1073598169758477
2026-04-11,1,02,wk inc flu hosp,2026-04-18,quantile,0.15,0.4728129854817483
2026-04-11,1,02,wk inc flu hosp,2026-04-18,quantile,0.2,0.9480829636710785
2026-04-11,1,02,wk inc flu hosp,2026-04-18,quantile,0.25,1.4862730955925716
2026-04-11,1,02,wk inc flu hosp,2026-04-18,quantile,0.3,2.072258036991827
2026-04-11,1,02,wk inc flu hosp,2026-04-18,quantile,0.35,2.7019894560894695
2026-04-11,1,02,wk inc flu hosp,2026-04-18,quantile,0.4,3.376684605200416
2026-04-11,1,02,wk inc flu hosp,2026-04-18,quantile,0.45,4.100957921003208
2026-04-11,1,02,wk inc flu hosp,2026-04-18,quantile,0.5,4.882402057271149
2026-04-11,1,02,wk inc flu hosp,2026-04-18,quantile,0.55,5.731951504126633
2026-04-11,1,02,wk inc flu hosp,2026-04-18,quantile,0.6,6.664947144626741
2026-04-11,1,02,wk inc flu hosp,2026-04-18,quantile,0.65,7.703170995880453
2026-04-11,1,02,wk inc flu hosp,2026-04-18,quantile,0.7,8.87859819344315
2026-04-11,1,02,wk inc flu hosp,2026-04-18,quantile,0.75,10.240663224174192
2026-04-11,1,02,wk inc flu hosp,2026-04-18,quantile,0.8,11.871719115374617
2026-04-11,1,02,wk inc flu hosp,2026-04-18,quantile,0.85,13.924970310747403
2026-04-11,1,02,wk inc flu hosp,2026-04-18,quantile,0.9,16.74097414752783
2026-04-11,1,02,wk inc flu hosp,2026-04-18,quantile,0.95,21.391387413055817
2026-04-11,1,02,wk inc flu hosp,2026-04-18,quantile,0.975,25.885930681534628
2026-04-11,1,02,wk inc flu hosp,2026-04-18,quantile,0.99,31.650259472701592
2026-04-11,2,02,wk inc flu hosp,2026-04-25,quantile,0.01,0.0
2026-04-11,2,02,wk inc flu hosp,2026-04-25,quantile,0.025,0.0
2026-04-11,2,02,wk inc flu hosp,2026-04-25,quantile,0.05,0.0
2026-04-11,2,02,wk inc flu hosp,2026-04-25,quantile,0.1,0.0
2026-04-11,2,02,wk inc flu hosp,2026-04-25,quantile,0.15,0.097822583289125
2026-04-11,2,02,wk inc flu hosp,2026-04-25,quantile,0.2,0.4288961679842371
2026-04-11,2,02,wk inc flu hosp,2026-04-25,quantile,0.25,0.8995072333286827
2026-04-11,2,02,wk inc flu hosp,2026-04-25,quantile,0.3,1.4689810709454036
2026-04-11,2,02,wk inc flu hosp,2026-04-25,quantile,0.35,2.1207290838681048
2026-04-11,2,02,wk inc flu hosp,2026-04-25,quantile,0.4,2.84950727167258
2026-04-11,2,02,wk inc flu hosp,2026-04-25,quantile,0.45,3.6568697188911488
2026-04-11,2,02,wk inc flu hosp,2026-04-25,quantile,0.5,4.5496251059696755
2026-04-11,2,02,wk inc flu hosp,2026-04-25,quantile,0.55,5.5397892301195455
2026-04-11,2,02,wk inc flu hosp,2026-04-25,quantile,0.6,6.6456802042908665
2026-04-11,2,02,wk inc flu hosp,2026-04-25,quantile,0.65,7.89440127847851
2026-04-11,2,02,wk inc flu hosp,2026-04-25,quantile,0.7,9.326639625368848
2026-04-11,2,02,wk inc flu hosp,2026-04-25,quantile,0.75,11.006114734778421
2026-04-11,2,02,wk inc flu hosp,2026-04-25,quantile,0.8,13.03981497013746
2026-04-11,2,02,wk inc flu hosp,2026-04-25,quantile,0.85,15.62782206210369
2026-04-11,2,02,wk inc flu hosp,2026-04-25,quantile,0.9,19.21672721821421
2026-04-11,2,02,wk inc flu hosp,2026-04-25,quantile,0.95,25.217792343956095
2026-04-11,2,02,wk inc flu hosp,2026-04-25,quantile,0.975,31.082178899136615
2026-04-11,2,02,wk inc flu hosp,2026-04-25,quantile,0.99,38.67092388625025
2026-04-11,3,02,wk inc flu hosp,2026-05-02,quantile,0.01,0.0
2026-04-11,3,02,wk inc flu hosp,2026-05-02,quantile,0.025,0.0
2026-04-11,3,02,wk inc flu hosp,2026-05-02,quantile,0.05,0.0
2026-04-11,3,02,wk inc flu hosp,2026-05-02,quantile,0.1,0.0
2026-04-11,3,02,wk inc flu hosp,2026-05-02,quantile,0.15,0.0
