reference_date,horizon,location,target,target_end_date,output_type,output_type_id,value
2026-05-02,0,01,wk inc flu hosp,2026-05-02,quantile,0.01,1.0979852407206712
2026-05-02,0,01,wk inc flu hosp,2026-05-02,quantile,0.025,2.8019279081141835
2026-05-02,0,01,wk inc flu hosp,2026-05-02,quantile,0.05,4.894412636988985
2026-05-02,0,01,wk inc flu hosp,2026-05-02,quantile,0.1,8.026535369511938
2026-05-02,0,01,wk inc flu hosp,2026-05-02,quantile,0.15,10.575197227073597
2026-05-02,0,01,wk inc flu hosp,2026-05-02,quantile,0.2,12.851024763351019
2026-05-02,0,01,wk inc flu hosp,2026-05-02,quantile,0.25,14.980102970150927
2026-05-02,0,01,wk inc flu hosp,2026-05-02,quantile,0.3,17.031093481170554
2026-05-02,0,01,wk inc flu hosp,2026-05-02,quantile,0.35,19.04906660700501
2026-05-02,0,01,wk inc flu hosp,2026-05-02,quantile,0.4,21.068369850429985
2026-05-02,0,01,wk inc flu hosp,2026-05-02,quantile,0.45,23.118872086943238
2026-05-02,0,01,wk inc flu hosp,2026-05-02,quantile,0.5,25.2298167286468
2026-05-02,0,01,wk inc flu hosp,2026-05-02,quantile,0.55,27.432970963657354
2026-05-02,0,01,wk inc flu hosp,2026-05-02,quantile,0.6,29.766067912805926
2026-05-02,0,01,wk inc flu hosp,2026-05-02,quantile,0.65,32.277562345006274
2026-05-02,0,01,wk inc flu hosp,2026-05-02,quantile,0.7,35.03436751444354
2026-05-02,0,01,wk inc flu hosp,2026-05-02,quantile,0.75,38.13611352152602
2026-05-02,0,01,wk inc flu hosp,2026-05-02,quantile,0.8,41.74485177734223
2026-05-02,0,01,wk inc flu hosp,2026-05-02,quantile,0.85,46.15715009728206
2026-05-02,0,01,wk inc flu hosp,2026-05-02,quantile,0.9,52.02367775048215
2026-05-02,0,01,wk inc flu hosp,2026-05-02,quantile,0.95,61.36413353353814
2026-05-02,0,01,wk inc flu hosp,2026-05-02,quantile,0.975,70.08975058166965
2026-05-02,0,01,wk inc flu hosp,2026-05-02,quantile,0.99,80.9641891404811
2026-05-02,1,01,wk inc flu hosp,2026-05-09,quantile,0.01,0.0
2026-05-02,1,01,wk inc flu hosp,2026-05-09,quantile,0.025,0.0
2026-05-02,1,01,wk inc flu hosp,2026-05-09,quantile,0.05,0.0
2026-05-02,1,01,wk inc flu hosp,2026-05-09,quantile,0.1,0.05807987339329427
2026-05-02,1,01,wk inc flu hosp,2026-05-09,quantile,0.15,0.9419589457333662
2026-05-02,1,01,wk inc flu hosp,2026-05-09,quantile,0.2,2.4036389002899137
2026-05-02,1,01,wk inc flu hosp,2026-05-09,quantile,0.25,4.193495857448915
2026-05-02,1,01,wk inc flu hosp,2026-05-09,quantile,0.3,6.222605110304632
2026-05-02,1,01,wk inc flu hosp,2026-05-09,quantile,0.35,8.459142702731253
2026-05-02,1,01,wk inc flu hosp,2026-05-09,quantile,0.4,10.898280412241482
2026-05-02,1,01,wk inc flu hosp,2026-05-09,quantile,0.45,13.551873586158768
2026-05-02,1,01,wk inc flu hosp,2026-05-09,quantile,0.5,16.445411466642305
2026-05-02,1,01,wk inc flu hosp,2026-05-09,quantile,0.55,19.618712274835858
2026-05-02,1,01,wk inc flu hosp,2026-05-09,quantile,0.6,23.129694808437495
2026-05-02,1,01,wk inc flu hosp,2026-05-09,quantile,0.65,27.06213536233236
2026-05-02,1,01,wk inc flu hosp,2026-05-09,quantile,0.7,31.54028153572468
2026-05-02,1,01,wk inc flu hosp,2026-05-09,quantile,0.75,36.75737181466813
2026-05-02,1,01,wk inc flu hosp,2026-05-09,quantile,0.8,43.03650166071413
2026-05-02,1,01,wk inc flu hosp,2026-05-09,quantile,0.85,50.98021130403008
2026-05-02,1,01,wk inc flu hosp,2026-05-09,quantile,0.9,61.930459996356504
2026-05-02,1,01,wk inc flu hosp,2026-05-09,quantile,0.95,80.11844831512298
2026-05-02,1,01,wk inc flu hosp,2026-05-09,quantile,0.975,97.7875246165407
2026-05-02,1,01,wk inc flu hosp,2026-05-09,quantile,0.99,120.54349246263936
2026-05-02,2,01,wk inc flu hosp,2026-05-16,quantile,0.01,0.0
2026-05-02,2,01,wk inc flu hosp,2026-05-16,quantile,0.025,0.0
2026-05-02,2,01,wk inc flu hosp,2026-05-16,quantile,0.05,0.0
2026-05-02,2,01,wk inc flu hosp,2026-05-16,quantile,0.1,0.0
2026-05-02,2,01,wk inc flu hosp,2026-05-16,quantile,0.15,0.0
2026-05-02,2,01,wk inc flu hosp,2026-05-16,quantile,0.2,0.053823317045433375
2026-05-02,2,01,wk inc flu hosp,2026-05-16,quantile,0.25,0.7561671936161947
2026-05-02,2,01,wk inc flu hosp,2026-05-16,quantile,0.3,2.079783599500503
2026-05-02,2,01,wk inc flu hosp,2026-05-16,quantile,0.35,3.8916001269747675
2026-05-02,2,01,wk inc flu hosp,2026-05-16,quantile,0.4,6.1314249975802815
2026-05-02,2,01,wk inc flu hosp,2026-05-16,quantile,0.45,8.780983532307584
2026-05-02,2,01,wk inc flu hosp,2026-05-16,quantile,0.5,11.85184336752923
2026-05-02,2,01,wk inc flu hosp,2026-05-16,quantile,0.55,15.382310109786056
2026-05-02,2,01,wk inc flu hosp,2026-05-16,quantile,0.6,19.440425793078315
2026-05-02,2,01,wk inc flu hosp,2026-05-16,quantile,0.65,24.13351460109111
2026-05-02,2,01,wk inc flu hosp,2026-05-16,quantile,0.7,29.627944815497735
2026-05-02,2,01,wk inc flu hosp,2026-05-16,quantile,0.75,36.1889174039202
2026-05-02,2,01,wk inc flu hosp,2026-05-16,quantile,0.8,44.26643727034526
2026-05-02,2,01,wk inc flu hosp,2026-05-16,quantile,0.85,54.70792150029119
2026-05-02,2,01,wk inc flu hosp,2026-05-16,quantile,0.9,69.41501666807315
2026-05-02,2,01,wk inc flu hosp,2026-05-16,quantile,0.95,94.4299515018
2026-05-02,2,01,wk inc flu hosp,2026-05-16,quantile,0.975,119.2377455727077
2026-05-02,2,01,wk inc flu hosp,2026-05-16,quantile,0.99,151.71588937550197
2026-05-02,3,01,wk inc flu hosp,2026-05-23,quantile,0.01,0.0
2026-05-02,3,01,wk inc flu hosp,2026-05-23,quantile,0.025,0.0
2026-05-02,3,01,wk inc flu hosp,2026-05-23,quantile,0.05,0.0
2026-05-02,3,01,wk inc flu hosp,2026-05-23,quantile,0.1,0.0
2026-05-02,3,01,wk inc flu hosp,2026-05-23,quantile,0.15,0.0
2026-05-02,3,01,wk inc flu hosp,2026-05-23,quantile,0.2,0.0
2026-05-02,3,01,wk inc flu hosp,2026-05-23,quantile,0.25,0.0
2026-05-02,3,01,wk inc flu hosp,2026-05-23,quantile,0.3,0.368988598103373
2026-05-02,3,01,wk inc flu hosp,2026-05-23,quantile,0.35,1.4957408085778388
2026-05-02,3,01,wk inc flu hosp,2026-05-23,quantile,0.4,3.2656521782859627
2026-05-02,3,01,wk inc flu hosp,2026-05-23,quantile,0.45,5.6275300986030725
2026-05-02,3,01,wk inc flu hosp,2026-05-23,quantile,0.5,8.57559493194817
2026-05-02,3,01,wk inc flu hosp,2026-05-23,quantile,0.55,12.142310119197935
2026-05-02,3,01,wk inc flu hosp,2026-05-23,quantile,0.6,16.400165591453696
2026-05-02,3,01,wk inc flu hosp,2026-05-23,quantile,0.65,21.47227407758245
2026-05-02,3,01,wk inc flu hosp,2026-05-23,quantile,0.7,27.55598021072825
2026-05-02,3,01,wk inc flu hosp,2026-05-23,quantile,0.75,34.97144090679855
