reference_date,horizon,location,target,target_end_date,output_type,output_type_id,value
2026-01-17,0,01,wk inc flu hosp,2026-01-17,quantile,0.01,176.1981706505801
2026-01-17,0,01,wk inc flu hosp,2026-01-17,quantile,0.025,186.45619771088823
2026-01-17,0,01,wk inc flu hosp,2026-01-17,quantile,0.05,195.51080359410923
2026-01-17,0,01,wk inc flu hosp,2026-01-17,quantile,0.1,206.21661272496144
2026-01-17,0,01,wk inc flu hosp,2026-01-17,quantile,0.15,213.6009835911317
2026-01-17,0,01,wk inc flu hosp,2026-01-17,quantile,0.2,219.56249180560255
2026-01-17,0,01,wk inc flu hosp,2026-01-17,quantile,0.25,224.7423260560797
2026-01-17,0,01,wk inc flu hosp,2026-01-17,quantile,0.3,229.4454444417176
2026-01-17,0,01,wk inc flu hosp,2026-01-17,quantile,0.35,233.84705916288215
2026-01-17,0,01,wk inc flu hosp,2026-01-17,quantile,0.4,238.062429844475
2026-01-17,0,01,wk inc flu hosp,2026-01-17,quantile,0.45,242.1766895123014
2026-01-17,0,01,wk inc flu hosp,2026-01-17,quantile,0.5,246.260133260666
2026-01-17,0,01,wk inc flu hosp,2026-01-17,quantile,0.55,250.37771613089555
2026-01-17,0,01,wk inc flu hosp,2026-01-17,quantile,0.6,254.59660195514505
2026-01-17,0,01,wk inc flu hosp,2026-01-17,quantile,0.65,258.9941985242169
2026-01-17,0,01,wk inc flu hosp,2026-01-17,quantile,0.7,263.669353950526
2026-01-17,0,01,wk inc flu hosp,2026-01-17,quantile,0.75,268.76149769289566
2026-01-17,0,01,wk inc flu hosp,2026-01-17,quantile,0.8,274.48915232648494
2026-01-17,0,01,wk inc flu hosp,2026-01-17,quantile,0.85,281.24165455609585
2026-01-17,0,01,wk inc flu hosp,2026-01-17,quantile,0.9,289.8544119780088
2026-01-17,0,01,wk inc flu hosp,2026-01-17,quantile,0.95,302.85875677081367
2026-01-17,0,01,wk inc flu hosp,2026-01-17,quantile,0.975,314.3691734267756
2026-01-17,0,01,wk inc flu hosp,2026-01-17,quantile,0.99,328.0224293951729
2026-01-17,1,01,wk inc flu hosp,2026-01-24,quantile,0.01,151.06501990432238
2026-01-17,1,01,wk inc flu hosp,2026-01-24,quantile,0.025,170.6528309031184
2026-01-17,1,01,wk inc flu hosp,2026-01-24,quantile,0.05,188.454249694588
2026-01-17,1,01,wk inc flu hosp,2026-01-24,quantile,0.1,210.0740144125111
2026-01-17,1,01,wk inc flu hosp,2026-01-24,quantile,0.15,225.32386259904231
2026-01-17,1,01,wk inc flu hosp,2026-01-24,quantile,0.2,237.82502162751635
2026-01-17,1,01,wk inc flu hosp,2026-01-24,quantile,0.25,248.8188682016106
2026-01-17,1,01,wk inc flu hosp,2026-01-24,quantile,0.3,258.9033759652537
2026-01-17,1,01,wk inc flu hosp,2026-01-24,quantile,0.35,268.42699441724886
2026-01-17,1,01,wk inc flu hosp,2026-01-24,quantile,0.4,277.62302863962225
2026-01-17,1,01,wk inc flu hosp,2026-01-24,quantile,0.45,286.6677136214252
2026-01-17,1,01,wk inc flu hosp,2026-01-24,quantile,0.5,295.71055008459604
2026-01-17,1,01,wk inc flu hosp,2026-01-24,quantile,0.55,304.8938070027738
2026-01-17,1,01,wk inc flu hosp,2026-01-24,quantile,0.6,314.3688385104384
2026-01-17,1,01,wk inc flu hosp,2026-01-24,quantile,0.65,324.3144011517053
2026-01-17,1,01,wk inc flu hosp,2026-01-24,quantile,0.7,334.9631425764366
2026-01-17,1,01,wk inc flu hosp,2026-01-24,quantile,0.75,346.6477828161756
2026-01-17,1,01,wk inc flu hosp,2026-01-24,quantile,0.8,359.8949148661813
2026-01-17,1,01,wk inc flu hosp,2026-01-24,quantile,0.85,375.649577015008
2026-01-17,1,01,wk inc flu hosp,2026-01-24,quantile,0.9,395.9520038754756
2026-01-17,1,01,wk inc flu hosp,2026-01-24,quantile,0.95,427.0260663570554
2026-01-17,1,01,wk inc flu hosp,2026-01-24,quantile,0.975,454.9286842210529
2026-01-17,1,01,wk inc flu hosp,2026-01-24,quantile,0.99,488.48169297779
2026-01-17,2,01,wk inc flu hosp,2026-01-31,quantile,0.01,136.13276954130404
2026-01-17,2,01,wk inc flu hosp,2026-01-31,quantile,0.025,161.93831525726992
2026-01-17,2,01,wk inc flu hosp,2026-01-31,quantile,0.05,185.9228851285104
2026-01-17,2,01,wk inc flu hosp,2026-01-31,quantile,0.1,215.630413445966
2026-01-17,2,01,wk inc flu hosp,2026-01-31,quantile,0.15,236.9173071292913
2026-01-17,2,01,wk inc flu hosp,2026-01-31,quantile,0.2,254.54998392181244
2026-01-17,2,01,wk inc flu hosp,2026-01-31,quantile,0.25,270.1815852249097
2026-01-17,2,01,wk inc flu hosp,2026-01-31,quantile,0.3,284.6161916398165
2026-01-17,2,01,wk inc flu hosp,2026-01-31,quantile,0.35,298.32730800913805
2026-01-17,2,01,wk inc flu hosp,2026-01-31,quantile,0.4,311.63605310521984
2026-01-17,2,01,wk inc flu hosp,2026-01-31,quantile,0.45,324.788835567811
2026-01-17,2,01,wk inc flu hosp,2026-01-31,quantile,0.5,337.99850783739595
2026-01-17,2,01,wk inc flu hosp,2026-01-31,quantile,0.55,351.4714814133513
2026-01-17,2,01,wk inc flu hosp,2026-01-31,quantile,0.6,365.43120330970095
2026-01-17,2,01,wk inc flu hosp,2026-01-31,quantile,0.65,380.1453833322452
2026-01-17,2,01,wk inc flu hosp,2026-01-31,quantile,0.7,395.96620906359857
2026-01-17,2,01,wk inc flu hosp,2026-01-31,quantile,0.75,413.4012114770877
2026-01-17,2,01,wk inc flu hosp,2026-01-31,quantile,0.8,433.2579309042067
2026-01-17,2,01,wk inc flu hosp,2026-01-31,quantile,0.85,456.9912261702051
2026-01-17,2,01,wk inc flu hosp,2026-01-31,quantile,0.9,487.7521709475933
2026-01-17,2,01,wk inc flu hosp,2026-01-31,quantile,0.95,535.1873796935427
2026-01-17,2,01,wk inc flu hosp,2026-01-31,quantile,0.975,578.1126296215015
2026-01-17,2,01,wk inc flu hosp,2026-01-31,quantile,0.99,630.1042093679572
2026-01-17,3,01,wk inc flu hosp,2026-02-07,quantile,0.01,104.3158945671052
2026-01-17,3,01,wk inc flu hosp,2026-02-07,quantile,0.025,130.77401711219397
2026-01-17,3,01,wk inc flu hosp,2026-02-07,quantile,0.05,155.91885740719596
2026-01-17,3,01,wk inc flu hosp,2026-02-07,quantile,0.1,187.65160986793828
2026-01-17,3,01,wk inc flu hosp,2026-02-07,quantile,0.15,210.7209137105372
2026-01-17,3,01,wk inc flu hosp,2026-02-07,quantile,0.2,230.00925816146423
2026-01-17,3,01,wk inc flu hosp,2026-02-07,quantile,0.25,247.2300135031699
2026-01-17,3,01,wk inc flu hosp,2026-02-07,quantile,0.3,263.2245380066652
2026-01-17,3,01,wk inc flu hosp,2026-02-07,quantile,0.35,278.49333529990344
2026-01-17,3,01,wk inc flu hosp,2026-02-07,quantile,0.4,293.3799502337028
2026-01-17,3,01,wk inc flu hosp,2026-02-07,quantile,0.45,308.1518228923129
2026-01-17,3,01,wk inc flu hosp,2026-02-07,quantile,0.5,323.043719371931
2026-01-17,3,01,wk inc flu hosp,2026-02-07,quantile,0.55,338.28701163250275
2026-01-17,3,01,wk inc flu hosp,2026-02-07,quantile,0.6,354.1358068344024
2026-01-17,3,01,wk inc flu hosp,2026-02-07,quantile,0.65,370.8980824338161
2026-01-17,3,01,wk inc flu hosp,2026-02-07,quantile,0.7,388.982448624436
2026-01-17,3,01,wk inc flu hosp,2026-02-07,quantile,0.75,408.9812316317192
2026-01-17,3,01,wk inc flu hosp,2026-02-07,quantile,0.8,431.8407310544114
2026-01-17,3,01,wk inc flu hosp,2026-02-07,quantile,0.85,459.27081859935953
