reference_date,horizon,location,target,target_end_date,output_type,output_type_id,value
2025-11-29,0,01,wk inc flu hosp,2025-11-29,quantile,0.01,27.98890510862792
2025-11-29,0,01,wk inc flu hosp,2025-11-29,quantile,0.025,32.811232501758376
2025-11-29,0,01,wk inc flu hosp,2025-11-29,quantile,0.05,37.26511902615769
2025-11-29,0,01,wk inc flu hosp,2025-11-29,quantile,0.1,42.75184874911713
2025-11-29,0,01,wk inc flu hosp,2025-11-29,quantile,0.15,46.666518392980514
2025-11-29,0,01,wk inc flu hosp,2025-11-29,quantile,0.2,49.900063652730275
2025-11-29,0,01,wk inc flu hosp,2025-11-29,quantile,0.25,52.76047329251998
2025-11-29,0,01,wk inc flu hosp,2025-11-29,quantile,0.3,55.39714584215678
2025-11-29,0,01,wk inc flu hosp,2025-11-29,quantile,0.35,57.897802133306975
2025-11-29,0,01,wk inc flu hosp,2025-11-29,quantile,0.4,60.321722906748604
2025-11-29,0,01,wk inc flu hosp,2025-11-29,quantile,0.45,62.71420254243122
2025-11-29,0,01,wk inc flu hosp,2025-11-29,quantile,0.5,65.1141767225728
2025-11-29,0,01,wk inc flu hosp,2025-11-29,quantile,0.55,67.55921432115387
2025-11-29,0,01,wk inc flu hosp,2025-11-29,quantile,0.6,70.08979980165778
2025-11-29,0,01,wk inc flu hosp,2025-11-29,quantile,0.65,72.75425755933917
2025-11-29,0,01,wk inc flu hosp,2025-11-29,quantile,0.7,75.61598579911588
2025-11-29,0,01,wk inc flu hosp,2025-11-29,quantile,0.75,78.7661692850723
2025-11-29,0,01,wk inc flu hosp,2025-11-29,quantile,0.8,82.34969826142714
2025-11-29,0,01,wk inc flu hosp,2025-11-29,quantile,0.85,86.6273504677014
2025-11-29,0,01,wk inc flu hosp,2025-11-29,quantile,0.9,92.16348236199808
2025-11-29,0,01,wk inc flu hosp,2025-11-29,quantile,0.95,100.68426418338468
2025-11-29,0,01,wk inc flu hosp,2025-11-29,quantile,0.975,108.37980492777754
2025-11-29,0,01,wk inc flu hosp,2025-11-29,quantile,0.99,117.68381235909241
2025-11-29,1,01,wk inc flu hosp,2025-12-06,quantile,0.01,20.64543852783918
2025-11-29,1,01,wk inc flu hosp,2025-12-06,quantile,0.025,25.135943256274622
2025-11-29,1,01,wk inc flu hosp,2025-12-06,quantile,0.05,29.35118538603755
2025-11-29,1,01,wk inc flu hosp,2025-12-06,quantile,0.1,34.616419551135614
2025-11-29,1,01,wk inc flu hosp,2025-12-06,quantile,0.15,38.41410775596415
2025-11-29,1,01,wk inc flu hosp,2025-12-06,quantile,0.2,41.573334085003964
2025-11-29,1,01,wk inc flu hosp,2025-12-06,quantile,0.25,44.38315137387683
2025-11-29,1,01,wk inc flu hosp,2025-12-06,quantile,0.3,46.98475348775055
2025-11-29,1,01,wk inc flu hosp,2025-12-06,quantile,0.35,49.46166553793537
2025-11-29,1,01,wk inc flu hosp,2025-12-06,quantile,0.4,51.87084141375054
2025-11-29,1,01,wk inc flu hosp,2025-12-06,quantile,0.45,54.25627162866486
2025-11-29,1,01,wk inc flu hosp,2025-12-06,quantile,0.5,56.65623753626801
2025-11-29,1,01,wk inc flu hosp,2025-12-06,quantile,0.55,59.10814087433054
2025-11-29,1,01,wk inc flu hosp,2025-12-06,quantile,0.6,61.65274371661801
2025-11-29,1,01,wk inc flu hosp,2025-12-06,quantile,0.65,64.33914829199627
2025-11-29,1,01,wk inc flu hosp,2025-12-06,quantile,0.7,67.23221051169789
2025-11-29,1,01,wk inc flu hosp,2025-12-06,quantile,0.75,70.42565495508804
2025-11-29,1,01,wk inc flu hosp,2025-12-06,quantile,0.8,74.0688968166455
2025-11-29,1,01,wk inc flu hosp,2025-12-06,quantile,0.85,78.43149905024579
2025-11-29,1,01,wk inc flu hosp,2025-12-06,quantile,0.9,84.0979887306519
2025-11-29,1,01,wk inc flu hosp,2025-12-06,quantile,0.95,92.86009187127178
2025-11-29,1,01,wk inc flu hosp,2025-12-06,quantile,0.975,100.81147290159649
2025-11-29,1,01,wk inc flu hosp,2025-12-06,quantile,0.99,110.46729693745804
2025-11-29,2,01,wk inc flu hosp,2025-12-13,quantile,0.01,6.506739245657012
2025-11-29,2,01,wk inc flu hosp,2025-12-13,quantile,0.025,9.641466621506886
2025-11-29,2,01,wk inc flu hosp,2025-12-13,quantile,0.05,12.828919531491977
2025-11-29,2,01,wk inc flu hosp,2025-12-13,quantile,0.1,17.067855847087532
2025-11-29,2,01,wk inc flu hosp,2025-12-13,quantile,0.15,20.26911926725183
2025-11-29,2,01,wk inc flu hosp,2025-12-13,quantile,0.2,23.009502451533763
2025-11-29,2,01,wk inc flu hosp,2025-12-13,quantile,0.25,25.498934675126254
2025-11-29,2,01,wk inc flu hosp,2025-12-13,quantile,0.3,27.843473481358178
2025-11-29,2,01,wk inc flu hosp,2025-12-13,quantile,0.35,30.108070337030956
2025-11-29,2,01,wk inc flu hosp,2025-12-13,quantile,0.4,32.33880987492008
2025-11-29,2,01,wk inc flu hosp,2025-12-13,quantile,0.45,34.572946016155555
2025-11-29,2,01,wk inc flu hosp,2025-12-13,quantile,0.5,36.844512639915294
2025-11-29,2,01,wk inc flu hosp,2025-12-13,quantile,0.55,39.188348996480926
2025-11-29,2,01,wk inc flu hosp,2025-12-13,quantile,0.6,41.643970165922916
2025-11-29,2,01,wk inc flu hosp,2025-12-13,quantile,0.65,44.260467025002946
2025-11-29,2,01,wk inc flu hosp,2025-12-13,quantile,0.7,47.1041272130758
2025-11-29,2,01,wk inc flu hosp,2025-12-13,quantile,0.75,50.27220092735097
2025-11-29,2,01,wk inc flu hosp,2025-12-13,quantile,0.8,53.921324160857544
2025-11-29,2,01,wk inc flu hosp,2025-12-13,quantile,0.85,58.336177073780576
2025-11-29,2,01,wk inc flu hosp,2025-12-13,quantile,0.9,64.1378345086791
2025-11-29,2,01,wk inc flu hosp,2025-12-13,quantile,0.95,73.24258309652069
2025-11-29,2,01,wk inc flu hosp,2025-12-13,quantile,0.975,81.62878684344744
2025-11-29,2,01,wk inc flu hosp,2025-12-13,quantile,0.99,91.9509365253883
2025-11-29,3,01,wk inc flu hosp,2025-12-20,quantile,0.01,3.2562082152151834
2025-11-29,3,01,wk inc flu hosp,2025-12-20,quantile,0.025,6.122859486336536
2025-11-29,3,01,wk inc flu hosp,2025-12-20,quantile,0.05,9.306346735511946
2025-11-29,3,01,wk inc flu hosp,2025-12-20,quantile,0.1,13.800778524379803
2025-11-29,3,01,wk inc flu hosp,2025-12-20,quantile,0.15,17.331786956100355
2025-11-29,3,01,wk inc flu hosp,2025-12-20,quantile,0.2,20.42467353575508
2025-11-29,3,01,wk inc flu hosp,2025-12-20,quantile,0.25,23.28035214019859
2025-11-29,3,01,wk inc flu hosp,2025-12-20,quantile,0.3,26.004029908985316
