reference_date,horizon,location,target,target_end_date,output_type,output_type_id,value
2026-02-14,0,01,wk inc flu hosp,2026-02-14,quantile,0.01,290.63118319302475
2026-02-14,0,01,wk inc flu hosp,2026-02-14,quantile,0.025,305.3234127932248
2026-02-14,0,01,wk inc flu hosp,2026-02-14,quantile,0.05,318.2493087618248
2026-02-14,0,01,wk inc flu hosp,2026-02-14,quantile,0.1,333.484612122561
2026-02-14,0,01,wk inc flu hosp,2026-02-14,quantile,0.15,343.96503450797843
2026-02-14,0,01,wk inc flu hosp,2026-02-14,quantile,0.2,352.41018661346584
2026-02-14,0,01,wk inc flu hosp,2026-02-14,quantile,0.25,359.7370004375428
2026-02-14,0,01,wk inc flu hosp,2026-02-14,quantile,0.3,366.3809502933584
2026-02-14,0,01,wk inc flu hosp,2026-02-14,quantile,0.35,372.5918278163531
2026-02-14,0,01,wk inc flu hosp,2026-02-14,quantile,0.4,378.533612041317
2026-02-14,0,01,wk inc flu hosp,2026-02-14,quantile,0.45,384.3270945254548
2026-02-14,0,01,wk inc flu hosp,2026-02-14,quantile,0.5,390.071681445595
2026-02-14,0,01,wk inc flu hosp,2026-02-14,quantile,0.55,395.8588830158472
2026-02-14,0,01,wk inc flu hosp,2026-02-14,quantile,0.6,401.7829666052557
2026-02-14,0,01,wk inc flu hosp,2026-02-14,quantile,0.65,407.9522169164003
2026-02-14,0,01,wk inc flu hosp,2026-02-14,quantile,0.7,414.5045455606989
2026-02-14,0,01,wk inc flu hosp,2026-02-14,quantile,0.75,421.6341019159259
2026-02-14,0,01,wk inc flu hosp,2026-02-14,quantile,0.8,429.6447404160707
2026-02-14,0,01,wk inc flu hosp,2026-02-14,quantile,0.85,439.077262182946
2026-02-14,0,01,wk inc flu hosp,2026-02-14,quantile,0.9,451.09103576240784
2026-02-14,0,01,wk inc flu hosp,2026-02-14,quantile,0.95,469.1955193378998
2026-02-14,0,01,wk inc flu hosp,2026-02-14,quantile,0.975,485.1869164414033
2026-02-14,0,01,wk inc flu hosp,2026-02-14,quantile,0.99,504.1172893816898
2026-02-14,1,01,wk inc flu hosp,2026-02-21,quantile,0.01,115.3908338525228
2026-02-14,1,01,wk inc flu hosp,2026-02-21,quantile,0.025,136.9902223842527
2026-02-14,1,01,wk inc flu hosp,2026-02-21,quantile,0.05,157.04819732703126
2026-02-14,1,01,wk inc flu hosp,2026-02-21,quantile,0.1,181.87388930225924
2026-02-14,1,01,wk inc flu hosp,2026-02-21,quantile,0.15,199.65239253473024
2026-02-14,1,01,wk inc flu hosp,2026-02-21,quantile,0.2,214.373364780254
2026-02-14,1,01,wk inc flu hosp,2026-02-21,quantile,0.25,227.4199209790013
2026-02-14,1,01,wk inc flu hosp,2026-02-21,quantile,0.3,239.46455344607824
2026-02-14,1,01,wk inc flu hosp,2026-02-21,quantile,0.35,250.90312048058647
2026-02-14,1,01,wk inc flu hosp,2026-02-21,quantile,0.4,262.00395477164767
2026-02-14,1,01,wk inc flu hosp,2026-02-21,quantile,0.45,272.97284079638433
2026-02-14,1,01,wk inc flu hosp,2026-02-21,quantile,0.5,283.987422396478
2026-02-14,1,01,wk inc flu hosp,2026-02-21,quantile,0.55,295.21985234288826
2026-02-14,1,01,wk inc flu hosp,2026-02-21,quantile,0.6,306.8563781284952
2026-02-14,1,01,wk inc flu hosp,2026-02-21,quantile,0.65,319.1200310884269
2026-02-14,1,01,wk inc flu hosp,2026-02-21,quantile,0.7,332.30411432284643
2026-02-14,1,01,wk inc flu hosp,2026-02-21,quantile,0.75,346.831192910668
2026-02-14,1,01,wk inc flu hosp,2026-02-21,quantile,0.8,363.373497037896
2026-02-14,1,01,wk inc flu hosp,2026-02-21,quantile,0.85,383.14195523886775
2026-02-14,1,01,wk inc flu hosp,2026-02-21,quantile,0.9,408.7590309122118
2026-02-14,1,01,wk inc flu hosp,2026-02-21,quantile,0.95,448.2521239672668
2026-02-14,1,01,wk inc flu hosp,2026-02-21,quantile,0.975,483.9811029219435
2026-02-14,1,01,wk inc flu hosp,2026-02-21,quantile,0.99,527.2461044685525
2026-02-14,2,01,wk inc flu hosp,2026-02-28,quantile,0.01,84.0595235544307
2026-02-14,2,01,wk inc flu hosp,2026-02-28,quantile,0.025,107.65109927585854
2026-02-14,2,01,wk inc flu hosp,2026-02-28,quantile,0.05,130.27216216690297
2026-02-14,2,01,wk inc flu hosp,2026-02-28,quantile,0.1,159.0281465688518
2026-02-14,2,01,wk inc flu hosp,2026-02-28,quantile,0.15,180.0484896543309
2026-02-14,2,01,wk inc flu hosp,2026-02-28,quantile,0.2,197.68508235759504
2026-02-14,2,01,wk inc flu hosp,2026-02-28,quantile,0.25,213.4723340683876
2026-02-14,2,01,wk inc flu hosp,2026-02-28,quantile,0.3,228.16658255494704
2026-02-14,2,01,wk inc flu hosp,2026-02-28,quantile,0.35,242.2195452298276
2026-02-14,2,01,wk inc flu hosp,2026-02-28,quantile,0.4,255.94272571602104
2026-02-14,2,01,wk inc flu hosp,2026-02-28,quantile,0.45,269.5799473640404
2026-02-14,2,01,wk inc flu hosp,2026-02-28,quantile,0.5,283.3465261660559
2026-02-14,2,01,wk inc flu hosp,2026-02-28,quantile,0.55,297.4559137870697
2026-02-14,2,01,wk inc flu hosp,2026-02-28,quantile,0.6,312.14374151867884
2026-02-14,2,01,wk inc flu hosp,2026-02-28,quantile,0.65,327.6967476671945
2026-02-14,2,01,wk inc flu hosp,2026-02-28,quantile,0.7,344.49647595747365
2026-02-14,2,01,wk inc flu hosp,2026-02-28,quantile,0.75,363.0971319851877
2026-02-14,2,01,wk inc flu hosp,2026-02-28,quantile,0.8,384.3853353402784
2026-02-14,2,01,wk inc flu hosp,2026-02-28,quantile,0.85,409.9647136031013
2026-02-14,2,01,wk inc flu hosp,2026-02-28,quantile,0.9,443.3199300375038
2026-02-14,2,01,wk inc flu hosp,2026-02-28,quantile,0.95,495.15671595557455
2026-02-14,2,01,wk inc flu hosp,2026-02-28,quantile,0.975,542.4378621966565
2026-02-14,2,01,wk inc flu hosp,2026-02-28,quantile,0.99,600.1227112253299
2026-02-14,3,01,wk inc flu hosp,2026-03-07,quantile,0.01,64.97472433014293
2026-02-14,3,01,wk inc flu hosp,2026-03-07,quantile,0.025,88.57906269107156
2026-02-14,3,01,wk inc flu hosp,2026-03-07,quantile,0.05,111.7997667472784
2026-02-14,3,01,wk inc flu hosp,2026-03-07,quantile,0.1,141.9227224240132
2026-02-14,3,01,wk inc flu hosp,2026-03-07,quantile,0.15,164.2741651955628
2026-02-14,3,01,wk inc flu hosp,2026-03-07,quantile,0.2,183.20360617820165
2026-02-14,3,01,wk inc flu hosp,2026-03-07,quantile,0.25,200.2658286366861
2026-02-14,3,01,wk inc flu hosp,2026-03-07,quantile,0.3,216.23555336959524
2026-02-14,3,01,wk inc flu hosp,2026-03-07,quantile,0.35,231.580680156206
2026-02-14,3,01,wk inc flu hosp,2026-03-07,quantile,0.4,246.62805628732931
2026-02-14,3,01,wk inc flu hosp,2026-03-07,quantile,0.45,261.6373368900104
2026-02-14,3,01,wk inc flu hosp,2026-03-07,quantile,0.5,276.841490309822
2026-02-14,3,01,wk inc flu hosp,2026-03-07,quantile,0.55,292.4750243504928
2026-02-14,3,01,wk inc flu hosp,2026-03-07,quantile,0.6,308.80022761166447
2026-02-14,3,01,wk inc flu hosp,2026-03-07,quantile,0.65,326.139527507316
2026-02-14,3,01,wk inc flu hosp,2026-03-07,quantile,0.7,344.92507898527793
2026-02-14,3,01,wk inc flu hosp,2026-03-07,quantile,0.75,365.7877224600426
2026-02-14,3,01,wk inc flu hosp,2026-03-07,quantile,0.8,389.740088641338
2026-02-14,3,01,wk inc flu hosp,2026-03-07,quantile,0.85,418.6181598980775
2026-02-14,3,01,wk inc flu hosp,2026-03-07,quantile,0.9,456.4194840124029
2026-02-14,3,01,wk inc flu hosp,2026-03-07,quantile,0.95,515.4519902481926
2026-02-14,3,01,wk inc flu hosp,2026-03-07,quantile,0.975,569.5603532923446
2026-02-14,3,01,wk inc flu hosp,2026-03-07,quantile,0.99,635.8677670950442
2026-02-14,0,02,wk inc flu hosp,2026-02-14,quantile,0.01,0.4248963068155033
2026-02-14,0,02,wk inc flu hosp,2026-02-14,quantile,0.025,1.1110552493116546
2026-02-14,0,02,wk inc flu hosp,2026-02-14,quantile,0.05,1.960005727139834
2026-02-14,0,02,wk inc flu hosp,2026-02-14,quantile,0.1,3.235840048275622
2026-02-14,0,02,wk inc flu hosp,2026-02-14,quantile,0.15,4.276379642257069
2026-02-14,0,02,wk inc flu hosp,2026-02-14,quantile,0.2,5.2066593851883605
2026-02-14,0,02,wk inc flu hosp,2026-02-14,quantile,0.25,6.077662920434121
2026-02-14,0,02,wk inc flu hosp,2026-02-14,quantile,0.3,6.917233219942836
2026-02-14,0,02,wk inc flu hosp,2026-02-14,quantile,0.35,7.743691350961609
2026-02-14,0,02,wk inc flu hosp,2026-02-14,quantile,0.4,8.571032203634187
2026-02-14,0,02,wk inc flu hosp,2026-02-14,quantile,0.45,9.411452828703371
2026-02-14,0,02,wk inc flu hosp,2026-02-14,quantile,0.5,10.2769181946236
2026-02-14,0,02,wk inc flu hosp,2026-02-14,quantile,0.55,11.180446257093823
2026-02-14,0,02,wk inc flu hosp,2026-02-14,quantile,0.6,12.137517616733126
2026-02-14,0,02,wk inc flu hosp,2026-02-14,quantile,0.65,13.168027393495509
2026-02-14,0,02,wk inc flu hosp,2026-02-14,quantile,0.7,14.299463985740571
2026-02-14,0,02,wk inc flu hosp,2026-02-14,quantile,0.75,15.572769932056987
2026-02-14,0,02,wk inc flu hosp,2026-02-14,quantile,0.8,17.054554291976356
2026-02-14,0,02,wk inc flu hosp,2026-02-14,quantile,0.85,18.8667361907467
2026-02-14,0,02,wk inc flu hosp,2026-02-14,quantile,0.9,21.276839562680838
2026-02-14,0,02,wk inc flu hosp,2026-02-14,quantile,0.95,25.11537792044579
2026-02-14,0,02,wk inc flu hosp,2026-02-14,quantile,0.975,28.70238301481796
2026-02-14,0,02,wk inc flu hosp,2026-02-14,quantile,0.99,33.17398108365257
2026-02-14,1,02,wk inc flu hosp,2026-02-21,quantile,0.01,0.0
2026-02-14,1,02,wk inc flu hosp,2026-02-21,quantile,0.025,0.0
2026-02-14,1,02,wk inc flu hosp,2026-02-21,quantile,0.05,0.1508704912910867
2026-02-14,1,02,wk inc flu hosp,2026-02-21,quantile,0.1,0.8428955357417498
2026-02-14,1,02,wk inc flu hosp,2026-02-21,quantile,0.15,1.6268013392240983
2026-02-14,1,02,wk inc flu hosp,2026-02-21,quantile,0.2,2.431996041927728
2026-02-14,1,02,wk inc flu hosp,2026-02-21,quantile,0.25,3.2513630601286825
2026-02-14,1,02,wk inc flu hosp,2026-02-21,quantile,0.3,4.088382388420525
2026-02-14,1,02,wk inc flu hosp,2026-02-21,quantile,0.35,4.94949189089327
2026-02-14,1,02,wk inc flu hosp,2026-02-21,quantile,0.4,5.842636899351845
2026-02-14,1,02,wk inc flu hosp,2026-02-21,quantile,0.45,6.77723853152556
2026-02-14,1,02,wk inc flu hosp,2026-02-21,quantile,0.5,7.76469260819479
2026-02-14,1,02,wk inc flu hosp,2026-02-21,quantile,0.55,8.819276155882768
2026-02-14,1,02,wk inc flu hosp,2026-02-21,quantile,0.6,9.959609457523335
2026-02-14,1,02,wk inc flu hosp,2026-02-21,quantile,0.65,11.211074386476316
2026-02-14,1,02,wk inc flu hosp,2026-02-21,quantile,0.7,12.610060724536416
2026-02-14,1,02,wk inc flu hosp,2026-02-21,quantile,0.75,14.212040162628464
2026-02-14,1,02,wk inc flu hosp,2026-02-21,quantile,0.8,16.108613931404225
2026-02-14,1,02,wk inc flu hosp,2026-02-21,quantile,0.85,18.469179918273426
2026-02-14,1,02,wk inc flu hosp,2026-02-21,quantile,0.9,21.66852394010805
2026-02-14,1,02,wk inc flu hosp,2026-02-21,quantile,0.95,26.88027517186565
2026-02-14,1,02,wk inc flu hosp,2026-02-21,quantile,0.975,31.855089975682294
2026-02-14,1,02,wk inc flu hosp,2026-02-21,quantile,0.99,38.17012308289673
2026-02-14,2,02,wk inc flu hosp,2026-02-28,quantile,0.01,0.0
