location_name,abbreviation,horizon,reference_date,target_end_date,model,quantile_0.025,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.975,quantile_0.025_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.975_rounded,forecast_team,model_full_name,forecast_due_date,forecast_due_date_formatted
US,US,0,2026-05-23,2026-05-23,CFA_Pyrenew-Pyrenew_E_Flu,0.0019204637384026186,0.00214678763316704,0.0022777429982922476,0.0024159369347457127,0.00271064506846906,0.0019,0.0021,0.0023,0.0024,0.0027,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,Pyrenew_ED_Visits_Flu,2026-05-20,"May 20, 2026"
US,US,1,2026-05-23,2026-05-30,CFA_Pyrenew-Pyrenew_E_Flu,0.001034248569284098,0.001582835638567663,0.0019491118271068961,0.002425068600024606,0.0038157566938826636,0.001,0.0016,0.0019,0.0024,0.0038,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,Pyrenew_ED_Visits_Flu,2026-05-20,"May 20, 2026"
US,US,0,2026-05-23,2026-05-23,CMU-TimeSeries,0.001525019089574601,0.0021511012580493565,0.002432117928186514,0.0027902247354806087,0.003948016983885844,0.0015,0.0022,0.0024,0.0028,0.0039,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data,2026-05-20,"May 20, 2026"
US,US,1,2026-05-23,2026-05-30,CMU-TimeSeries,0.0012375381995443204,0.0019226049525780508,0.0022007856451040373,0.0026346495847610145,0.003998494720603873,0.0012,0.0019,0.0022,0.0026,0.004,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data,2026-05-20,"May 20, 2026"
US,US,2,2026-05-23,2026-06-06,CMU-TimeSeries,0.0010580350577503274,0.0017573355594889828,0.0020737411929559572,0.0025251407949109838,0.004053616081933346,0.0011,0.0018,0.0021,0.0025,0.0041,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data,2026-05-20,"May 20, 2026"
US,US,0,2026-05-23,2026-05-23,CU-ensemble,7e-4,0.0012,0.0021,0.0032,0.0054,7e-4,0.0012,0.0021,0.0032,0.0054,Columbia University,Ensemble,2026-05-20,"May 20, 2026"
US,US,1,2026-05-23,2026-05-30,CU-ensemble,6e-4,0.0011,0.002,0.0033,0.0062,6e-4,0.0011,0.002,0.0033,0.0062,Columbia University,Ensemble,2026-05-20,"May 20, 2026"
US,US,2,2026-05-23,2026-06-06,CU-ensemble,3e-4,8e-4,0.0017,0.0034,0.0068,3e-4,8e-4,0.0017,0.0034,0.0068,Columbia University,Ensemble,2026-05-20,"May 20, 2026"
US,US,0,2026-05-23,2026-05-23,FluSight-baseline,0,0.0012999999999999978,0.0026,0.003900000000000002,0.018389999999999983,0,0.0013,0.0026,0.0039,0.0184,FluSight-baseline,Baseline model using reported weekly admissions,2026-05-20,"May 20, 2026"
US,US,1,2026-05-23,2026-05-30,FluSight-baseline,0,1.0000000000000026e-4,0.0026,0.0059755452554525555,0.02495120916209162,0,1e-4,0.0026,0.006,0.025,FluSight-baseline,Baseline model using reported weekly admissions,2026-05-20,"May 20, 2026"
