location_name,horizon,quantile_0.025,quantile_0.5,quantile_0.975,quantile_0.025_rounded,quantile_0.5_rounded,quantile_0.975_rounded,target_end_date,reference_date,target_end_date_formatted,reference_date_formatted,forecast_due_date,forecast_due_date_formatted,model
US,0,8.4398947926313e-4,0.00231349993477846,0.00484313132021149,8e-4,0.0023,0.0048,2026-05-23,2026-05-23,"May 23, 2026","May 23, 2026",2026-05-20,"May 20, 2026",FluSight-ensemble
US,1,6e-4,0.002,0.0054337104805406,6e-4,0.002,0.0054,2026-05-30,2026-05-23,"May 30, 2026","May 23, 2026",2026-05-20,"May 20, 2026",FluSight-ensemble
US,2,2.7231494683244996e-4,0.00173986348184771,0.00567223960141175,3e-4,0.0017,0.0057,2026-06-06,2026-05-23,"June 06, 2026","May 23, 2026",2026-05-20,"May 20, 2026",FluSight-ensemble
Alabama,0,0.00106026048891709,0.00234255236100898,0.00451666666666666,0.0011,0.0023,0.0045,2026-05-23,2026-05-23,"May 23, 2026","May 23, 2026",2026-05-20,"May 20, 2026",FluSight-ensemble
Alabama,1,5.44655235469169e-4,0.00197320136100089,0.00456094046662811,5e-4,0.002,0.0046,2026-05-30,2026-05-23,"May 30, 2026","May 23, 2026",2026-05-20,"May 20, 2026",FluSight-ensemble
Alabama,2,3.8229213799849306e-4,0.00175128395041338,0.00495124058004815,4e-4,0.0018,0.005,2026-06-06,2026-05-23,"June 06, 2026","May 23, 2026",2026-05-20,"May 20, 2026",FluSight-ensemble
Alaska,0,4.486851917924239e-4,0.00177804554502467,0.00574082718959647,4e-4,0.0018,0.0057,2026-05-23,2026-05-23,"May 23, 2026","May 23, 2026",2026-05-20,"May 20, 2026",FluSight-ensemble
Alaska,1,3.4800422497810387e-4,0.00179271729115428,0.00656666093108321,3e-4,0.0018,0.0066,2026-05-30,2026-05-23,"May 30, 2026","May 23, 2026",2026-05-20,"May 20, 2026",FluSight-ensemble
Alaska,2,1.554297729660844e-4,0.00154056089449638,0.00669429630680115,2e-4,0.0015,0.0067,2026-06-06,2026-05-23,"June 06, 2026","May 23, 2026",2026-05-20,"May 20, 2026",FluSight-ensemble
Arizona,0,0.00291996491491374,0.00565353683988308,0.009,0.0029,0.0057,0.009,2026-05-23,2026-05-23,"May 23, 2026","May 23, 2026",2026-05-20,"May 20, 2026",FluSight-ensemble
Arizona,1,0.00182143972068559,0.00472298587898084,0.009,0.0018,0.0047,0.009,2026-05-30,2026-05-23,"May 30, 2026","May 23, 2026",2026-05-20,"May 20, 2026",FluSight-ensemble
