location_name,horizon,quantile_0.025_per100k,quantile_0.5_per100k,quantile_0.975_per100k,quantile_0.025_count,quantile_0.5_count,quantile_0.975_count,quantile_0.025_per100k_rounded,quantile_0.5_per100k_rounded,quantile_0.975_per100k_rounded,quantile_0.025_count_rounded,quantile_0.5_count_rounded,quantile_0.975_count_rounded,target_end_date,reference_date,target_end_date_formatted,reference_date_formatted,forecast_due_date,forecast_due_date_formatted,model
US,0,5.23297120004173,9.270414801945432,13.50581914250186,17526,31048,45233,5.23,9.27,13.51,17526,31048,45233,2025-03-01,2025-03-01,"March 01, 2025","March 01, 2025",2025-02-26,"February 26, 2025",FluSight-ensemble
US,1,3.6379391248036312,7.862893049292417,13.947423867188707,12184,26334,46712,3.64,7.86,13.95,12184,26334,46712,2025-03-08,2025-03-01,"March 08, 2025","March 01, 2025",2025-02-26,"February 26, 2025",FluSight-ensemble
US,2,2.6818753462726703,6.6228765370378655,13.362200567400862,8982,22181,44752,2.68,6.62,13.36,8982,22181,44752,2025-03-15,2025-03-01,"March 15, 2025","March 01, 2025",2025-02-26,"February 26, 2025",FluSight-ensemble
Alabama,0,2.309890166680108,4.678506354546999,7.673533435072902,118,239,392,2.31,4.68,7.67,118,239,392,2025-03-01,2025-03-01,"March 01, 2025","March 01, 2025",2025-02-26,"February 26, 2025",FluSight-ensemble
Alabama,1,1.4877258700651546,3.9737941003056103,8.221642966149538,76,203,420,1.49,3.97,8.22,76,203,420,2025-03-08,2025-03-01,"March 08, 2025","March 01, 2025",2025-02-26,"February 26, 2025",FluSight-ensemble
Alabama,2,0.7634382754281714,3.1907804844818446,7.869286839028844,39,163,402,0.76,3.19,7.87,39,163,402,2025-03-15,2025-03-01,"March 15, 2025","March 01, 2025",2025-02-26,"February 26, 2025",FluSight-ensemble
Alaska,0,2.590652380809538,5.590355137536371,9.953559147320856,19,41,73,2.59,5.59,9.95,19,41,73,2025-03-01,2025-03-01,"March 01, 2025","March 01, 2025",2025-02-26,"February 26, 2025",FluSight-ensemble
Alaska,1,1.636201503669182,5.181304761619076,9.81720902201509,12,38,72,1.64,5.18,9.82,12,38,72,2025-03-08,2025-03-01,"March 08, 2025","March 01, 2025",2025-02-26,"February 26, 2025",FluSight-ensemble
Alaska,2,1.0908010024461212,4.635904260396016,9.81720902201509,8,34,72,1.09,4.64,9.82,8,34,72,2025-03-15,2025-03-01,"March 15, 2025","March 01, 2025",2025-02-26,"February 26, 2025",FluSight-ensemble
Arizona,0,3.5121506957557074,7.791322807825879,12.63566859507513,261,579,939,3.51,7.79,12.64,261,579,939,2025-03-01,2025-03-01,"March 01, 2025","March 01, 2025",2025-02-26,"February 26, 2025",FluSight-ensemble
Arizona,1,2.50291199007878,7.293431713025262,13.012451045194515,186,542,967,2.5,7.29,13.01,186,542,967,2025-03-08,2025-03-01,"March 08, 2025","March 01, 2025",2025-02-26,"February 26, 2025",FluSight-ensemble
