model_id,weight
OHT_JHU-nbxd,0.299857702089629
NAU-vulPES,0.123015213628462
PSI-PROF,0.0827900624741231
UMass-flusion,0.0827900624741231
MIGHTE-Nsemble,0.0749864953827511
CEPH-Rtrend_fluH,0.0679184713931683
Cornell_JHU-hierarchSIR,0.0679184713931683
UM-DeepOutbreak,0.0504664134974694
CMU-TimeSeries,0.0457095860254341
NAU-epymorph,0.0339642342037418
CU-ensemble,0.0339642342037418
PSI-PROF_MOA,0.01875214293514
Gatech-ensemble_stat,0.0114307607827234
LosAlamos-ThinMint,0.0038470554433243
LosAlamos-DoSiDo,0.00258909407299963
