model_id,weight
OHT_JHU-nbxd,0.299162458099114
MIGHTE-Nsemble,0.132818928923588
NAU-vulPES,0.105318254791705
Cornell_JHU-hierarchSIR,0.0937832964529439
PSI-PROF,0.0743651013532832
UMass-flusion,0.0743651013532832
UM-DeepOutbreak,0.0589675188273945
CEPH-Rtrend_fluH,0.0525091144951221
CMU-TimeSeries,0.0330158174718728
NAU-epymorph,0.0330158174718728
Gatech-ensemble_stat,0.0146580073650084
CU-ensemble,0.0130525923814518
PSI-PROF_MOA,0.00820699438077183
LosAlamos-ThinMint,0.00288922056183218
UGA_CEID-auto_AVG_LB,0.00257277932495316
LosAlamos-DoSiDo,0.00128272505475745
LosAlamos_NAU-CModel_Flu,1.23881707181142e-05
UGA_CEID-Walk,3.88352032654335e-06
