model_id,weight
CEPH-Rtrend_fluH,0.29956065536707
CU-ensemble,0.29956065536707
CMU-TimeSeries,0.168901705109952
UMass-flusion,0.115274578215498
NAU-vulPES,0.0366464631089241
OHT_JHU-nbxd,0.0302748374147627
NAU-FourCAT,0.0141020040592267
Cornell_JHU-hierarchSIR,0.00795115275786877
PSI-PROF_MOA,0.00656870640664364
UGA_flucast-INFLAenza,0.00656870640664364
LosAlamos-ThinMint,0.00305970014442381
LosAlamos_NAU-CModel_Flu,0.00252771799927942
MIGHTE-Nsemble,0.00208823021286107
NAU-epymorph,0.00172515503040643
LosAlamos-DoSiDo,0.00142520679023172
MIGHTE-Joint,0.00117740977426478
UVAFluX-Ensemble,0.00117740977426478
PSI-PROF,0.000803576346531391
UGA_CEID-auto_AVG_LB,0.000374305458537606
Gatech-ensemble_stat,0.000211045172475991
UM-DeepOutbreak,1.76206621300785e-05
UGA_CEID-Walk,3.15842093353243e-06
