model_id,weight
UGA_flucast-INFLAenza,0.299253273815319
UMass-flusion,0.15405201181424
NAU-epymorph,0.15405201181424
NAU-vulPES,0.130489176476553
UGA_CEID-auto_AVG_LB,0.0671742698079961
PSI-PROF_MOA,0.0568997122752858
PSI-PROF,0.0408248222315829
MIGHTE-Nsemble,0.0292912924089469
OHT_JHU-nbxd,0.021016130973442
LosAlamos_NAU-CModel_Flu,0.0127724471503567
MIGHTE-Joint,0.0108188532600928
NAU-FourCAT,0.00776239006193905
Cornell_JHU-hierarchSIR,0.00657510327027469
LosAlamos-DoSiDo,0.00399598570897024
CU-ensemble,0.00205708572474205
UVAFluX-Ensemble,0.00205708572474205
CEPH-Rtrend_fluH,0.000391132181683851
Gatech-ensemble_stat,0.000391132181683851
LosAlamos-ThinMint,8.77986007238668e-05
UGA_CEID-Walk,3.82845171856716e-05
