model_id,weight
UGA_flucast-INFLAenza,0.296968825637289
NAU-vulPES,0.144550245828734
CMU-TimeSeries,0.0894452914003154
OHT_JHU-nbxd,0.0825684105989471
PSI-PROF_MOA,0.0703601582567047
NAU-FourCAT,0.0703601582567047
UMass-flusion,0.0703601582567047
MIGHTE-Joint,0.0401903601300667
PSI-PROF,0.0401903601300667
Gatech-ensemble_stat,0.0269404040525753
UGA_CEID-auto_AVG_LB,0.024869127359193
UVAFluX-Ensemble,0.0166702745962804
MIGHTE-Nsemble,0.0103152890570261
Cornell_JHU-hierarchSIR,0.00589218660559383
LosAlamos-ThinMint,0.00336567039500378
UGA_CEID-Walk,0.00264753010387684
CU-ensemble,0.00192250143555378
NAU-epymorph,0.00192250143555378
LUcompUncertLab-puca,0.000305326729681511
CEPH-Rtrend_fluH,0.000137192143165092
LosAlamos_NAU-CModel_Flu,1.71394435575933e-05
LosAlamos-DoSiDo,8.88147406097535e-07
