model_id,weight
OHT_JHU-nbxd,0.298969906423357
NAU-vulPES,0.196437226235872
PSI-PROF,0.12906845479157
UMass-flusion,0.0975478396662822
CEPH-Rtrend_fluH,0.073725071233906
CU-ensemble,0.073725071233906
CMU-TimeSeries,0.0421124289217066
PSI-PROF_MOA,0.027669837497695
UM-DeepOutbreak,0.0240550011007678
Cornell_JHU-hierarchSIR,0.0137404346596518
MIGHTE-Nsemble,0.0090281088960008
UVAFluX-Ensemble,0.00593189023906135
NAU-epymorph,0.00593189023906135
Gatech-ensemble_stat,0.00146278612338738
LosAlamos-DoSiDo,0.000414925173806819
LosAlamos-ThinMint,0.000179127563968044
