model_id,weight
CEPH-Rtrend_fluH,0.299573492114608
CU-ensemble,0.180975157441332
NAU-FourCAT,0.124009697741609
UMass-flusion,0.0849752272709058
NAU-vulPES,0.0660465482625243
Cornell_JHU-hierarchSIR,0.0513343321046638
OHT_JHU-nbxd,0.0398993395106337
PSI-PROF_MOA,0.027340244389109
PSI-PROF,0.021250061088954
LosAlamos_NAU-CModel_Flu,0.021250061088954
LosAlamos-DoSiDo,0.0145611899991643
LosAlamos-ThinMint,0.0145611899991643
MIGHTE-Nsemble,0.0145611899991643
UGA_flucast-INFLAenza,0.0128373612900974
NAU-epymorph,0.0113176083068726
MIGHTE-Joint,0.00683707336966922
UGA_CEID-auto_AVG_LB,0.00531407930036672
UVAFluX-Ensemble,0.00219978531198382
Gatech-ensemble_stat,0.00103288904110291
UGA_CEID-Walk,7.32673477436748e-05
UM-DeepOutbreak,5.02050213768586e-05
