location_name,horizon,quantile_0.025_per100k,quantile_0.5_per100k,quantile_0.975_per100k,quantile_0.025_count,quantile_0.5_count,quantile_0.975_count,quantile_0.025_per100k_rounded,quantile_0.5_per100k_rounded,quantile_0.975_per100k_rounded,quantile_0.025_count_rounded,quantile_0.5_count_rounded,quantile_0.975_count_rounded,target_end_date,reference_date,target_end_date_formatted,reference_date_formatted,forecast_due_date,forecast_due_date_formatted,model
US,0,0.8417063684193562,1.4272282515234205,2.139648044020258,2819,4780,7166,0.84,1.43,2.14,2819,4780,7166,2024-12-07,2024-12-07,"December 07, 2024","December 07, 2024",2024-12-04,"December 04, 2024",FluSight-ensemble
US,1,0.9494949455741585,1.7685089819609248,2.841617420449455,3180,5923,9517,0.95,1.77,2.84,3180,5923,9517,2024-12-14,2024-12-07,"December 14, 2024","December 07, 2024",2024-12-04,"December 04, 2024",FluSight-ensemble
US,2,0.9886093599987542,2.113969878825485,3.9027825262892533,3311,7080,13071,0.99,2.11,3.9,3311,7080,13071,2024-12-21,2024-12-07,"December 21, 2024","December 07, 2024",2024-12-04,"December 04, 2024",FluSight-ensemble
Alabama,0,0.6068355522634183,1.4094245084827781,2.5252189110316436,31,72,129,0.61,1.41,2.53,31,72,129,2024-12-07,2024-12-07,"December 07, 2024","December 07, 2024",2024-12-04,"December 04, 2024",FluSight-ensemble
Alabama,1,0.5872602118678242,1.663903933625502,3.1907804844818446,30,85,163,0.59,1.66,3.19,30,85,163,2024-12-14,2024-12-07,"December 14, 2024","December 07, 2024",2024-12-04,"December 04, 2024",FluSight-ensemble
Alabama,2,0.548109531076636,1.8009313163946608,4.052095461887987,28,92,207,0.55,1.8,4.05,28,92,207,2024-12-21,2024-12-07,"December 21, 2024","December 07, 2024",2024-12-04,"December 04, 2024",FluSight-ensemble
Alaska,0,0.2727002506115303,1.3635012530576516,2.727002506115303,2,10,20,0.27,1.36,2.73,2,10,20,2024-12-07,2024-12-07,"December 07, 2024","December 07, 2024",2024-12-04,"December 04, 2024",FluSight-ensemble
Alaska,1,0.2727002506115303,1.3635012530576516,3.5451032579498944,2,10,26,0.27,1.36,3.55,2,10,26,2024-12-14,2024-12-07,"December 14, 2024","December 07, 2024",2024-12-04,"December 04, 2024",FluSight-ensemble
Alaska,2,0.13635012530576515,1.4998513783634166,4.635904260396016,1,11,34,0.14,1.5,4.64,1,11,34,2024-12-21,2024-12-07,"December 21, 2024","December 07, 2024",2024-12-04,"December 04, 2024",FluSight-ensemble
Arizona,0,4.803976239022174,8.665996352745882,11.989755823441897,357,644,891,4.8,8.67,11.99,357,644,891,2024-12-07,2024-12-07,"December 07, 2024","December 07, 2024",2024-12-04,"December 04, 2024",FluSight-ensemble
Arizona,1,4.4406503049784805,9.379191704757579,14.411928717066523,330,697,1071,4.44,9.38,14.41,330,697,1071,2024-12-14,2024-12-07,"December 14, 2024","December 07, 2024",2024-12-04,"December 04, 2024",FluSight-ensemble
Arizona,2,3.498694179680015,9.527213381590194,15.152037101229604,260,708,1126,3.5,9.53,15.15,260,708,1126,2024-12-21,2024-12-07,"December 21, 2024","December 07, 2024",2024-12-04,"December 04, 2024",FluSight-ensemble
Arkansas,0,0.16298685804366222,0.5215579457397191,1.1409080063056356,5,16,35,0.16,0.52,1.14,5,16,35,2024-12-07,2024-12-07,"December 07, 2024","December 07, 2024",2024-12-04,"December 04, 2024",FluSight-ensemble
Arkansas,1,0.13038948643492979,0.6193500605659165,1.7928554384802844,4,19,55,0.13,0.62,1.79,4,19,55,2024-12-14,2024-12-07,"December 14, 2024","December 07, 2024",2024-12-04,"December 04, 2024",FluSight-ensemble
Arkansas,2,0.09779211482619733,0.7171421753921138,2.705581843524793,3,22,83,0.1,0.72,2.71,3,22,83,2024-12-21,2024-12-07,"December 21, 2024","December 07, 2024",2024-12-04,"December 04, 2024",FluSight-ensemble
California,0,1.100982612866822,1.937626742924127,2.9282544552005683,429,755,1141,1.1,1.94,2.93,429,755,1141,2024-12-07,2024-12-07,"December 07, 2024","December 07, 2024",2024-12-04,"December 04, 2024",FluSight-ensemble
California,1,0.9495654236846716,2.2173635839555574,3.6571100777044783,370,864,1425,0.95,2.22,3.66,370,864,1425,2024-12-14,2024-12-07,"December 14, 2024","December 07, 2024",2024-12-04,"December 04, 2024",FluSight-ensemble
California,2,1.011158856572326,2.450905350321247,4.7401279393124005,394,955,1847,1.01,2.45,4.74,394,955,1847,2024-12-21,2024-12-07,"December 21, 2024","December 07, 2024",2024-12-04,"December 04, 2024",FluSight-ensemble
