horizon,location,output_type,output_type_id,reference_date,target,target_end_date,value
-1,01,quantile,0.01,2025-02-08,wk inc flu hosp,2025-02-01,328.0
-1,01,quantile,0.025,2025-02-08,wk inc flu hosp,2025-02-01,346.0
-1,01,quantile,0.05,2025-02-08,wk inc flu hosp,2025-02-01,362.0
-1,01,quantile,0.1,2025-02-08,wk inc flu hosp,2025-02-01,382.0
-1,01,quantile,0.15,2025-02-08,wk inc flu hosp,2025-02-01,396.0
-1,01,quantile,0.2,2025-02-08,wk inc flu hosp,2025-02-01,407.0
-1,01,quantile,0.25,2025-02-08,wk inc flu hosp,2025-02-01,416.0
-1,01,quantile,0.3,2025-02-08,wk inc flu hosp,2025-02-01,425.0
-1,01,quantile,0.35,2025-02-08,wk inc flu hosp,2025-02-01,434.0
-1,01,quantile,0.4,2025-02-08,wk inc flu hosp,2025-02-01,442.0
-1,01,quantile,0.45,2025-02-08,wk inc flu hosp,2025-02-01,450.0
-1,01,quantile,0.5,2025-02-08,wk inc flu hosp,2025-02-01,655.0
-1,01,quantile,0.55,2025-02-08,wk inc flu hosp,2025-02-01,865.0
-1,01,quantile,0.6,2025-02-08,wk inc flu hosp,2025-02-01,879.0
-1,01,quantile,0.65,2025-02-08,wk inc flu hosp,2025-02-01,894.0
-1,01,quantile,0.7,2025-02-08,wk inc flu hosp,2025-02-01,909.0
-1,01,quantile,0.75,2025-02-08,wk inc flu hosp,2025-02-01,928.0
-1,01,quantile,0.8,2025-02-08,wk inc flu hosp,2025-02-01,947.0
-1,01,quantile,0.85,2025-02-08,wk inc flu hosp,2025-02-01,970.0
-1,01,quantile,0.9,2025-02-08,wk inc flu hosp,2025-02-01,999.0
-1,01,quantile,0.95,2025-02-08,wk inc flu hosp,2025-02-01,1048.0
-1,01,quantile,0.975,2025-02-08,wk inc flu hosp,2025-02-01,1087.0
-1,01,quantile,0.99,2025-02-08,wk inc flu hosp,2025-02-01,1133.0
0,01,quantile,0.01,2025-02-08,wk inc flu hosp,2025-02-08,285.0
0,01,quantile,0.025,2025-02-08,wk inc flu hosp,2025-02-08,310.0
0,01,quantile,0.05,2025-02-08,wk inc flu hosp,2025-02-08,332.0
0,01,quantile,0.1,2025-02-08,wk inc flu hosp,2025-02-08,357.0
0,01,quantile,0.15,2025-02-08,wk inc flu hosp,2025-02-08,374.0
0,01,quantile,0.2,2025-02-08,wk inc flu hosp,2025-02-08,388.0
0,01,quantile,0.25,2025-02-08,wk inc flu hosp,2025-02-08,400.0
0,01,quantile,0.3,2025-02-08,wk inc flu hosp,2025-02-08,411.0
0,01,quantile,0.35,2025-02-08,wk inc flu hosp,2025-02-08,421.0
0,01,quantile,0.4,2025-02-08,wk inc flu hosp,2025-02-08,431.0
0,01,quantile,0.45,2025-02-08,wk inc flu hosp,2025-02-08,441.0
0,01,quantile,0.5,2025-02-08,wk inc flu hosp,2025-02-08,644.0
0,01,quantile,0.55,2025-02-08,wk inc flu hosp,2025-02-08,855.0
0,01,quantile,0.6,2025-02-08,wk inc flu hosp,2025-02-08,874.0
0,01,quantile,0.65,2025-02-08,wk inc flu hosp,2025-02-08,892.0
0,01,quantile,0.7,2025-02-08,wk inc flu hosp,2025-02-08,912.0
0,01,quantile,0.75,2025-02-08,wk inc flu hosp,2025-02-08,933.0
0,01,quantile,0.8,2025-02-08,wk inc flu hosp,2025-02-08,957.0
0,01,quantile,0.85,2025-02-08,wk inc flu hosp,2025-02-08,983.0
0,01,quantile,0.9,2025-02-08,wk inc flu hosp,2025-02-08,1020.0
0,01,quantile,0.95,2025-02-08,wk inc flu hosp,2025-02-08,1072.0
0,01,quantile,0.975,2025-02-08,wk inc flu hosp,2025-02-08,1121.0
0,01,quantile,0.99,2025-02-08,wk inc flu hosp,2025-02-08,1178.0
1,01,quantile,0.01,2025-02-08,wk inc flu hosp,2025-02-15,242.0
1,01,quantile,0.025,2025-02-08,wk inc flu hosp,2025-02-15,266.0
1,01,quantile,0.05,2025-02-08,wk inc flu hosp,2025-02-15,293.0
1,01,quantile,0.1,2025-02-08,wk inc flu hosp,2025-02-15,323.0
1,01,quantile,0.15,2025-02-08,wk inc flu hosp,2025-02-15,343.0
1,01,quantile,0.2,2025-02-08,wk inc flu hosp,2025-02-15,359.0
1,01,quantile,0.25,2025-02-08,wk inc flu hosp,2025-02-15,374.0
1,01,quantile,0.3,2025-02-08,wk inc flu hosp,2025-02-15,386.0
1,01,quantile,0.35,2025-02-08,wk inc flu hosp,2025-02-15,399.0
1,01,quantile,0.4,2025-02-08,wk inc flu hosp,2025-02-15,411.0
1,01,quantile,0.45,2025-02-08,wk inc flu hosp,2025-02-15,422.0
1,01,quantile,0.5,2025-02-08,wk inc flu hosp,2025-02-15,620.0
1,01,quantile,0.55,2025-02-08,wk inc flu hosp,2025-02-15,825.0
1,01,quantile,0.6,2025-02-08,wk inc flu hosp,2025-02-15,847.0
1,01,quantile,0.65,2025-02-08,wk inc flu hosp,2025-02-15,868.0
1,01,quantile,0.7,2025-02-08,wk inc flu hosp,2025-02-15,891.0
1,01,quantile,0.75,2025-02-08,wk inc flu hosp,2025-02-15,918.0
