horizon,location,output_type,output_type_id,reference_date,target,target_end_date,value
-1,01,quantile,0.01,2024-02-24,wk inc flu hosp,2024-02-17,45.0
-1,01,quantile,0.025,2024-02-24,wk inc flu hosp,2024-02-17,58.0
-1,01,quantile,0.05,2024-02-24,wk inc flu hosp,2024-02-17,68.0
-1,01,quantile,0.1,2024-02-24,wk inc flu hosp,2024-02-17,78.0
-1,01,quantile,0.15,2024-02-24,wk inc flu hosp,2024-02-17,85.0
-1,01,quantile,0.2,2024-02-24,wk inc flu hosp,2024-02-17,92.0
-1,01,quantile,0.25,2024-02-24,wk inc flu hosp,2024-02-17,96.0
-1,01,quantile,0.3,2024-02-24,wk inc flu hosp,2024-02-17,101.0
-1,01,quantile,0.35,2024-02-24,wk inc flu hosp,2024-02-17,106.0
-1,01,quantile,0.4,2024-02-24,wk inc flu hosp,2024-02-17,110.0
-1,01,quantile,0.45,2024-02-24,wk inc flu hosp,2024-02-17,115.0
-1,01,quantile,0.5,2024-02-24,wk inc flu hosp,2024-02-17,121.0
-1,01,quantile,0.55,2024-02-24,wk inc flu hosp,2024-02-17,124.0
-1,01,quantile,0.6,2024-02-24,wk inc flu hosp,2024-02-17,127.0
-1,01,quantile,0.65,2024-02-24,wk inc flu hosp,2024-02-17,130.0
-1,01,quantile,0.7,2024-02-24,wk inc flu hosp,2024-02-17,134.0
-1,01,quantile,0.75,2024-02-24,wk inc flu hosp,2024-02-17,137.0
-1,01,quantile,0.8,2024-02-24,wk inc flu hosp,2024-02-17,141.0
-1,01,quantile,0.85,2024-02-24,wk inc flu hosp,2024-02-17,147.0
-1,01,quantile,0.9,2024-02-24,wk inc flu hosp,2024-02-17,154.0
-1,01,quantile,0.95,2024-02-24,wk inc flu hosp,2024-02-17,168.0
-1,01,quantile,0.975,2024-02-24,wk inc flu hosp,2024-02-17,180.0
-1,01,quantile,0.99,2024-02-24,wk inc flu hosp,2024-02-17,191.0
0,01,quantile,0.01,2024-02-24,wk inc flu hosp,2024-02-24,44.0
0,01,quantile,0.025,2024-02-24,wk inc flu hosp,2024-02-24,52.0
0,01,quantile,0.05,2024-02-24,wk inc flu hosp,2024-02-24,64.0
0,01,quantile,0.1,2024-02-24,wk inc flu hosp,2024-02-24,74.0
0,01,quantile,0.15,2024-02-24,wk inc flu hosp,2024-02-24,82.0
0,01,quantile,0.2,2024-02-24,wk inc flu hosp,2024-02-24,85.0
0,01,quantile,0.25,2024-02-24,wk inc flu hosp,2024-02-24,89.0
0,01,quantile,0.3,2024-02-24,wk inc flu hosp,2024-02-24,93.0
0,01,quantile,0.35,2024-02-24,wk inc flu hosp,2024-02-24,97.0
0,01,quantile,0.4,2024-02-24,wk inc flu hosp,2024-02-24,100.0
0,01,quantile,0.45,2024-02-24,wk inc flu hosp,2024-02-24,104.0
0,01,quantile,0.5,2024-02-24,wk inc flu hosp,2024-02-24,108.0
0,01,quantile,0.55,2024-02-24,wk inc flu hosp,2024-02-24,112.0
0,01,quantile,0.6,2024-02-24,wk inc flu hosp,2024-02-24,116.0
0,01,quantile,0.65,2024-02-24,wk inc flu hosp,2024-02-24,120.0
0,01,quantile,0.7,2024-02-24,wk inc flu hosp,2024-02-24,124.0
0,01,quantile,0.75,2024-02-24,wk inc flu hosp,2024-02-24,130.0
0,01,quantile,0.8,2024-02-24,wk inc flu hosp,2024-02-24,136.0
0,01,quantile,0.85,2024-02-24,wk inc flu hosp,2024-02-24,144.0
0,01,quantile,0.9,2024-02-24,wk inc flu hosp,2024-02-24,156.0
0,01,quantile,0.95,2024-02-24,wk inc flu hosp,2024-02-24,172.0
0,01,quantile,0.975,2024-02-24,wk inc flu hosp,2024-02-24,186.0
0,01,quantile,0.99,2024-02-24,wk inc flu hosp,2024-02-24,202.0
1,01,quantile,0.01,2024-02-24,wk inc flu hosp,2024-03-02,25.0
1,01,quantile,0.025,2024-02-24,wk inc flu hosp,2024-03-02,31.0
1,01,quantile,0.05,2024-02-24,wk inc flu hosp,2024-03-02,42.0
1,01,quantile,0.1,2024-02-24,wk inc flu hosp,2024-03-02,59.0
1,01,quantile,0.15,2024-02-24,wk inc flu hosp,2024-03-02,67.0
1,01,quantile,0.2,2024-02-24,wk inc flu hosp,2024-03-02,72.0
1,01,quantile,0.25,2024-02-24,wk inc flu hosp,2024-03-02,77.0
1,01,quantile,0.3,2024-02-24,wk inc flu hosp,2024-03-02,80.0
1,01,quantile,0.35,2024-02-24,wk inc flu hosp,2024-03-02,85.0
1,01,quantile,0.4,2024-02-24,wk inc flu hosp,2024-03-02,88.0
1,01,quantile,0.45,2024-02-24,wk inc flu hosp,2024-03-02,93.0
1,01,quantile,0.5,2024-02-24,wk inc flu hosp,2024-03-02,99.0
1,01,quantile,0.55,2024-02-24,wk inc flu hosp,2024-03-02,104.0
1,01,quantile,0.6,2024-02-24,wk inc flu hosp,2024-03-02,110.0
1,01,quantile,0.65,2024-02-24,wk inc flu hosp,2024-03-02,116.0
1,01,quantile,0.7,2024-02-24,wk inc flu hosp,2024-03-02,122.0
1,01,quantile,0.75,2024-02-24,wk inc flu hosp,2024-03-02,130.0
1,01,quantile,0.8,2024-02-24,wk inc flu hosp,2024-03-02,141.0
