horizon,location,output_type,output_type_id,reference_date,target,target_end_date,value
0,01,quantile,0.01,2026-03-28,wk inc flu hosp,2026-03-28,3.0
0,01,quantile,0.025,2026-03-28,wk inc flu hosp,2026-03-28,5.0
0,01,quantile,0.05,2026-03-28,wk inc flu hosp,2026-03-28,6.0
0,01,quantile,0.1,2026-03-28,wk inc flu hosp,2026-03-28,8.0
0,01,quantile,0.15,2026-03-28,wk inc flu hosp,2026-03-28,9.0
0,01,quantile,0.2,2026-03-28,wk inc flu hosp,2026-03-28,10.0
0,01,quantile,0.25,2026-03-28,wk inc flu hosp,2026-03-28,11.0
0,01,quantile,0.3,2026-03-28,wk inc flu hosp,2026-03-28,13.0
0,01,quantile,0.35,2026-03-28,wk inc flu hosp,2026-03-28,15.0
0,01,quantile,0.4,2026-03-28,wk inc flu hosp,2026-03-28,17.0
0,01,quantile,0.45,2026-03-28,wk inc flu hosp,2026-03-28,19.0
0,01,quantile,0.5,2026-03-28,wk inc flu hosp,2026-03-28,21.0
0,01,quantile,0.55,2026-03-28,wk inc flu hosp,2026-03-28,24.0
0,01,quantile,0.6,2026-03-28,wk inc flu hosp,2026-03-28,26.0
0,01,quantile,0.65,2026-03-28,wk inc flu hosp,2026-03-28,29.0
0,01,quantile,0.7,2026-03-28,wk inc flu hosp,2026-03-28,32.0
0,01,quantile,0.75,2026-03-28,wk inc flu hosp,2026-03-28,35.0
0,01,quantile,0.8,2026-03-28,wk inc flu hosp,2026-03-28,39.0
0,01,quantile,0.85,2026-03-28,wk inc flu hosp,2026-03-28,43.0
0,01,quantile,0.9,2026-03-28,wk inc flu hosp,2026-03-28,49.0
0,01,quantile,0.95,2026-03-28,wk inc flu hosp,2026-03-28,57.0
0,01,quantile,0.975,2026-03-28,wk inc flu hosp,2026-03-28,64.0
0,01,quantile,0.99,2026-03-28,wk inc flu hosp,2026-03-28,73.0
1,01,quantile,0.01,2026-03-28,wk inc flu hosp,2026-04-04,2.0
1,01,quantile,0.025,2026-03-28,wk inc flu hosp,2026-04-04,3.0
1,01,quantile,0.05,2026-03-28,wk inc flu hosp,2026-04-04,4.0
1,01,quantile,0.1,2026-03-28,wk inc flu hosp,2026-04-04,5.0
1,01,quantile,0.15,2026-03-28,wk inc flu hosp,2026-04-04,6.0
1,01,quantile,0.2,2026-03-28,wk inc flu hosp,2026-04-04,6.0
1,01,quantile,0.25,2026-03-28,wk inc flu hosp,2026-04-04,7.0
1,01,quantile,0.3,2026-03-28,wk inc flu hosp,2026-04-04,8.0
1,01,quantile,0.35,2026-03-28,wk inc flu hosp,2026-04-04,9.0
1,01,quantile,0.4,2026-03-28,wk inc flu hosp,2026-04-04,10.0
1,01,quantile,0.45,2026-03-28,wk inc flu hosp,2026-04-04,12.0
1,01,quantile,0.5,2026-03-28,wk inc flu hosp,2026-04-04,15.0
1,01,quantile,0.55,2026-03-28,wk inc flu hosp,2026-04-04,17.0
1,01,quantile,0.6,2026-03-28,wk inc flu hosp,2026-04-04,21.0
1,01,quantile,0.65,2026-03-28,wk inc flu hosp,2026-04-04,26.0
1,01,quantile,0.7,2026-03-28,wk inc flu hosp,2026-04-04,31.0
1,01,quantile,0.75,2026-03-28,wk inc flu hosp,2026-04-04,37.0
1,01,quantile,0.8,2026-03-28,wk inc flu hosp,2026-04-04,43.0
1,01,quantile,0.85,2026-03-28,wk inc flu hosp,2026-04-04,50.0
1,01,quantile,0.9,2026-03-28,wk inc flu hosp,2026-04-04,60.0
1,01,quantile,0.95,2026-03-28,wk inc flu hosp,2026-04-04,74.0
1,01,quantile,0.975,2026-03-28,wk inc flu hosp,2026-04-04,88.0
1,01,quantile,0.99,2026-03-28,wk inc flu hosp,2026-04-04,100.0
2,01,quantile,0.01,2026-03-28,wk inc flu hosp,2026-04-11,2.0
2,01,quantile,0.025,2026-03-28,wk inc flu hosp,2026-04-11,2.0
2,01,quantile,0.05,2026-03-28,wk inc flu hosp,2026-04-11,3.0
2,01,quantile,0.1,2026-03-28,wk inc flu hosp,2026-04-11,4.0
2,01,quantile,0.15,2026-03-28,wk inc flu hosp,2026-04-11,5.0
2,01,quantile,0.2,2026-03-28,wk inc flu hosp,2026-04-11,5.0
2,01,quantile,0.25,2026-03-28,wk inc flu hosp,2026-04-11,6.0
2,01,quantile,0.3,2026-03-28,wk inc flu hosp,2026-04-11,7.0
2,01,quantile,0.35,2026-03-28,wk inc flu hosp,2026-04-11,9.0
2,01,quantile,0.4,2026-03-28,wk inc flu hosp,2026-04-11,12.0
2,01,quantile,0.45,2026-03-28,wk inc flu hosp,2026-04-11,16.0
2,01,quantile,0.5,2026-03-28,wk inc flu hosp,2026-04-11,21.0
2,01,quantile,0.55,2026-03-28,wk inc flu hosp,2026-04-11,25.0
2,01,quantile,0.6,2026-03-28,wk inc flu hosp,2026-04-11,30.0
2,01,quantile,0.65,2026-03-28,wk inc flu hosp,2026-04-11,36.0
2,01,quantile,0.7,2026-03-28,wk inc flu hosp,2026-04-11,41.0
2,01,quantile,0.75,2026-03-28,wk inc flu hosp,2026-04-11,48.0
2,01,quantile,0.8,2026-03-28,wk inc flu hosp,2026-04-11,57.0
2,01,quantile,0.85,2026-03-28,wk inc flu hosp,2026-04-11,66.0
2,01,quantile,0.9,2026-03-28,wk inc flu hosp,2026-04-11,79.0
2,01,quantile,0.95,2026-03-28,wk inc flu hosp,2026-04-11,100.0
2,01,quantile,0.975,2026-03-28,wk inc flu hosp,2026-04-11,113.0
2,01,quantile,0.99,2026-03-28,wk inc flu hosp,2026-04-11,129.0
3,01,quantile,0.01,2026-03-28,wk inc flu hosp,2026-04-18,2.0
3,01,quantile,0.025,2026-03-28,wk inc flu hosp,2026-04-18,2.0
3,01,quantile,0.05,2026-03-28,wk inc flu hosp,2026-04-18,2.0
3,01,quantile,0.1,2026-03-28,wk inc flu hosp,2026-04-18,3.0
3,01,quantile,0.15,2026-03-28,wk inc flu hosp,2026-04-18,4.0
3,01,quantile,0.2,2026-03-28,wk inc flu hosp,2026-04-18,4.0
3,01,quantile,0.25,2026-03-28,wk inc flu hosp,2026-04-18,6.0
3,01,quantile,0.3,2026-03-28,wk inc flu hosp,2026-04-18,9.0
3,01,quantile,0.35,2026-03-28,wk inc flu hosp,2026-04-18,12.0
3,01,quantile,0.4,2026-03-28,wk inc flu hosp,2026-04-18,14.0
3,01,quantile,0.45,2026-03-28,wk inc flu hosp,2026-04-18,21.0
3,01,quantile,0.5,2026-03-28,wk inc flu hosp,2026-04-18,27.0
3,01,quantile,0.55,2026-03-28,wk inc flu hosp,2026-04-18,34.0
