horizon,location,output_type,output_type_id,reference_date,target,target_end_date,value
-1,01,quantile,0.01,2025-03-08,wk inc flu hosp,2025-03-01,108.0
-1,01,quantile,0.025,2025-03-08,wk inc flu hosp,2025-03-01,122.0
-1,01,quantile,0.05,2025-03-08,wk inc flu hosp,2025-03-01,133.0
-1,01,quantile,0.1,2025-03-08,wk inc flu hosp,2025-03-01,147.0
-1,01,quantile,0.15,2025-03-08,wk inc flu hosp,2025-03-01,157.0
-1,01,quantile,0.2,2025-03-08,wk inc flu hosp,2025-03-01,164.0
-1,01,quantile,0.25,2025-03-08,wk inc flu hosp,2025-03-01,171.0
-1,01,quantile,0.3,2025-03-08,wk inc flu hosp,2025-03-01,178.0
-1,01,quantile,0.35,2025-03-08,wk inc flu hosp,2025-03-01,184.0
-1,01,quantile,0.4,2025-03-08,wk inc flu hosp,2025-03-01,189.0
-1,01,quantile,0.45,2025-03-08,wk inc flu hosp,2025-03-01,195.0
-1,01,quantile,0.5,2025-03-08,wk inc flu hosp,2025-03-01,287.0
-1,01,quantile,0.55,2025-03-08,wk inc flu hosp,2025-03-01,384.0
-1,01,quantile,0.6,2025-03-08,wk inc flu hosp,2025-03-01,394.0
-1,01,quantile,0.65,2025-03-08,wk inc flu hosp,2025-03-01,406.0
-1,01,quantile,0.7,2025-03-08,wk inc flu hosp,2025-03-01,418.0
-1,01,quantile,0.75,2025-03-08,wk inc flu hosp,2025-03-01,432.0
-1,01,quantile,0.8,2025-03-08,wk inc flu hosp,2025-03-01,446.0
-1,01,quantile,0.85,2025-03-08,wk inc flu hosp,2025-03-01,465.0
-1,01,quantile,0.9,2025-03-08,wk inc flu hosp,2025-03-01,487.0
-1,01,quantile,0.95,2025-03-08,wk inc flu hosp,2025-03-01,523.0
-1,01,quantile,0.975,2025-03-08,wk inc flu hosp,2025-03-01,558.0
-1,01,quantile,0.99,2025-03-08,wk inc flu hosp,2025-03-01,604.0
0,01,quantile,0.01,2025-03-08,wk inc flu hosp,2025-03-08,85.0
0,01,quantile,0.025,2025-03-08,wk inc flu hosp,2025-03-08,96.0
0,01,quantile,0.05,2025-03-08,wk inc flu hosp,2025-03-08,103.0
0,01,quantile,0.1,2025-03-08,wk inc flu hosp,2025-03-08,112.0
0,01,quantile,0.15,2025-03-08,wk inc flu hosp,2025-03-08,119.0
0,01,quantile,0.2,2025-03-08,wk inc flu hosp,2025-03-08,129.0
0,01,quantile,0.25,2025-03-08,wk inc flu hosp,2025-03-08,137.0
0,01,quantile,0.3,2025-03-08,wk inc flu hosp,2025-03-08,145.0
0,01,quantile,0.35,2025-03-08,wk inc flu hosp,2025-03-08,153.0
0,01,quantile,0.4,2025-03-08,wk inc flu hosp,2025-03-08,161.0
0,01,quantile,0.45,2025-03-08,wk inc flu hosp,2025-03-08,168.0
0,01,quantile,0.5,2025-03-08,wk inc flu hosp,2025-03-08,251.0
0,01,quantile,0.55,2025-03-08,wk inc flu hosp,2025-03-08,340.0
0,01,quantile,0.6,2025-03-08,wk inc flu hosp,2025-03-08,355.0
0,01,quantile,0.65,2025-03-08,wk inc flu hosp,2025-03-08,370.0
0,01,quantile,0.7,2025-03-08,wk inc flu hosp,2025-03-08,385.0
0,01,quantile,0.75,2025-03-08,wk inc flu hosp,2025-03-08,402.0
0,01,quantile,0.8,2025-03-08,wk inc flu hosp,2025-03-08,420.0
0,01,quantile,0.85,2025-03-08,wk inc flu hosp,2025-03-08,444.0
0,01,quantile,0.9,2025-03-08,wk inc flu hosp,2025-03-08,473.0
0,01,quantile,0.95,2025-03-08,wk inc flu hosp,2025-03-08,519.0
0,01,quantile,0.975,2025-03-08,wk inc flu hosp,2025-03-08,559.0
0,01,quantile,0.99,2025-03-08,wk inc flu hosp,2025-03-08,605.0
1,01,quantile,0.01,2025-03-08,wk inc flu hosp,2025-03-15,69.0
1,01,quantile,0.025,2025-03-08,wk inc flu hosp,2025-03-15,79.0
1,01,quantile,0.05,2025-03-08,wk inc flu hosp,2025-03-15,88.0
1,01,quantile,0.1,2025-03-08,wk inc flu hosp,2025-03-15,99.0
1,01,quantile,0.15,2025-03-08,wk inc flu hosp,2025-03-15,106.0
1,01,quantile,0.2,2025-03-08,wk inc flu hosp,2025-03-15,113.0
1,01,quantile,0.25,2025-03-08,wk inc flu hosp,2025-03-15,119.0
1,01,quantile,0.3,2025-03-08,wk inc flu hosp,2025-03-15,124.0
1,01,quantile,0.35,2025-03-08,wk inc flu hosp,2025-03-15,129.0
1,01,quantile,0.4,2025-03-08,wk inc flu hosp,2025-03-15,138.0
1,01,quantile,0.45,2025-03-08,wk inc flu hosp,2025-03-15,146.0
1,01,quantile,0.5,2025-03-08,wk inc flu hosp,2025-03-15,223.0
1,01,quantile,0.55,2025-03-08,wk inc flu hosp,2025-03-15,307.0
1,01,quantile,0.6,2025-03-08,wk inc flu hosp,2025-03-15,324.0
1,01,quantile,0.65,2025-03-08,wk inc flu hosp,2025-03-15,342.0
1,01,quantile,0.7,2025-03-08,wk inc flu hosp,2025-03-15,360.0
1,01,quantile,0.75,2025-03-08,wk inc flu hosp,2025-03-15,381.0
1,01,quantile,0.8,2025-03-08,wk inc flu hosp,2025-03-15,403.0
1,01,quantile,0.85,2025-03-08,wk inc flu hosp,2025-03-15,430.0
1,01,quantile,0.9,2025-03-08,wk inc flu hosp,2025-03-15,466.0
1,01,quantile,0.95,2025-03-08,wk inc flu hosp,2025-03-15,520.0
1,01,quantile,0.975,2025-03-08,wk inc flu hosp,2025-03-15,567.0
