horizon,location,output_type,output_type_id,reference_date,target,target_end_date,value
-1,01,quantile,0.01,2024-05-04,wk inc flu hosp,2024-04-27,0.0
-1,01,quantile,0.025,2024-05-04,wk inc flu hosp,2024-04-27,0.0
-1,01,quantile,0.05,2024-05-04,wk inc flu hosp,2024-04-27,2.0
-1,01,quantile,0.1,2024-05-04,wk inc flu hosp,2024-04-27,5.0
-1,01,quantile,0.15,2024-05-04,wk inc flu hosp,2024-04-27,7.0
-1,01,quantile,0.2,2024-05-04,wk inc flu hosp,2024-04-27,8.0
-1,01,quantile,0.25,2024-05-04,wk inc flu hosp,2024-04-27,9.0
-1,01,quantile,0.3,2024-05-04,wk inc flu hosp,2024-04-27,10.0
-1,01,quantile,0.35,2024-05-04,wk inc flu hosp,2024-04-27,11.0
-1,01,quantile,0.4,2024-05-04,wk inc flu hosp,2024-04-27,12.0
-1,01,quantile,0.45,2024-05-04,wk inc flu hosp,2024-04-27,13.0
-1,01,quantile,0.5,2024-05-04,wk inc flu hosp,2024-04-27,15.0
-1,01,quantile,0.55,2024-05-04,wk inc flu hosp,2024-04-27,17.0
-1,01,quantile,0.6,2024-05-04,wk inc flu hosp,2024-04-27,18.0
-1,01,quantile,0.65,2024-05-04,wk inc flu hosp,2024-04-27,19.0
-1,01,quantile,0.7,2024-05-04,wk inc flu hosp,2024-04-27,20.0
-1,01,quantile,0.75,2024-05-04,wk inc flu hosp,2024-04-27,22.0
-1,01,quantile,0.8,2024-05-04,wk inc flu hosp,2024-04-27,23.0
-1,01,quantile,0.85,2024-05-04,wk inc flu hosp,2024-04-27,25.0
-1,01,quantile,0.9,2024-05-04,wk inc flu hosp,2024-04-27,27.0
-1,01,quantile,0.95,2024-05-04,wk inc flu hosp,2024-04-27,31.0
-1,01,quantile,0.975,2024-05-04,wk inc flu hosp,2024-04-27,34.0
-1,01,quantile,0.99,2024-05-04,wk inc flu hosp,2024-04-27,37.0
0,01,quantile,0.01,2024-05-04,wk inc flu hosp,2024-05-04,0.0
0,01,quantile,0.025,2024-05-04,wk inc flu hosp,2024-05-04,0.0
0,01,quantile,0.05,2024-05-04,wk inc flu hosp,2024-05-04,2.0
0,01,quantile,0.1,2024-05-04,wk inc flu hosp,2024-05-04,5.0
0,01,quantile,0.15,2024-05-04,wk inc flu hosp,2024-05-04,6.0
0,01,quantile,0.2,2024-05-04,wk inc flu hosp,2024-05-04,8.0
0,01,quantile,0.25,2024-05-04,wk inc flu hosp,2024-05-04,9.0
