horizon,location,output_type,output_type_id,reference_date,target,target_end_date,value
-1,01,quantile,0.01,2025-04-12,wk inc flu hosp,2025-04-05,58.0
-1,01,quantile,0.025,2025-04-12,wk inc flu hosp,2025-04-05,63.0
-1,01,quantile,0.05,2025-04-12,wk inc flu hosp,2025-04-05,75.0
-1,01,quantile,0.1,2025-04-12,wk inc flu hosp,2025-04-05,75.0
-1,01,quantile,0.15,2025-04-12,wk inc flu hosp,2025-04-05,76.0
-1,01,quantile,0.2,2025-04-12,wk inc flu hosp,2025-04-05,78.0
-1,01,quantile,0.25,2025-04-12,wk inc flu hosp,2025-04-05,80.0
-1,01,quantile,0.3,2025-04-12,wk inc flu hosp,2025-04-05,82.0
-1,01,quantile,0.35,2025-04-12,wk inc flu hosp,2025-04-05,84.0
-1,01,quantile,0.4,2025-04-12,wk inc flu hosp,2025-04-05,86.0
-1,01,quantile,0.45,2025-04-12,wk inc flu hosp,2025-04-05,87.0
-1,01,quantile,0.5,2025-04-12,wk inc flu hosp,2025-04-05,90.0
-1,01,quantile,0.55,2025-04-12,wk inc flu hosp,2025-04-05,91.0
-1,01,quantile,0.6,2025-04-12,wk inc flu hosp,2025-04-05,93.0
-1,01,quantile,0.65,2025-04-12,wk inc flu hosp,2025-04-05,96.0
-1,01,quantile,0.7,2025-04-12,wk inc flu hosp,2025-04-05,98.0
-1,01,quantile,0.75,2025-04-12,wk inc flu hosp,2025-04-05,100.0
-1,01,quantile,0.8,2025-04-12,wk inc flu hosp,2025-04-05,101.0
-1,01,quantile,0.85,2025-04-12,wk inc flu hosp,2025-04-05,103.0
-1,01,quantile,0.9,2025-04-12,wk inc flu hosp,2025-04-05,106.0
-1,01,quantile,0.95,2025-04-12,wk inc flu hosp,2025-04-05,111.0
-1,01,quantile,0.975,2025-04-12,wk inc flu hosp,2025-04-05,115.0
-1,01,quantile,0.99,2025-04-12,wk inc flu hosp,2025-04-05,119.0
0,01,quantile,0.01,2025-04-12,wk inc flu hosp,2025-04-12,0.0
0,01,quantile,0.025,2025-04-12,wk inc flu hosp,2025-04-12,0.0
0,01,quantile,0.05,2025-04-12,wk inc flu hosp,2025-04-12,0.0
0,01,quantile,0.1,2025-04-12,wk inc flu hosp,2025-04-12,3.0
0,01,quantile,0.15,2025-04-12,wk inc flu hosp,2025-04-12,8.0
0,01,quantile,0.2,2025-04-12,wk inc flu hosp,2025-04-12,12.0
0,01,quantile,0.25,2025-04-12,wk inc flu hosp,2025-04-12,20.0
0,01,quantile,0.3,2025-04-12,wk inc flu hosp,2025-04-12,29.0
0,01,quantile,0.35,2025-04-12,wk inc flu hosp,2025-04-12,38.0
0,01,quantile,0.4,2025-04-12,wk inc flu hosp,2025-04-12,44.0
0,01,quantile,0.45,2025-04-12,wk inc flu hosp,2025-04-12,45.0
0,01,quantile,0.5,2025-04-12,wk inc flu hosp,2025-04-12,47.0
0,01,quantile,0.55,2025-04-12,wk inc flu hosp,2025-04-12,48.0
0,01,quantile,0.6,2025-04-12,wk inc flu hosp,2025-04-12,49.0
0,01,quantile,0.65,2025-04-12,wk inc flu hosp,2025-04-12,50.0
0,01,quantile,0.7,2025-04-12,wk inc flu hosp,2025-04-12,54.0
0,01,quantile,0.75,2025-04-12,wk inc flu hosp,2025-04-12,60.0
0,01,quantile,0.8,2025-04-12,wk inc flu hosp,2025-04-12,67.0
0,01,quantile,0.85,2025-04-12,wk inc flu hosp,2025-04-12,76.0
0,01,quantile,0.9,2025-04-12,wk inc flu hosp,2025-04-12,86.0
0,01,quantile,0.95,2025-04-12,wk inc flu hosp,2025-04-12,90.0
0,01,quantile,0.975,2025-04-12,wk inc flu hosp,2025-04-12,95.0
0,01,quantile,0.99,2025-04-12,wk inc flu hosp,2025-04-12,111.0
1,01,quantile,0.01,2025-04-12,wk inc flu hosp,2025-04-19,0.0
1,01,quantile,0.025,2025-04-12,wk inc flu hosp,2025-04-19,0.0
1,01,quantile,0.05,2025-04-12,wk inc flu hosp,2025-04-19,0.0
1,01,quantile,0.1,2025-04-12,wk inc flu hosp,2025-04-19,0.0
1,01,quantile,0.15,2025-04-12,wk inc flu hosp,2025-04-19,2.0
1,01,quantile,0.2,2025-04-12,wk inc flu hosp,2025-04-19,6.0
1,01,quantile,0.25,2025-04-12,wk inc flu hosp,2025-04-19,8.0
1,01,quantile,0.3,2025-04-12,wk inc flu hosp,2025-04-19,11.0
1,01,quantile,0.35,2025-04-12,wk inc flu hosp,2025-04-19,14.0
1,01,quantile,0.4,2025-04-12,wk inc flu hosp,2025-04-19,17.0
1,01,quantile,0.45,2025-04-12,wk inc flu hosp,2025-04-19,20.0
1,01,quantile,0.5,2025-04-12,wk inc flu hosp,2025-04-19,24.0
1,01,quantile,0.55,2025-04-12,wk inc flu hosp,2025-04-19,26.0
1,01,quantile,0.6,2025-04-12,wk inc flu hosp,2025-04-19,32.0
1,01,quantile,0.65,2025-04-12,wk inc flu hosp,2025-04-19,45.0
1,01,quantile,0.7,2025-04-12,wk inc flu hosp,2025-04-19,54.0
1,01,quantile,0.75,2025-04-12,wk inc flu hosp,2025-04-19,66.0
1,01,quantile,0.8,2025-04-12,wk inc flu hosp,2025-04-19,68.0
1,01,quantile,0.85,2025-04-12,wk inc flu hosp,2025-04-19,69.0
1,01,quantile,0.9,2025-04-12,wk inc flu hosp,2025-04-19,71.0
1,01,quantile,0.95,2025-04-12,wk inc flu hosp,2025-04-19,75.0
1,01,quantile,0.975,2025-04-12,wk inc flu hosp,2025-04-19,80.0
1,01,quantile,0.99,2025-04-12,wk inc flu hosp,2025-04-19,95.0
2,01,quantile,0.01,2025-04-12,wk inc flu hosp,2025-04-26,0.0
2,01,quantile,0.025,2025-04-12,wk inc flu hosp,2025-04-26,0.0
2,01,quantile,0.05,2025-04-12,wk inc flu hosp,2025-04-26,0.0
2,01,quantile,0.1,2025-04-12,wk inc flu hosp,2025-04-26,0.0
2,01,quantile,0.15,2025-04-12,wk inc flu hosp,2025-04-26,0.0
2,01,quantile,0.2,2025-04-12,wk inc flu hosp,2025-04-26,0.0
2,01,quantile,0.25,2025-04-12,wk inc flu hosp,2025-04-26,3.0
2,01,quantile,0.3,2025-04-12,wk inc flu hosp,2025-04-26,5.0
2,01,quantile,0.35,2025-04-12,wk inc flu hosp,2025-04-26,8.0
2,01,quantile,0.4,2025-04-12,wk inc flu hosp,2025-04-26,10.0
2,01,quantile,0.45,2025-04-12,wk inc flu hosp,2025-04-26,13.0
2,01,quantile,0.5,2025-04-12,wk inc flu hosp,2025-04-26,16.0
2,01,quantile,0.55,2025-04-12,wk inc flu hosp,2025-04-26,28.0
2,01,quantile,0.6,2025-04-12,wk inc flu hosp,2025-04-26,41.0
2,01,quantile,0.65,2025-04-12,wk inc flu hosp,2025-04-26,56.0
2,01,quantile,0.7,2025-04-12,wk inc flu hosp,2025-04-26,60.0
2,01,quantile,0.75,2025-04-12,wk inc flu hosp,2025-04-26,62.0
2,01,quantile,0.8,2025-04-12,wk inc flu hosp,2025-04-26,63.0
2,01,quantile,0.85,2025-04-12,wk inc flu hosp,2025-04-26,65.0
2,01,quantile,0.9,2025-04-12,wk inc flu hosp,2025-04-26,68.0
2,01,quantile,0.95,2025-04-12,wk inc flu hosp,2025-04-26,72.0
2,01,quantile,0.975,2025-04-12,wk inc flu hosp,2025-04-26,76.0
2,01,quantile,0.99,2025-04-12,wk inc flu hosp,2025-04-26,82.0
3,01,quantile,0.01,2025-04-12,wk inc flu hosp,2025-05-03,0.0
3,01,quantile,0.025,2025-04-12,wk inc flu hosp,2025-05-03,0.0
3,01,quantile,0.05,2025-04-12,wk inc flu hosp,2025-05-03,0.0
3,01,quantile,0.1,2025-04-12,wk inc flu hosp,2025-05-03,0.0
3,01,quantile,0.15,2025-04-12,wk inc flu hosp,2025-05-03,0.0
3,01,quantile,0.2,2025-04-12,wk inc flu hosp,2025-05-03,0.0
3,01,quantile,0.25,2025-04-12,wk inc flu hosp,2025-05-03,0.0
3,01,quantile,0.3,2025-04-12,wk inc flu hosp,2025-05-03,0.0
3,01,quantile,0.35,2025-04-12,wk inc flu hosp,2025-05-03,0.0
3,01,quantile,0.4,2025-04-12,wk inc flu hosp,2025-05-03,0.0
3,01,quantile,0.45,2025-04-12,wk inc flu hosp,2025-05-03,1.0
