horizon,location,output_type,output_type_id,reference_date,target,target_end_date,value
-1,01,quantile,0.01,2024-01-20,wk inc flu hosp,2024-01-13,136.0
-1,01,quantile,0.025,2024-01-20,wk inc flu hosp,2024-01-13,151.0
-1,01,quantile,0.05,2024-01-20,wk inc flu hosp,2024-01-13,164.0
-1,01,quantile,0.1,2024-01-20,wk inc flu hosp,2024-01-13,179.0
-1,01,quantile,0.15,2024-01-20,wk inc flu hosp,2024-01-13,191.0
-1,01,quantile,0.2,2024-01-20,wk inc flu hosp,2024-01-13,200.0
-1,01,quantile,0.25,2024-01-20,wk inc flu hosp,2024-01-13,207.0
-1,01,quantile,0.3,2024-01-20,wk inc flu hosp,2024-01-13,214.0
-1,01,quantile,0.35,2024-01-20,wk inc flu hosp,2024-01-13,220.0
-1,01,quantile,0.4,2024-01-20,wk inc flu hosp,2024-01-13,227.0
-1,01,quantile,0.45,2024-01-20,wk inc flu hosp,2024-01-13,232.0
-1,01,quantile,0.5,2024-01-20,wk inc flu hosp,2024-01-13,239.0
-1,01,quantile,0.55,2024-01-20,wk inc flu hosp,2024-01-13,245.0
-1,01,quantile,0.6,2024-01-20,wk inc flu hosp,2024-01-13,251.0
-1,01,quantile,0.65,2024-01-20,wk inc flu hosp,2024-01-13,257.0
-1,01,quantile,0.7,2024-01-20,wk inc flu hosp,2024-01-13,264.0
-1,01,quantile,0.75,2024-01-20,wk inc flu hosp,2024-01-13,271.0
-1,01,quantile,0.8,2024-01-20,wk inc flu hosp,2024-01-13,280.0
-1,01,quantile,0.85,2024-01-20,wk inc flu hosp,2024-01-13,291.0
-1,01,quantile,0.9,2024-01-20,wk inc flu hosp,2024-01-13,304.0
-1,01,quantile,0.95,2024-01-20,wk inc flu hosp,2024-01-13,325.0
-1,01,quantile,0.975,2024-01-20,wk inc flu hosp,2024-01-13,345.0
-1,01,quantile,0.99,2024-01-20,wk inc flu hosp,2024-01-13,370.0
0,01,quantile,0.01,2024-01-20,wk inc flu hosp,2024-01-20,53.0
0,01,quantile,0.025,2024-01-20,wk inc flu hosp,2024-01-20,72.0
0,01,quantile,0.05,2024-01-20,wk inc flu hosp,2024-01-20,93.0
0,01,quantile,0.1,2024-01-20,wk inc flu hosp,2024-01-20,113.0
0,01,quantile,0.15,2024-01-20,wk inc flu hosp,2024-01-20,127.0
0,01,quantile,0.2,2024-01-20,wk inc flu hosp,2024-01-20,138.0
0,01,quantile,0.25,2024-01-20,wk inc flu hosp,2024-01-20,147.0
0,01,quantile,0.3,2024-01-20,wk inc flu hosp,2024-01-20,156.0
0,01,quantile,0.35,2024-01-20,wk inc flu hosp,2024-01-20,164.0
0,01,quantile,0.4,2024-01-20,wk inc flu hosp,2024-01-20,171.0
0,01,quantile,0.45,2024-01-20,wk inc flu hosp,2024-01-20,179.0
0,01,quantile,0.5,2024-01-20,wk inc flu hosp,2024-01-20,187.0
0,01,quantile,0.55,2024-01-20,wk inc flu hosp,2024-01-20,195.0
0,01,quantile,0.6,2024-01-20,wk inc flu hosp,2024-01-20,201.0
0,01,quantile,0.65,2024-01-20,wk inc flu hosp,2024-01-20,209.0
0,01,quantile,0.7,2024-01-20,wk inc flu hosp,2024-01-20,218.0
