horizon,location,output_type,output_type_id,reference_date,target,target_end_date,value
-1,01,quantile,0.01,2023-11-25,wk inc flu hosp,2023-11-18,51.0
-1,01,quantile,0.025,2023-11-25,wk inc flu hosp,2023-11-18,57.0
-1,01,quantile,0.05,2023-11-25,wk inc flu hosp,2023-11-18,59.0
-1,01,quantile,0.1,2023-11-25,wk inc flu hosp,2023-11-18,63.0
-1,01,quantile,0.15,2023-11-25,wk inc flu hosp,2023-11-18,66.0
-1,01,quantile,0.2,2023-11-25,wk inc flu hosp,2023-11-18,67.0
-1,01,quantile,0.25,2023-11-25,wk inc flu hosp,2023-11-18,69.0
-1,01,quantile,0.3,2023-11-25,wk inc flu hosp,2023-11-18,70.0
-1,01,quantile,0.35,2023-11-25,wk inc flu hosp,2023-11-18,72.0
-1,01,quantile,0.4,2023-11-25,wk inc flu hosp,2023-11-18,73.0
-1,01,quantile,0.45,2023-11-25,wk inc flu hosp,2023-11-18,74.0
-1,01,quantile,0.5,2023-11-25,wk inc flu hosp,2023-11-18,77.0
-1,01,quantile,0.55,2023-11-25,wk inc flu hosp,2023-11-18,78.0
-1,01,quantile,0.6,2023-11-25,wk inc flu hosp,2023-11-18,79.0
-1,01,quantile,0.65,2023-11-25,wk inc flu hosp,2023-11-18,80.0
-1,01,quantile,0.7,2023-11-25,wk inc flu hosp,2023-11-18,82.0
-1,01,quantile,0.75,2023-11-25,wk inc flu hosp,2023-11-18,83.0
-1,01,quantile,0.8,2023-11-25,wk inc flu hosp,2023-11-18,84.0
-1,01,quantile,0.85,2023-11-25,wk inc flu hosp,2023-11-18,86.0
-1,01,quantile,0.9,2023-11-25,wk inc flu hosp,2023-11-18,88.0
-1,01,quantile,0.95,2023-11-25,wk inc flu hosp,2023-11-18,91.0
-1,01,quantile,0.975,2023-11-25,wk inc flu hosp,2023-11-18,96.0
-1,01,quantile,0.99,2023-11-25,wk inc flu hosp,2023-11-18,99.0
0,01,quantile,0.01,2023-11-25,wk inc flu hosp,2023-11-25,49.0
0,01,quantile,0.025,2023-11-25,wk inc flu hosp,2023-11-25,54.0
0,01,quantile,0.05,2023-11-25,wk inc flu hosp,2023-11-25,59.0
0,01,quantile,0.1,2023-11-25,wk inc flu hosp,2023-11-25,66.0
0,01,quantile,0.15,2023-11-25,wk inc flu hosp,2023-11-25,70.0
0,01,quantile,0.2,2023-11-25,wk inc flu hosp,2023-11-25,74.0
0,01,quantile,0.25,2023-11-25,wk inc flu hosp,2023-11-25,76.0
0,01,quantile,0.3,2023-11-25,wk inc flu hosp,2023-11-25,82.0
0,01,quantile,0.35,2023-11-25,wk inc flu hosp,2023-11-25,88.0
0,01,quantile,0.4,2023-11-25,wk inc flu hosp,2023-11-25,89.0
0,01,quantile,0.45,2023-11-25,wk inc flu hosp,2023-11-25,90.0
0,01,quantile,0.5,2023-11-25,wk inc flu hosp,2023-11-25,92.0
0,01,quantile,0.55,2023-11-25,wk inc flu hosp,2023-11-25,94.0
0,01,quantile,0.6,2023-11-25,wk inc flu hosp,2023-11-25,95.0
0,01,quantile,0.65,2023-11-25,wk inc flu hosp,2023-11-25,96.0
0,01,quantile,0.7,2023-11-25,wk inc flu hosp,2023-11-25,99.0
0,01,quantile,0.75,2023-11-25,wk inc flu hosp,2023-11-25,102.0
0,01,quantile,0.8,2023-11-25,wk inc flu hosp,2023-11-25,104.0
0,01,quantile,0.85,2023-11-25,wk inc flu hosp,2023-11-25,106.0
0,01,quantile,0.9,2023-11-25,wk inc flu hosp,2023-11-25,108.0
0,01,quantile,0.95,2023-11-25,wk inc flu hosp,2023-11-25,111.0
0,01,quantile,0.975,2023-11-25,wk inc flu hosp,2023-11-25,114.0
0,01,quantile,0.99,2023-11-25,wk inc flu hosp,2023-11-25,117.0
1,01,quantile,0.01,2023-11-25,wk inc flu hosp,2023-12-02,46.0
1,01,quantile,0.025,2023-11-25,wk inc flu hosp,2023-12-02,57.0
1,01,quantile,0.05,2023-11-25,wk inc flu hosp,2023-12-02,64.0
1,01,quantile,0.1,2023-11-25,wk inc flu hosp,2023-12-02,74.0
1,01,quantile,0.15,2023-11-25,wk inc flu hosp,2023-12-02,78.0
1,01,quantile,0.2,2023-11-25,wk inc flu hosp,2023-12-02,83.0
1,01,quantile,0.25,2023-11-25,wk inc flu hosp,2023-12-02,86.0
1,01,quantile,0.3,2023-11-25,wk inc flu hosp,2023-12-02,89.0
1,01,quantile,0.35,2023-11-25,wk inc flu hosp,2023-12-02,92.0
1,01,quantile,0.4,2023-11-25,wk inc flu hosp,2023-12-02,96.0
1,01,quantile,0.45,2023-11-25,wk inc flu hosp,2023-12-02,98.0
1,01,quantile,0.5,2023-11-25,wk inc flu hosp,2023-12-02,101.0
1,01,quantile,0.55,2023-11-25,wk inc flu hosp,2023-12-02,104.0
