horizon,location,output_type,output_type_id,reference_date,target,target_end_date,value
-1,01,quantile,0.01,2025-05-31,wk inc flu hosp,2025-05-24,0.0
-1,01,quantile,0.025,2025-05-31,wk inc flu hosp,2025-05-24,5.0
-1,01,quantile,0.05,2025-05-31,wk inc flu hosp,2025-05-24,9.0
-1,01,quantile,0.1,2025-05-31,wk inc flu hosp,2025-05-24,12.0
-1,01,quantile,0.15,2025-05-31,wk inc flu hosp,2025-05-24,15.0
-1,01,quantile,0.2,2025-05-31,wk inc flu hosp,2025-05-24,17.0
-1,01,quantile,0.25,2025-05-31,wk inc flu hosp,2025-05-24,19.0
-1,01,quantile,0.3,2025-05-31,wk inc flu hosp,2025-05-24,21.0
-1,01,quantile,0.35,2025-05-31,wk inc flu hosp,2025-05-24,23.0
-1,01,quantile,0.4,2025-05-31,wk inc flu hosp,2025-05-24,24.0
-1,01,quantile,0.45,2025-05-31,wk inc flu hosp,2025-05-24,25.0
-1,01,quantile,0.5,2025-05-31,wk inc flu hosp,2025-05-24,28.0
-1,01,quantile,0.55,2025-05-31,wk inc flu hosp,2025-05-24,30.0
-1,01,quantile,0.6,2025-05-31,wk inc flu hosp,2025-05-24,31.0
-1,01,quantile,0.65,2025-05-31,wk inc flu hosp,2025-05-24,32.0
-1,01,quantile,0.7,2025-05-31,wk inc flu hosp,2025-05-24,34.0
-1,01,quantile,0.75,2025-05-31,wk inc flu hosp,2025-05-24,36.0
-1,01,quantile,0.8,2025-05-31,wk inc flu hosp,2025-05-24,38.0
-1,01,quantile,0.85,2025-05-31,wk inc flu hosp,2025-05-24,40.0
-1,01,quantile,0.9,2025-05-31,wk inc flu hosp,2025-05-24,43.0
-1,01,quantile,0.95,2025-05-31,wk inc flu hosp,2025-05-24,47.0
-1,01,quantile,0.975,2025-05-31,wk inc flu hosp,2025-05-24,49.0
-1,01,quantile,0.99,2025-05-31,wk inc flu hosp,2025-05-24,55.0
0,01,quantile,0.01,2025-05-31,wk inc flu hosp,2025-05-31,0.0
0,01,quantile,0.025,2025-05-31,wk inc flu hosp,2025-05-31,0.0
0,01,quantile,0.05,2025-05-31,wk inc flu hosp,2025-05-31,0.0
0,01,quantile,0.1,2025-05-31,wk inc flu hosp,2025-05-31,0.0
0,01,quantile,0.15,2025-05-31,wk inc flu hosp,2025-05-31,0.0
0,01,quantile,0.2,2025-05-31,wk inc flu hosp,2025-05-31,4.0
0,01,quantile,0.25,2025-05-31,wk inc flu hosp,2025-05-31,7.0
0,01,quantile,0.3,2025-05-31,wk inc flu hosp,2025-05-31,10.0
0,01,quantile,0.35,2025-05-31,wk inc flu hosp,2025-05-31,13.0
0,01,quantile,0.4,2025-05-31,wk inc flu hosp,2025-05-31,16.0
0,01,quantile,0.45,2025-05-31,wk inc flu hosp,2025-05-31,18.0
0,01,quantile,0.5,2025-05-31,wk inc flu hosp,2025-05-31,22.0
0,01,quantile,0.55,2025-05-31,wk inc flu hosp,2025-05-31,25.0
0,01,quantile,0.6,2025-05-31,wk inc flu hosp,2025-05-31,28.0
0,01,quantile,0.65,2025-05-31,wk inc flu hosp,2025-05-31,31.0
0,01,quantile,0.7,2025-05-31,wk inc flu hosp,2025-05-31,34.0
0,01,quantile,0.75,2025-05-31,wk inc flu hosp,2025-05-31,38.0
0,01,quantile,0.8,2025-05-31,wk inc flu hosp,2025-05-31,42.0
0,01,quantile,0.85,2025-05-31,wk inc flu hosp,2025-05-31,45.0
0,01,quantile,0.9,2025-05-31,wk inc flu hosp,2025-05-31,49.0
0,01,quantile,0.95,2025-05-31,wk inc flu hosp,2025-05-31,58.0
0,01,quantile,0.975,2025-05-31,wk inc flu hosp,2025-05-31,66.0
0,01,quantile,0.99,2025-05-31,wk inc flu hosp,2025-05-31,81.0
1,01,quantile,0.01,2025-05-31,wk inc flu hosp,2025-06-07,0.0
1,01,quantile,0.025,2025-05-31,wk inc flu hosp,2025-06-07,0.0
1,01,quantile,0.05,2025-05-31,wk inc flu hosp,2025-06-07,0.0
1,01,quantile,0.1,2025-05-31,wk inc flu hosp,2025-06-07,0.0
1,01,quantile,0.15,2025-05-31,wk inc flu hosp,2025-06-07,0.0
1,01,quantile,0.2,2025-05-31,wk inc flu hosp,2025-06-07,1.0
1,01,quantile,0.25,2025-05-31,wk inc flu hosp,2025-06-07,4.0
1,01,quantile,0.3,2025-05-31,wk inc flu hosp,2025-06-07,6.0
1,01,quantile,0.35,2025-05-31,wk inc flu hosp,2025-06-07,9.0
1,01,quantile,0.4,2025-05-31,wk inc flu hosp,2025-06-07,11.0
1,01,quantile,0.45,2025-05-31,wk inc flu hosp,2025-06-07,14.0
1,01,quantile,0.5,2025-05-31,wk inc flu hosp,2025-06-07,21.0
1,01,quantile,0.55,2025-05-31,wk inc flu hosp,2025-06-07,22.0
1,01,quantile,0.6,2025-05-31,wk inc flu hosp,2025-06-07,23.0
1,01,quantile,0.65,2025-05-31,wk inc flu hosp,2025-06-07,26.0
1,01,quantile,0.7,2025-05-31,wk inc flu hosp,2025-06-07,31.0
1,01,quantile,0.75,2025-05-31,wk inc flu hosp,2025-06-07,39.0
1,01,quantile,0.8,2025-05-31,wk inc flu hosp,2025-06-07,46.0
1,01,quantile,0.85,2025-05-31,wk inc flu hosp,2025-06-07,50.0
1,01,quantile,0.9,2025-05-31,wk inc flu hosp,2025-06-07,54.0
1,01,quantile,0.95,2025-05-31,wk inc flu hosp,2025-06-07,60.0
1,01,quantile,0.975,2025-05-31,wk inc flu hosp,2025-06-07,70.0
1,01,quantile,0.99,2025-05-31,wk inc flu hosp,2025-06-07,82.0
2,01,quantile,0.01,2025-05-31,wk inc flu hosp,2025-06-14,0.0
2,01,quantile,0.025,2025-05-31,wk inc flu hosp,2025-06-14,0.0
2,01,quantile,0.05,2025-05-31,wk inc flu hosp,2025-06-14,0.0
2,01,quantile,0.1,2025-05-31,wk inc flu hosp,2025-06-14,0.0
2,01,quantile,0.15,2025-05-31,wk inc flu hosp,2025-06-14,0.0
2,01,quantile,0.2,2025-05-31,wk inc flu hosp,2025-06-14,0.0
2,01,quantile,0.25,2025-05-31,wk inc flu hosp,2025-06-14,0.0
2,01,quantile,0.3,2025-05-31,wk inc flu hosp,2025-06-14,0.0
2,01,quantile,0.35,2025-05-31,wk inc flu hosp,2025-06-14,0.0
2,01,quantile,0.4,2025-05-31,wk inc flu hosp,2025-06-14,2.0
2,01,quantile,0.45,2025-05-31,wk inc flu hosp,2025-06-14,5.0
2,01,quantile,0.5,2025-05-31,wk inc flu hosp,2025-06-14,8.0
2,01,quantile,0.55,2025-05-31,wk inc flu hosp,2025-06-14,12.0
2,01,quantile,0.6,2025-05-31,wk inc flu hosp,2025-06-14,19.0
2,01,quantile,0.65,2025-05-31,wk inc flu hosp,2025-06-14,25.0
2,01,quantile,0.7,2025-05-31,wk inc flu hosp,2025-06-14,33.0
2,01,quantile,0.75,2025-05-31,wk inc flu hosp,2025-06-14,44.0
2,01,quantile,0.8,2025-05-31,wk inc flu hosp,2025-06-14,46.0
2,01,quantile,0.85,2025-05-31,wk inc flu hosp,2025-06-14,49.0
2,01,quantile,0.9,2025-05-31,wk inc flu hosp,2025-06-14,52.0
2,01,quantile,0.95,2025-05-31,wk inc flu hosp,2025-06-14,58.0
2,01,quantile,0.975,2025-05-31,wk inc flu hosp,2025-06-14,62.0
2,01,quantile,0.99,2025-05-31,wk inc flu hosp,2025-06-14,67.0
3,01,quantile,0.01,2025-05-31,wk inc flu hosp,2025-06-21,0.0
3,01,quantile,0.025,2025-05-31,wk inc flu hosp,2025-06-21,0.0
3,01,quantile,0.05,2025-05-31,wk inc flu hosp,2025-06-21,0.0
3,01,quantile,0.1,2025-05-31,wk inc flu hosp,2025-06-21,0.0
3,01,quantile,0.15,2025-05-31,wk inc flu hosp,2025-06-21,0.0
3,01,quantile,0.2,2025-05-31,wk inc flu hosp,2025-06-21,0.0
3,01,quantile,0.25,2025-05-31,wk inc flu hosp,2025-06-21,0.0
3,01,quantile,0.3,2025-05-31,wk inc flu hosp,2025-06-21,0.0
3,01,quantile,0.35,2025-05-31,wk inc flu hosp,2025-06-21,0.0
3,01,quantile,0.4,2025-05-31,wk inc flu hosp,2025-06-21,0.0
3,01,quantile,0.45,2025-05-31,wk inc flu hosp,2025-06-21,0.0
3,01,quantile,0.5,2025-05-31,wk inc flu hosp,2025-06-21,6.0
3,01,quantile,0.55,2025-05-31,wk inc flu hosp,2025-06-21,13.0
3,01,quantile,0.6,2025-05-31,wk inc flu hosp,2025-06-21,16.0
3,01,quantile,0.65,2025-05-31,wk inc flu hosp,2025-06-21,29.0
3,01,quantile,0.7,2025-05-31,wk inc flu hosp,2025-06-21,39.0
3,01,quantile,0.75,2025-05-31,wk inc flu hosp,2025-06-21,47.0
3,01,quantile,0.8,2025-05-31,wk inc flu hosp,2025-06-21,49.0
3,01,quantile,0.85,2025-05-31,wk inc flu hosp,2025-06-21,52.0
3,01,quantile,0.9,2025-05-31,wk inc flu hosp,2025-06-21,57.0
3,01,quantile,0.95,2025-05-31,wk inc flu hosp,2025-06-21,64.0
3,01,quantile,0.975,2025-05-31,wk inc flu hosp,2025-06-21,70.0
3,01,quantile,0.99,2025-05-31,wk inc flu hosp,2025-06-21,75.0
-1,02,quantile,0.01,2025-05-31,wk inc flu hosp,2025-05-24,5.0
-1,02,quantile,0.025,2025-05-31,wk inc flu hosp,2025-05-24,5.0
-1,02,quantile,0.05,2025-05-31,wk inc flu hosp,2025-05-24,5.0
-1,02,quantile,0.1,2025-05-31,wk inc flu hosp,2025-05-24,6.0
-1,02,quantile,0.15,2025-05-31,wk inc flu hosp,2025-05-24,6.0
-1,02,quantile,0.2,2025-05-31,wk inc flu hosp,2025-05-24,6.0
-1,02,quantile,0.25,2025-05-31,wk inc flu hosp,2025-05-24,6.0
-1,02,quantile,0.3,2025-05-31,wk inc flu hosp,2025-05-24,6.0
-1,02,quantile,0.35,2025-05-31,wk inc flu hosp,2025-05-24,6.0
-1,02,quantile,0.4,2025-05-31,wk inc flu hosp,2025-05-24,6.0
-1,02,quantile,0.45,2025-05-31,wk inc flu hosp,2025-05-24,6.0
-1,02,quantile,0.5,2025-05-31,wk inc flu hosp,2025-05-24,8.0
-1,02,quantile,0.55,2025-05-31,wk inc flu hosp,2025-05-24,8.0
-1,02,quantile,0.6,2025-05-31,wk inc flu hosp,2025-05-24,8.0
-1,02,quantile,0.65,2025-05-31,wk inc flu hosp,2025-05-24,8.0
-1,02,quantile,0.7,2025-05-31,wk inc flu hosp,2025-05-24,9.0
-1,02,quantile,0.75,2025-05-31,wk inc flu hosp,2025-05-24,9.0
-1,02,quantile,0.8,2025-05-31,wk inc flu hosp,2025-05-24,9.0
-1,02,quantile,0.85,2025-05-31,wk inc flu hosp,2025-05-24,9.0
-1,02,quantile,0.9,2025-05-31,wk inc flu hosp,2025-05-24,9.0
-1,02,quantile,0.95,2025-05-31,wk inc flu hosp,2025-05-24,10.0
-1,02,quantile,0.975,2025-05-31,wk inc flu hosp,2025-05-24,10.0
-1,02,quantile,0.99,2025-05-31,wk inc flu hosp,2025-05-24,10.0
0,02,quantile,0.01,2025-05-31,wk inc flu hosp,2025-05-31,0.0
0,02,quantile,0.025,2025-05-31,wk inc flu hosp,2025-05-31,0.0
0,02,quantile,0.05,2025-05-31,wk inc flu hosp,2025-05-31,0.0
0,02,quantile,0.1,2025-05-31,wk inc flu hosp,2025-05-31,3.0
0,02,quantile,0.15,2025-05-31,wk inc flu hosp,2025-05-31,4.0
0,02,quantile,0.2,2025-05-31,wk inc flu hosp,2025-05-31,4.0
0,02,quantile,0.25,2025-05-31,wk inc flu hosp,2025-05-31,4.0
0,02,quantile,0.3,2025-05-31,wk inc flu hosp,2025-05-31,5.0
0,02,quantile,0.35,2025-05-31,wk inc flu hosp,2025-05-31,6.0
0,02,quantile,0.4,2025-05-31,wk inc flu hosp,2025-05-31,8.0
0,02,quantile,0.45,2025-05-31,wk inc flu hosp,2025-05-31,8.0
