reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2024-04-13,-1,wk inc flu hosp,2024-04-06,53,quantile,0.01,0
2024-04-13,-1,wk inc flu hosp,2024-04-06,17,quantile,0.01,91.1
2024-04-13,-1,wk inc flu hosp,2024-04-06,06,quantile,0.01,0
2024-04-13,-1,wk inc flu hosp,2024-04-06,04,quantile,0.01,2.1
2024-04-13,-1,wk inc flu hosp,2024-04-06,25,quantile,0.01,39.2
2024-04-13,-1,wk inc flu hosp,2024-04-06,55,quantile,0.01,46.6
2024-04-13,-1,wk inc flu hosp,2024-04-06,48,quantile,0.01,34.5
2024-04-13,-1,wk inc flu hosp,2024-04-06,31,quantile,0.01,10
2024-04-13,-1,wk inc flu hosp,2024-04-06,49,quantile,0.01,0
2024-04-13,-1,wk inc flu hosp,2024-04-06,41,quantile,0.01,6.7
2024-04-13,-1,wk inc flu hosp,2024-04-06,12,quantile,0.01,129
2024-04-13,-1,wk inc flu hosp,2024-04-06,36,quantile,0.01,170.8
2024-04-13,-1,wk inc flu hosp,2024-04-06,44,quantile,0.01,0
2024-04-13,-1,wk inc flu hosp,2024-04-06,13,quantile,0.01,2
2024-04-13,-1,wk inc flu hosp,2024-04-06,33,quantile,0.01,0.7
2024-04-13,-1,wk inc flu hosp,2024-04-06,37,quantile,0.01,2.9
2024-04-13,-1,wk inc flu hosp,2024-04-06,34,quantile,0.01,82.8
2024-04-13,-1,wk inc flu hosp,2024-04-06,08,quantile,0.01,2
2024-04-13,-1,wk inc flu hosp,2024-04-06,24,quantile,0.01,11.5
2024-04-13,-1,wk inc flu hosp,2024-04-06,32,quantile,0.01,0
2024-04-13,-1,wk inc flu hosp,2024-04-06,47,quantile,0.01,21.1
2024-04-13,-1,wk inc flu hosp,2024-04-06,15,quantile,0.01,0
2024-04-13,-1,wk inc flu hosp,2024-04-06,18,quantile,0.01,42.5
2024-04-13,-1,wk inc flu hosp,2024-04-06,21,quantile,0.01,34.6
2024-04-13,-1,wk inc flu hosp,2024-04-06,27,quantile,0.01,46.8
2024-04-13,-1,wk inc flu hosp,2024-04-06,40,quantile,0.01,9.9
2024-04-13,-1,wk inc flu hosp,2024-04-06,42,quantile,0.01,97.3
