location_name,horizon,quantile_0.025,quantile_0.5,quantile_0.975,quantile_0.025_rounded,quantile_0.5_rounded,quantile_0.975_rounded,target_end_date,reference_date,target_end_date_formatted,reference_date_formatted,forecast_due_date,forecast_due_date_formatted,model
US,0,0.01599590246542658,0.02965214048149274,0.04461502276938334,0.016,0.0297,0.0446,2026-02-07,2026-02-07,"February 07, 2026","February 07, 2026",2026-02-04,"February 04, 2026",FluSight-ensemble
US,1,0.01116171437175506,0.02809775414958212,0.05348391191984824,0.0112,0.0281,0.0535,2026-02-14,2026-02-07,"February 14, 2026","February 07, 2026",2026-02-04,"February 04, 2026",FluSight-ensemble
US,2,0.00870648669475947,0.02569878911278811,0.0532051645739064,0.0087,0.0257,0.0532,2026-02-21,2026-02-07,"February 21, 2026","February 07, 2026",2026-02-04,"February 04, 2026",FluSight-ensemble
Alabama,0,0.0314251352677627,0.05360946359142314,0.078810323522132,0.0314,0.0536,0.0788,2026-02-07,2026-02-07,"February 07, 2026","February 07, 2026",2026-02-04,"February 04, 2026",FluSight-ensemble
Alabama,1,0.02299474974417333,0.05093267427590022,0.093152818343273,0.023,0.0509,0.0932,2026-02-14,2026-02-07,"February 14, 2026","February 07, 2026",2026-02-04,"February 04, 2026",FluSight-ensemble
Alabama,2,0.0155151541935362,0.04627846823095286,0.10578423927479091,0.0155,0.0463,0.1058,2026-02-21,2026-02-07,"February 21, 2026","February 07, 2026",2026-02-04,"February 04, 2026",FluSight-ensemble
Alaska,0,0.01330645416336803,0.02356260657970789,0.04167752684176804,0.0133,0.0236,0.0417,2026-02-07,2026-02-07,"February 07, 2026","February 07, 2026",2026-02-04,"February 04, 2026",FluSight-ensemble
Alaska,1,0.00710096604230319,0.02005543210014889,0.04711126129402593,0.0071,0.0201,0.0471,2026-02-14,2026-02-07,"February 14, 2026","February 07, 2026",2026-02-04,"February 04, 2026",FluSight-ensemble
Alaska,2,0.0044085330810871,0.0144702910337068,0.05803145577063622,0.0044,0.0145,0.058,2026-02-21,2026-02-07,"February 21, 2026","February 07, 2026",2026-02-04,"February 04, 2026",FluSight-ensemble
Arizona,0,0.01444238065584789,0.02501618418265069,0.04081254684276991,0.0144,0.025,0.0408,2026-02-07,2026-02-07,"February 07, 2026","February 07, 2026",2026-02-04,"February 04, 2026",FluSight-ensemble
Arizona,1,0.01177473826812046,0.02455809105348892,0.04725846166424705,0.0118,0.0246,0.0473,2026-02-14,2026-02-07,"February 14, 2026","February 07, 2026",2026-02-04,"February 04, 2026",FluSight-ensemble
Arizona,2,0.00928173346994559,0.02228007469598451,0.04932519103835209,0.0093,0.0223,0.0493,2026-02-21,2026-02-07,"February 21, 2026","February 07, 2026",2026-02-04,"February 04, 2026",FluSight-ensemble
Arkansas,0,0.03033648027878414,0.05456691780227424,0.08123255229188608,0.0303,0.0546,0.0812,2026-02-07,2026-02-07,"February 07, 2026","February 07, 2026",2026-02-04,"February 04, 2026",FluSight-ensemble
Arkansas,1,0.01994672034003034,0.04967681218531859,0.0907653113334978,0.0199,0.0497,0.0908,2026-02-14,2026-02-07,"February 14, 2026","February 07, 2026",2026-02-04,"February 04, 2026",FluSight-ensemble
Arkansas,2,0.0149489108064555,0.04494599636766962,0.10201564610263372,0.0149,0.0449,0.102,2026-02-21,2026-02-07,"February 21, 2026","February 07, 2026",2026-02-04,"February 04, 2026",FluSight-ensemble
California,0,0.02258191525743895,0.03587012199178265,0.05333027147669425,0.0226,0.0359,0.0533,2026-02-07,2026-02-07,"February 07, 2026","February 07, 2026",2026-02-04,"February 04, 2026",FluSight-ensemble
California,1,0.01768555892752073,0.03485082336195674,0.06697459936190035,0.0177,0.0349,0.067,2026-02-14,2026-02-07,"February 14, 2026","February 07, 2026",2026-02-04,"February 04, 2026",FluSight-ensemble
California,2,0.01375757589204892,0.02902323452325632,0.07069250729557429,0.0138,0.029,0.0707,2026-02-21,2026-02-07,"February 21, 2026","February 07, 2026",2026-02-04,"February 04, 2026",FluSight-ensemble
Colorado,0,0.0076406361778084,0.01544558992838466,0.02456875292407574,0.0076,0.0154,0.0246,2026-02-07,2026-02-07,"February 07, 2026","February 07, 2026",2026-02-04,"February 04, 2026",FluSight-ensemble
Colorado,1,0.00380224882906989,0.01350295263159493,0.03408607954970583,0.0038,0.0135,0.0341,2026-02-14,2026-02-07,"February 14, 2026","February 07, 2026",2026-02-04,"February 04, 2026",FluSight-ensemble
Colorado,2,0.0020932707897802,0.01103587842672942,0.03419509888500152,0.0021,0.011,0.0342,2026-02-21,2026-02-07,"February 21, 2026","February 07, 2026",2026-02-04,"February 04, 2026",FluSight-ensemble
Connecticut,0,0.00426623914444053,0.00862691032251741,0.01671627437244296,0.0043,0.0086,0.0167,2026-02-07,2026-02-07,"February 07, 2026","February 07, 2026",2026-02-04,"February 04, 2026",FluSight-ensemble
Connecticut,1,0.00264724479011239,0.00763285386193052,0.02469010479377027,0.0026,0.0076,0.0247,2026-02-14,2026-02-07,"February 14, 2026","February 07, 2026",2026-02-04,"February 04, 2026",FluSight-ensemble
Connecticut,2,0.0014042671628796,0.00599330413821725,0.02560096709814627,0.0014,0.006,0.0256,2026-02-21,2026-02-07,"February 21, 2026","February 07, 2026",2026-02-04,"February 04, 2026",FluSight-ensemble
Delaware,0,0.01661649759889578,0.02972003164079981,0.04893712619837782,0.0166,0.0297,0.0489,2026-02-07,2026-02-07,"February 07, 2026","February 07, 2026",2026-02-04,"February 04, 2026",FluSight-ensemble
Delaware,1,0.00872289257330994,0.02671471628084572,0.05856246787657021,0.0087,0.0267,0.0586,2026-02-14,2026-02-07,"February 14, 2026","February 07, 2026",2026-02-04,"February 04, 2026",FluSight-ensemble
