location_name,horizon,quantile_0.025,quantile_0.5,quantile_0.975,quantile_0.025_rounded,quantile_0.5_rounded,quantile_0.975_rounded,target_end_date,reference_date,target_end_date_formatted,reference_date_formatted,forecast_due_date,forecast_due_date_formatted,model
US,0,0.00445072290309928,0.00619122230383185,0.00874511403085607,0.0045,0.0062,0.0087,2025-11-22,2025-11-22,"November 22, 2025","November 22, 2025",2025-11-19,"November 19, 2025",FluSight-ensemble
US,1,0.00493930321850318,0.00794735294163183,0.01277439004785151,0.0049,0.0079,0.0128,2025-11-29,2025-11-22,"November 29, 2025","November 22, 2025",2025-11-19,"November 19, 2025",FluSight-ensemble
US,2,0.00416706202063155,0.01052264511663986,0.01883251869444648,0.0042,0.0105,0.0188,2025-12-06,2025-11-22,"December 06, 2025","November 22, 2025",2025-11-19,"November 19, 2025",FluSight-ensemble
Alabama,0,0.00481392604387746,0.00909549475071644,0.01597981615045785,0.0048,0.0091,0.016,2025-11-22,2025-11-22,"November 22, 2025","November 22, 2025",2025-11-19,"November 19, 2025",FluSight-ensemble
Alabama,1,0.00512439754886825,0.01165657598717004,0.02454392034449001,0.0051,0.0117,0.0245,2025-11-29,2025-11-22,"November 29, 2025","November 22, 2025",2025-11-19,"November 19, 2025",FluSight-ensemble
Alabama,2,0.00369215263495043,0.01510769090146634,0.03604246581191114,0.0037,0.0151,0.036,2025-12-06,2025-11-22,"December 06, 2025","November 22, 2025",2025-11-19,"November 19, 2025",FluSight-ensemble
Alaska,0,0.00146616567082126,0.00330191509340214,0.00650000685130428,0.0015,0.0033,0.0065,2025-11-22,2025-11-22,"November 22, 2025","November 22, 2025",2025-11-19,"November 19, 2025",FluSight-ensemble
Alaska,1,0.00123728282468852,0.00443713928922759,0.00991589550135956,0.0012,0.0044,0.0099,2025-11-29,2025-11-22,"November 29, 2025","November 22, 2025",2025-11-19,"November 19, 2025",FluSight-ensemble
Alaska,2,0.0011320666906756,0.00358698392638455,0.0107074369661978,0.0011,0.0036,0.0107,2025-12-06,2025-11-22,"December 06, 2025","November 22, 2025",2025-11-19,"November 19, 2025",FluSight-ensemble
Arizona,0,0.00187439745917145,0.0037881921135418,0.00761117266020623,0.0019,0.0038,0.0076,2025-11-22,2025-11-22,"November 22, 2025","November 22, 2025",2025-11-19,"November 19, 2025",FluSight-ensemble
Arizona,1,0.00218990025370587,0.00501200270386601,0.01337681838325206,0.0022,0.005,0.0134,2025-11-29,2025-11-22,"November 29, 2025","November 22, 2025",2025-11-19,"November 19, 2025",FluSight-ensemble
Arizona,2,0.00252128837040274,0.00661343007483339,0.01593980137777013,0.0025,0.0066,0.0159,2025-12-06,2025-11-22,"December 06, 2025","November 22, 2025",2025-11-19,"November 19, 2025",FluSight-ensemble
Arkansas,0,0.00216986093077435,0.0049069672132163,0.00875969609685366,0.0022,0.0049,0.0088,2025-11-22,2025-11-22,"November 22, 2025","November 22, 2025",2025-11-19,"November 19, 2025",FluSight-ensemble
Arkansas,1,0.00222697273558803,0.00634616488654512,0.01314774697841816,0.0022,0.0063,0.0131,2025-11-29,2025-11-22,"November 29, 2025","November 22, 2025",2025-11-19,"November 19, 2025",FluSight-ensemble
Arkansas,2,0.00175987653352179,0.00847078252166574,0.02017263937593641,0.0018,0.0085,0.0202,2025-12-06,2025-11-22,"December 06, 2025","November 22, 2025",2025-11-19,"November 19, 2025",FluSight-ensemble
California,0,0.00180256395135599,0.00381791205182787,0.00735420265141551,0.0018,0.0038,0.0074,2025-11-22,2025-11-22,"November 22, 2025","November 22, 2025",2025-11-19,"November 19, 2025",FluSight-ensemble
California,1,0.00162142532180386,0.00437820986001499,0.01172485344169914,0.0016,0.0044,0.0117,2025-11-29,2025-11-22,"November 29, 2025","November 22, 2025",2025-11-19,"November 19, 2025",FluSight-ensemble
California,2,0.00144133540133494,0.00670127173765647,0.01755816836649894,0.0014,0.0067,0.0176,2025-12-06,2025-11-22,"December 06, 2025","November 22, 2025",2025-11-19,"November 19, 2025",FluSight-ensemble
Colorado,0,0.00586763283419529,0.01036633699971225,0.01853787272756146,0.0059,0.0104,0.0185,2025-11-22,2025-11-22,"November 22, 2025","November 22, 2025",2025-11-19,"November 19, 2025",FluSight-ensemble
Colorado,1,0.00589877000200466,0.01313894196279744,0.02925931879497759,0.0059,0.0131,0.0293,2025-11-29,2025-11-22,"November 29, 2025","November 22, 2025",2025-11-19,"November 19, 2025",FluSight-ensemble
Colorado,2,0.00364787471104899,0.01586930850110262,0.03820358924628506,0.0036,0.0159,0.0382,2025-12-06,2025-11-22,"December 06, 2025","November 22, 2025",2025-11-19,"November 19, 2025",FluSight-ensemble
Connecticut,0,0.00205672926030183,0.00420930415359772,0.00795191911199653,0.0021,0.0042,0.008,2025-11-22,2025-11-22,"November 22, 2025","November 22, 2025",2025-11-19,"November 19, 2025",FluSight-ensemble
Connecticut,1,0.00225195845151673,0.00541647367741169,0.01165987770493572,0.0023,0.0054,0.0117,2025-11-29,2025-11-22,"November 29, 2025","November 22, 2025",2025-11-19,"November 19, 2025",FluSight-ensemble
Connecticut,2,0.00179224646703005,0.00457389344239976,0.01781974224172989,0.0018,0.0046,0.0178,2025-12-06,2025-11-22,"December 06, 2025","November 22, 2025",2025-11-19,"November 19, 2025",FluSight-ensemble
