output_type,output_type_id,value,reference_date,target,horizon,target_end_date,location
quantile,0.01,7,2025-04-26,wk inc flu hosp,0,2025-04-26,02
quantile,0.025,8,2025-04-26,wk inc flu hosp,0,2025-04-26,02
quantile,0.05,9,2025-04-26,wk inc flu hosp,0,2025-04-26,02
quantile,0.1,11,2025-04-26,wk inc flu hosp,0,2025-04-26,02
quantile,0.15,12,2025-04-26,wk inc flu hosp,0,2025-04-26,02
quantile,0.2,13,2025-04-26,wk inc flu hosp,0,2025-04-26,02
quantile,0.25,13,2025-04-26,wk inc flu hosp,0,2025-04-26,02
quantile,0.3,14,2025-04-26,wk inc flu hosp,0,2025-04-26,02
quantile,0.35,14,2025-04-26,wk inc flu hosp,0,2025-04-26,02
quantile,0.4,15,2025-04-26,wk inc flu hosp,0,2025-04-26,02
quantile,0.45,16,2025-04-26,wk inc flu hosp,0,2025-04-26,02
quantile,0.5,16,2025-04-26,wk inc flu hosp,0,2025-04-26,02
quantile,0.55,17,2025-04-26,wk inc flu hosp,0,2025-04-26,02
quantile,0.6,18,2025-04-26,wk inc flu hosp,0,2025-04-26,02
quantile,0.65,18,2025-04-26,wk inc flu hosp,0,2025-04-26,02
quantile,0.7,19,2025-04-26,wk inc flu hosp,0,2025-04-26,02
quantile,0.75,20,2025-04-26,wk inc flu hosp,0,2025-04-26,02
quantile,0.8,21,2025-04-26,wk inc flu hosp,0,2025-04-26,02
quantile,0.85,22,2025-04-26,wk inc flu hosp,0,2025-04-26,02
quantile,0.9,24,2025-04-26,wk inc flu hosp,0,2025-04-26,02
quantile,0.95,26,2025-04-26,wk inc flu hosp,0,2025-04-26,02
quantile,0.975,28,2025-04-26,wk inc flu hosp,0,2025-04-26,02
quantile,0.99,30,2025-04-26,wk inc flu hosp,0,2025-04-26,02
quantile,0.01,6,2025-04-26,wk inc flu hosp,1,2025-05-03,02
quantile,0.025,8,2025-04-26,wk inc flu hosp,1,2025-05-03,02
quantile,0.05,9,2025-04-26,wk inc flu hosp,1,2025-05-03,02
quantile,0.1,11,2025-04-26,wk inc flu hosp,1,2025-05-03,02
quantile,0.15,12,2025-04-26,wk inc flu hosp,1,2025-05-03,02
quantile,0.2,14,2025-04-26,wk inc flu hosp,1,2025-05-03,02
quantile,0.25,14,2025-04-26,wk inc flu hosp,1,2025-05-03,02
quantile,0.3,15,2025-04-26,wk inc flu hosp,1,2025-05-03,02
quantile,0.35,16,2025-04-26,wk inc flu hosp,1,2025-05-03,02
quantile,0.4,17,2025-04-26,wk inc flu hosp,1,2025-05-03,02
quantile,0.45,18,2025-04-26,wk inc flu hosp,1,2025-05-03,02
quantile,0.5,19,2025-04-26,wk inc flu hosp,1,2025-05-03,02
quantile,0.55,20,2025-04-26,wk inc flu hosp,1,2025-05-03,02
quantile,0.6,21,2025-04-26,wk inc flu hosp,1,2025-05-03,02
quantile,0.65,22,2025-04-26,wk inc flu hosp,1,2025-05-03,02
quantile,0.7,23,2025-04-26,wk inc flu hosp,1,2025-05-03,02
