output_type,output_type_id,value,reference_date,target,horizon,target_end_date,location
quantile,0.01,613.8800000000001,2026-01-10,wk inc flu hosp,0,2026-01-10,13
quantile,0.025,658.9749999999999,2026-01-10,wk inc flu hosp,0,2026-01-10,13
quantile,0.05,715.95,2026-01-10,wk inc flu hosp,0,2026-01-10,13
quantile,0.1,763,2026-01-10,wk inc flu hosp,0,2026-01-10,13
quantile,0.15,794.85,2026-01-10,wk inc flu hosp,0,2026-01-10,13
quantile,0.2,827,2026-01-10,wk inc flu hosp,0,2026-01-10,13
quantile,0.25,854.75,2026-01-10,wk inc flu hosp,0,2026-01-10,13
quantile,0.3,876,2026-01-10,wk inc flu hosp,0,2026-01-10,13
quantile,0.35,898,2026-01-10,wk inc flu hosp,0,2026-01-10,13
quantile,0.4,915,2026-01-10,wk inc flu hosp,0,2026-01-10,13
quantile,0.45,937,2026-01-10,wk inc flu hosp,0,2026-01-10,13
quantile,0.5,958,2026-01-10,wk inc flu hosp,0,2026-01-10,13
quantile,0.55,978.45,2026-01-10,wk inc flu hosp,0,2026-01-10,13
quantile,0.6,999,2026-01-10,wk inc flu hosp,0,2026-01-10,13
quantile,0.65,1023,2026-01-10,wk inc flu hosp,0,2026-01-10,13
quantile,0.7,1052,2026-01-10,wk inc flu hosp,0,2026-01-10,13
quantile,0.75,1077,2026-01-10,wk inc flu hosp,0,2026-01-10,13
quantile,0.8,1101.2,2026-01-10,wk inc flu hosp,0,2026-01-10,13
quantile,0.85,1131,2026-01-10,wk inc flu hosp,0,2026-01-10,13
quantile,0.9,1184,2026-01-10,wk inc flu hosp,0,2026-01-10,13
quantile,0.95,1271.1,2026-01-10,wk inc flu hosp,0,2026-01-10,13
quantile,0.975,1362,2026-01-10,wk inc flu hosp,0,2026-01-10,13
quantile,0.99,1501.1799999999998,2026-01-10,wk inc flu hosp,0,2026-01-10,13
quantile,0.01,0.027305070011907143,2026-01-10,wk inc flu prop ed visits,0,2026-01-10,13
quantile,0.025,0.02920751457655455,2026-01-10,wk inc flu prop ed visits,0,2026-01-10,13
quantile,0.05,0.03058685741078645,2026-01-10,wk inc flu prop ed visits,0,2026-01-10,13
quantile,0.1,0.03227020948500844,2026-01-10,wk inc flu prop ed visits,0,2026-01-10,13
quantile,0.15,0.03359706780915215,2026-01-10,wk inc flu prop ed visits,0,2026-01-10,13
quantile,0.2,0.03469831907182274,2026-01-10,wk inc flu prop ed visits,0,2026-01-10,13
quantile,0.25,0.0357274859438145,2026-01-10,wk inc flu prop ed visits,0,2026-01-10,13
quantile,0.3,0.03663119439571888,2026-01-10,wk inc flu prop ed visits,0,2026-01-10,13
quantile,0.35,0.03741629923543017,2026-01-10,wk inc flu prop ed visits,0,2026-01-10,13
quantile,0.4,0.0381273423812674,2026-01-10,wk inc flu prop ed visits,0,2026-01-10,13
quantile,0.45,0.03890687570499256,2026-01-10,wk inc flu prop ed visits,0,2026-01-10,13
quantile,0.5,0.0395810772385842,2026-01-10,wk inc flu prop ed visits,0,2026-01-10,13
quantile,0.55,0.04041814816636348,2026-01-10,wk inc flu prop ed visits,0,2026-01-10,13
quantile,0.6,0.04128860259222561,2026-01-10,wk inc flu prop ed visits,0,2026-01-10,13
quantile,0.65,0.042094986068442725,2026-01-10,wk inc flu prop ed visits,0,2026-01-10,13
quantile,0.7,0.043015260124479926,2026-01-10,wk inc flu prop ed visits,0,2026-01-10,13
quantile,0.75,0.044125603428921564,2026-01-10,wk inc flu prop ed visits,0,2026-01-10,13
quantile,0.8,0.0452617119635514,2026-01-10,wk inc flu prop ed visits,0,2026-01-10,13
quantile,0.85,0.04683299810723068,2026-01-10,wk inc flu prop ed visits,0,2026-01-10,13
quantile,0.9,0.04893349444293531,2026-01-10,wk inc flu prop ed visits,0,2026-01-10,13
quantile,0.95,0.05219873760393595,2026-01-10,wk inc flu prop ed visits,0,2026-01-10,13
quantile,0.975,0.05440935862590875,2026-01-10,wk inc flu prop ed visits,0,2026-01-10,13
quantile,0.99,0.058269744476611866,2026-01-10,wk inc flu prop ed visits,0,2026-01-10,13
quantile,0.01,309.98,2026-01-10,wk inc flu hosp,1,2026-01-17,13
quantile,0.025,372,2026-01-10,wk inc flu hosp,1,2026-01-17,13
quantile,0.05,417.95,2026-01-10,wk inc flu hosp,1,2026-01-17,13
quantile,0.1,479,2026-01-10,wk inc flu hosp,1,2026-01-17,13
quantile,0.15,522,2026-01-10,wk inc flu hosp,1,2026-01-17,13
quantile,0.2,565,2026-01-10,wk inc flu hosp,1,2026-01-17,13
quantile,0.25,591,2026-01-10,wk inc flu hosp,1,2026-01-17,13
quantile,0.3,625,2026-01-10,wk inc flu hosp,1,2026-01-17,13
quantile,0.35,648,2026-01-10,wk inc flu hosp,1,2026-01-17,13
quantile,0.4,675.2,2026-01-10,wk inc flu hosp,1,2026-01-17,13
quantile,0.45,701,2026-01-10,wk inc flu hosp,1,2026-01-17,13
quantile,0.5,729,2026-01-10,wk inc flu hosp,1,2026-01-17,13
quantile,0.55,757.45,2026-01-10,wk inc flu hosp,1,2026-01-17,13
quantile,0.6,786,2026-01-10,wk inc flu hosp,1,2026-01-17,13
quantile,0.65,814,2026-01-10,wk inc flu hosp,1,2026-01-17,13
quantile,0.7,845,2026-01-10,wk inc flu hosp,1,2026-01-17,13
quantile,0.75,883,2026-01-10,wk inc flu hosp,1,2026-01-17,13
quantile,0.8,926,2026-01-10,wk inc flu hosp,1,2026-01-17,13
quantile,0.85,970.2999999999997,2026-01-10,wk inc flu hosp,1,2026-01-17,13
quantile,0.9,1046.1000000000001,2026-01-10,wk inc flu hosp,1,2026-01-17,13
quantile,0.95,1150.1,2026-01-10,wk inc flu hosp,1,2026-01-17,13
quantile,0.975,1284,2026-01-10,wk inc flu hosp,1,2026-01-17,13
quantile,0.99,1431,2026-01-10,wk inc flu hosp,1,2026-01-17,13
quantile,0.01,0.010379916432298141,2026-01-10,wk inc flu prop ed visits,1,2026-01-17,13
quantile,0.025,0.012171935523994346,2026-01-10,wk inc flu prop ed visits,1,2026-01-17,13
quantile,0.05,0.013606470968198427,2026-01-10,wk inc flu prop ed visits,1,2026-01-17,13
quantile,0.1,0.015995981688407417,2026-01-10,wk inc flu prop ed visits,1,2026-01-17,13
quantile,0.15,0.017791288239535283,2026-01-10,wk inc flu prop ed visits,1,2026-01-17,13
quantile,0.2,0.019492730277842835,2026-01-10,wk inc flu prop ed visits,1,2026-01-17,13
quantile,0.25,0.021001195748251596,2026-01-10,wk inc flu prop ed visits,1,2026-01-17,13
quantile,0.3,0.022526197789443748,2026-01-10,wk inc flu prop ed visits,1,2026-01-17,13
quantile,0.35,0.024043821510551906,2026-01-10,wk inc flu prop ed visits,1,2026-01-17,13
quantile,0.4,0.025404647021288328,2026-01-10,wk inc flu prop ed visits,1,2026-01-17,13
quantile,0.45,0.027043095741135552,2026-01-10,wk inc flu prop ed visits,1,2026-01-17,13
quantile,0.5,0.028455331060044477,2026-01-10,wk inc flu prop ed visits,1,2026-01-17,13
quantile,0.55,0.03026543374472129,2026-01-10,wk inc flu prop ed visits,1,2026-01-17,13
quantile,0.6,0.03188486388432461,2026-01-10,wk inc flu prop ed visits,1,2026-01-17,13
quantile,0.65,0.03413601123419543,2026-01-10,wk inc flu prop ed visits,1,2026-01-17,13
quantile,0.7,0.03610362746476396,2026-01-10,wk inc flu prop ed visits,1,2026-01-17,13
quantile,0.75,0.039183001155625036,2026-01-10,wk inc flu prop ed visits,1,2026-01-17,13
quantile,0.8,0.041865884782095755,2026-01-10,wk inc flu prop ed visits,1,2026-01-17,13
quantile,0.85,0.04521004568503475,2026-01-10,wk inc flu prop ed visits,1,2026-01-17,13
quantile,0.9,0.04980155535751825,2026-01-10,wk inc flu prop ed visits,1,2026-01-17,13
quantile,0.95,0.058643716591610474,2026-01-10,wk inc flu prop ed visits,1,2026-01-17,13
quantile,0.975,0.06865088285469396,2026-01-10,wk inc flu prop ed visits,1,2026-01-17,13
quantile,0.99,0.0829632430738521,2026-01-10,wk inc flu prop ed visits,1,2026-01-17,13
quantile,0.01,41,2026-01-10,wk inc flu hosp,0,2026-01-10,02
quantile,0.025,48,2026-01-10,wk inc flu hosp,0,2026-01-10,02
quantile,0.05,58,2026-01-10,wk inc flu hosp,0,2026-01-10,02
quantile,0.1,68,2026-01-10,wk inc flu hosp,0,2026-01-10,02
quantile,0.15,77,2026-01-10,wk inc flu hosp,0,2026-01-10,02
quantile,0.2,86,2026-01-10,wk inc flu hosp,0,2026-01-10,02
quantile,0.25,96.75,2026-01-10,wk inc flu hosp,0,2026-01-10,02
quantile,0.3,107,2026-01-10,wk inc flu hosp,0,2026-01-10,02
quantile,0.35,116,2026-01-10,wk inc flu hosp,0,2026-01-10,02
quantile,0.4,124,2026-01-10,wk inc flu hosp,0,2026-01-10,02
quantile,0.45,131.55000000000007,2026-01-10,wk inc flu hosp,0,2026-01-10,02
quantile,0.5,138,2026-01-10,wk inc flu hosp,0,2026-01-10,02
quantile,0.55,145.45000000000005,2026-01-10,wk inc flu hosp,0,2026-01-10,02
quantile,0.6,151.39999999999986,2026-01-10,wk inc flu hosp,0,2026-01-10,02
quantile,0.65,158,2026-01-10,wk inc flu hosp,0,2026-01-10,02
quantile,0.7,165,2026-01-10,wk inc flu hosp,0,2026-01-10,02
quantile,0.75,173,2026-01-10,wk inc flu hosp,0,2026-01-10,02
quantile,0.8,181.20000000000005,2026-01-10,wk inc flu hosp,0,2026-01-10,02
quantile,0.85,195,2026-01-10,wk inc flu hosp,0,2026-01-10,02
quantile,0.9,211.10000000000014,2026-01-10,wk inc flu hosp,0,2026-01-10,02
quantile,0.95,243.04999999999995,2026-01-10,wk inc flu hosp,0,2026-01-10,02
quantile,0.975,286.0499999999997,2026-01-10,wk inc flu hosp,0,2026-01-10,02
quantile,0.99,353.03,2026-01-10,wk inc flu hosp,0,2026-01-10,02
quantile,0.01,0.04731467567460168,2026-01-10,wk inc flu prop ed visits,0,2026-01-10,02
quantile,0.025,0.0502624419951738,2026-01-10,wk inc flu prop ed visits,0,2026-01-10,02
quantile,0.05,0.05282075034193856,2026-01-10,wk inc flu prop ed visits,0,2026-01-10,02
quantile,0.1,0.05582091585639923,2026-01-10,wk inc flu prop ed visits,0,2026-01-10,02
quantile,0.15,0.05770515062894759,2026-01-10,wk inc flu prop ed visits,0,2026-01-10,02
quantile,0.2,0.05924779742846307,2026-01-10,wk inc flu prop ed visits,0,2026-01-10,02
quantile,0.25,0.06089512350468618,2026-01-10,wk inc flu prop ed visits,0,2026-01-10,02
quantile,0.3,0.0622668422116602,2026-01-10,wk inc flu prop ed visits,0,2026-01-10,02
quantile,0.35,0.06350603377261846,2026-01-10,wk inc flu prop ed visits,0,2026-01-10,02
quantile,0.4,0.06462398561019954,2026-01-10,wk inc flu prop ed visits,0,2026-01-10,02
quantile,0.45,0.06572879106786705,2026-01-10,wk inc flu prop ed visits,0,2026-01-10,02
quantile,0.5,0.06698626242725825,2026-01-10,wk inc flu prop ed visits,0,2026-01-10,02
quantile,0.55,0.06823284490863687,2026-01-10,wk inc flu prop ed visits,0,2026-01-10,02
quantile,0.6,0.06946062119201318,2026-01-10,wk inc flu prop ed visits,0,2026-01-10,02
quantile,0.65,0.07099400533810372,2026-01-10,wk inc flu prop ed visits,0,2026-01-10,02
quantile,0.7,0.07259424880087499,2026-01-10,wk inc flu prop ed visits,0,2026-01-10,02
quantile,0.75,0.07410023228155502,2026-01-10,wk inc flu prop ed visits,0,2026-01-10,02
quantile,0.8,0.0758202596193561,2026-01-10,wk inc flu prop ed visits,0,2026-01-10,02
quantile,0.85,0.0777351761918778,2026-01-10,wk inc flu prop ed visits,0,2026-01-10,02
quantile,0.9,0.08009309279945208,2026-01-10,wk inc flu prop ed visits,0,2026-01-10,02
quantile,0.95,0.0838742320085,2026-01-10,wk inc flu prop ed visits,0,2026-01-10,02
quantile,0.975,0.08816525238301037,2026-01-10,wk inc flu prop ed visits,0,2026-01-10,02
quantile,0.99,0.09239750679254191,2026-01-10,wk inc flu prop ed visits,0,2026-01-10,02
quantile,0.01,33,2026-01-10,wk inc flu hosp,1,2026-01-17,02
quantile,0.025,42,2026-01-10,wk inc flu hosp,1,2026-01-17,02
quantile,0.05,50,2026-01-10,wk inc flu hosp,1,2026-01-17,02
quantile,0.1,61,2026-01-10,wk inc flu hosp,1,2026-01-17,02
quantile,0.15,73,2026-01-10,wk inc flu hosp,1,2026-01-17,02
