location_name,horizon,quantile_0.025_per100k,quantile_0.5_per100k,quantile_0.975_per100k,quantile_0.025_count,quantile_0.5_count,quantile_0.975_count,quantile_0.025_per100k_rounded,quantile_0.5_per100k_rounded,quantile_0.975_per100k_rounded,quantile_0.025_count_rounded,quantile_0.5_count_rounded,quantile_0.975_count_rounded,target_end_date,reference_date,target_end_date_formatted,reference_date_formatted,forecast_due_date,forecast_due_date_formatted,model
US,0,1.6063782412543939,2.9726954962692838,4.883927303382551,5380,9956,16357,1.61,2.97,4.88,5380,9956,16357,2025-03-29,2025-03-29,"March 29, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
US,1,0.9199351972685479,2.3405946158351663,4.287656420894628,3081,7839,14360,0.92,2.34,4.29,3081,7839,14360,2025-04-05,2025-03-29,"April 05, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
US,2,0.512667553946802,1.7455180666121164,4.639387567399772,1717,5846,15538,0.51,1.75,4.64,1717,5846,15538,2025-04-12,2025-03-29,"April 12, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
Alabama,0,1.272397125713619,2.7601229957787736,4.874259758502941,65,141,249,1.27,2.76,4.87,65,141,249,2025-03-29,2025-03-29,"March 29, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
Alabama,1,0.7438629350325773,2.114136762724167,4.972136460480911,38,108,254,0.74,2.11,4.97,38,108,254,2025-04-05,2025-03-29,"April 05, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
Alabama,2,0.5089588502854476,1.7422052952078784,4.698081694942593,26,89,240,0.51,1.74,4.7,26,89,240,2025-04-12,2025-03-29,"April 12, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
Alaska,0,0.2727002506115303,1.3635012530576516,3.6814533832556595,2,10,27,0.27,1.36,3.68,2,10,27,2025-03-29,2025-03-29,"March 29, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
Alaska,1,0.13635012530576515,1.2271511277518863,3.954153633867189,1,9,29,0.14,1.23,3.95,1,9,29,2025-04-05,2025-03-29,"April 05, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
Alaska,2,0.13635012530576515,1.0908010024461212,4.22685388447872,1,8,31,0.14,1.09,4.23,1,8,31,2025-04-12,2025-03-29,"April 12, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
Arizona,0,1.1707168985852356,3.3372159867717066,6.593692877089259,87,248,490,1.17,3.34,6.59,87,248,490,2025-03-29,2025-03-29,"March 29, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
Arizona,1,1.0496082539040046,2.879694440198166,6.88973623075449,78,214,512,1.05,2.88,6.89,78,214,512,2025-04-05,2025-03-29,"April 05, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
Arizona,2,0.4844345787249251,2.5971076026086264,7.320344745176646,36,193,544,0.48,2.6,7.32,36,193,544,2025-04-12,2025-03-29,"April 12, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
Arkansas,0,1.6298685804366224,3.4879187621343717,6.552071693355221,50,107,201,1.63,3.49,6.55,50,107,201,2025-03-29,2025-03-29,"March 29, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
Arkansas,1,0.9127264050445084,2.835971329959723,6.160903234050433,28,87,189,0.91,2.84,6.16,28,87,189,2025-04-05,2025-03-29,"April 05, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
Arkansas,2,0.4889605741309867,2.347010755828736,6.095708490832967,15,72,187,0.49,2.35,6.1,15,72,187,2025-04-12,2025-03-29,"April 12, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
California,0,0.6261999010244861,1.2677981602708859,2.461170922469189,244,494,959,0.63,1.27,2.46,244,494,959,2025-03-29,2025-03-29,"March 29, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
California,1,0.4106228859176958,0.9546982097586428,2.489401245876031,160,372,970,0.41,0.95,2.49,160,372,970,2025-04-05,2025-03-29,"April 05, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
California,2,0.21814340814377592,0.7237228364299388,2.5124987832089016,85,282,979,0.22,0.72,2.51,85,282,979,2025-04-12,2025-03-29,"April 12, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
Colorado,0,1.0038093714962375,2.0926873337972407,3.8280865862144644,59,123,225,1,2.09,3.83,59,123,225,2025-03-29,2025-03-29,"March 29, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
Colorado,1,0.6124938537943143,1.6163032252905516,3.7770454317316053,36,95,222,0.61,1.62,3.78,36,95,222,2025-04-05,2025-03-29,"April 05, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
Colorado,2,0.32326064505811036,1.4291523255200667,3.6409356864439797,19,84,214,0.32,1.43,3.64,19,84,214,2025-04-12,2025-03-29,"April 12, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
Connecticut,0,1.2164185541427899,2.6263582418992053,5.003903597723749,44,95,181,1.22,2.63,5,44,95,181,2025-03-29,2025-03-29,"March 29, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
Connecticut,1,0.6911469057629488,2.322253603363508,5.059195350184785,25,84,183,0.69,2.32,5.06,25,84,183,2025-04-05,2025-03-29,"April 05, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
Connecticut,2,0.38704226722725127,1.7693360787531487,4.920965969032195,14,64,178,0.39,1.77,4.92,14,64,178,2025-04-12,2025-03-29,"April 12, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
Delaware,0,0.9690955431295971,2.713467520762872,5.620754150151663,10,28,58,0.97,2.71,5.62,10,28,58,2025-03-29,2025-03-29,"March 29, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
Delaware,1,0.5814573258777582,2.2289197491980737,5.523844595838703,6,23,57,0.58,2.23,5.52,6,23,57,2025-04-05,2025-03-29,"April 05, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
Delaware,2,0.2907286629388791,1.8412815319462348,5.426935041525744,3,19,56,0.29,1.84,5.43,3,19,56,2025-04-12,2025-03-29,"April 12, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
District of Columbia,0,3.092911047878263,7.364073923519674,13.10805158386502,21,50,89,3.09,7.36,13.11,21,50,89,2025-03-29,2025-03-29,"March 29, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
District of Columbia,1,1.7673777416447218,5.596696181874952,14.286303411628168,12,38,97,1.77,5.6,14.29,12,38,97,2025-04-05,2025-03-29,"April 05, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
District of Columbia,2,1.3255333062335413,4.713007311052591,13.844458976216986,9,32,94,1.33,4.71,13.84,9,32,94,2025-04-12,2025-03-29,"April 12, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
Florida,0,1.7159997427769458,3.1002985043470077,4.7986075281262535,388,701,1085,1.72,3.1,4.8,388,701,1085,2025-03-29,2025-03-29,"March 29, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
Florida,1,1.198546212094207,2.516504777422892,4.648236416645799,271,569,1051,1.2,2.52,4.65,271,569,1051,2025-04-05,2025-03-29,"April 05, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
Florida,2,0.7651235966505453,2.286525430452786,5.223184784071065,173,517,1181,0.77,2.29,5.22,173,517,1181,2025-04-12,2025-03-29,"April 12, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
Georgia,0,0.7978800327529754,1.650160976830017,3.254987860889979,88,182,359,0.8,1.65,3.25,88,182,359,2025-03-29,2025-03-29,"March 29, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
Georgia,1,0.3354722864984101,1.3690896016556737,3.0917851269177796,37,151,341,0.34,1.37,3.09,37,151,341,2025-04-05,2025-03-29,"April 05, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
Georgia,2,0.27200455662033246,1.1514859563594075,3.2005869495659125,30,127,353,0.27,1.15,3.2,30,127,353,2025-04-12,2025-03-29,"April 12, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
Hawaii,0,0.836156522926715,2.0207115970728946,3.623344932682432,12,29,52,0.84,2.02,3.62,12,29,52,2025-03-29,2025-03-29,"March 29, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
Hawaii,1,0.6271173921950364,1.811672466341216,3.6930246429263245,9,26,53,0.63,1.81,3.69,9,26,53,2025-04-05,2025-03-29,"April 05, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
Hawaii,2,0.4180782614633575,1.4632739151217513,3.902063773658004,6,21,56,0.42,1.46,3.9,6,21,56,2025-04-12,2025-03-29,"April 12, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
Idaho,0,1.4251351078979968,3.155656310345565,5.598745066742131,28,62,110,1.43,3.16,5.6,28,62,110,2025-03-29,2025-03-29,"March 29, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
Idaho,1,0.9161582836487124,2.64667948609628,5.802335796441844,18,52,114,0.92,2.65,5.8,18,52,114,2025-04-05,2025-03-29,"April 05, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
Idaho,2,0.4580791418243562,2.2394980266968525,6.107721890991416,9,44,120,0.46,2.24,6.11,9,44,120,2025-04-12,2025-03-29,"April 12, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
Illinois,0,1.5139817409021052,2.828755358001302,4.796931621174038,190,355,602,1.51,2.83,4.8,190,355,602,2025-03-29,2025-03-29,"March 29, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
Illinois,1,0.6135610213129584,2.039891187741784,5.0598863445938775,77,256,635,0.61,2.04,5.06,77,256,635,2025-04-05,2025-03-29,"April 05, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
Illinois,2,0.3187329980846537,1.5617916906148033,4.996139744976947,40,196,627,0.32,1.56,5,40,196,627,2025-04-12,2025-03-29,"April 12, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
Indiana,0,2.171315638033814,4.182332806145668,7.679753968079329,149,287,527,2.17,4.18,7.68,149,287,527,2025-03-29,2025-03-29,"March 29, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
Indiana,1,1.049226348580098,2.9582353994688875,7.373729616410133,72,203,506,1.05,2.96,7.37,72,203,506,2025-04-05,2025-03-29,"April 05, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
Indiana,2,0.5100405861153254,2.3607592843052205,7.228003734662897,35,162,496,0.51,2.36,7.23,35,162,496,2025-04-12,2025-03-29,"April 12, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
Iowa,0,0.9666342792213544,2.182722565983703,4.8331713961067715,31,70,155,0.97,2.18,4.83,31,70,155,2025-03-29,2025-03-29,"March 29, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
Iowa,1,0.4989080150819893,1.590269298073841,4.209536377254285,16,51,135,0.5,1.59,4.21,16,51,135,2025-04-05,2025-03-29,"April 05, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
Iowa,2,0.34299926036886763,1.2784517886475977,4.677262641393649,11,41,150,0.34,1.28,4.68,11,41,150,2025-04-12,2025-03-29,"April 12, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
Kansas,0,1.4623134615136102,2.958634212829862,5.169108050001599,43,87,152,1.46,2.96,5.17,43,87,152,2025-03-29,2025-03-29,"March 29, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
Kansas,1,0.7821676654607681,2.176466547369094,5.271129919409525,23,64,155,0.78,2.18,5.27,23,64,155,2025-04-05,2025-03-29,"April 05, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
Kansas,2,0.4761020572369893,1.6663572003294627,5.067086180593672,14,49,149,0.48,1.67,5.07,14,49,149,2025-04-12,2025-03-29,"April 12, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
Kentucky,0,2.6070699317787245,5.567640871256259,9.765465337679629,118,252,442,2.61,5.57,9.77,118,252,442,2025-03-29,2025-03-29,"March 29, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
Kentucky,1,1.4581916567575917,4.242012092385721,10.229435410284317,66,192,463,1.46,4.24,10.23,66,192,463,2025-04-05,2025-03-29,"April 05, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
Kentucky,2,0.8174710803034984,3.291978134195169,9.831746776623156,37,149,445,0.82,3.29,9.83,37,149,445,2025-04-12,2025-03-29,"April 12, 2025","March 29, 2025",2025-03-26,"March 26, 2025",FluSight-ensemble
