"model_id","reference_date","horizon","target","target_end_date","location","output_type","output_type_id","value"
"FluSight-ens_q_cat",2023-12-09,0,"wk flu hosp rate change",2023-12-09,"02","pmf","large_increase",0.000469355003038352
"FluSight-ens_q_cat",2023-12-09,0,"wk flu hosp rate change",2023-12-09,"01","pmf","large_increase",2.18630747950144e-08
"FluSight-ens_q_cat",2023-12-09,0,"wk flu hosp rate change",2023-12-09,"05","pmf","large_increase",3.00695245369909e-08
"FluSight-ens_q_cat",2023-12-09,0,"wk flu hosp rate change",2023-12-09,"04","pmf","large_increase",1.01821768699883e-05
"FluSight-ens_q_cat",2023-12-09,0,"wk flu hosp rate change",2023-12-09,"06","pmf","large_increase",0.000307226631269475
"FluSight-ens_q_cat",2023-12-09,0,"wk flu hosp rate change",2023-12-09,"08","pmf","large_increase",0.00290760752859931
"FluSight-ens_q_cat",2023-12-09,0,"wk flu hosp rate change",2023-12-09,"09","pmf","large_increase",5.04325163741548e-06
"FluSight-ens_q_cat",2023-12-09,0,"wk flu hosp rate change",2023-12-09,"11","pmf","large_increase",2.03075745108805e-09
"FluSight-ens_q_cat",2023-12-09,0,"wk flu hosp rate change",2023-12-09,"10","pmf","large_increase",5.66620498598791e-06
"FluSight-ens_q_cat",2023-12-09,0,"wk flu hosp rate change",2023-12-09,"12","pmf","large_increase",2.36746928972131e-05
"FluSight-ens_q_cat",2023-12-09,0,"wk flu hosp rate change",2023-12-09,"13","pmf","large_increase",5.06059282844307e-05
"FluSight-ens_q_cat",2023-12-09,0,"wk flu hosp rate change",2023-12-09,"15","pmf","large_increase",1.96319835499281e-07
"FluSight-ens_q_cat",2023-12-09,0,"wk flu hosp rate change",2023-12-09,"19","pmf","large_increase",2.24280150007417e-10
"FluSight-ens_q_cat",2023-12-09,0,"wk flu hosp rate change",2023-12-09,"16","pmf","large_increase",9.69521440907783e-09
"FluSight-ens_q_cat",2023-12-09,0,"wk flu hosp rate change",2023-12-09,"17","pmf","large_increase",9.49240686054509e-14
"FluSight-ens_q_cat",2023-12-09,0,"wk flu hosp rate change",2023-12-09,"18","pmf","large_increase",2.22044604925031e-16
"FluSight-ens_q_cat",2023-12-09,0,"wk flu hosp rate change",2023-12-09,"20","pmf","large_increase",1.09403819337217e-10
"FluSight-ens_q_cat",2023-12-09,0,"wk flu hosp rate change",2023-12-09,"21","pmf","large_increase",2.53147924844654e-09
"FluSight-ens_q_cat",2023-12-09,0,"wk flu hosp rate change",2023-12-09,"22","pmf","large_increase",3.49263652856813e-05
"FluSight-ens_q_cat",2023-12-09,0,"wk flu hosp rate change",2023-12-09,"25","pmf","large_increase",0.000134999085123377
"FluSight-ens_q_cat",2023-12-09,0,"wk flu hosp rate change",2023-12-09,"24","pmf","large_increase",7.14775992244343e-05
"FluSight-ens_q_cat",2023-12-09,0,"wk flu hosp rate change",2023-12-09,"23","pmf","large_increase",0.000528078129090614
"FluSight-ens_q_cat",2023-12-09,0,"wk flu hosp rate change",2023-12-09,"26","pmf","large_increase",1.11022302462516e-16
"FluSight-ens_q_cat",2023-12-09,0,"wk flu hosp rate change",2023-12-09,"27","pmf","large_increase",0
"FluSight-ens_q_cat",2023-12-09,0,"wk flu hosp rate change",2023-12-09,"29","pmf","large_increase",0
"FluSight-ens_q_cat",2023-12-09,0,"wk flu hosp rate change",2023-12-09,"28","pmf","large_increase",0
"FluSight-ens_q_cat",2023-12-09,0,"wk flu hosp rate change",2023-12-09,"30","pmf","large_increase",0
"FluSight-ens_q_cat",2023-12-09,0,"wk flu hosp rate change",2023-12-09,"37","pmf","large_increase",0
"FluSight-ens_q_cat",2023-12-09,0,"wk flu hosp rate change",2023-12-09,"38","pmf","large_increase",0
"FluSight-ens_q_cat",2023-12-09,0,"wk flu hosp rate change",2023-12-09,"31","pmf","large_increase",0
