"reference_date","horizon","target","target_end_date","location","output_type","output_type_id","value"
2023-12-23,0,"wk flu hosp rate change",2023-12-23,"02","pmf","large_increase",5.64822283126709e-05
2023-12-23,0,"wk flu hosp rate change",2023-12-23,"01","pmf","large_increase",2.09711040155547e-06
2023-12-23,0,"wk flu hosp rate change",2023-12-23,"05","pmf","large_increase",4.80988185902476e-06
2023-12-23,0,"wk flu hosp rate change",2023-12-23,"04","pmf","large_increase",7.47710329286333e-05
2023-12-23,0,"wk flu hosp rate change",2023-12-23,"06","pmf","large_increase",0.0129519843136764
2023-12-23,0,"wk flu hosp rate change",2023-12-23,"08","pmf","large_increase",0.0124065692881945
2023-12-23,0,"wk flu hosp rate change",2023-12-23,"09","pmf","large_increase",0.0412305515444727
2023-12-23,0,"wk flu hosp rate change",2023-12-23,"11","pmf","large_increase",0.0295204403165882
2023-12-23,0,"wk flu hosp rate change",2023-12-23,"10","pmf","large_increase",2.45274350829661e-08
2023-12-23,0,"wk flu hosp rate change",2023-12-23,"12","pmf","large_increase",6.54775773702987e-05
2023-12-23,0,"wk flu hosp rate change",2023-12-23,"13","pmf","large_increase",0.000699515902761627
2023-12-23,0,"wk flu hosp rate change",2023-12-23,"15","pmf","large_increase",0.00105381823772854
2023-12-23,0,"wk flu hosp rate change",2023-12-23,"19","pmf","large_increase",0.00108025229947284
2023-12-23,0,"wk flu hosp rate change",2023-12-23,"16","pmf","large_increase",0.000768779144871057
2023-12-23,0,"wk flu hosp rate change",2023-12-23,"17","pmf","large_increase",0.000747335106055735
2023-12-23,0,"wk flu hosp rate change",2023-12-23,"18","pmf","large_increase",0.00216249763432452
2023-12-23,0,"wk flu hosp rate change",2023-12-23,"20","pmf","large_increase",0
2023-12-23,0,"wk flu hosp rate change",2023-12-23,"21","pmf","large_increase",0
2023-12-23,0,"wk flu hosp rate change",2023-12-23,"22","pmf","large_increase",1.11022302462516e-16
2023-12-23,0,"wk flu hosp rate change",2023-12-23,"25","pmf","large_increase",0
2023-12-23,0,"wk flu hosp rate change",2023-12-23,"24","pmf","large_increase",5.49590294385283e-08
2023-12-23,0,"wk flu hosp rate change",2023-12-23,"23","pmf","large_increase",3.22298430499579e-07
2023-12-23,0,"wk flu hosp rate change",2023-12-23,"26","pmf","large_increase",4.91303220329087e-10
2023-12-23,0,"wk flu hosp rate change",2023-12-23,"27","pmf","large_increase",0.000157557834999045
2023-12-23,0,"wk flu hosp rate change",2023-12-23,"29","pmf","large_increase",6.66133814775094e-15
2023-12-23,0,"wk flu hosp rate change",2023-12-23,"28","pmf","large_increase",6.0063065632221e-14
2023-12-23,0,"wk flu hosp rate change",2023-12-23,"30","pmf","large_increase",1.05135233852138e-10
2023-12-23,0,"wk flu hosp rate change",2023-12-23,"37","pmf","large_increase",0
2023-12-23,0,"wk flu hosp rate change",2023-12-23,"38","pmf","large_increase",9.42271753658908e-05
2023-12-23,0,"wk flu hosp rate change",2023-12-23,"31","pmf","large_increase",1.32198687652352e-06
2023-12-23,0,"wk flu hosp rate change",2023-12-23,"33","pmf","large_increase",2.36477504245158e-14
2023-12-23,0,"wk flu hosp rate change",2023-12-23,"34","pmf","large_increase",0.000112917964155024
2023-12-23,0,"wk flu hosp rate change",2023-12-23,"35","pmf","large_increase",0.00046845034083165
2023-12-23,0,"wk flu hosp rate change",2023-12-23,"32","pmf","large_increase",0.000667222532982903
