"model_id","reference_date","horizon","target","target_end_date","location","output_type","output_type_id","value"
"FluSight-ens_q_cat",2023-12-16,0,"wk flu hosp rate change",2023-12-16,"02","pmf","large_increase",0
"FluSight-ens_q_cat",2023-12-16,0,"wk flu hosp rate change",2023-12-16,"01","pmf","large_increase",2.68673971959288e-14
"FluSight-ens_q_cat",2023-12-16,0,"wk flu hosp rate change",2023-12-16,"05","pmf","large_increase",2.18511875260674e-10
"FluSight-ens_q_cat",2023-12-16,0,"wk flu hosp rate change",2023-12-16,"04","pmf","large_increase",6.51473039314787e-05
"FluSight-ens_q_cat",2023-12-16,0,"wk flu hosp rate change",2023-12-16,"06","pmf","large_increase",1.04052527977183e-05
"FluSight-ens_q_cat",2023-12-16,0,"wk flu hosp rate change",2023-12-16,"08","pmf","large_increase",6.60063649283726e-05
"FluSight-ens_q_cat",2023-12-16,0,"wk flu hosp rate change",2023-12-16,"09","pmf","large_increase",0.000201412065412465
"FluSight-ens_q_cat",2023-12-16,0,"wk flu hosp rate change",2023-12-16,"11","pmf","large_increase",0
"FluSight-ens_q_cat",2023-12-16,0,"wk flu hosp rate change",2023-12-16,"10","pmf","large_increase",5.63943462172922e-06
"FluSight-ens_q_cat",2023-12-16,0,"wk flu hosp rate change",2023-12-16,"12","pmf","large_increase",5.25182575206173e-09
"FluSight-ens_q_cat",2023-12-16,0,"wk flu hosp rate change",2023-12-16,"13","pmf","large_increase",9.54791801177635e-15
"FluSight-ens_q_cat",2023-12-16,0,"wk flu hosp rate change",2023-12-16,"15","pmf","large_increase",6.87965382395461e-06
"FluSight-ens_q_cat",2023-12-16,0,"wk flu hosp rate change",2023-12-16,"19","pmf","large_increase",2.09335926371068e-09
"FluSight-ens_q_cat",2023-12-16,0,"wk flu hosp rate change",2023-12-16,"16","pmf","large_increase",3.8956926573519e-09
"FluSight-ens_q_cat",2023-12-16,0,"wk flu hosp rate change",2023-12-16,"17","pmf","large_increase",1.06859759587685e-05
"FluSight-ens_q_cat",2023-12-16,0,"wk flu hosp rate change",2023-12-16,"18","pmf","large_increase",7.7206310500344e-07
"FluSight-ens_q_cat",2023-12-16,0,"wk flu hosp rate change",2023-12-16,"20","pmf","large_increase",8.69860884248341e-05
