output_type,output_type_id,value,reference_date,target,horizon,target_end_date,location
quantile,0.01,0.07515911579020763,2026-01-03,wk inc flu prop ed visits,0,2026-01-03,13
quantile,0.025,0.0796497031315231,2026-01-03,wk inc flu prop ed visits,0,2026-01-03,13
quantile,0.05,0.08323142928288528,2026-01-03,wk inc flu prop ed visits,0,2026-01-03,13
quantile,0.1,0.08737301461760505,2026-01-03,wk inc flu prop ed visits,0,2026-01-03,13
quantile,0.15,0.09030675804394003,2026-01-03,wk inc flu prop ed visits,0,2026-01-03,13
quantile,0.2,0.09207689941064308,2026-01-03,wk inc flu prop ed visits,0,2026-01-03,13
quantile,0.25,0.09385266967429441,2026-01-03,wk inc flu prop ed visits,0,2026-01-03,13
quantile,0.3,0.09535256995375856,2026-01-03,wk inc flu prop ed visits,0,2026-01-03,13
quantile,0.35,0.09709221847877256,2026-01-03,wk inc flu prop ed visits,0,2026-01-03,13
quantile,0.4,0.0987011906466627,2026-01-03,wk inc flu prop ed visits,0,2026-01-03,13
quantile,0.45,0.10003478686608233,2026-01-03,wk inc flu prop ed visits,0,2026-01-03,13
quantile,0.5,0.1011918413065801,2026-01-03,wk inc flu prop ed visits,0,2026-01-03,13
quantile,0.55,0.10271674468288834,2026-01-03,wk inc flu prop ed visits,0,2026-01-03,13
quantile,0.6,0.10439783302993483,2026-01-03,wk inc flu prop ed visits,0,2026-01-03,13
quantile,0.65,0.10578761668333192,2026-01-03,wk inc flu prop ed visits,0,2026-01-03,13
quantile,0.7,0.10749337114034482,2026-01-03,wk inc flu prop ed visits,0,2026-01-03,13
quantile,0.75,0.10940468163263856,2026-01-03,wk inc flu prop ed visits,0,2026-01-03,13
quantile,0.8,0.11119310836970056,2026-01-03,wk inc flu prop ed visits,0,2026-01-03,13
quantile,0.85,0.11364140142763197,2026-01-03,wk inc flu prop ed visits,0,2026-01-03,13
quantile,0.9,0.1170407521847539,2026-01-03,wk inc flu prop ed visits,0,2026-01-03,13
quantile,0.95,0.12231720959582285,2026-01-03,wk inc flu prop ed visits,0,2026-01-03,13
quantile,0.975,0.1264799215464209,2026-01-03,wk inc flu prop ed visits,0,2026-01-03,13
quantile,0.99,0.13201161412753062,2026-01-03,wk inc flu prop ed visits,0,2026-01-03,13
quantile,0.01,0.05064277912298002,2026-01-03,wk inc flu prop ed visits,1,2026-01-10,13
quantile,0.025,0.05609960261299531,2026-01-03,wk inc flu prop ed visits,1,2026-01-10,13
quantile,0.05,0.06334628278912494,2026-01-03,wk inc flu prop ed visits,1,2026-01-10,13
quantile,0.1,0.07214923317537415,2026-01-03,wk inc flu prop ed visits,1,2026-01-10,13
quantile,0.15,0.07721918504485946,2026-01-03,wk inc flu prop ed visits,1,2026-01-10,13
quantile,0.2,0.08155133795178746,2026-01-03,wk inc flu prop ed visits,1,2026-01-10,13
quantile,0.25,0.08487762686925418,2026-01-03,wk inc flu prop ed visits,1,2026-01-10,13
quantile,0.3,0.08803272640792881,2026-01-03,wk inc flu prop ed visits,1,2026-01-10,13
quantile,0.35,0.09079672427645233,2026-01-03,wk inc flu prop ed visits,1,2026-01-10,13
quantile,0.4,0.09315877874643425,2026-01-03,wk inc flu prop ed visits,1,2026-01-10,13
quantile,0.45,0.09550471782790726,2026-01-03,wk inc flu prop ed visits,1,2026-01-10,13
quantile,0.5,0.09830560365090583,2026-01-03,wk inc flu prop ed visits,1,2026-01-10,13
quantile,0.55,0.10128535879385529,2026-01-03,wk inc flu prop ed visits,1,2026-01-10,13
quantile,0.6,0.10400622900377657,2026-01-03,wk inc flu prop ed visits,1,2026-01-10,13
quantile,0.65,0.1077129888507937,2026-01-03,wk inc flu prop ed visits,1,2026-01-10,13
quantile,0.7,0.11074928630615476,2026-01-03,wk inc flu prop ed visits,1,2026-01-10,13
quantile,0.75,0.11335833557642042,2026-01-03,wk inc flu prop ed visits,1,2026-01-10,13
quantile,0.8,0.11760861571960668,2026-01-03,wk inc flu prop ed visits,1,2026-01-10,13
quantile,0.85,0.12343926765146214,2026-01-03,wk inc flu prop ed visits,1,2026-01-10,13
quantile,0.9,0.12970533371758855,2026-01-03,wk inc flu prop ed visits,1,2026-01-10,13
quantile,0.95,0.1381915112610053,2026-01-03,wk inc flu prop ed visits,1,2026-01-10,13
quantile,0.975,0.14726689776023805,2026-01-03,wk inc flu prop ed visits,1,2026-01-10,13
quantile,0.99,0.1603923665892009,2026-01-03,wk inc flu prop ed visits,1,2026-01-10,13
quantile,0.01,0.08046426933026668,2026-01-03,wk inc flu prop ed visits,0,2026-01-03,01
quantile,0.025,0.08375833763020528,2026-01-03,wk inc flu prop ed visits,0,2026-01-03,01
quantile,0.05,0.085945430964599015,2026-01-03,wk inc flu prop ed visits,0,2026-01-03,01
quantile,0.1,0.08899143977753976,2026-01-03,wk inc flu prop ed visits,0,2026-01-03,01
quantile,0.15,0.09117628826416121,2026-01-03,wk inc flu prop ed visits,0,2026-01-03,01
quantile,0.2,0.09285024942327157,2026-01-03,wk inc flu prop ed visits,0,2026-01-03,01
quantile,0.25,0.094302107514833,2026-01-03,wk inc flu prop ed visits,0,2026-01-03,01
quantile,0.3,0.09566911650190736,2026-01-03,wk inc flu prop ed visits,0,2026-01-03,01
quantile,0.35,0.09693515132770814,2026-01-03,wk inc flu prop ed visits,0,2026-01-03,01
quantile,0.4,0.09807225583538759,2026-01-03,wk inc flu prop ed visits,0,2026-01-03,01
quantile,0.45,0.09942572237861273,2026-01-03,wk inc flu prop ed visits,0,2026-01-03,01
quantile,0.5,0.10055908536316066,2026-01-03,wk inc flu prop ed visits,0,2026-01-03,01
quantile,0.55,0.10195743636980104,2026-01-03,wk inc flu prop ed visits,0,2026-01-03,01
quantile,0.6,0.10334943112123166,2026-01-03,wk inc flu prop ed visits,0,2026-01-03,01
quantile,0.65,0.10485332116250072,2026-01-03,wk inc flu prop ed visits,0,2026-01-03,01
quantile,0.7,0.10636850261081784,2026-01-03,wk inc flu prop ed visits,0,2026-01-03,01
quantile,0.75,0.10801487611043262,2026-01-03,wk inc flu prop ed visits,0,2026-01-03,01
quantile,0.8,0.10956204697014409,2026-01-03,wk inc flu prop ed visits,0,2026-01-03,01
quantile,0.85,0.11142090580828228,2026-01-03,wk inc flu prop ed visits,0,2026-01-03,01
quantile,0.9,0.11432077936213285,2026-01-03,wk inc flu prop ed visits,0,2026-01-03,01
quantile,0.95,0.11829783718885542,2026-01-03,wk inc flu prop ed visits,0,2026-01-03,01
quantile,0.975,0.1225889597996571,2026-01-03,wk inc flu prop ed visits,0,2026-01-03,01
quantile,0.99,0.1266115108282675,2026-01-03,wk inc flu prop ed visits,0,2026-01-03,01
quantile,0.01,0.05835158464554886,2026-01-03,wk inc flu prop ed visits,1,2026-01-10,01
quantile,0.025,0.06551781579957051,2026-01-03,wk inc flu prop ed visits,1,2026-01-10,01
quantile,0.05,0.07077293120765894,2026-01-03,wk inc flu prop ed visits,1,2026-01-10,01
quantile,0.1,0.07753121468589622,2026-01-03,wk inc flu prop ed visits,1,2026-01-10,01
quantile,0.15,0.0827747455509376,2026-01-03,wk inc flu prop ed visits,1,2026-01-10,01
quantile,0.2,0.08593291503129177,2026-01-03,wk inc flu prop ed visits,1,2026-01-10,01
quantile,0.25,0.0890199042790008,2026-01-03,wk inc flu prop ed visits,1,2026-01-10,01
