output_type,output_type_id,value,reference_date,target,horizon,target_end_date,location
sample,UT_11,8.492654275283202e-4,2026-05-23,wk inc flu prop ed visits,0,2026-05-23,49
sample,UT_40,0.001177232522918876,2026-05-23,wk inc flu prop ed visits,0,2026-05-23,49
sample,UT_77,0.0010103646556853581,2026-05-23,wk inc flu prop ed visits,0,2026-05-23,49
sample,UT_107,0.0012063660338531598,2026-05-23,wk inc flu prop ed visits,0,2026-05-23,49
sample,UT_131,0.001109419405571887,2026-05-23,wk inc flu prop ed visits,0,2026-05-23,49
sample,UT_134,7.401728341817417e-4,2026-05-23,wk inc flu prop ed visits,0,2026-05-23,49
sample,UT_137,7.32667811048624e-4,2026-05-23,wk inc flu prop ed visits,0,2026-05-23,49
sample,UT_140,0.0013163122033953048,2026-05-23,wk inc flu prop ed visits,0,2026-05-23,49
sample,UT_152,9.739038851602911e-4,2026-05-23,wk inc flu prop ed visits,0,2026-05-23,49
sample,UT_154,0.0012040261798486687,2026-05-23,wk inc flu prop ed visits,0,2026-05-23,49
sample,UT_158,8.33807311203803e-4,2026-05-23,wk inc flu prop ed visits,0,2026-05-23,49
sample,UT_189,6.129699808588689e-4,2026-05-23,wk inc flu prop ed visits,0,2026-05-23,49
sample,UT_251,6.704880389002727e-4,2026-05-23,wk inc flu prop ed visits,0,2026-05-23,49
sample,UT_288,6.131430089104489e-4,2026-05-23,wk inc flu prop ed visits,0,2026-05-23,49
sample,UT_302,7.580519283255564e-4,2026-05-23,wk inc flu prop ed visits,0,2026-05-23,49
sample,UT_317,9.378440259308293e-4,2026-05-23,wk inc flu prop ed visits,0,2026-05-23,49
sample,UT_335,0.001111534340992099,2026-05-23,wk inc flu prop ed visits,0,2026-05-23,49
sample,UT_338,7.494123935066108e-4,2026-05-23,wk inc flu prop ed visits,0,2026-05-23,49
sample,UT_343,0.0012747882279337006,2026-05-23,wk inc flu prop ed visits,0,2026-05-23,49
sample,UT_371,5.087145826368882e-4,2026-05-23,wk inc flu prop ed visits,0,2026-05-23,49
sample,UT_385,0.0011715387333350263,2026-05-23,wk inc flu prop ed visits,0,2026-05-23,49
sample,UT_406,0.0011937148970345224,2026-05-23,wk inc flu prop ed visits,0,2026-05-23,49
sample,UT_418,3.8200029474648743e-4,2026-05-23,wk inc flu prop ed visits,0,2026-05-23,49
sample,UT_503,9.372986591337558e-4,2026-05-23,wk inc flu prop ed visits,0,2026-05-23,49
sample,UT_512,9.347473572841606e-4,2026-05-23,wk inc flu prop ed visits,0,2026-05-23,49
sample,UT_520,0.0010487458759265971,2026-05-23,wk inc flu prop ed visits,0,2026-05-23,49
sample,UT_521,0.0012294347777364475,2026-05-23,wk inc flu prop ed visits,0,2026-05-23,49
sample,UT_522,0.0012274990062788255,2026-05-23,wk inc flu prop ed visits,0,2026-05-23,49
sample,UT_528,7.087311743537753e-4,2026-05-23,wk inc flu prop ed visits,0,2026-05-23,49
sample,UT_561,0.001139130076211226,2026-05-23,wk inc flu prop ed visits,0,2026-05-23,49
sample,UT_595,0.0010894145846381729,2026-05-23,wk inc flu prop ed visits,0,2026-05-23,49
sample,UT_596,0.0012679472885236502,2026-05-23,wk inc flu prop ed visits,0,2026-05-23,49
sample,UT_601,7.075699016996438e-4,2026-05-23,wk inc flu prop ed visits,0,2026-05-23,49
sample,UT_604,9.350112099890311e-4,2026-05-23,wk inc flu prop ed visits,0,2026-05-23,49
sample,UT_605,4.6960590381579223e-4,2026-05-23,wk inc flu prop ed visits,0,2026-05-23,49
sample,UT_656,0.0012474860694422513,2026-05-23,wk inc flu prop ed visits,0,2026-05-23,49
sample,UT_667,0.0011212814735858344,2026-05-23,wk inc flu prop ed visits,0,2026-05-23,49
sample,UT_686,7.253102239662868e-4,2026-05-23,wk inc flu prop ed visits,0,2026-05-23,49
sample,UT_706,9.73809803082957e-4,2026-05-23,wk inc flu prop ed visits,0,2026-05-23,49
sample,UT_709,0.001001223409220918,2026-05-23,wk inc flu prop ed visits,0,2026-05-23,49
sample,UT_732,0.0014262869511520123,2026-05-23,wk inc flu prop ed visits,0,2026-05-23,49
sample,UT_770,0.0012769860486099274,2026-05-23,wk inc flu prop ed visits,0,2026-05-23,49
