output_type,output_type_id,value,reference_date,target,horizon,target_end_date,location
quantile,0.01,0.03519181811587396,2026-01-24,wk inc flu prop ed visits,0,2026-01-24,02
quantile,0.025,0.03699150550928724,2026-01-24,wk inc flu prop ed visits,0,2026-01-24,02
quantile,0.05,0.039510606249226005,2026-01-24,wk inc flu prop ed visits,0,2026-01-24,02
quantile,0.1,0.041748459362249454,2026-01-24,wk inc flu prop ed visits,0,2026-01-24,02
quantile,0.15,0.04347155660109364,2026-01-24,wk inc flu prop ed visits,0,2026-01-24,02
quantile,0.2,0.04489085468440508,2026-01-24,wk inc flu prop ed visits,0,2026-01-24,02
quantile,0.25,0.04586301438920732,2026-01-24,wk inc flu prop ed visits,0,2026-01-24,02
quantile,0.3,0.04684051072194173,2026-01-24,wk inc flu prop ed visits,0,2026-01-24,02
quantile,0.35,0.0477417764383949,2026-01-24,wk inc flu prop ed visits,0,2026-01-24,02
quantile,0.4,0.04866337720831822,2026-01-24,wk inc flu prop ed visits,0,2026-01-24,02
quantile,0.45,0.04969154655391367,2026-01-24,wk inc flu prop ed visits,0,2026-01-24,02
quantile,0.5,0.05066824421014672,2026-01-24,wk inc flu prop ed visits,0,2026-01-24,02
quantile,0.55,0.05154680135421827,2026-01-24,wk inc flu prop ed visits,0,2026-01-24,02
quantile,0.6,0.05271487464235507,2026-01-24,wk inc flu prop ed visits,0,2026-01-24,02
quantile,0.65,0.05381162421775863,2026-01-24,wk inc flu prop ed visits,0,2026-01-24,02
quantile,0.7,0.05505409362095355,2026-01-24,wk inc flu prop ed visits,0,2026-01-24,02
quantile,0.75,0.05618822654883077,2026-01-24,wk inc flu prop ed visits,0,2026-01-24,02
quantile,0.8,0.05773676639491479,2026-01-24,wk inc flu prop ed visits,0,2026-01-24,02
quantile,0.85,0.059579113801310556,2026-01-24,wk inc flu prop ed visits,0,2026-01-24,02
quantile,0.9,0.06204341539157288,2026-01-24,wk inc flu prop ed visits,0,2026-01-24,02
quantile,0.95,0.06696777399002503,2026-01-24,wk inc flu prop ed visits,0,2026-01-24,02
quantile,0.975,0.07026882651851833,2026-01-24,wk inc flu prop ed visits,0,2026-01-24,02
quantile,0.99,0.07322943379491703,2026-01-24,wk inc flu prop ed visits,0,2026-01-24,02
quantile,0.01,0.022218458946263647,2026-01-24,wk inc flu prop ed visits,1,2026-01-31,02
quantile,0.025,0.02455320670895147,2026-01-24,wk inc flu prop ed visits,1,2026-01-31,02
quantile,0.05,0.02743928023174507,2026-01-24,wk inc flu prop ed visits,1,2026-01-31,02
quantile,0.1,0.03119630327470258,2026-01-24,wk inc flu prop ed visits,1,2026-01-31,02
quantile,0.15,0.03480782088709486,2026-01-24,wk inc flu prop ed visits,1,2026-01-31,02
quantile,0.2,0.037631190200995424,2026-01-24,wk inc flu prop ed visits,1,2026-01-31,02
quantile,0.25,0.03999606621424331,2026-01-24,wk inc flu prop ed visits,1,2026-01-31,02
quantile,0.3,0.04207818806807265,2026-01-24,wk inc flu prop ed visits,1,2026-01-31,02
quantile,0.35,0.044177654550706394,2026-01-24,wk inc flu prop ed visits,1,2026-01-31,02
quantile,0.4,0.046482476114978105,2026-01-24,wk inc flu prop ed visits,1,2026-01-31,02
quantile,0.45,0.048509997589461513,2026-01-24,wk inc flu prop ed visits,1,2026-01-31,02
quantile,0.5,0.05113565508990113,2026-01-24,wk inc flu prop ed visits,1,2026-01-31,02
quantile,0.55,0.053407403710360596,2026-01-24,wk inc flu prop ed visits,1,2026-01-31,02
quantile,0.6,0.055333278388078576,2026-01-24,wk inc flu prop ed visits,1,2026-01-31,02
quantile,0.65,0.05772734767869807,2026-01-24,wk inc flu prop ed visits,1,2026-01-31,02
quantile,0.7,0.061058602796296824,2026-01-24,wk inc flu prop ed visits,1,2026-01-31,02
