"location","horizon","target_end_date","reference_date","target","output_type","output_type_id","value"
"01",0,2025-12-13,2025-12-13,"wk inc flu hosp","quantile","0.01",33.3137419635487
"01",0,2025-12-13,2025-12-13,"wk inc flu hosp","quantile","0.025",41.6697228289997
"01",0,2025-12-13,2025-12-13,"wk inc flu hosp","quantile","0.05",49.2406745703708
"01",0,2025-12-13,2025-12-13,"wk inc flu hosp","quantile","0.1",60.3269856387859
"01",0,2025-12-13,2025-12-13,"wk inc flu hosp","quantile","0.15",68.9297954469993
"01",0,2025-12-13,2025-12-13,"wk inc flu hosp","quantile","0.2",73.4953623684301
"01",0,2025-12-13,2025-12-13,"wk inc flu hosp","quantile","0.25",77.0089733197629
"01",0,2025-12-13,2025-12-13,"wk inc flu hosp","quantile","0.3",80.3009217901295
"01",0,2025-12-13,2025-12-13,"wk inc flu hosp","quantile","0.35",83.0193083947435
"01",0,2025-12-13,2025-12-13,"wk inc flu hosp","quantile","0.4",86.4874258110779
"01",0,2025-12-13,2025-12-13,"wk inc flu hosp","quantile","0.45",89.3381794448386
"01",0,2025-12-13,2025-12-13,"wk inc flu hosp","quantile","0.5",92.635999050297
"01",0,2025-12-13,2025-12-13,"wk inc flu hosp","quantile","0.55",96.6854812646733
"01",0,2025-12-13,2025-12-13,"wk inc flu hosp","quantile","0.6",100.74205171167
"01",0,2025-12-13,2025-12-13,"wk inc flu hosp","quantile","0.65",103.836647832606
"01",0,2025-12-13,2025-12-13,"wk inc flu hosp","quantile","0.7",107.922981671443
"01",0,2025-12-13,2025-12-13,"wk inc flu hosp","quantile","0.75",110.9941775706
"01",0,2025-12-13,2025-12-13,"wk inc flu hosp","quantile","0.8",114.041092441106
"01",0,2025-12-13,2025-12-13,"wk inc flu hosp","quantile","0.85",117.501406206587
"01",0,2025-12-13,2025-12-13,"wk inc flu hosp","quantile","0.9",124.023265335115
"01",0,2025-12-13,2025-12-13,"wk inc flu hosp","quantile","0.95",133.504154004891
"01",0,2025-12-13,2025-12-13,"wk inc flu hosp","quantile","0.975",145.347063632963
"01",0,2025-12-13,2025-12-13,"wk inc flu hosp","quantile","0.99",165.578184299336
"01",1,2025-12-20,2025-12-13,"wk inc flu hosp","quantile","0.01",29.2881362531729
"01",1,2025-12-20,2025-12-13,"wk inc flu hosp","quantile","0.025",38.5512640941266
"01",1,2025-12-20,2025-12-13,"wk inc flu hosp","quantile","0.05",47.8157358543168
"01",1,2025-12-20,2025-12-13,"wk inc flu hosp","quantile","0.1",62.0323222349448
"01",1,2025-12-20,2025-12-13,"wk inc flu hosp","quantile","0.15",76.6941415668523
"01",1,2025-12-20,2025-12-13,"wk inc flu hosp","quantile","0.2",89.0858353954654
"01",1,2025-12-20,2025-12-13,"wk inc flu hosp","quantile","0.25",98.1412373532077
"01",1,2025-12-20,2025-12-13,"wk inc flu hosp","quantile","0.3",106.557123175692
"01",1,2025-12-20,2025-12-13,"wk inc flu hosp","quantile","0.35",113.107933092918
"01",1,2025-12-20,2025-12-13,"wk inc flu hosp","quantile","0.4",122.453128398938
"01",1,2025-12-20,2025-12-13,"wk inc flu hosp","quantile","0.45",128.222699851287
"01",1,2025-12-20,2025-12-13,"wk inc flu hosp","quantile","0.5",137.458429899514
"01",1,2025-12-20,2025-12-13,"wk inc flu hosp","quantile","0.55",144.317343591231
"01",1,2025-12-20,2025-12-13,"wk inc flu hosp","quantile","0.6",152.600294059911
"01",1,2025-12-20,2025-12-13,"wk inc flu hosp","quantile","0.65",161.250809076894
"01",1,2025-12-20,2025-12-13,"wk inc flu hosp","quantile","0.7",173.098479073164
"01",1,2025-12-20,2025-12-13,"wk inc flu hosp","quantile","0.75",181.540228760295
"01",1,2025-12-20,2025-12-13,"wk inc flu hosp","quantile","0.8",193.02424694464
"01",1,2025-12-20,2025-12-13,"wk inc flu hosp","quantile","0.85",206.886783655493
"01",1,2025-12-20,2025-12-13,"wk inc flu hosp","quantile","0.9",219.521116277528
"01",1,2025-12-20,2025-12-13,"wk inc flu hosp","quantile","0.95",231.501316712212
"01",1,2025-12-20,2025-12-13,"wk inc flu hosp","quantile","0.975",240.129029294645
"01",1,2025-12-20,2025-12-13,"wk inc flu hosp","quantile","0.99",256.069651685064
"01",2,2025-12-27,2025-12-13,"wk inc flu hosp","quantile","0.01",23.8746676154106
"01",2,2025-12-27,2025-12-13,"wk inc flu hosp","quantile","0.025",34.6196299970525
"01",2,2025-12-27,2025-12-13,"wk inc flu hosp","quantile","0.05",44.4616181656441
"01",2,2025-12-27,2025-12-13,"wk inc flu hosp","quantile","0.1",60.7402344524246
"01",2,2025-12-27,2025-12-13,"wk inc flu hosp","quantile","0.15",78.0897862672123
"01",2,2025-12-27,2025-12-13,"wk inc flu hosp","quantile","0.2",95.315508487776
"01",2,2025-12-27,2025-12-13,"wk inc flu hosp","quantile","0.25",111.66800444492
"01",2,2025-12-27,2025-12-13,"wk inc flu hosp","quantile","0.3",123.722539810712
"01",2,2025-12-27,2025-12-13,"wk inc flu hosp","quantile","0.35",131.522561634797
"01",2,2025-12-27,2025-12-13,"wk inc flu hosp","quantile","0.4",145.18461649475
"01",2,2025-12-27,2025-12-13,"wk inc flu hosp","quantile","0.45",156.939296566185
"01",2,2025-12-27,2025-12-13,"wk inc flu hosp","quantile","0.5",172.495540312192
"01",2,2025-12-27,2025-12-13,"wk inc flu hosp","quantile","0.55",185.537565616356
"01",2,2025-12-27,2025-12-13,"wk inc flu hosp","quantile","0.6",199.625751552025
"01",2,2025-12-27,2025-12-13,"wk inc flu hosp","quantile","0.65",215.362352430184
"01",2,2025-12-27,2025-12-13,"wk inc flu hosp","quantile","0.7",232.11267250754
"01",2,2025-12-27,2025-12-13,"wk inc flu hosp","quantile","0.75",249.557865510827
"01",2,2025-12-27,2025-12-13,"wk inc flu hosp","quantile","0.8",266.443860451772
"01",2,2025-12-27,2025-12-13,"wk inc flu hosp","quantile","0.85",290.632734304133
"01",2,2025-12-27,2025-12-13,"wk inc flu hosp","quantile","0.9",320.350448302308
"01",2,2025-12-27,2025-12-13,"wk inc flu hosp","quantile","0.95",362.910202340949
"01",2,2025-12-27,2025-12-13,"wk inc flu hosp","quantile","0.975",382.900066886582
"01",2,2025-12-27,2025-12-13,"wk inc flu hosp","quantile","0.99",412.589091106739
"01",3,2026-01-03,2025-12-13,"wk inc flu hosp","quantile","0.01",20.6318800281221
"01",3,2026-01-03,2025-12-13,"wk inc flu hosp","quantile","0.025",31.9951635300549
"01",3,2026-01-03,2025-12-13,"wk inc flu hosp","quantile","0.05",41.9627662848667
"01",3,2026-01-03,2025-12-13,"wk inc flu hosp","quantile","0.1",59.1750978045527
"01",3,2026-01-03,2025-12-13,"wk inc flu hosp","quantile","0.15",77.713494183306
