"location","horizon","target_end_date","reference_date","target","output_type","output_type_id","value"
"01",0,2026-02-28,2026-02-28,"wk inc flu hosp","quantile",0.01,115.32778760973
"01",0,2026-02-28,2026-02-28,"wk inc flu hosp","quantile",0.025,146.441822361005
"01",0,2026-02-28,2026-02-28,"wk inc flu hosp","quantile",0.05,165.543471345938
"01",0,2026-02-28,2026-02-28,"wk inc flu hosp","quantile",0.1,184.925142410442
"01",0,2026-02-28,2026-02-28,"wk inc flu hosp","quantile",0.15,199.777683278654
"01",0,2026-02-28,2026-02-28,"wk inc flu hosp","quantile",0.2,212.127935465503
"01",0,2026-02-28,2026-02-28,"wk inc flu hosp","quantile",0.25,216.975489214289
"01",0,2026-02-28,2026-02-28,"wk inc flu hosp","quantile",0.3,222.59491568491
"01",0,2026-02-28,2026-02-28,"wk inc flu hosp","quantile",0.35,228.767395372754
"01",0,2026-02-28,2026-02-28,"wk inc flu hosp","quantile",0.4,230.589779060482
"01",0,2026-02-28,2026-02-28,"wk inc flu hosp","quantile",0.45,236.147977335738
"01",0,2026-02-28,2026-02-28,"wk inc flu hosp","quantile",0.5,237.686642317665
"01",0,2026-02-28,2026-02-28,"wk inc flu hosp","quantile",0.55,240.026967937237
"01",0,2026-02-28,2026-02-28,"wk inc flu hosp","quantile",0.6,245.502268286937
"01",0,2026-02-28,2026-02-28,"wk inc flu hosp","quantile",0.65,247.969343942597
"01",0,2026-02-28,2026-02-28,"wk inc flu hosp","quantile",0.7,252.442251724519
"01",0,2026-02-28,2026-02-28,"wk inc flu hosp","quantile",0.75,258.794886464204
"01",0,2026-02-28,2026-02-28,"wk inc flu hosp","quantile",0.8,266.958485432497
"01",0,2026-02-28,2026-02-28,"wk inc flu hosp","quantile",0.85,272.848102756983
"01",0,2026-02-28,2026-02-28,"wk inc flu hosp","quantile",0.9,287.312690370409
"01",0,2026-02-28,2026-02-28,"wk inc flu hosp","quantile",0.95,321.928487231221
"01",0,2026-02-28,2026-02-28,"wk inc flu hosp","quantile",0.975,353.147110285123
"01",0,2026-02-28,2026-02-28,"wk inc flu hosp","quantile",0.99,407.246480736643
"01",1,2026-03-07,2026-02-28,"wk inc flu hosp","quantile",0.01,91.8746635936535
"01",1,2026-03-07,2026-02-28,"wk inc flu hosp","quantile",0.025,110.314401556094
"01",1,2026-03-07,2026-02-28,"wk inc flu hosp","quantile",0.05,120.744138332478
"01",1,2026-03-07,2026-02-28,"wk inc flu hosp","quantile",0.1,148.857537480966
"01",1,2026-03-07,2026-02-28,"wk inc flu hosp","quantile",0.15,168.172548002338
"01",1,2026-03-07,2026-02-28,"wk inc flu hosp","quantile",0.2,185.350382644016
"01",1,2026-03-07,2026-02-28,"wk inc flu hosp","quantile",0.25,188.962916226248
"01",1,2026-03-07,2026-02-28,"wk inc flu hosp","quantile",0.3,195.538767061995
"01",1,2026-03-07,2026-02-28,"wk inc flu hosp","quantile",0.35,200.306066422847
"01",1,2026-03-07,2026-02-28,"wk inc flu hosp","quantile",0.4,203.458687121555
"01",1,2026-03-07,2026-02-28,"wk inc flu hosp","quantile",0.45,207.665766719042
"01",1,2026-03-07,2026-02-28,"wk inc flu hosp","quantile",0.5,212.963679359476
"01",1,2026-03-07,2026-02-28,"wk inc flu hosp","quantile",0.55,217.72363410698
"01",1,2026-03-07,2026-02-28,"wk inc flu hosp","quantile",0.6,222.316525821068
"01",1,2026-03-07,2026-02-28,"wk inc flu hosp","quantile",0.65,226.519878208863
"01",1,2026-03-07,2026-02-28,"wk inc flu hosp","quantile",0.7,234.988705813886
"01",1,2026-03-07,2026-02-28,"wk inc flu hosp","quantile",0.75,241.533269267042
"01",1,2026-03-07,2026-02-28,"wk inc flu hosp","quantile",0.8,253.9915175614
"01",1,2026-03-07,2026-02-28,"wk inc flu hosp","quantile",0.85,261.248286283719
"01",1,2026-03-07,2026-02-28,"wk inc flu hosp","quantile",0.9,283.121089540671
"01",1,2026-03-07,2026-02-28,"wk inc flu hosp","quantile",0.95,329.85246179275
"01",1,2026-03-07,2026-02-28,"wk inc flu hosp","quantile",0.975,372.432782341333
"01",1,2026-03-07,2026-02-28,"wk inc flu hosp","quantile",0.99,445.726994468154
"01",2,2026-03-14,2026-02-28,"wk inc flu hosp","quantile",0.01,72.769792216515
"01",2,2026-03-14,2026-02-28,"wk inc flu hosp","quantile",0.025,88.1133303261298
"01",2,2026-03-14,2026-02-28,"wk inc flu hosp","quantile",0.05,94.9339097016622
"01",2,2026-03-14,2026-02-28,"wk inc flu hosp","quantile",0.1,124.983754218758
"01",2,2026-03-14,2026-02-28,"wk inc flu hosp","quantile",0.15,142.059401825283
