"location","horizon","target_end_date","reference_date","target","output_type","output_type_id","value"
"01",0,2026-01-24,2026-01-24,"wk inc flu hosp","quantile",0.01,59.9816421805358
"01",0,2026-01-24,2026-01-24,"wk inc flu hosp","quantile",0.025,79.9511567381748
"01",0,2026-01-24,2026-01-24,"wk inc flu hosp","quantile",0.05,94.9012718885064
"01",0,2026-01-24,2026-01-24,"wk inc flu hosp","quantile",0.1,106.637127637025
"01",0,2026-01-24,2026-01-24,"wk inc flu hosp","quantile",0.15,110.555700024501
"01",0,2026-01-24,2026-01-24,"wk inc flu hosp","quantile",0.2,117.411960742397
"01",0,2026-01-24,2026-01-24,"wk inc flu hosp","quantile",0.25,124.145009174287
"01",0,2026-01-24,2026-01-24,"wk inc flu hosp","quantile",0.3,125.037068296586
"01",0,2026-01-24,2026-01-24,"wk inc flu hosp","quantile",0.35,131.829790423884
"01",0,2026-01-24,2026-01-24,"wk inc flu hosp","quantile",0.4,141.427139781454
"01",0,2026-01-24,2026-01-24,"wk inc flu hosp","quantile",0.45,150.982597692712
"01",0,2026-01-24,2026-01-24,"wk inc flu hosp","quantile",0.5,153.650480851677
"01",0,2026-01-24,2026-01-24,"wk inc flu hosp","quantile",0.55,168.935442597038
"01",0,2026-01-24,2026-01-24,"wk inc flu hosp","quantile",0.6,169.039806708559
"01",0,2026-01-24,2026-01-24,"wk inc flu hosp","quantile",0.65,198.797236096548
"01",0,2026-01-24,2026-01-24,"wk inc flu hosp","quantile",0.7,201.420016608439
"01",0,2026-01-24,2026-01-24,"wk inc flu hosp","quantile",0.75,202.399214684789
"01",0,2026-01-24,2026-01-24,"wk inc flu hosp","quantile",0.8,206.551268457726
"01",0,2026-01-24,2026-01-24,"wk inc flu hosp","quantile",0.85,228.14780457858
"01",0,2026-01-24,2026-01-24,"wk inc flu hosp","quantile",0.9,239.259941745946
"01",0,2026-01-24,2026-01-24,"wk inc flu hosp","quantile",0.95,251.356852174404
"01",0,2026-01-24,2026-01-24,"wk inc flu hosp","quantile",0.975,281.032140567403
"01",0,2026-01-24,2026-01-24,"wk inc flu hosp","quantile",0.99,348.530491308386
"01",1,2026-01-31,2026-01-24,"wk inc flu hosp","quantile",0.01,42.3633302787554
"01",1,2026-01-31,2026-01-24,"wk inc flu hosp","quantile",0.025,57.364227330853
"01",1,2026-01-31,2026-01-24,"wk inc flu hosp","quantile",0.05,64.8786525568745
"01",1,2026-01-31,2026-01-24,"wk inc flu hosp","quantile",0.1,86.025853499678
"01",1,2026-01-31,2026-01-24,"wk inc flu hosp","quantile",0.15,99.0669755164905
"01",1,2026-01-31,2026-01-24,"wk inc flu hosp","quantile",0.2,107.424034954859
"01",1,2026-01-31,2026-01-24,"wk inc flu hosp","quantile",0.25,110.320868078788
"01",1,2026-01-31,2026-01-24,"wk inc flu hosp","quantile",0.3,115.290657365252
"01",1,2026-01-31,2026-01-24,"wk inc flu hosp","quantile",0.35,122.543203564487
"01",1,2026-01-31,2026-01-24,"wk inc flu hosp","quantile",0.4,132.25350546832
"01",1,2026-01-31,2026-01-24,"wk inc flu hosp","quantile",0.45,151.036754522286
"01",1,2026-01-31,2026-01-24,"wk inc flu hosp","quantile",0.5,161.545695735226
"01",1,2026-01-31,2026-01-24,"wk inc flu hosp","quantile",0.55,177.720108473803
"01",1,2026-01-31,2026-01-24,"wk inc flu hosp","quantile",0.6,181.951421060033
"01",1,2026-01-31,2026-01-24,"wk inc flu hosp","quantile",0.65,197.483958131953
"01",1,2026-01-31,2026-01-24,"wk inc flu hosp","quantile",0.7,203.828602245032
"01",1,2026-01-31,2026-01-24,"wk inc flu hosp","quantile",0.75,209.181559027054
"01",1,2026-01-31,2026-01-24,"wk inc flu hosp","quantile",0.8,211.593198470715
"01",1,2026-01-31,2026-01-24,"wk inc flu hosp","quantile",0.85,241.001342305769
"01",1,2026-01-31,2026-01-24,"wk inc flu hosp","quantile",0.9,263.757546397541
"01",1,2026-01-31,2026-01-24,"wk inc flu hosp","quantile",0.95,294.309367843228
"01",1,2026-01-31,2026-01-24,"wk inc flu hosp","quantile",0.975,321.034151918222
"01",1,2026-01-31,2026-01-24,"wk inc flu hosp","quantile",0.99,384.252440239872
"01",2,2026-02-07,2026-01-24,"wk inc flu hosp","quantile",0.01,31.2907644410489
"01",2,2026-02-07,2026-01-24,"wk inc flu hosp","quantile",0.025,43.5929970169938
"01",2,2026-02-07,2026-01-24,"wk inc flu hosp","quantile",0.05,53.2640195065559
"01",2,2026-02-07,2026-01-24,"wk inc flu hosp","quantile",0.1,74.2990454210065
"01",2,2026-02-07,2026-01-24,"wk inc flu hosp","quantile",0.15,77.0133387649406
