"location","horizon","target_end_date","reference_date","target","output_type","output_type_id","value"
"01",0,2025-03-15,2025-03-15,"wk inc flu hosp","quantile","0.01",118.796475611624
"01",0,2025-03-15,2025-03-15,"wk inc flu hosp","quantile","0.025",144.295764315309
"01",0,2025-03-15,2025-03-15,"wk inc flu hosp","quantile","0.05",164.425914814081
"01",0,2025-03-15,2025-03-15,"wk inc flu hosp","quantile","0.1",181.606153293688
"01",0,2025-03-15,2025-03-15,"wk inc flu hosp","quantile","0.15",195.306221594293
"01",0,2025-03-15,2025-03-15,"wk inc flu hosp","quantile","0.2",202.121695674724
"01",0,2025-03-15,2025-03-15,"wk inc flu hosp","quantile","0.25",211.926219008321
"01",0,2025-03-15,2025-03-15,"wk inc flu hosp","quantile","0.3",220.749241201831
"01",0,2025-03-15,2025-03-15,"wk inc flu hosp","quantile","0.35",226.225477080388
"01",0,2025-03-15,2025-03-15,"wk inc flu hosp","quantile","0.4",234.058542213869
"01",0,2025-03-15,2025-03-15,"wk inc flu hosp","quantile","0.45",239.574087980405
"01",0,2025-03-15,2025-03-15,"wk inc flu hosp","quantile","0.5",243.902336358682
"01",0,2025-03-15,2025-03-15,"wk inc flu hosp","quantile","0.55",250.482923527711
"01",0,2025-03-15,2025-03-15,"wk inc flu hosp","quantile","0.6",253.933857000507
"01",0,2025-03-15,2025-03-15,"wk inc flu hosp","quantile","0.65",261.091423450812
"01",0,2025-03-15,2025-03-15,"wk inc flu hosp","quantile","0.7",267.538988354022
"01",0,2025-03-15,2025-03-15,"wk inc flu hosp","quantile","0.75",277.787329161545
"01",0,2025-03-15,2025-03-15,"wk inc flu hosp","quantile","0.8",288.022939441069
"01",0,2025-03-15,2025-03-15,"wk inc flu hosp","quantile","0.85",296.93558439729
"01",0,2025-03-15,2025-03-15,"wk inc flu hosp","quantile","0.9",309.949589901869
"01",0,2025-03-15,2025-03-15,"wk inc flu hosp","quantile","0.95",336.831312418325
"01",0,2025-03-15,2025-03-15,"wk inc flu hosp","quantile","0.975",366.932115937755
"01",0,2025-03-15,2025-03-15,"wk inc flu hosp","quantile","0.99",417.681767845524
"01",1,2025-03-22,2025-03-15,"wk inc flu hosp","quantile","0.01",75.4290447199197
"01",1,2025-03-22,2025-03-15,"wk inc flu hosp","quantile","0.025",96.0427208195296
"01",1,2025-03-22,2025-03-15,"wk inc flu hosp","quantile","0.05",109.793444431868
"01",1,2025-03-22,2025-03-15,"wk inc flu hosp","quantile","0.1",131.826279685583
"01",1,2025-03-22,2025-03-15,"wk inc flu hosp","quantile","0.15",146.937179760729
"01",1,2025-03-22,2025-03-15,"wk inc flu hosp","quantile","0.2",159.737624610241
"01",1,2025-03-22,2025-03-15,"wk inc flu hosp","quantile","0.25",170.71371540102
"01",1,2025-03-22,2025-03-15,"wk inc flu hosp","quantile","0.3",179.286448264878
"01",1,2025-03-22,2025-03-15,"wk inc flu hosp","quantile","0.35",188.596107341812
"01",1,2025-03-22,2025-03-15,"wk inc flu hosp","quantile","0.4",195.892000370554
"01",1,2025-03-22,2025-03-15,"wk inc flu hosp","quantile","0.45",203.389267352577
"01",1,2025-03-22,2025-03-15,"wk inc flu hosp","quantile","0.5",207.560055499405
"01",1,2025-03-22,2025-03-15,"wk inc flu hosp","quantile","0.55",211.971356805744
"01",1,2025-03-22,2025-03-15,"wk inc flu hosp","quantile","0.6",216.408313800854
"01",1,2025-03-22,2025-03-15,"wk inc flu hosp","quantile","0.65",226.945955317829
"01",1,2025-03-22,2025-03-15,"wk inc flu hosp","quantile","0.7",236.915306908765
"01",1,2025-03-22,2025-03-15,"wk inc flu hosp","quantile","0.75",250.599173864092
"01",1,2025-03-22,2025-03-15,"wk inc flu hosp","quantile","0.8",263.017329155275
"01",1,2025-03-22,2025-03-15,"wk inc flu hosp","quantile","0.85",278.546589290664
"01",1,2025-03-22,2025-03-15,"wk inc flu hosp","quantile","0.9",299.581074029711
"01",1,2025-03-22,2025-03-15,"wk inc flu hosp","quantile","0.95",336.239284259927
"01",1,2025-03-22,2025-03-15,"wk inc flu hosp","quantile","0.975",374.947077887455
"01",1,2025-03-22,2025-03-15,"wk inc flu hosp","quantile","0.99",436.620423948696
"01",2,2025-03-29,2025-03-15,"wk inc flu hosp","quantile","0.01",41.4064746824911
"01",2,2025-03-29,2025-03-15,"wk inc flu hosp","quantile","0.025",62.3195829680522
"01",2,2025-03-29,2025-03-15,"wk inc flu hosp","quantile","0.05",76.3911259275094
"01",2,2025-03-29,2025-03-15,"wk inc flu hosp","quantile","0.1",100.066009969253
"01",2,2025-03-29,2025-03-15,"wk inc flu hosp","quantile","0.15",114.176823659077
"01",2,2025-03-29,2025-03-15,"wk inc flu hosp","quantile","0.2",126.474690008647
"01",2,2025-03-29,2025-03-15,"wk inc flu hosp","quantile","0.25",140.585564383733
"01",2,2025-03-29,2025-03-15,"wk inc flu hosp","quantile","0.3",149.619543653947
"01",2,2025-03-29,2025-03-15,"wk inc flu hosp","quantile","0.35",154.646676099637
"01",2,2025-03-29,2025-03-15,"wk inc flu hosp","quantile","0.4",160.666823860976
"01",2,2025-03-29,2025-03-15,"wk inc flu hosp","quantile","0.45",170.740698723518
"01",2,2025-03-29,2025-03-15,"wk inc flu hosp","quantile","0.5",175.635316839237
"01",2,2025-03-29,2025-03-15,"wk inc flu hosp","quantile","0.55",181.584350311823
"01",2,2025-03-29,2025-03-15,"wk inc flu hosp","quantile","0.6",187.565844106319
"01",2,2025-03-29,2025-03-15,"wk inc flu hosp","quantile","0.65",198.810845089759
"01",2,2025-03-29,2025-03-15,"wk inc flu hosp","quantile","0.7",208.654662520211
"01",2,2025-03-29,2025-03-15,"wk inc flu hosp","quantile","0.75",225.397211944902
"01",2,2025-03-29,2025-03-15,"wk inc flu hosp","quantile","0.8",240.79453771161
"01",2,2025-03-29,2025-03-15,"wk inc flu hosp","quantile","0.85",258.048301014825
"01",2,2025-03-29,2025-03-15,"wk inc flu hosp","quantile","0.9",286.340476247402
"01",2,2025-03-29,2025-03-15,"wk inc flu hosp","quantile","0.95",343.75420021716
"01",2,2025-03-29,2025-03-15,"wk inc flu hosp","quantile","0.975",391.4845221215
"01",2,2025-03-29,2025-03-15,"wk inc flu hosp","quantile","0.99",470.583404084402
"01",3,2025-04-05,2025-03-15,"wk inc flu hosp","quantile","0.01",22.3538991591228
"01",3,2025-04-05,2025-03-15,"wk inc flu hosp","quantile","0.025",42.352682386893
"01",3,2025-04-05,2025-03-15,"wk inc flu hosp","quantile","0.05",58.8123408551648
"01",3,2025-04-05,2025-03-15,"wk inc flu hosp","quantile","0.1",81.6804951894465
