"location","horizon","target_end_date","reference_date","target","output_type","output_type_id","value"
"01",0,2026-05-30,2026-05-30,"wk inc flu hosp","quantile",0.01,2.19242766331989
"01",0,2026-05-30,2026-05-30,"wk inc flu hosp","quantile",0.025,5.47075375247078
"01",0,2026-05-30,2026-05-30,"wk inc flu hosp","quantile",0.05,6.80249110919294
"01",0,2026-05-30,2026-05-30,"wk inc flu hosp","quantile",0.1,7.84174296873311
"01",0,2026-05-30,2026-05-30,"wk inc flu hosp","quantile",0.15,8.68037478341763
"01",0,2026-05-30,2026-05-30,"wk inc flu hosp","quantile",0.2,9.6850623288053
"01",0,2026-05-30,2026-05-30,"wk inc flu hosp","quantile",0.25,10.4944098475133
"01",0,2026-05-30,2026-05-30,"wk inc flu hosp","quantile",0.3,11.3410494392831
"01",0,2026-05-30,2026-05-30,"wk inc flu hosp","quantile",0.35,12.2546632675225
"01",0,2026-05-30,2026-05-30,"wk inc flu hosp","quantile",0.4,12.7435166256392
"01",0,2026-05-30,2026-05-30,"wk inc flu hosp","quantile",0.45,13.5406871683441
"01",0,2026-05-30,2026-05-30,"wk inc flu hosp","quantile",0.5,14.2524588102548
"01",0,2026-05-30,2026-05-30,"wk inc flu hosp","quantile",0.55,14.940339753214
"01",0,2026-05-30,2026-05-30,"wk inc flu hosp","quantile",0.6,15.5071356955076
"01",0,2026-05-30,2026-05-30,"wk inc flu hosp","quantile",0.65,16.0396043828749
"01",0,2026-05-30,2026-05-30,"wk inc flu hosp","quantile",0.7,16.6405514569169
"01",0,2026-05-30,2026-05-30,"wk inc flu hosp","quantile",0.75,17.2487894371868
"01",0,2026-05-30,2026-05-30,"wk inc flu hosp","quantile",0.8,17.7156008850214
"01",0,2026-05-30,2026-05-30,"wk inc flu hosp","quantile",0.85,18.4514469626275
"01",0,2026-05-30,2026-05-30,"wk inc flu hosp","quantile",0.9,19.3696727836306
"01",0,2026-05-30,2026-05-30,"wk inc flu hosp","quantile",0.95,21.0028952889261
"01",0,2026-05-30,2026-05-30,"wk inc flu hosp","quantile",0.975,23.3246379236695
"01",0,2026-05-30,2026-05-30,"wk inc flu hosp","quantile",0.99,31.126839319338
"01",1,2026-06-06,2026-05-30,"wk inc flu hosp","quantile",0.01,1.04357937161812
"01",1,2026-06-06,2026-05-30,"wk inc flu hosp","quantile",0.025,3.73556924589037
"01",1,2026-06-06,2026-05-30,"wk inc flu hosp","quantile",0.05,5.38852804346129
