"location","horizon","target_end_date","reference_date","target","output_type","output_type_id","value"
"01",0,2024-12-14,2024-12-14,"wk inc flu hosp","quantile","0.01",60.7585862550207
"01",0,2024-12-14,2024-12-14,"wk inc flu hosp","quantile","0.025",68.6257046423538
"01",0,2024-12-14,2024-12-14,"wk inc flu hosp","quantile","0.05",76.0392338505722
"01",0,2024-12-14,2024-12-14,"wk inc flu hosp","quantile","0.1",87.3300120930736
"01",0,2024-12-14,2024-12-14,"wk inc flu hosp","quantile","0.15",96.0278804666214
"01",0,2024-12-14,2024-12-14,"wk inc flu hosp","quantile","0.2",102.176965971672
"01",0,2024-12-14,2024-12-14,"wk inc flu hosp","quantile","0.25",106.560023041651
"01",0,2024-12-14,2024-12-14,"wk inc flu hosp","quantile","0.3",109.8141581788
"01",0,2024-12-14,2024-12-14,"wk inc flu hosp","quantile","0.35",111.524773179036
"01",0,2024-12-14,2024-12-14,"wk inc flu hosp","quantile","0.4",115.540539672458
"01",0,2024-12-14,2024-12-14,"wk inc flu hosp","quantile","0.45",118.042376207547
"01",0,2024-12-14,2024-12-14,"wk inc flu hosp","quantile","0.5",120.314544367084
"01",0,2024-12-14,2024-12-14,"wk inc flu hosp","quantile","0.55",121.627822636928
"01",0,2024-12-14,2024-12-14,"wk inc flu hosp","quantile","0.6",125.381423031033
"01",0,2024-12-14,2024-12-14,"wk inc flu hosp","quantile","0.65",129.288016489509
"01",0,2024-12-14,2024-12-14,"wk inc flu hosp","quantile","0.7",133.672535874095
"01",0,2024-12-14,2024-12-14,"wk inc flu hosp","quantile","0.75",139.628829130348
"01",0,2024-12-14,2024-12-14,"wk inc flu hosp","quantile","0.8",144.360777589092
"01",0,2024-12-14,2024-12-14,"wk inc flu hosp","quantile","0.85",148.880151836018
"01",0,2024-12-14,2024-12-14,"wk inc flu hosp","quantile","0.9",155.740629398795
"01",0,2024-12-14,2024-12-14,"wk inc flu hosp","quantile","0.95",170.742571109161
"01",0,2024-12-14,2024-12-14,"wk inc flu hosp","quantile","0.975",185.618281927717
"01",0,2024-12-14,2024-12-14,"wk inc flu hosp","quantile","0.99",206.61900061042
"01",1,2024-12-21,2024-12-14,"wk inc flu hosp","quantile","0.01",53.8624541156546
"01",1,2024-12-21,2024-12-14,"wk inc flu hosp","quantile","0.025",63.0899902374108
"01",1,2024-12-21,2024-12-14,"wk inc flu hosp","quantile","0.05",72.3548835007595
"01",1,2024-12-21,2024-12-14,"wk inc flu hosp","quantile","0.1",86.1304117595503
"01",1,2024-12-21,2024-12-14,"wk inc flu hosp","quantile","0.15",97.6823395170954
"01",1,2024-12-21,2024-12-14,"wk inc flu hosp","quantile","0.2",106.937184701002
"01",1,2024-12-21,2024-12-14,"wk inc flu hosp","quantile","0.25",112.791479514233
"01",1,2024-12-21,2024-12-14,"wk inc flu hosp","quantile","0.3",118.379408777853
"01",1,2024-12-21,2024-12-14,"wk inc flu hosp","quantile","0.35",121.626492916111
"01",1,2024-12-21,2024-12-14,"wk inc flu hosp","quantile","0.4",127.653650477987
"01",1,2024-12-21,2024-12-14,"wk inc flu hosp","quantile","0.45",131.787464030341
"01",1,2024-12-21,2024-12-14,"wk inc flu hosp","quantile","0.5",137.220234213995
"01",1,2024-12-21,2024-12-14,"wk inc flu hosp","quantile","0.55",140.489529196447
"01",1,2024-12-21,2024-12-14,"wk inc flu hosp","quantile","0.6",146.392436907319
"01",1,2024-12-21,2024-12-14,"wk inc flu hosp","quantile","0.65",151.377870308512
"01",1,2024-12-21,2024-12-14,"wk inc flu hosp","quantile","0.7",157.278685073428
"01",1,2024-12-21,2024-12-14,"wk inc flu hosp","quantile","0.75",164.674737635666
"01",1,2024-12-21,2024-12-14,"wk inc flu hosp","quantile","0.8",172.241996601828
"01",1,2024-12-21,2024-12-14,"wk inc flu hosp","quantile","0.85",180.989170268399
"01",1,2024-12-21,2024-12-14,"wk inc flu hosp","quantile","0.9",194.774108388179
"01",1,2024-12-21,2024-12-14,"wk inc flu hosp","quantile","0.95",218.44120635231
"01",1,2024-12-21,2024-12-14,"wk inc flu hosp","quantile","0.975",247.407514169849
"01",1,2024-12-21,2024-12-14,"wk inc flu hosp","quantile","0.99",279.823895592239
"01",2,2024-12-28,2024-12-14,"wk inc flu hosp","quantile","0.01",48.0303894369548
"01",2,2024-12-28,2024-12-14,"wk inc flu hosp","quantile","0.025",57.830430448054
"01",2,2024-12-28,2024-12-14,"wk inc flu hosp","quantile","0.05",67.0469448291882
"01",2,2024-12-28,2024-12-14,"wk inc flu hosp","quantile","0.1",83.7141566156944
"01",2,2024-12-28,2024-12-14,"wk inc flu hosp","quantile","0.15",97.0356310475134
"01",2,2024-12-28,2024-12-14,"wk inc flu hosp","quantile","0.2",107.374640111605
"01",2,2024-12-28,2024-12-14,"wk inc flu hosp","quantile","0.25",116.364583683534
"01",2,2024-12-28,2024-12-14,"wk inc flu hosp","quantile","0.3",123.601970274162
"01",2,2024-12-28,2024-12-14,"wk inc flu hosp","quantile","0.35",128.923814543576
"01",2,2024-12-28,2024-12-14,"wk inc flu hosp","quantile","0.4",136.08089417126
"01",2,2024-12-28,2024-12-14,"wk inc flu hosp","quantile","0.45",140.498374716609
"01",2,2024-12-28,2024-12-14,"wk inc flu hosp","quantile","0.5",148.038309663532
"01",2,2024-12-28,2024-12-14,"wk inc flu hosp","quantile","0.55",153.53903727706
"01",2,2024-12-28,2024-12-14,"wk inc flu hosp","quantile","0.6",162.680076960938
"01",2,2024-12-28,2024-12-14,"wk inc flu hosp","quantile","0.65",171.467859779945
"01",2,2024-12-28,2024-12-14,"wk inc flu hosp","quantile","0.7",181.773323510875
"01",2,2024-12-28,2024-12-14,"wk inc flu hosp","quantile","0.75",190.487189994659
"01",2,2024-12-28,2024-12-14,"wk inc flu hosp","quantile","0.8",199.075725121475
"01",2,2024-12-28,2024-12-14,"wk inc flu hosp","quantile","0.85",210.915743959472
"01",2,2024-12-28,2024-12-14,"wk inc flu hosp","quantile","0.9",231.180529487459
"01",2,2024-12-28,2024-12-14,"wk inc flu hosp","quantile","0.95",259.874320840098
"01",2,2024-12-28,2024-12-14,"wk inc flu hosp","quantile","0.975",298.463705503609
"01",2,2024-12-28,2024-12-14,"wk inc flu hosp","quantile","0.99",342.714305261314
"01",3,2025-01-04,2024-12-14,"wk inc flu hosp","quantile","0.01",41.3933181133124
"01",3,2025-01-04,2024-12-14,"wk inc flu hosp","quantile","0.025",51.9352486726637
"01",3,2025-01-04,2024-12-14,"wk inc flu hosp","quantile","0.05",63.4428754648103
"01",3,2025-01-04,2024-12-14,"wk inc flu hosp","quantile","0.1",80.4452870969953
"01",3,2025-01-04,2024-12-14,"wk inc flu hosp","quantile","0.15",93.7750169385169
"01",3,2025-01-04,2024-12-14,"wk inc flu hosp","quantile","0.2",105.457336783003
"01",3,2025-01-04,2024-12-14,"wk inc flu hosp","quantile","0.25",115.068656396623
"01",3,2025-01-04,2024-12-14,"wk inc flu hosp","quantile","0.3",122.619187945779
"01",3,2025-01-04,2024-12-14,"wk inc flu hosp","quantile","0.35",129.019304873814
"01",3,2025-01-04,2024-12-14,"wk inc flu hosp","quantile","0.4",137.619010174542
"01",3,2025-01-04,2024-12-14,"wk inc flu hosp","quantile","0.45",144.24570394571
"01",3,2025-01-04,2024-12-14,"wk inc flu hosp","quantile","0.5",153.201181730999
"01",3,2025-01-04,2024-12-14,"wk inc flu hosp","quantile","0.55",159.881534700681
"01",3,2025-01-04,2024-12-14,"wk inc flu hosp","quantile","0.6",170.461834342306
"01",3,2025-01-04,2024-12-14,"wk inc flu hosp","quantile","0.65",181.000514566424
"01",3,2025-01-04,2024-12-14,"wk inc flu hosp","quantile","0.7",194.073739821787
"01",3,2025-01-04,2024-12-14,"wk inc flu hosp","quantile","0.75",205.764447185127
"01",3,2025-01-04,2024-12-14,"wk inc flu hosp","quantile","0.8",219.125340054364
"01",3,2025-01-04,2024-12-14,"wk inc flu hosp","quantile","0.85",233.390052851263
"01",3,2025-01-04,2024-12-14,"wk inc flu hosp","quantile","0.9",252.751868405306
"01",3,2025-01-04,2024-12-14,"wk inc flu hosp","quantile","0.95",289.321620162295
"01",3,2025-01-04,2024-12-14,"wk inc flu hosp","quantile","0.975",339.821315282553
"01",3,2025-01-04,2024-12-14,"wk inc flu hosp","quantile","0.99",394.117366976488
"02",0,2024-12-14,2024-12-14,"wk inc flu hosp","quantile","0.01",3.77529967094511
"02",0,2024-12-14,2024-12-14,"wk inc flu hosp","quantile","0.025",4.86316236358748
"02",0,2024-12-14,2024-12-14,"wk inc flu hosp","quantile","0.05",5.85701818038275
"02",0,2024-12-14,2024-12-14,"wk inc flu hosp","quantile","0.1",7.53474286564287
"02",0,2024-12-14,2024-12-14,"wk inc flu hosp","quantile","0.15",8.95041960182309
"02",0,2024-12-14,2024-12-14,"wk inc flu hosp","quantile","0.2",10.1625247539804
"02",0,2024-12-14,2024-12-14,"wk inc flu hosp","quantile","0.25",11.1323952720661
"02",0,2024-12-14,2024-12-14,"wk inc flu hosp","quantile","0.3",12.0160975363416
"02",0,2024-12-14,2024-12-14,"wk inc flu hosp","quantile","0.35",12.5245073474446
"02",0,2024-12-14,2024-12-14,"wk inc flu hosp","quantile","0.4",13.3222863044776
"02",0,2024-12-14,2024-12-14,"wk inc flu hosp","quantile","0.45",14.1619814587025
"02",0,2024-12-14,2024-12-14,"wk inc flu hosp","quantile","0.5",14.9362884737484
"02",0,2024-12-14,2024-12-14,"wk inc flu hosp","quantile","0.55",15.6193665179275
"02",0,2024-12-14,2024-12-14,"wk inc flu hosp","quantile","0.6",16.4016751587694
"02",0,2024-12-14,2024-12-14,"wk inc flu hosp","quantile","0.65",17.1792299070587
"02",0,2024-12-14,2024-12-14,"wk inc flu hosp","quantile","0.7",18.2880228669241
"02",0,2024-12-14,2024-12-14,"wk inc flu hosp","quantile","0.75",19.4921538977869
"02",0,2024-12-14,2024-12-14,"wk inc flu hosp","quantile","0.8",20.7225396838063
"02",0,2024-12-14,2024-12-14,"wk inc flu hosp","quantile","0.85",22.0216882833692
"02",0,2024-12-14,2024-12-14,"wk inc flu hosp","quantile","0.9",24.0299690007715
"02",0,2024-12-14,2024-12-14,"wk inc flu hosp","quantile","0.95",27.114288647896
"02",0,2024-12-14,2024-12-14,"wk inc flu hosp","quantile","0.975",30.3588038936381
"02",0,2024-12-14,2024-12-14,"wk inc flu hosp","quantile","0.99",34.7649808263334
"02",1,2024-12-21,2024-12-14,"wk inc flu hosp","quantile","0.01",2.36656138310254
"02",1,2024-12-21,2024-12-14,"wk inc flu hosp","quantile","0.025",3.4389073094167
"02",1,2024-12-21,2024-12-14,"wk inc flu hosp","quantile","0.05",4.52200223734063
"02",1,2024-12-21,2024-12-14,"wk inc flu hosp","quantile","0.1",6.40534776011116
"02",1,2024-12-21,2024-12-14,"wk inc flu hosp","quantile","0.15",8.2511891412087
"02",1,2024-12-21,2024-12-14,"wk inc flu hosp","quantile","0.2",9.59853655240853
"02",1,2024-12-21,2024-12-14,"wk inc flu hosp","quantile","0.25",10.7967388041093
"02",1,2024-12-21,2024-12-14,"wk inc flu hosp","quantile","0.3",11.9718720305538
"02",1,2024-12-21,2024-12-14,"wk inc flu hosp","quantile","0.35",12.6253714540972
"02",1,2024-12-21,2024-12-14,"wk inc flu hosp","quantile","0.4",13.8653312855671
"02",1,2024-12-21,2024-12-14,"wk inc flu hosp","quantile","0.45",15.2756495441091
"02",1,2024-12-21,2024-12-14,"wk inc flu hosp","quantile","0.5",16.3305848744756
"02",1,2024-12-21,2024-12-14,"wk inc flu hosp","quantile","0.55",17.5694763801561
"02",1,2024-12-21,2024-12-14,"wk inc flu hosp","quantile","0.6",18.5303820206533
"02",1,2024-12-21,2024-12-14,"wk inc flu hosp","quantile","0.65",19.8063885671774
"02",1,2024-12-21,2024-12-14,"wk inc flu hosp","quantile","0.7",21.1007837876486
"02",1,2024-12-21,2024-12-14,"wk inc flu hosp","quantile","0.75",22.8863806522807
"02",1,2024-12-21,2024-12-14,"wk inc flu hosp","quantile","0.8",24.8743501736479
"02",1,2024-12-21,2024-12-14,"wk inc flu hosp","quantile","0.85",27.1010851713143
"02",1,2024-12-21,2024-12-14,"wk inc flu hosp","quantile","0.9",30.4014526094445
"02",1,2024-12-21,2024-12-14,"wk inc flu hosp","quantile","0.95",35.1432163700853
"02",1,2024-12-21,2024-12-14,"wk inc flu hosp","quantile","0.975",41.9428392760328
"02",1,2024-12-21,2024-12-14,"wk inc flu hosp","quantile","0.99",49.6104615450607
"02",2,2024-12-28,2024-12-14,"wk inc flu hosp","quantile","0.01",1.85350468713275
"02",2,2024-12-28,2024-12-14,"wk inc flu hosp","quantile","0.025",2.36213176582565
"02",2,2024-12-28,2024-12-14,"wk inc flu hosp","quantile","0.05",3.48184244273378
"02",2,2024-12-28,2024-12-14,"wk inc flu hosp","quantile","0.1",5.6518766708222
"02",2,2024-12-28,2024-12-14,"wk inc flu hosp","quantile","0.15",7.5217045731568
"02",2,2024-12-28,2024-12-14,"wk inc flu hosp","quantile","0.2",9.12756168113831
"02",2,2024-12-28,2024-12-14,"wk inc flu hosp","quantile","0.25",10.5846187916387
"02",2,2024-12-28,2024-12-14,"wk inc flu hosp","quantile","0.3",11.9811129325636
"02",2,2024-12-28,2024-12-14,"wk inc flu hosp","quantile","0.35",13.027102258385
"02",2,2024-12-28,2024-12-14,"wk inc flu hosp","quantile","0.4",14.4575360361222
"02",2,2024-12-28,2024-12-14,"wk inc flu hosp","quantile","0.45",15.7654761513974
"02",2,2024-12-28,2024-12-14,"wk inc flu hosp","quantile","0.5",17.0304530457743
"02",2,2024-12-28,2024-12-14,"wk inc flu hosp","quantile","0.55",18.4020808743288
"02",2,2024-12-28,2024-12-14,"wk inc flu hosp","quantile","0.6",19.9290046176083
"02",2,2024-12-28,2024-12-14,"wk inc flu hosp","quantile","0.65",21.8402521199811
"02",2,2024-12-28,2024-12-14,"wk inc flu hosp","quantile","0.7",24.0189856866715
"02",2,2024-12-28,2024-12-14,"wk inc flu hosp","quantile","0.75",26.1575541567266
"02",2,2024-12-28,2024-12-14,"wk inc flu hosp","quantile","0.8",28.6874461765
"02",2,2024-12-28,2024-12-14,"wk inc flu hosp","quantile","0.85",32.1534585436102
"02",2,2024-12-28,2024-12-14,"wk inc flu hosp","quantile","0.9",36.3544561209576
"02",2,2024-12-28,2024-12-14,"wk inc flu hosp","quantile","0.95",42.8596841905898
"02",2,2024-12-28,2024-12-14,"wk inc flu hosp","quantile","0.975",51.4279424111243
