"location","horizon","target_end_date","reference_date","target","output_type","output_type_id","value"
"01",0,2026-02-14,2026-02-14,"wk inc flu hosp","quantile",0.01,157.810278513304
"01",0,2026-02-14,2026-02-14,"wk inc flu hosp","quantile",0.025,189.096772658994
"01",0,2026-02-14,2026-02-14,"wk inc flu hosp","quantile",0.05,214.225873981281
"01",0,2026-02-14,2026-02-14,"wk inc flu hosp","quantile",0.1,243.073998574741
"01",0,2026-02-14,2026-02-14,"wk inc flu hosp","quantile",0.15,253.739864691902
"01",0,2026-02-14,2026-02-14,"wk inc flu hosp","quantile",0.2,268.127187680858
"01",0,2026-02-14,2026-02-14,"wk inc flu hosp","quantile",0.25,277.702135011989
"01",0,2026-02-14,2026-02-14,"wk inc flu hosp","quantile",0.3,285.665604413459
"01",0,2026-02-14,2026-02-14,"wk inc flu hosp","quantile",0.35,291.447537528623
"01",0,2026-02-14,2026-02-14,"wk inc flu hosp","quantile",0.4,295.164313508
"01",0,2026-02-14,2026-02-14,"wk inc flu hosp","quantile",0.45,302.73251550739
"01",0,2026-02-14,2026-02-14,"wk inc flu hosp","quantile",0.5,307.997977011758
"01",0,2026-02-14,2026-02-14,"wk inc flu hosp","quantile",0.55,317.679452907187
"01",0,2026-02-14,2026-02-14,"wk inc flu hosp","quantile",0.6,317.875719036904
"01",0,2026-02-14,2026-02-14,"wk inc flu hosp","quantile",0.65,325.448366592115
"01",0,2026-02-14,2026-02-14,"wk inc flu hosp","quantile",0.7,340.505788879282
"01",0,2026-02-14,2026-02-14,"wk inc flu hosp","quantile",0.75,342.00451982096
"01",0,2026-02-14,2026-02-14,"wk inc flu hosp","quantile",0.8,348.999636432581
"01",0,2026-02-14,2026-02-14,"wk inc flu hosp","quantile",0.85,360.857531408357
"01",0,2026-02-14,2026-02-14,"wk inc flu hosp","quantile",0.9,381.678496113706
"01",0,2026-02-14,2026-02-14,"wk inc flu hosp","quantile",0.95,406.958273887934
"01",0,2026-02-14,2026-02-14,"wk inc flu hosp","quantile",0.975,446.84494581687
"01",0,2026-02-14,2026-02-14,"wk inc flu hosp","quantile",0.99,496.618667467179
"01",1,2026-02-21,2026-02-14,"wk inc flu hosp","quantile",0.01,131.388644871289
"01",1,2026-02-21,2026-02-14,"wk inc flu hosp","quantile",0.025,151.671282184719
"01",1,2026-02-21,2026-02-14,"wk inc flu hosp","quantile",0.05,177.053719298147
"01",1,2026-02-21,2026-02-14,"wk inc flu hosp","quantile",0.1,195.211306531667
"01",1,2026-02-21,2026-02-14,"wk inc flu hosp","quantile",0.15,210.580998952584
"01",1,2026-02-21,2026-02-14,"wk inc flu hosp","quantile",0.2,229.257922772656
"01",1,2026-02-21,2026-02-14,"wk inc flu hosp","quantile",0.25,236.633256855966
