reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2023-11-11,-1,wk inc flu hosp,2023-11-04,01,quantile,0.01,38
2023-11-11,-1,wk inc flu hosp,2023-11-04,01,quantile,0.025,38
2023-11-11,-1,wk inc flu hosp,2023-11-04,01,quantile,0.05,38
2023-11-11,-1,wk inc flu hosp,2023-11-04,01,quantile,0.1,38
2023-11-11,-1,wk inc flu hosp,2023-11-04,01,quantile,0.15,38
2023-11-11,-1,wk inc flu hosp,2023-11-04,01,quantile,0.2,38
2023-11-11,-1,wk inc flu hosp,2023-11-04,01,quantile,0.25,38
2023-11-11,-1,wk inc flu hosp,2023-11-04,01,quantile,0.3,38
2023-11-11,-1,wk inc flu hosp,2023-11-04,01,quantile,0.35,38
2023-11-11,-1,wk inc flu hosp,2023-11-04,01,quantile,0.4,38
2023-11-11,-1,wk inc flu hosp,2023-11-04,01,quantile,0.45,38
2023-11-11,-1,wk inc flu hosp,2023-11-04,01,quantile,0.5,38
2023-11-11,-1,wk inc flu hosp,2023-11-04,01,quantile,0.55,38
2023-11-11,-1,wk inc flu hosp,2023-11-04,01,quantile,0.6,38
2023-11-11,-1,wk inc flu hosp,2023-11-04,01,quantile,0.65,38
2023-11-11,-1,wk inc flu hosp,2023-11-04,01,quantile,0.7,38
2023-11-11,-1,wk inc flu hosp,2023-11-04,01,quantile,0.75,38
2023-11-11,-1,wk inc flu hosp,2023-11-04,01,quantile,0.8,38
2023-11-11,-1,wk inc flu hosp,2023-11-04,01,quantile,0.85,38
2023-11-11,-1,wk inc flu hosp,2023-11-04,01,quantile,0.9,38
2023-11-11,-1,wk inc flu hosp,2023-11-04,01,quantile,0.95,38
2023-11-11,-1,wk inc flu hosp,2023-11-04,01,quantile,0.975,38
2023-11-11,-1,wk inc flu hosp,2023-11-04,01,quantile,0.99,38
2023-11-11,-1,wk inc flu hosp,2023-11-04,02,quantile,0.01,32
2023-11-11,-1,wk inc flu hosp,2023-11-04,02,quantile,0.025,32
2023-11-11,-1,wk inc flu hosp,2023-11-04,02,quantile,0.05,32
2023-11-11,-1,wk inc flu hosp,2023-11-04,02,quantile,0.1,32
2023-11-11,-1,wk inc flu hosp,2023-11-04,02,quantile,0.15,32
2023-11-11,-1,wk inc flu hosp,2023-11-04,02,quantile,0.2,32
2023-11-11,-1,wk inc flu hosp,2023-11-04,02,quantile,0.25,32
2023-11-11,-1,wk inc flu hosp,2023-11-04,02,quantile,0.3,32
2023-11-11,-1,wk inc flu hosp,2023-11-04,02,quantile,0.35,32
2023-11-11,-1,wk inc flu hosp,2023-11-04,02,quantile,0.4,32
2023-11-11,-1,wk inc flu hosp,2023-11-04,02,quantile,0.45,32
2023-11-11,-1,wk inc flu hosp,2023-11-04,02,quantile,0.5,32
2023-11-11,-1,wk inc flu hosp,2023-11-04,02,quantile,0.55,32
2023-11-11,-1,wk inc flu hosp,2023-11-04,02,quantile,0.6,32
2023-11-11,-1,wk inc flu hosp,2023-11-04,02,quantile,0.65,32
2023-11-11,-1,wk inc flu hosp,2023-11-04,02,quantile,0.7,32
2023-11-11,-1,wk inc flu hosp,2023-11-04,02,quantile,0.75,32
2023-11-11,-1,wk inc flu hosp,2023-11-04,02,quantile,0.8,32
2023-11-11,-1,wk inc flu hosp,2023-11-04,02,quantile,0.85,32
2023-11-11,-1,wk inc flu hosp,2023-11-04,02,quantile,0.9,32
2023-11-11,-1,wk inc flu hosp,2023-11-04,02,quantile,0.95,32
2023-11-11,-1,wk inc flu hosp,2023-11-04,02,quantile,0.975,32
2023-11-11,-1,wk inc flu hosp,2023-11-04,02,quantile,0.99,32
2023-11-11,-1,wk inc flu hosp,2023-11-04,04,quantile,0.01,51
2023-11-11,-1,wk inc flu hosp,2023-11-04,04,quantile,0.025,51
2023-11-11,-1,wk inc flu hosp,2023-11-04,04,quantile,0.05,51
2023-11-11,-1,wk inc flu hosp,2023-11-04,04,quantile,0.1,51
2023-11-11,-1,wk inc flu hosp,2023-11-04,04,quantile,0.15,51
2023-11-11,-1,wk inc flu hosp,2023-11-04,04,quantile,0.2,51
2023-11-11,-1,wk inc flu hosp,2023-11-04,04,quantile,0.25,51
2023-11-11,-1,wk inc flu hosp,2023-11-04,04,quantile,0.3,51
2023-11-11,-1,wk inc flu hosp,2023-11-04,04,quantile,0.35,51
2023-11-11,-1,wk inc flu hosp,2023-11-04,04,quantile,0.4,51
2023-11-11,-1,wk inc flu hosp,2023-11-04,04,quantile,0.45,51
2023-11-11,-1,wk inc flu hosp,2023-11-04,04,quantile,0.5,51
2023-11-11,-1,wk inc flu hosp,2023-11-04,04,quantile,0.55,51
2023-11-11,-1,wk inc flu hosp,2023-11-04,04,quantile,0.6,51
2023-11-11,-1,wk inc flu hosp,2023-11-04,04,quantile,0.65,51
2023-11-11,-1,wk inc flu hosp,2023-11-04,04,quantile,0.7,51
2023-11-11,-1,wk inc flu hosp,2023-11-04,04,quantile,0.75,51
2023-11-11,-1,wk inc flu hosp,2023-11-04,04,quantile,0.8,51
2023-11-11,-1,wk inc flu hosp,2023-11-04,04,quantile,0.85,51
2023-11-11,-1,wk inc flu hosp,2023-11-04,04,quantile,0.9,51
2023-11-11,-1,wk inc flu hosp,2023-11-04,04,quantile,0.95,51
2023-11-11,-1,wk inc flu hosp,2023-11-04,04,quantile,0.975,51
2023-11-11,-1,wk inc flu hosp,2023-11-04,04,quantile,0.99,51
2023-11-11,-1,wk inc flu hosp,2023-11-04,05,quantile,0.01,15
2023-11-11,-1,wk inc flu hosp,2023-11-04,05,quantile,0.025,15
2023-11-11,-1,wk inc flu hosp,2023-11-04,05,quantile,0.05,15
2023-11-11,-1,wk inc flu hosp,2023-11-04,05,quantile,0.1,15
2023-11-11,-1,wk inc flu hosp,2023-11-04,05,quantile,0.15,15
2023-11-11,-1,wk inc flu hosp,2023-11-04,05,quantile,0.2,15
2023-11-11,-1,wk inc flu hosp,2023-11-04,05,quantile,0.25,15
2023-11-11,-1,wk inc flu hosp,2023-11-04,05,quantile,0.3,15
2023-11-11,-1,wk inc flu hosp,2023-11-04,05,quantile,0.35,15
2023-11-11,-1,wk inc flu hosp,2023-11-04,05,quantile,0.4,15
2023-11-11,-1,wk inc flu hosp,2023-11-04,05,quantile,0.45,15
2023-11-11,-1,wk inc flu hosp,2023-11-04,05,quantile,0.5,15
2023-11-11,-1,wk inc flu hosp,2023-11-04,05,quantile,0.55,15
2023-11-11,-1,wk inc flu hosp,2023-11-04,05,quantile,0.6,15
2023-11-11,-1,wk inc flu hosp,2023-11-04,05,quantile,0.65,15
2023-11-11,-1,wk inc flu hosp,2023-11-04,05,quantile,0.7,15
2023-11-11,-1,wk inc flu hosp,2023-11-04,05,quantile,0.75,15
2023-11-11,-1,wk inc flu hosp,2023-11-04,05,quantile,0.8,15
2023-11-11,-1,wk inc flu hosp,2023-11-04,05,quantile,0.85,15
2023-11-11,-1,wk inc flu hosp,2023-11-04,05,quantile,0.9,15
2023-11-11,-1,wk inc flu hosp,2023-11-04,05,quantile,0.95,15
2023-11-11,-1,wk inc flu hosp,2023-11-04,05,quantile,0.975,15
2023-11-11,-1,wk inc flu hosp,2023-11-04,05,quantile,0.99,15
2023-11-11,-1,wk inc flu hosp,2023-11-04,06,quantile,0.01,98
2023-11-11,-1,wk inc flu hosp,2023-11-04,06,quantile,0.025,98
2023-11-11,-1,wk inc flu hosp,2023-11-04,06,quantile,0.05,98
2023-11-11,-1,wk inc flu hosp,2023-11-04,06,quantile,0.1,98
2023-11-11,-1,wk inc flu hosp,2023-11-04,06,quantile,0.15,98
2023-11-11,-1,wk inc flu hosp,2023-11-04,06,quantile,0.2,98
2023-11-11,-1,wk inc flu hosp,2023-11-04,06,quantile,0.25,98
2023-11-11,-1,wk inc flu hosp,2023-11-04,06,quantile,0.3,98
2023-11-11,-1,wk inc flu hosp,2023-11-04,06,quantile,0.35,98
2023-11-11,-1,wk inc flu hosp,2023-11-04,06,quantile,0.4,98
2023-11-11,-1,wk inc flu hosp,2023-11-04,06,quantile,0.45,98
2023-11-11,-1,wk inc flu hosp,2023-11-04,06,quantile,0.5,98
2023-11-11,-1,wk inc flu hosp,2023-11-04,06,quantile,0.55,98
2023-11-11,-1,wk inc flu hosp,2023-11-04,06,quantile,0.6,98
2023-11-11,-1,wk inc flu hosp,2023-11-04,06,quantile,0.65,98
2023-11-11,-1,wk inc flu hosp,2023-11-04,06,quantile,0.7,98
2023-11-11,-1,wk inc flu hosp,2023-11-04,06,quantile,0.75,98
2023-11-11,-1,wk inc flu hosp,2023-11-04,06,quantile,0.8,98
2023-11-11,-1,wk inc flu hosp,2023-11-04,06,quantile,0.85,98
2023-11-11,-1,wk inc flu hosp,2023-11-04,06,quantile,0.9,98
2023-11-11,-1,wk inc flu hosp,2023-11-04,06,quantile,0.95,98
2023-11-11,-1,wk inc flu hosp,2023-11-04,06,quantile,0.975,98
2023-11-11,-1,wk inc flu hosp,2023-11-04,06,quantile,0.99,98
2023-11-11,-1,wk inc flu hosp,2023-11-04,08,quantile,0.01,31
2023-11-11,-1,wk inc flu hosp,2023-11-04,08,quantile,0.025,31
2023-11-11,-1,wk inc flu hosp,2023-11-04,08,quantile,0.05,31
2023-11-11,-1,wk inc flu hosp,2023-11-04,08,quantile,0.1,31
2023-11-11,-1,wk inc flu hosp,2023-11-04,08,quantile,0.15,31
2023-11-11,-1,wk inc flu hosp,2023-11-04,08,quantile,0.2,31
2023-11-11,-1,wk inc flu hosp,2023-11-04,08,quantile,0.25,31
2023-11-11,-1,wk inc flu hosp,2023-11-04,08,quantile,0.3,31
2023-11-11,-1,wk inc flu hosp,2023-11-04,08,quantile,0.35,31
2023-11-11,-1,wk inc flu hosp,2023-11-04,08,quantile,0.4,31
2023-11-11,-1,wk inc flu hosp,2023-11-04,08,quantile,0.45,31
2023-11-11,-1,wk inc flu hosp,2023-11-04,08,quantile,0.5,31
2023-11-11,-1,wk inc flu hosp,2023-11-04,08,quantile,0.55,31
2023-11-11,-1,wk inc flu hosp,2023-11-04,08,quantile,0.6,31
2023-11-11,-1,wk inc flu hosp,2023-11-04,08,quantile,0.65,31
2023-11-11,-1,wk inc flu hosp,2023-11-04,08,quantile,0.7,31
2023-11-11,-1,wk inc flu hosp,2023-11-04,08,quantile,0.75,31
2023-11-11,-1,wk inc flu hosp,2023-11-04,08,quantile,0.8,31
2023-11-11,-1,wk inc flu hosp,2023-11-04,08,quantile,0.85,31
2023-11-11,-1,wk inc flu hosp,2023-11-04,08,quantile,0.9,31
2023-11-11,-1,wk inc flu hosp,2023-11-04,08,quantile,0.95,31
2023-11-11,-1,wk inc flu hosp,2023-11-04,08,quantile,0.975,31
2023-11-11,-1,wk inc flu hosp,2023-11-04,08,quantile,0.99,31
2023-11-11,-1,wk inc flu hosp,2023-11-04,09,quantile,0.01,12
2023-11-11,-1,wk inc flu hosp,2023-11-04,09,quantile,0.025,12
2023-11-11,-1,wk inc flu hosp,2023-11-04,09,quantile,0.05,12
2023-11-11,-1,wk inc flu hosp,2023-11-04,09,quantile,0.1,12
2023-11-11,-1,wk inc flu hosp,2023-11-04,09,quantile,0.15,12
2023-11-11,-1,wk inc flu hosp,2023-11-04,09,quantile,0.2,12
2023-11-11,-1,wk inc flu hosp,2023-11-04,09,quantile,0.25,12
2023-11-11,-1,wk inc flu hosp,2023-11-04,09,quantile,0.3,12
2023-11-11,-1,wk inc flu hosp,2023-11-04,09,quantile,0.35,12
2023-11-11,-1,wk inc flu hosp,2023-11-04,09,quantile,0.4,12
2023-11-11,-1,wk inc flu hosp,2023-11-04,09,quantile,0.45,12
2023-11-11,-1,wk inc flu hosp,2023-11-04,09,quantile,0.5,12
2023-11-11,-1,wk inc flu hosp,2023-11-04,09,quantile,0.55,12
2023-11-11,-1,wk inc flu hosp,2023-11-04,09,quantile,0.6,12
2023-11-11,-1,wk inc flu hosp,2023-11-04,09,quantile,0.65,12
2023-11-11,-1,wk inc flu hosp,2023-11-04,09,quantile,0.7,12
2023-11-11,-1,wk inc flu hosp,2023-11-04,09,quantile,0.75,12
2023-11-11,-1,wk inc flu hosp,2023-11-04,09,quantile,0.8,12
2023-11-11,-1,wk inc flu hosp,2023-11-04,09,quantile,0.85,12
2023-11-11,-1,wk inc flu hosp,2023-11-04,09,quantile,0.9,12
2023-11-11,-1,wk inc flu hosp,2023-11-04,09,quantile,0.95,12
2023-11-11,-1,wk inc flu hosp,2023-11-04,09,quantile,0.975,12
2023-11-11,-1,wk inc flu hosp,2023-11-04,09,quantile,0.99,12
2023-11-11,-1,wk inc flu hosp,2023-11-04,10,quantile,0.01,1
2023-11-11,-1,wk inc flu hosp,2023-11-04,10,quantile,0.025,1
2023-11-11,-1,wk inc flu hosp,2023-11-04,10,quantile,0.05,1
2023-11-11,-1,wk inc flu hosp,2023-11-04,10,quantile,0.1,1
2023-11-11,-1,wk inc flu hosp,2023-11-04,10,quantile,0.15,1
2023-11-11,-1,wk inc flu hosp,2023-11-04,10,quantile,0.2,1
2023-11-11,-1,wk inc flu hosp,2023-11-04,10,quantile,0.25,1
2023-11-11,-1,wk inc flu hosp,2023-11-04,10,quantile,0.3,1
2023-11-11,-1,wk inc flu hosp,2023-11-04,10,quantile,0.35,1
2023-11-11,-1,wk inc flu hosp,2023-11-04,10,quantile,0.4,1
2023-11-11,-1,wk inc flu hosp,2023-11-04,10,quantile,0.45,1
2023-11-11,-1,wk inc flu hosp,2023-11-04,10,quantile,0.5,1
2023-11-11,-1,wk inc flu hosp,2023-11-04,10,quantile,0.55,1
2023-11-11,-1,wk inc flu hosp,2023-11-04,10,quantile,0.6,1
2023-11-11,-1,wk inc flu hosp,2023-11-04,10,quantile,0.65,1
2023-11-11,-1,wk inc flu hosp,2023-11-04,10,quantile,0.7,1
2023-11-11,-1,wk inc flu hosp,2023-11-04,10,quantile,0.75,1
2023-11-11,-1,wk inc flu hosp,2023-11-04,10,quantile,0.8,1
2023-11-11,-1,wk inc flu hosp,2023-11-04,10,quantile,0.85,1
