location_name,horizon,quantile_0.025,quantile_0.5,quantile_0.975,quantile_0.025_rounded,quantile_0.5_rounded,quantile_0.975_rounded,target_end_date,reference_date,target_end_date_formatted,reference_date_formatted,forecast_due_date,forecast_due_date_formatted,model
US,0,0.01500040355486056,0.0214,0.029,0.015,0.0214,0.029,2026-03-14,2026-03-14,"March 14, 2026","March 14, 2026",2026-03-11,"March 11, 2026",FluSight-ensemble
US,1,0.00959997861949662,0.0184,0.02838064609394972,0.0096,0.0184,0.0284,2026-03-21,2026-03-14,"March 21, 2026","March 14, 2026",2026-03-11,"March 11, 2026",FluSight-ensemble
US,2,0.00523501565252895,0.01538645236931802,0.02664255211340748,0.0052,0.0154,0.0266,2026-03-28,2026-03-14,"March 28, 2026","March 14, 2026",2026-03-11,"March 11, 2026",FluSight-ensemble
Alabama,0,0.02070462201304199,0.03328855507387267,0.05665777252430808,0.0207,0.0333,0.0567,2026-03-14,2026-03-14,"March 14, 2026","March 14, 2026",2026-03-11,"March 11, 2026",FluSight-ensemble
Alabama,1,0.01320961382424571,0.02864548224302408,0.05641868378596413,0.0132,0.0286,0.0564,2026-03-21,2026-03-14,"March 21, 2026","March 14, 2026",2026-03-11,"March 11, 2026",FluSight-ensemble
Alabama,2,0.00724133678094479,0.02425426442979003,0.05606782578956198,0.0072,0.0243,0.0561,2026-03-28,2026-03-14,"March 28, 2026","March 14, 2026",2026-03-11,"March 11, 2026",FluSight-ensemble
Alaska,0,0.00744249658851682,0.01433887135330587,0.02342289717313468,0.0074,0.0143,0.0234,2026-03-14,2026-03-14,"March 14, 2026","March 14, 2026",2026-03-11,"March 11, 2026",FluSight-ensemble
Alaska,1,0.00343069988737653,0.0128782101619201,0.0264136778469254,0.0034,0.0129,0.0264,2026-03-21,2026-03-14,"March 21, 2026","March 14, 2026",2026-03-11,"March 11, 2026",FluSight-ensemble
Alaska,2,0.00241663902452969,0.01040368301932656,0.02535198824663587,0.0024,0.0104,0.0254,2026-03-28,2026-03-14,"March 28, 2026","March 14, 2026",2026-03-11,"March 11, 2026",FluSight-ensemble
Arizona,0,0.01294915843154774,0.02090075048151881,0.031,0.0129,0.0209,0.031,2026-03-14,2026-03-14,"March 14, 2026","March 14, 2026",2026-03-11,"March 11, 2026",FluSight-ensemble
Arizona,1,0.00877369118004531,0.0176701320374771,0.03248707954778474,0.0088,0.0177,0.0325,2026-03-21,2026-03-14,"March 21, 2026","March 14, 2026",2026-03-11,"March 11, 2026",FluSight-ensemble
Arizona,2,0.00499709078326751,0.01479081285115076,0.03127437945786257,0.005,0.0148,0.0313,2026-03-28,2026-03-14,"March 28, 2026","March 14, 2026",2026-03-11,"March 11, 2026",FluSight-ensemble
Arkansas,0,0.02239654732803923,0.03991416457211083,0.06,0.0224,0.0399,0.06,2026-03-14,2026-03-14,"March 14, 2026","March 14, 2026",2026-03-11,"March 11, 2026",FluSight-ensemble
Arkansas,1,0.01561787002215805,0.03355511747285286,0.06134559422278316,0.0156,0.0336,0.0613,2026-03-21,2026-03-14,"March 21, 2026","March 14, 2026",2026-03-11,"March 11, 2026",FluSight-ensemble
Arkansas,2,0.01032468780308476,0.0303255290880986,0.05815192121871048,0.0103,0.0303,0.0582,2026-03-28,2026-03-14,"March 28, 2026","March 14, 2026",2026-03-11,"March 11, 2026",FluSight-ensemble
California,0,0.00914999999999999,0.01635436496060508,0.02711937291406284,0.0091,0.0164,0.0271,2026-03-14,2026-03-14,"March 14, 2026","March 14, 2026",2026-03-11,"March 11, 2026",FluSight-ensemble
California,1,0.00493382270885369,0.01263910535065623,0.02615,0.0049,0.0126,0.0261,2026-03-21,2026-03-14,"March 21, 2026","March 14, 2026",2026-03-11,"March 11, 2026",FluSight-ensemble
California,2,0.00253333305137223,0.01060083547163427,0.02896925546940931,0.0025,0.0106,0.029,2026-03-28,2026-03-14,"March 28, 2026","March 14, 2026",2026-03-11,"March 11, 2026",FluSight-ensemble
Colorado,0,0.01386938924835121,0.02147406049867008,0.03044635473203196,0.0139,0.0215,0.0304,2026-03-14,2026-03-14,"March 14, 2026","March 14, 2026",2026-03-11,"March 11, 2026",FluSight-ensemble
Colorado,1,0.00912006672094583,0.02012597087682214,0.03178840648340169,0.0091,0.0201,0.0318,2026-03-21,2026-03-14,"March 21, 2026","March 14, 2026",2026-03-11,"March 11, 2026",FluSight-ensemble
Colorado,2,0.007,0.01653715800023071,0.03052543830584005,0.007,0.0165,0.0305,2026-03-28,2026-03-14,"March 28, 2026","March 14, 2026",2026-03-11,"March 11, 2026",FluSight-ensemble
Connecticut,0,0.00936011804887652,0.0163978918706451,0.02477789620666153,0.0094,0.0164,0.0248,2026-03-14,2026-03-14,"March 14, 2026","March 14, 2026",2026-03-11,"March 11, 2026",FluSight-ensemble
Connecticut,1,0.00561549079776016,0.01429638134343215,0.02548167899935047,0.0056,0.0143,0.0255,2026-03-21,2026-03-14,"March 21, 2026","March 14, 2026",2026-03-11,"March 11, 2026",FluSight-ensemble
Connecticut,2,0.00250692094462945,0.0124,0.02636492541456093,0.0025,0.0124,0.0264,2026-03-28,2026-03-14,"March 28, 2026","March 14, 2026",2026-03-11,"March 11, 2026",FluSight-ensemble
Delaware,0,0.01627197175908561,0.02872151149696172,0.04261774932887417,0.0163,0.0287,0.0426,2026-03-14,2026-03-14,"March 14, 2026","March 14, 2026",2026-03-11,"March 11, 2026",FluSight-ensemble
Delaware,1,0.01102945370398598,0.02470734599861419,0.04517755486544893,0.011,0.0247,0.0452,2026-03-21,2026-03-14,"March 21, 2026","March 14, 2026",2026-03-11,"March 11, 2026",FluSight-ensemble
Delaware,2,0.0068470886945555,0.01983561782632656,0.04061191977646913,0.0068,0.0198,0.0406,2026-03-28,2026-03-14,"March 28, 2026","March 14, 2026",2026-03-11,"March 11, 2026",FluSight-ensemble
District of Columbia,0,0.00416014492920822,0.00998055044674286,0.01790469230978898,0.0042,0.01,0.0179,2026-03-14,2026-03-14,"March 14, 2026","March 14, 2026",2026-03-11,"March 11, 2026",FluSight-ensemble
District of Columbia,1,0.00198661109683832,0.00888193066761914,0.0204392606494016,0.002,0.0089,0.0204,2026-03-21,2026-03-14,"March 21, 2026","March 14, 2026",2026-03-11,"March 11, 2026",FluSight-ensemble
District of Columbia,2,0.0015,0.0074,0.02003675797628797,0.0015,0.0074,0.02,2026-03-28,2026-03-14,"March 28, 2026","March 14, 2026",2026-03-11,"March 11, 2026",FluSight-ensemble
Florida,0,0.0171257988473734,0.02688043898010975,0.038,0.0171,0.0269,0.038,2026-03-14,2026-03-14,"March 14, 2026","March 14, 2026",2026-03-11,"March 11, 2026",FluSight-ensemble
Florida,1,0.01118058000038693,0.02321169727637496,0.04060032628701857,0.0112,0.0232,0.0406,2026-03-21,2026-03-14,"March 21, 2026","March 14, 2026",2026-03-11,"March 11, 2026",FluSight-ensemble
Florida,2,0.00739429958607316,0.02010702410836813,0.04323637676683838,0.0074,0.0201,0.0432,2026-03-28,2026-03-14,"March 28, 2026","March 14, 2026",2026-03-11,"March 11, 2026",FluSight-ensemble
Georgia,0,0.00875374864233601,0.01534540046824546,0.02372345747505104,0.0088,0.0153,0.0237,2026-03-14,2026-03-14,"March 14, 2026","March 14, 2026",2026-03-11,"March 11, 2026",FluSight-ensemble
Georgia,1,0.00421989317392527,0.01318349729156629,0.026,0.0042,0.0132,0.026,2026-03-21,2026-03-14,"March 21, 2026","March 14, 2026",2026-03-11,"March 11, 2026",FluSight-ensemble
Georgia,2,0.00289515046211305,0.01129474159430646,0.02559999999999999,0.0029,0.0113,0.0256,2026-03-28,2026-03-14,"March 28, 2026","March 14, 2026",2026-03-11,"March 11, 2026",FluSight-ensemble
Hawaii,0,0.0114498223266037,0.01936882276070091,0.02955314241704865,0.0114,0.0194,0.0296,2026-03-14,2026-03-14,"March 14, 2026","March 14, 2026",2026-03-11,"March 11, 2026",FluSight-ensemble
