location_name,horizon,quantile_0.025,quantile_0.5,quantile_0.975,quantile_0.025_rounded,quantile_0.5_rounded,quantile_0.975_rounded,target_end_date,reference_date,target_end_date_formatted,reference_date_formatted,forecast_due_date,forecast_due_date_formatted,model
US,0,0.01045809558646175,0.0164,0.02340363069332736,0.0105,0.0164,0.0234,2025-12-06,2025-12-06,"December 06, 2025","December 06, 2025",2025-12-03,"December 03, 2025",FluSight-ensemble
US,1,0.00941350122360926,0.02068972900921949,0.03459680707793419,0.0094,0.0207,0.0346,2025-12-13,2025-12-06,"December 13, 2025","December 06, 2025",2025-12-03,"December 03, 2025",FluSight-ensemble
US,2,0.00729729981593088,0.02537875044844124,0.05150614807198402,0.0073,0.0254,0.0515,2025-12-20,2025-12-06,"December 20, 2025","December 06, 2025",2025-12-03,"December 03, 2025",FluSight-ensemble
Alabama,0,0.00744679685809716,0.0139,0.02139993848163194,0.0074,0.0139,0.0214,2025-12-06,2025-12-06,"December 06, 2025","December 06, 2025",2025-12-03,"December 03, 2025",FluSight-ensemble
Alabama,1,0.00589854300460274,0.01671773914109689,0.03458094760210307,0.0059,0.0167,0.0346,2025-12-13,2025-12-06,"December 13, 2025","December 06, 2025",2025-12-03,"December 03, 2025",FluSight-ensemble
Alabama,2,0.00591067580564803,0.01841092151781517,0.05355571469602542,0.0059,0.0184,0.0536,2025-12-20,2025-12-06,"December 20, 2025","December 06, 2025",2025-12-03,"December 03, 2025",FluSight-ensemble
Alaska,0,0.0083026349178781,0.0164,0.0330258848183806,0.0083,0.0164,0.033,2025-12-06,2025-12-06,"December 06, 2025","December 06, 2025",2025-12-03,"December 03, 2025",FluSight-ensemble
Alaska,1,0.00688677581864234,0.0191,0.0477865437457899,0.0069,0.0191,0.0478,2025-12-13,2025-12-06,"December 13, 2025","December 06, 2025",2025-12-03,"December 03, 2025",FluSight-ensemble
Alaska,2,0.00614993742069984,0.02039591656973297,0.05898211562889305,0.0061,0.0204,0.059,2025-12-20,2025-12-06,"December 20, 2025","December 06, 2025",2025-12-03,"December 03, 2025",FluSight-ensemble
Arizona,0,0.00369702126863096,0.0060387718249251,0.01135806335018751,0.0037,0.006,0.0114,2025-12-06,2025-12-06,"December 06, 2025","December 06, 2025",2025-12-03,"December 03, 2025",FluSight-ensemble
Arizona,1,0.0029822196503528,0.00736981575762261,0.01960266350307321,0.003,0.0074,0.0196,2025-12-13,2025-12-06,"December 13, 2025","December 06, 2025",2025-12-03,"December 03, 2025",FluSight-ensemble
Arizona,2,0.00339076656347425,0.01129851484032262,0.03333069086453154,0.0034,0.0113,0.0333,2025-12-20,2025-12-06,"December 20, 2025","December 06, 2025",2025-12-03,"December 03, 2025",FluSight-ensemble
Arkansas,0,0.00314125708940046,0.00725403966652778,0.01392027523966733,0.0031,0.0073,0.0139,2025-12-06,2025-12-06,"December 06, 2025","December 06, 2025",2025-12-03,"December 03, 2025",FluSight-ensemble
Arkansas,1,0.0029843153774652,0.00915514443099256,0.02344237414123344,0.003,0.0092,0.0234,2025-12-13,2025-12-06,"December 13, 2025","December 06, 2025",2025-12-03,"December 03, 2025",FluSight-ensemble
Arkansas,2,0.00331301001867756,0.01124137732322273,0.03852273433543528,0.0033,0.0112,0.0385,2025-12-20,2025-12-06,"December 20, 2025","December 06, 2025",2025-12-03,"December 03, 2025",FluSight-ensemble
California,0,0.00238174803775964,0.00524538516385991,0.00943472309408443,0.0024,0.0052,0.0094,2025-12-06,2025-12-06,"December 06, 2025","December 06, 2025",2025-12-03,"December 03, 2025",FluSight-ensemble
California,1,0.00261104966741912,0.0066,0.01698002917011037,0.0026,0.0066,0.017,2025-12-13,2025-12-06,"December 13, 2025","December 06, 2025",2025-12-03,"December 03, 2025",FluSight-ensemble
