location_name,horizon,quantile_0.025_per100k,quantile_0.5_per100k,quantile_0.975_per100k,quantile_0.025_count,quantile_0.5_count,quantile_0.975_count,quantile_0.025_per100k_rounded,quantile_0.5_per100k_rounded,quantile_0.975_per100k_rounded,quantile_0.025_count_rounded,quantile_0.5_count_rounded,quantile_0.975_count_rounded,target_end_date,reference_date,target_end_date_formatted,reference_date_formatted,forecast_due_date,forecast_due_date_formatted,model
US,0,2.08578971285691,3.7040849735792722,6.080662116097231,7094,12598,20681,2.09,3.7,6.08,7094,12598,20681,2026-01-31,2026-01-31,"January 31, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
US,1,1.3210393543651109,3.1704356461426646,6.270306091963133,4493,10783,21326,1.32,3.17,6.27,4493,10783,21326,2026-02-07,2026-01-31,"February 07, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
US,2,0.9141133658404473,2.697354782315942,6.103595806201945,3109,9174,20759,0.91,2.7,6.1,3109,9174,20759,2026-02-14,2026-01-31,"February 14, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Alabama,0,0.03877698175097073,0.5041007627626196,1.9388490875485365,2,26,100,0.04,0.5,1.94,2,26,100,2026-01-31,2026-01-31,"January 31, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Alabama,1,0,0.4847122718871341,2.481726832062127,0,25,128,0,0.48,2.48,0,25,128,2026-02-07,2026-01-31,"February 07, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Alabama,2,0,0.4459352901361634,2.423561359435671,0,23,125,0,0.45,2.42,0,23,125,2026-02-14,2026-01-31,"February 14, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Alaska,0,0.5404434067931034,2.2968844788706897,5.674655771327586,4,17,42,0.54,2.3,5.67,4,17,42,2026-01-31,2026-01-31,"January 31, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Alaska,1,0.2702217033965517,1.8915519237758618,5.809766623025862,2,14,43,0.27,1.89,5.81,2,14,43,2026-02-07,2026-01-31,"February 07, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Alaska,2,0.13511085169827586,1.756441072077586,6.350210029818965,1,13,47,0.14,1.76,6.35,1,13,47,2026-02-14,2026-01-31,"February 14, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Arizona,0,0.857250173560189,2.2024735228392545,4.048858512045816,65,167,307,0.86,2.2,4.05,65,167,307,2026-01-31,2026-01-31,"January 31, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Arizona,1,0.5802924251792049,2.136531201796163,5.064370256109425,44,162,384,0.58,2.14,5.06,44,162,384,2026-02-07,2026-01-31,"February 07, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Arizona,2,0.5011616399274951,2.0442119523358353,5.961185822295468,38,155,452,0.5,2.04,5.96,38,155,452,2026-02-14,2026-01-31,"February 14, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Arkansas,0,1.7161245116330577,3.8531852242327145,6.896877754298892,53,119,213,1.72,3.85,6.9,53,119,213,2026-01-31,2026-01-31,"January 31, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Arkansas,1,1.2951883106664586,3.788425808699391,7.868268987298736,40,117,243,1.3,3.79,7.87,40,117,243,2026-02-07,2026-01-31,"February 07, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Arkansas,2,0.9713912329998439,3.4970084387994382,8.289205188265335,30,108,256,0.97,3.5,8.29,30,108,256,2026-02-14,2026-01-31,"February 14, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
California,0,2.0998566543506354,3.4059269164165498,5.315579163670208,828,1343,2096,2.1,3.41,5.32,828,1343,2096,2026-01-31,2026-01-31,"January 31, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
California,1,1.5140270804919438,3.106671982583971,5.954665971516054,597,1225,2348,1.51,3.11,5.95,597,1225,2348,2026-02-07,2026-01-31,"February 07, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
California,2,1.128546148775402,2.891106987874063,6.588680661839313,445,1140,2598,1.13,2.89,6.59,445,1140,2598,2026-02-14,2026-01-31,"February 14, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Colorado,0,0.8224936227369466,2.0310556806361335,4.112468113684733,49,121,245,0.82,2.03,4.11,49,121,245,2026-01-31,2026-01-31,"January 31, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Colorado,1,0.5035675241246611,1.6953439978863594,4.414608628159529,30,101,263,0.5,1.7,4.41,30,101,263,2026-02-07,2026-01-31,"February 07, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Colorado,2,0.285354930337308,1.3596323151365852,4.716749142634326,17,81,281,0.29,1.36,4.72,17,81,281,2026-02-14,2026-01-31,"February 14, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Connecticut,0,0.8707319508830992,2.312881744533232,4.816236103322142,32,85,177,0.87,2.31,4.82,32,85,177,2026-01-31,2026-01-31,"January 31, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Connecticut,1,0.4625763489066464,1.7142535283011013,5.632547307275047,17,63,207,0.46,1.71,5.63,17,63,207,2026-02-07,2026-01-31,"February 07, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Connecticut,2,0.2176829877207748,1.5237809140454235,6.312806643902468,8,56,232,0.22,1.52,6.31,8,56,232,2026-02-14,2026-01-31,"February 14, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Delaware,0,3.7075168478121374,7.985420902979988,13.689292976537123,39,84,144,3.71,7.99,13.69,39,84,144,2026-01-31,2026-01-31,"January 31, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Delaware,1,2.0914197603042823,6.844646488268562,14.449809253011406,22,72,152,2.09,6.84,14.45,22,72,152,2026-02-07,2026-01-31,"February 07, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Delaware,2,1.330903483829998,5.79893660811642,15.020196460367119,14,61,158,1.33,5.8,15.02,14,61,158,2026-02-14,2026-01-31,"February 14, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
District of Columbia,0,0.7119971520113919,3.275186899252403,7.262370950516198,5,23,51,0.71,3.28,7.26,5,23,51,2026-01-31,2026-01-31,"January 31, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
District of Columbia,1,0.28479886080455674,2.7055891776432897,7.689569241723032,2,19,54,0.28,2.71,7.69,2,19,54,2026-02-07,2026-01-31,"February 07, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
District of Columbia,2,0.14239943040227837,2.278390886436454,9.398362406550374,1,16,66,0.14,2.28,9.4,1,16,66,2026-02-14,2026-01-31,"February 14, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Florida,0,2.113620810008807,3.666747032748073,6.802949570676121,494,857,1590,2.11,3.67,6.8,494,857,1590,2026-01-31,2026-01-31,"January 31, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Florida,1,1.42904726830555,3.6924185405619445,6.670313446971115,334,863,1559,1.43,3.69,6.67,334,863,1559,2026-02-07,2026-01-31,"February 07, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Florida,2,1.0396960664618222,3.1490382918349846,6.725935047234505,243,736,1572,1.04,3.15,6.73,243,736,1572,2026-02-14,2026-01-31,"February 14, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Georgia,0,0.9122718269531248,2.1286342628906243,3.8995148681525724,102,238,436,0.91,2.13,3.9,102,238,436,2026-01-31,2026-01-31,"January 31, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Georgia,1,0.599237376528033,1.7440490809397975,4.230437001459098,67,195,473,0.6,1.74,4.23,67,195,473,2026-02-07,2026-01-31,"February 07, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Georgia,2,0.40247286483226097,1.4399584719554224,4.203605477136947,45,161,470,0.4,1.44,4.2,45,161,470,2026-02-14,2026-01-31,"February 14, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Hawaii,0,1.0372396701301252,2.5585245196543087,4.9787504166246,15,37,72,1.04,2.56,4.98,15,37,72,2026-01-31,2026-01-31,"January 31, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Hawaii,1,0.622343802078075,2.212777962944267,4.909601105282593,9,32,71,0.62,2.21,4.91,9,32,71,2026-02-07,2026-01-31,"February 07, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Hawaii,2,0.41489586805205003,2.0053300289182423,5.117049039308617,6,29,74,0.41,2.01,5.12,6,29,74,2026-02-14,2026-01-31,"February 14, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Idaho,0,1.5987058476163545,3.69700727261282,7.643812333915695,32,74,153,1.6,3.7,7.64,32,74,153,2026-01-31,2026-01-31,"January 31, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Idaho,1,1.0491507124982327,3.447209483922764,8.393205699985861,21,69,168,1.05,3.45,8.39,21,69,168,2026-02-07,2026-01-31,"February 07, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Idaho,2,0.6994338083321551,3.147452137494698,8.493124815461883,14,63,170,0.7,3.15,8.49,14,63,170,2026-02-14,2026-01-31,"February 14, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Illinois,0,1.990533870625369,4.091215860573881,6.726903001520516,253,520,855,1.99,4.09,6.73,253,520,855,2026-01-31,2026-01-31,"January 31, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Illinois,1,1.4083223827744706,3.6112847692373298,7.922796868457497,179,459,1007,1.41,3.61,7.92,179,459,1007,2026-02-07,2026-01-31,"February 07, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Illinois,2,1.06214257918745,3.249369520032717,8.449934296646823,135,413,1074,1.06,3.25,8.45,135,413,1074,2026-02-14,2026-01-31,"February 14, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Indiana,0,1.213123395590152,3.0039245986041863,5.82010390979561,84,208,403,1.21,3,5.82,84,208,403,2026-01-31,2026-01-31,"January 31, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Indiana,1,0.7798650400222406,2.4984565171082895,6.961017579457777,54,173,482,0.78,2.5,6.96,54,173,482,2026-02-07,2026-01-31,"February 07, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Indiana,2,0.5343519718670908,1.9929884356123926,7.452043715768077,37,138,516,0.53,1.99,7.45,37,138,516,2026-02-14,2026-01-31,"February 14, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Iowa,0,3.054152907553568,5.984905697630224,10.057109574368315,99,194,326,3.05,5.98,10.06,99,194,326,2026-01-31,2026-01-31,"January 31, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Iowa,1,1.9435518502613616,5.58385531583026,10.396459897429823,63,181,337,1.94,5.58,10.4,63,181,337,2026-02-07,2026-01-31,"February 07, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Iowa,2,1.0797510279229787,4.720054493491878,11.4762109253528,35,153,372,1.08,4.72,11.48,35,153,372,2026-02-14,2026-01-31,"February 14, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Kansas,0,2.8277058620362308,5.58808539402398,9.526675701860158,84,166,283,2.83,5.59,9.53,84,166,283,2026-01-31,2026-01-31,"January 31, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Kansas,1,1.8178109113090055,5.116801083684608,10.70488647770859,54,152,318,1.82,5.12,10.7,54,152,318,2026-02-07,2026-01-31,"February 07, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Kansas,2,1.2455371058969114,4.510864113248273,10.772212807757072,37,134,320,1.25,4.51,10.77,37,134,320,2026-02-14,2026-01-31,"February 14, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Kentucky,0,2.0922453541256028,4.7293462692214145,8.761277420400962,96,217,402,2.09,4.73,8.76,96,217,402,2026-01-31,2026-01-31,"January 31, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Kentucky,1,1.3294475687673102,4.206284930690013,10.199696101362314,61,193,468,1.33,4.21,10.2,61,193,468,2026-02-07,2026-01-31,"February 07, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Kentucky,2,0.7627977853582927,3.7268120370362303,10.809934329648947,35,171,496,0.76,3.73,10.81,35,171,496,2026-02-14,2026-01-31,"February 14, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Louisiana,0,3.1754731672517367,5.981199458864573,9.352420972042786,146,275,430,3.18,5.98,9.35,146,275,430,2026-01-31,2026-01-31,"January 31, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Louisiana,1,2.240231070047458,5.285205340014876,9.917916193608164,103,243,456,2.24,5.29,9.92,103,243,456,2026-02-07,2026-01-31,"February 07, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Louisiana,2,1.8052347457663982,4.784959567091658,10.744409209742178,83,220,494,1.81,4.78,10.74,83,220,494,2026-02-14,2026-01-31,"February 14, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Maine,0,1.4946491560214432,3.985731082723849,7.829114626778988,21,56,110,1.49,3.99,7.83,21,56,110,2026-01-31,2026-01-31,"January 31, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Maine,1,0.9252590013466077,3.2028196200459496,8.825547397459951,13,45,124,0.93,3.2,8.83,13,45,124,2026-02-07,2026-01-31,"February 07, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Maine,2,0.4982163853404811,2.9892983120428864,9.181416244131723,7,42,129,0.5,2.99,9.18,7,42,129,2026-02-14,2026-01-31,"February 14, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Maryland,0,0.7823451834679287,2.091575898659156,4.151219340850234,49,131,260,0.78,2.09,4.15,49,131,260,2026-01-31,2026-01-31,"January 31, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Maryland,1,0.44705439055310214,1.676453964574133,4.310881623190627,28,105,270,0.45,1.68,4.31,28,105,270,2026-02-07,2026-01-31,"February 07, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Maryland,2,0.25545965174462976,1.373095628127385,5.029361893722398,16,86,315,0.26,1.37,5.03,16,86,315,2026-02-14,2026-01-31,"February 14, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Massachusetts,0,1.079010018117559,2.662492252497873,5.605246847363944,77,190,400,1.08,2.66,5.61,77,190,400,2026-01-31,2026-01-31,"January 31, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Massachusetts,1,0.6025640360916239,2.172033153353528,6.207810883455568,43,155,443,0.6,2.17,6.21,43,155,443,2026-02-07,2026-01-31,"February 07, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Massachusetts,2,0.44841974778911553,1.5414428830250846,7.160702847507438,32,110,511,0.45,1.54,7.16,32,110,511,2026-02-14,2026-01-31,"February 14, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Michigan,0,1.4595000088260304,3.145814208212863,5.640770304381685,148,319,572,1.46,3.15,5.64,148,319,572,2026-01-31,2026-01-31,"January 31, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Michigan,1,1.0749020335272792,2.7316317732757462,6.419827741525309,109,277,651,1.07,2.73,6.42,109,277,651,2026-02-07,2026-01-31,"February 07, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Michigan,2,0.7494729775052589,2.5837094750839187,7.2383311248534214,76,262,734,0.75,2.58,7.24,76,262,734,2026-02-14,2026-01-31,"February 14, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Minnesota,0,2.2095056731647422,4.57436721397388,7.733269856076598,128,265,448,2.21,4.57,7.73,128,265,448,2026-01-31,2026-01-31,"January 31, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Minnesota,1,1.191061651940369,3.6077084819643055,8.130290406723388,69,209,471,1.19,3.61,8.13,69,209,471,2026-02-07,2026-01-31,"February 07, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Minnesota,2,0.6732087597923824,2.865452669885525,8.717190351157772,39,166,505,0.67,2.87,8.72,39,166,505,2026-02-14,2026-01-31,"February 14, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Mississippi,0,1.4270933675835742,3.1939708703060945,6.048157605473243,42,94,178,1.43,3.19,6.05,42,94,178,2026-01-31,2026-01-31,"January 31, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Mississippi,1,1.0533308189307333,2.9221435621949374,6.184071259528822,31,86,182,1.05,2.92,6.18,31,86,182,2026-02-07,2026-01-31,"February 07, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Mississippi,2,0.7135466837917871,2.71827308111157,6.523855394667767,21,80,192,0.71,2.72,6.52,21,80,192,2026-02-14,2026-01-31,"February 14, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Missouri,0,2.4657887818138793,5.107705333757321,8.80638850647814,154,319,550,2.47,5.11,8.81,154,319,550,2026-01-31,2026-01-31,"January 31, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Missouri,1,1.9694287023578385,4.851519486296138,10.983968209898189,123,303,686,1.97,4.85,10.98,123,303,686,2026-02-07,2026-01-31,"February 07, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Missouri,2,1.4890802383681216,4.563310407902309,12.072758061608214,93,285,754,1.49,4.56,12.07,93,285,754,2026-02-14,2026-01-31,"February 14, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Montana,0,1.318990919187185,4.044905485507368,8.26567642690636,15,46,94,1.32,4.04,8.27,15,46,94,2026-01-31,2026-01-31,"January 31, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Montana,1,0.7913945515123111,3.605241845778306,8.793272794581235,9,41,100,0.79,3.61,8.79,9,41,100,2026-02-07,2026-01-31,"February 07, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Montana,2,0.4396636397290617,3.2535109339950568,9.145003706364482,5,37,104,0.44,3.25,9.15,5,37,104,2026-02-14,2026-01-31,"February 14, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Nebraska,0,2.9419610913179737,6.133240919188318,10.072476956715773,59,123,202,2.94,6.13,10.07,59,123,202,2026-01-31,2026-01-31,"January 31, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Nebraska,1,1.994549892418965,5.584739698773102,11.518525628719525,40,112,231,1.99,5.58,11.52,40,112,231,2026-02-07,2026-01-31,"February 07, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Nebraska,2,1.3961849246932756,5.086102225668361,12.565664322239481,28,102,252,1.4,5.09,12.57,28,102,252,2026-02-14,2026-01-31,"February 14, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Nevada,0,0.5508854412301639,1.4690278432804371,3.335917394115993,18,48,109,0.55,1.47,3.34,18,48,109,2026-01-31,2026-01-31,"January 31, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Nevada,1,0.27544272061508196,1.3160041096053916,3.886802835346157,9,43,127,0.28,1.32,3.89,9,43,127,2026-02-07,2026-01-31,"February 07, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
Nevada,2,0.15302373367504554,1.1323756291953369,4.284664542901275,5,37,140,0.15,1.13,4.28,5,37,140,2026-02-14,2026-01-31,"February 14, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
New Hampshire,0,1.9162091421628467,4.61309608298463,9.439104292876245,27,65,133,1.92,4.61,9.44,27,65,133,2026-01-31,2026-01-31,"January 31, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
New Hampshire,1,1.0645606345349148,3.6904768663877046,9.22619216596926,15,52,130,1.06,3.69,9.23,15,52,130,2026-02-07,2026-01-31,"February 07, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
New Hampshire,2,0.6387363807209488,2.980769776697761,9.36813358390725,9,42,132,0.64,2.98,9.37,9,42,132,2026-02-14,2026-01-31,"February 14, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
New Jersey,0,1.3472477360185946,3.073408897792419,5.704752132203736,128,292,542,1.35,3.07,5.7,128,292,542,2026-01-31,2026-01-31,"January 31, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
New Jersey,1,0.8841313267622026,2.578716369723091,6.5046804754647765,84,245,618,0.88,2.58,6.5,84,245,618,2026-02-07,2026-01-31,"February 07, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
New Jersey,2,0.37891342575522974,2.1682268251549255,7.294083445788171,36,206,693,0.38,2.17,7.29,36,206,693,2026-02-14,2026-01-31,"February 14, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
New Mexico,0,2.394078458175919,5.257584065013782,9.435485688105093,51,112,201,2.39,5.26,9.44,51,112,201,2026-01-31,2026-01-31,"January 31, 2026","January 31, 2026",2026-01-28,"January 28, 2026",FluSight-ensemble
