reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2026-05-23,wk inc flu hosp,0,45,2026-05-23,quantile,0.01,5
2026-05-23,wk inc flu hosp,0,45,2026-05-23,quantile,0.025,5
2026-05-23,wk inc flu hosp,0,45,2026-05-23,quantile,0.05,6
2026-05-23,wk inc flu hosp,0,45,2026-05-23,quantile,0.1,7
2026-05-23,wk inc flu hosp,0,45,2026-05-23,quantile,0.15,7
2026-05-23,wk inc flu hosp,0,45,2026-05-23,quantile,0.2,8
2026-05-23,wk inc flu hosp,0,45,2026-05-23,quantile,0.25,8
2026-05-23,wk inc flu hosp,0,45,2026-05-23,quantile,0.3,8
2026-05-23,wk inc flu hosp,0,45,2026-05-23,quantile,0.35,9
2026-05-23,wk inc flu hosp,0,45,2026-05-23,quantile,0.4,9
2026-05-23,wk inc flu hosp,0,45,2026-05-23,quantile,0.45,9
2026-05-23,wk inc flu hosp,0,45,2026-05-23,quantile,0.5,10
2026-05-23,wk inc flu hosp,0,45,2026-05-23,quantile,0.55,10
2026-05-23,wk inc flu hosp,0,45,2026-05-23,quantile,0.6,11
2026-05-23,wk inc flu hosp,0,45,2026-05-23,quantile,0.65,11
2026-05-23,wk inc flu hosp,0,45,2026-05-23,quantile,0.7,11
2026-05-23,wk inc flu hosp,0,45,2026-05-23,quantile,0.75,12
2026-05-23,wk inc flu hosp,0,45,2026-05-23,quantile,0.8,12
2026-05-23,wk inc flu hosp,0,45,2026-05-23,quantile,0.85,12
2026-05-23,wk inc flu hosp,0,45,2026-05-23,quantile,0.9,13
2026-05-23,wk inc flu hosp,0,45,2026-05-23,quantile,0.95,14
2026-05-23,wk inc flu hosp,0,45,2026-05-23,quantile,0.975,15
2026-05-23,wk inc flu hosp,0,45,2026-05-23,quantile,0.99,17
2026-05-23,wk inc flu hosp,1,45,2026-05-30,quantile,0.01,5
2026-05-23,wk inc flu hosp,1,45,2026-05-30,quantile,0.025,6
2026-05-23,wk inc flu hosp,1,45,2026-05-30,quantile,0.05,6
2026-05-23,wk inc flu hosp,1,45,2026-05-30,quantile,0.1,7
2026-05-23,wk inc flu hosp,1,45,2026-05-30,quantile,0.15,8
2026-05-23,wk inc flu hosp,1,45,2026-05-30,quantile,0.2,9
2026-05-23,wk inc flu hosp,1,45,2026-05-30,quantile,0.25,9
2026-05-23,wk inc flu hosp,1,45,2026-05-30,quantile,0.3,10
2026-05-23,wk inc flu hosp,1,45,2026-05-30,quantile,0.35,10
2026-05-23,wk inc flu hosp,1,45,2026-05-30,quantile,0.4,11
2026-05-23,wk inc flu hosp,1,45,2026-05-30,quantile,0.45,11
2026-05-23,wk inc flu hosp,1,45,2026-05-30,quantile,0.5,12
2026-05-23,wk inc flu hosp,1,45,2026-05-30,quantile,0.55,12
2026-05-23,wk inc flu hosp,1,45,2026-05-30,quantile,0.6,13
2026-05-23,wk inc flu hosp,1,45,2026-05-30,quantile,0.65,13
2026-05-23,wk inc flu hosp,1,45,2026-05-30,quantile,0.7,14
2026-05-23,wk inc flu hosp,1,45,2026-05-30,quantile,0.75,15
2026-05-23,wk inc flu hosp,1,45,2026-05-30,quantile,0.8,15
2026-05-23,wk inc flu hosp,1,45,2026-05-30,quantile,0.85,16
2026-05-23,wk inc flu hosp,1,45,2026-05-30,quantile,0.9,17
2026-05-23,wk inc flu hosp,1,45,2026-05-30,quantile,0.95,18
2026-05-23,wk inc flu hosp,1,45,2026-05-30,quantile,0.975,20
2026-05-23,wk inc flu hosp,1,45,2026-05-30,quantile,0.99,22
2026-05-23,wk inc flu hosp,2,45,2026-06-06,quantile,0.01,5
2026-05-23,wk inc flu hosp,2,45,2026-06-06,quantile,0.025,6
2026-05-23,wk inc flu hosp,2,45,2026-06-06,quantile,0.05,7
2026-05-23,wk inc flu hosp,2,45,2026-06-06,quantile,0.1,8
2026-05-23,wk inc flu hosp,2,45,2026-06-06,quantile,0.15,9
2026-05-23,wk inc flu hosp,2,45,2026-06-06,quantile,0.2,9
2026-05-23,wk inc flu hosp,2,45,2026-06-06,quantile,0.25,10
2026-05-23,wk inc flu hosp,2,45,2026-06-06,quantile,0.3,11
2026-05-23,wk inc flu hosp,2,45,2026-06-06,quantile,0.35,12
2026-05-23,wk inc flu hosp,2,45,2026-06-06,quantile,0.4,12
2026-05-23,wk inc flu hosp,2,45,2026-06-06,quantile,0.45,13
2026-05-23,wk inc flu hosp,2,45,2026-06-06,quantile,0.5,14
2026-05-23,wk inc flu hosp,2,45,2026-06-06,quantile,0.55,14
2026-05-23,wk inc flu hosp,2,45,2026-06-06,quantile,0.6,15
2026-05-23,wk inc flu hosp,2,45,2026-06-06,quantile,0.65,16
2026-05-23,wk inc flu hosp,2,45,2026-06-06,quantile,0.7,17
2026-05-23,wk inc flu hosp,2,45,2026-06-06,quantile,0.75,18
2026-05-23,wk inc flu hosp,2,45,2026-06-06,quantile,0.8,18
2026-05-23,wk inc flu hosp,2,45,2026-06-06,quantile,0.85,19
2026-05-23,wk inc flu hosp,2,45,2026-06-06,quantile,0.9,21
2026-05-23,wk inc flu hosp,2,45,2026-06-06,quantile,0.95,23
2026-05-23,wk inc flu hosp,2,45,2026-06-06,quantile,0.975,25
2026-05-23,wk inc flu hosp,2,45,2026-06-06,quantile,0.99,28
2026-05-23,wk inc flu hosp,3,45,2026-06-13,quantile,0.01,5
2026-05-23,wk inc flu hosp,3,45,2026-06-13,quantile,0.025,6
2026-05-23,wk inc flu hosp,3,45,2026-06-13,quantile,0.05,7
2026-05-23,wk inc flu hosp,3,45,2026-06-13,quantile,0.1,8
2026-05-23,wk inc flu hosp,3,45,2026-06-13,quantile,0.15,9
2026-05-23,wk inc flu hosp,3,45,2026-06-13,quantile,0.2,10
2026-05-23,wk inc flu hosp,3,45,2026-06-13,quantile,0.25,11
2026-05-23,wk inc flu hosp,3,45,2026-06-13,quantile,0.3,12
2026-05-23,wk inc flu hosp,3,45,2026-06-13,quantile,0.35,13
2026-05-23,wk inc flu hosp,3,45,2026-06-13,quantile,0.4,14
2026-05-23,wk inc flu hosp,3,45,2026-06-13,quantile,0.45,14
2026-05-23,wk inc flu hosp,3,45,2026-06-13,quantile,0.5,15
2026-05-23,wk inc flu hosp,3,45,2026-06-13,quantile,0.55,16
2026-05-23,wk inc flu hosp,3,45,2026-06-13,quantile,0.6,17
2026-05-23,wk inc flu hosp,3,45,2026-06-13,quantile,0.65,18
2026-05-23,wk inc flu hosp,3,45,2026-06-13,quantile,0.7,19
2026-05-23,wk inc flu hosp,3,45,2026-06-13,quantile,0.75,21
2026-05-23,wk inc flu hosp,3,45,2026-06-13,quantile,0.8,21
2026-05-23,wk inc flu hosp,3,45,2026-06-13,quantile,0.85,22
2026-05-23,wk inc flu hosp,3,45,2026-06-13,quantile,0.9,25
