reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2026-02-28,wk inc flu hosp,0,45,2026-02-28,quantile,0.01,135
2026-02-28,wk inc flu hosp,0,45,2026-02-28,quantile,0.025,150
2026-02-28,wk inc flu hosp,0,45,2026-02-28,quantile,0.05,163
2026-02-28,wk inc flu hosp,0,45,2026-02-28,quantile,0.1,180
2026-02-28,wk inc flu hosp,0,45,2026-02-28,quantile,0.15,193
2026-02-28,wk inc flu hosp,0,45,2026-02-28,quantile,0.2,204
2026-02-28,wk inc flu hosp,0,45,2026-02-28,quantile,0.25,213
2026-02-28,wk inc flu hosp,0,45,2026-02-28,quantile,0.3,222
2026-02-28,wk inc flu hosp,0,45,2026-02-28,quantile,0.35,231
2026-02-28,wk inc flu hosp,0,45,2026-02-28,quantile,0.4,240
2026-02-28,wk inc flu hosp,0,45,2026-02-28,quantile,0.45,248
2026-02-28,wk inc flu hosp,0,45,2026-02-28,quantile,0.5,257
2026-02-28,wk inc flu hosp,0,45,2026-02-28,quantile,0.55,264
2026-02-28,wk inc flu hosp,0,45,2026-02-28,quantile,0.6,272
2026-02-28,wk inc flu hosp,0,45,2026-02-28,quantile,0.65,280
2026-02-28,wk inc flu hosp,0,45,2026-02-28,quantile,0.7,289
2026-02-28,wk inc flu hosp,0,45,2026-02-28,quantile,0.75,293
2026-02-28,wk inc flu hosp,0,45,2026-02-28,quantile,0.8,293
2026-02-28,wk inc flu hosp,0,45,2026-02-28,quantile,0.85,296
2026-02-28,wk inc flu hosp,0,45,2026-02-28,quantile,0.9,307
2026-02-28,wk inc flu hosp,0,45,2026-02-28,quantile,0.95,322
2026-02-28,wk inc flu hosp,0,45,2026-02-28,quantile,0.975,337
2026-02-28,wk inc flu hosp,0,45,2026-02-28,quantile,0.99,354
2026-02-28,wk inc flu hosp,1,45,2026-03-07,quantile,0.01,120
2026-02-28,wk inc flu hosp,1,45,2026-03-07,quantile,0.025,135
2026-02-28,wk inc flu hosp,1,45,2026-03-07,quantile,0.05,150
2026-02-28,wk inc flu hosp,1,45,2026-03-07,quantile,0.1,170
2026-02-28,wk inc flu hosp,1,45,2026-03-07,quantile,0.15,185
2026-02-28,wk inc flu hosp,1,45,2026-03-07,quantile,0.2,197
2026-02-28,wk inc flu hosp,1,45,2026-03-07,quantile,0.25,208
2026-02-28,wk inc flu hosp,1,45,2026-03-07,quantile,0.3,219
2026-02-28,wk inc flu hosp,1,45,2026-03-07,quantile,0.35,230
2026-02-28,wk inc flu hosp,1,45,2026-03-07,quantile,0.4,240
2026-02-28,wk inc flu hosp,1,45,2026-03-07,quantile,0.45,251
2026-02-28,wk inc flu hosp,1,45,2026-03-07,quantile,0.5,261
2026-02-28,wk inc flu hosp,1,45,2026-03-07,quantile,0.55,270
2026-02-28,wk inc flu hosp,1,45,2026-03-07,quantile,0.6,280
2026-02-28,wk inc flu hosp,1,45,2026-03-07,quantile,0.65,290
2026-02-28,wk inc flu hosp,1,45,2026-03-07,quantile,0.7,301
2026-02-28,wk inc flu hosp,1,45,2026-03-07,quantile,0.75,307
2026-02-28,wk inc flu hosp,1,45,2026-03-07,quantile,0.8,307
2026-02-28,wk inc flu hosp,1,45,2026-03-07,quantile,0.85,311
2026-02-28,wk inc flu hosp,1,45,2026-03-07,quantile,0.9,324
2026-02-28,wk inc flu hosp,1,45,2026-03-07,quantile,0.95,344
2026-02-28,wk inc flu hosp,1,45,2026-03-07,quantile,0.975,363
2026-02-28,wk inc flu hosp,1,45,2026-03-07,quantile,0.99,386
2026-02-28,wk inc flu hosp,2,45,2026-03-14,quantile,0.01,105
2026-02-28,wk inc flu hosp,2,45,2026-03-14,quantile,0.025,122
