reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2026-01-24,wk inc flu hosp,0,45,2026-01-24,quantile,0.01,187
2026-01-24,wk inc flu hosp,0,45,2026-01-24,quantile,0.025,187
2026-01-24,wk inc flu hosp,0,45,2026-01-24,quantile,0.05,227
2026-01-24,wk inc flu hosp,0,45,2026-01-24,quantile,0.1,254
2026-01-24,wk inc flu hosp,0,45,2026-01-24,quantile,0.15,273
2026-01-24,wk inc flu hosp,0,45,2026-01-24,quantile,0.2,281
2026-01-24,wk inc flu hosp,0,45,2026-01-24,quantile,0.25,281
2026-01-24,wk inc flu hosp,0,45,2026-01-24,quantile,0.3,285
2026-01-24,wk inc flu hosp,0,45,2026-01-24,quantile,0.35,311
2026-01-24,wk inc flu hosp,0,45,2026-01-24,quantile,0.4,322
2026-01-24,wk inc flu hosp,0,45,2026-01-24,quantile,0.45,322
2026-01-24,wk inc flu hosp,0,45,2026-01-24,quantile,0.5,323
2026-01-24,wk inc flu hosp,0,45,2026-01-24,quantile,0.55,323
2026-01-24,wk inc flu hosp,0,45,2026-01-24,quantile,0.6,331
2026-01-24,wk inc flu hosp,0,45,2026-01-24,quantile,0.65,331
2026-01-24,wk inc flu hosp,0,45,2026-01-24,quantile,0.7,350
2026-01-24,wk inc flu hosp,0,45,2026-01-24,quantile,0.75,350
2026-01-24,wk inc flu hosp,0,45,2026-01-24,quantile,0.8,367
2026-01-24,wk inc flu hosp,0,45,2026-01-24,quantile,0.85,371
2026-01-24,wk inc flu hosp,0,45,2026-01-24,quantile,0.9,410
2026-01-24,wk inc flu hosp,0,45,2026-01-24,quantile,0.95,553
2026-01-24,wk inc flu hosp,0,45,2026-01-24,quantile,0.975,597
2026-01-24,wk inc flu hosp,0,45,2026-01-24,quantile,0.99,597
2026-01-24,wk inc flu hosp,1,45,2026-01-31,quantile,0.01,0
2026-01-24,wk inc flu hosp,1,45,2026-01-31,quantile,0.025,0
2026-01-24,wk inc flu hosp,1,45,2026-01-31,quantile,0.05,14
2026-01-24,wk inc flu hosp,1,45,2026-01-31,quantile,0.1,14
2026-01-24,wk inc flu hosp,1,45,2026-01-31,quantile,0.15,14
2026-01-24,wk inc flu hosp,1,45,2026-01-31,quantile,0.2,14
2026-01-24,wk inc flu hosp,1,45,2026-01-31,quantile,0.25,16
2026-01-24,wk inc flu hosp,1,45,2026-01-31,quantile,0.3,20
2026-01-24,wk inc flu hosp,1,45,2026-01-31,quantile,0.35,27
2026-01-24,wk inc flu hosp,1,45,2026-01-31,quantile,0.4,27
2026-01-24,wk inc flu hosp,1,45,2026-01-31,quantile,0.45,27
2026-01-24,wk inc flu hosp,1,45,2026-01-31,quantile,0.5,30
2026-01-24,wk inc flu hosp,1,45,2026-01-31,quantile,0.55,38
2026-01-24,wk inc flu hosp,1,45,2026-01-31,quantile,0.6,39
2026-01-24,wk inc flu hosp,1,45,2026-01-31,quantile,0.65,39
2026-01-24,wk inc flu hosp,1,45,2026-01-31,quantile,0.7,41
2026-01-24,wk inc flu hosp,1,45,2026-01-31,quantile,0.75,41
2026-01-24,wk inc flu hosp,1,45,2026-01-31,quantile,0.8,41
2026-01-24,wk inc flu hosp,1,45,2026-01-31,quantile,0.85,41
2026-01-24,wk inc flu hosp,1,45,2026-01-31,quantile,0.9,65
2026-01-24,wk inc flu hosp,1,45,2026-01-31,quantile,0.95,216
2026-01-24,wk inc flu hosp,1,45,2026-01-31,quantile,0.975,397
2026-01-24,wk inc flu hosp,1,45,2026-01-31,quantile,0.99,397
2026-01-24,wk inc flu hosp,2,45,2026-02-07,quantile,0.01,9
2026-01-24,wk inc flu hosp,2,45,2026-02-07,quantile,0.025,9
2026-01-24,wk inc flu hosp,2,45,2026-02-07,quantile,0.05,9
2026-01-24,wk inc flu hosp,2,45,2026-02-07,quantile,0.1,12
2026-01-24,wk inc flu hosp,2,45,2026-02-07,quantile,0.15,13
2026-01-24,wk inc flu hosp,2,45,2026-02-07,quantile,0.2,14
2026-01-24,wk inc flu hosp,2,45,2026-02-07,quantile,0.25,15
2026-01-24,wk inc flu hosp,2,45,2026-02-07,quantile,0.3,16
2026-01-24,wk inc flu hosp,2,45,2026-02-07,quantile,0.35,16
2026-01-24,wk inc flu hosp,2,45,2026-02-07,quantile,0.4,16
2026-01-24,wk inc flu hosp,2,45,2026-02-07,quantile,0.45,16
2026-01-24,wk inc flu hosp,2,45,2026-02-07,quantile,0.5,16
2026-01-24,wk inc flu hosp,2,45,2026-02-07,quantile,0.55,18
2026-01-24,wk inc flu hosp,2,45,2026-02-07,quantile,0.6,22
2026-01-24,wk inc flu hosp,2,45,2026-02-07,quantile,0.65,23
2026-01-24,wk inc flu hosp,2,45,2026-02-07,quantile,0.7,23
2026-01-24,wk inc flu hosp,2,45,2026-02-07,quantile,0.75,24
2026-01-24,wk inc flu hosp,2,45,2026-02-07,quantile,0.8,24
2026-01-24,wk inc flu hosp,2,45,2026-02-07,quantile,0.85,24
2026-01-24,wk inc flu hosp,2,45,2026-02-07,quantile,0.9,28
2026-01-24,wk inc flu hosp,2,45,2026-02-07,quantile,0.95,32
2026-01-24,wk inc flu hosp,2,45,2026-02-07,quantile,0.975,43
2026-01-24,wk inc flu hosp,2,45,2026-02-07,quantile,0.99,43
2026-01-24,wk inc flu hosp,3,45,2026-02-14,quantile,0.01,12
2026-01-24,wk inc flu hosp,3,45,2026-02-14,quantile,0.025,12
2026-01-24,wk inc flu hosp,3,45,2026-02-14,quantile,0.05,12
2026-01-24,wk inc flu hosp,3,45,2026-02-14,quantile,0.1,12
2026-01-24,wk inc flu hosp,3,45,2026-02-14,quantile,0.15,12
2026-01-24,wk inc flu hosp,3,45,2026-02-14,quantile,0.2,12
2026-01-24,wk inc flu hosp,3,45,2026-02-14,quantile,0.25,12
2026-01-24,wk inc flu hosp,3,45,2026-02-14,quantile,0.3,12
2026-01-24,wk inc flu hosp,3,45,2026-02-14,quantile,0.35,12
2026-01-24,wk inc flu hosp,3,45,2026-02-14,quantile,0.4,12
2026-01-24,wk inc flu hosp,3,45,2026-02-14,quantile,0.45,12
2026-01-24,wk inc flu hosp,3,45,2026-02-14,quantile,0.5,12
2026-01-24,wk inc flu hosp,3,45,2026-02-14,quantile,0.55,12
2026-01-24,wk inc flu hosp,3,45,2026-02-14,quantile,0.6,12
2026-01-24,wk inc flu hosp,3,45,2026-02-14,quantile,0.65,12
2026-01-24,wk inc flu hosp,3,45,2026-02-14,quantile,0.7,12
