reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2026-05-02,wk inc flu hosp,0,45,2026-05-02,quantile,0.01,9
2026-05-02,wk inc flu hosp,0,45,2026-05-02,quantile,0.025,10
2026-05-02,wk inc flu hosp,0,45,2026-05-02,quantile,0.05,11
2026-05-02,wk inc flu hosp,0,45,2026-05-02,quantile,0.1,12
2026-05-02,wk inc flu hosp,0,45,2026-05-02,quantile,0.15,13
2026-05-02,wk inc flu hosp,0,45,2026-05-02,quantile,0.2,14
2026-05-02,wk inc flu hosp,0,45,2026-05-02,quantile,0.25,14
2026-05-02,wk inc flu hosp,0,45,2026-05-02,quantile,0.3,15
2026-05-02,wk inc flu hosp,0,45,2026-05-02,quantile,0.35,16
2026-05-02,wk inc flu hosp,0,45,2026-05-02,quantile,0.4,16
2026-05-02,wk inc flu hosp,0,45,2026-05-02,quantile,0.45,17
2026-05-02,wk inc flu hosp,0,45,2026-05-02,quantile,0.5,18
2026-05-02,wk inc flu hosp,0,45,2026-05-02,quantile,0.55,18
2026-05-02,wk inc flu hosp,0,45,2026-05-02,quantile,0.6,19
2026-05-02,wk inc flu hosp,0,45,2026-05-02,quantile,0.65,19
2026-05-02,wk inc flu hosp,0,45,2026-05-02,quantile,0.7,20
2026-05-02,wk inc flu hosp,0,45,2026-05-02,quantile,0.75,21
2026-05-02,wk inc flu hosp,0,45,2026-05-02,quantile,0.8,21
2026-05-02,wk inc flu hosp,0,45,2026-05-02,quantile,0.85,22
2026-05-02,wk inc flu hosp,0,45,2026-05-02,quantile,0.9,23
2026-05-02,wk inc flu hosp,0,45,2026-05-02,quantile,0.95,25
2026-05-02,wk inc flu hosp,0,45,2026-05-02,quantile,0.975,26
2026-05-02,wk inc flu hosp,0,45,2026-05-02,quantile,0.99,28
2026-05-02,wk inc flu hosp,1,45,2026-05-09,quantile,0.01,9
2026-05-02,wk inc flu hosp,1,45,2026-05-09,quantile,0.025,11
2026-05-02,wk inc flu hosp,1,45,2026-05-09,quantile,0.05,12
2026-05-02,wk inc flu hosp,1,45,2026-05-09,quantile,0.1,14
2026-05-02,wk inc flu hosp,1,45,2026-05-09,quantile,0.15,15
2026-05-02,wk inc flu hosp,1,45,2026-05-09,quantile,0.2,16
2026-05-02,wk inc flu hosp,1,45,2026-05-09,quantile,0.25,17
2026-05-02,wk inc flu hosp,1,45,2026-05-09,quantile,0.3,18
2026-05-02,wk inc flu hosp,1,45,2026-05-09,quantile,0.35,19
