reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2026-01-17,wk inc flu hosp,0,45,2026-01-17,quantile,0.01,486
2026-01-17,wk inc flu hosp,0,45,2026-01-17,quantile,0.025,486
2026-01-17,wk inc flu hosp,0,45,2026-01-17,quantile,0.05,484
2026-01-17,wk inc flu hosp,0,45,2026-01-17,quantile,0.1,495
2026-01-17,wk inc flu hosp,0,45,2026-01-17,quantile,0.15,498
2026-01-17,wk inc flu hosp,0,45,2026-01-17,quantile,0.2,541
2026-01-17,wk inc flu hosp,0,45,2026-01-17,quantile,0.25,573
2026-01-17,wk inc flu hosp,0,45,2026-01-17,quantile,0.3,613
2026-01-17,wk inc flu hosp,0,45,2026-01-17,quantile,0.35,625
2026-01-17,wk inc flu hosp,0,45,2026-01-17,quantile,0.4,665
2026-01-17,wk inc flu hosp,0,45,2026-01-17,quantile,0.45,678
2026-01-17,wk inc flu hosp,0,45,2026-01-17,quantile,0.5,659
2026-01-17,wk inc flu hosp,0,45,2026-01-17,quantile,0.55,639
2026-01-17,wk inc flu hosp,0,45,2026-01-17,quantile,0.6,650
2026-01-17,wk inc flu hosp,0,45,2026-01-17,quantile,0.65,650
2026-01-17,wk inc flu hosp,0,45,2026-01-17,quantile,0.7,654
2026-01-17,wk inc flu hosp,0,45,2026-01-17,quantile,0.75,651
2026-01-17,wk inc flu hosp,0,45,2026-01-17,quantile,0.8,671
2026-01-17,wk inc flu hosp,0,45,2026-01-17,quantile,0.85,673
2026-01-17,wk inc flu hosp,0,45,2026-01-17,quantile,0.9,653
2026-01-17,wk inc flu hosp,0,45,2026-01-17,quantile,0.95,655
2026-01-17,wk inc flu hosp,0,45,2026-01-17,quantile,0.975,624
2026-01-17,wk inc flu hosp,0,45,2026-01-17,quantile,0.99,662
2026-01-17,wk inc flu hosp,1,45,2026-01-24,quantile,0.01,422
2026-01-17,wk inc flu hosp,1,45,2026-01-24,quantile,0.025,422
2026-01-17,wk inc flu hosp,1,45,2026-01-24,quantile,0.05,439
2026-01-17,wk inc flu hosp,1,45,2026-01-24,quantile,0.1,420
2026-01-17,wk inc flu hosp,1,45,2026-01-24,quantile,0.15,415
2026-01-17,wk inc flu hosp,1,45,2026-01-24,quantile,0.2,445
2026-01-17,wk inc flu hosp,1,45,2026-01-24,quantile,0.25,451
2026-01-17,wk inc flu hosp,1,45,2026-01-24,quantile,0.3,474
2026-01-17,wk inc flu hosp,1,45,2026-01-24,quantile,0.35,492
2026-01-17,wk inc flu hosp,1,45,2026-01-24,quantile,0.4,526
2026-01-17,wk inc flu hosp,1,45,2026-01-24,quantile,0.45,538
2026-01-17,wk inc flu hosp,1,45,2026-01-24,quantile,0.5,541
2026-01-17,wk inc flu hosp,1,45,2026-01-24,quantile,0.55,544
2026-01-17,wk inc flu hosp,1,45,2026-01-24,quantile,0.6,572
2026-01-17,wk inc flu hosp,1,45,2026-01-24,quantile,0.65,576
2026-01-17,wk inc flu hosp,1,45,2026-01-24,quantile,0.7,590
2026-01-17,wk inc flu hosp,1,45,2026-01-24,quantile,0.75,583
2026-01-17,wk inc flu hosp,1,45,2026-01-24,quantile,0.8,596
2026-01-17,wk inc flu hosp,1,45,2026-01-24,quantile,0.85,596
2026-01-17,wk inc flu hosp,1,45,2026-01-24,quantile,0.9,584
2026-01-17,wk inc flu hosp,1,45,2026-01-24,quantile,0.95,585
2026-01-17,wk inc flu hosp,1,45,2026-01-24,quantile,0.975,573
2026-01-17,wk inc flu hosp,1,45,2026-01-24,quantile,0.99,578
2026-01-17,wk inc flu hosp,2,45,2026-01-31,quantile,0.01,338
2026-01-17,wk inc flu hosp,2,45,2026-01-31,quantile,0.025,338
2026-01-17,wk inc flu hosp,2,45,2026-01-31,quantile,0.05,352
2026-01-17,wk inc flu hosp,2,45,2026-01-31,quantile,0.1,341
2026-01-17,wk inc flu hosp,2,45,2026-01-31,quantile,0.15,340
2026-01-17,wk inc flu hosp,2,45,2026-01-31,quantile,0.2,371
2026-01-17,wk inc flu hosp,2,45,2026-01-31,quantile,0.25,377
2026-01-17,wk inc flu hosp,2,45,2026-01-31,quantile,0.3,394
2026-01-17,wk inc flu hosp,2,45,2026-01-31,quantile,0.35,406
2026-01-17,wk inc flu hosp,2,45,2026-01-31,quantile,0.4,440
2026-01-17,wk inc flu hosp,2,45,2026-01-31,quantile,0.45,451
2026-01-17,wk inc flu hosp,2,45,2026-01-31,quantile,0.5,452
2026-01-17,wk inc flu hosp,2,45,2026-01-31,quantile,0.55,454
2026-01-17,wk inc flu hosp,2,45,2026-01-31,quantile,0.6,470
2026-01-17,wk inc flu hosp,2,45,2026-01-31,quantile,0.65,474
2026-01-17,wk inc flu hosp,2,45,2026-01-31,quantile,0.7,483
2026-01-17,wk inc flu hosp,2,45,2026-01-31,quantile,0.75,476
2026-01-17,wk inc flu hosp,2,45,2026-01-31,quantile,0.8,488
2026-01-17,wk inc flu hosp,2,45,2026-01-31,quantile,0.85,488
2026-01-17,wk inc flu hosp,2,45,2026-01-31,quantile,0.9,476
2026-01-17,wk inc flu hosp,2,45,2026-01-31,quantile,0.95,477
2026-01-17,wk inc flu hosp,2,45,2026-01-31,quantile,0.975,464
2026-01-17,wk inc flu hosp,2,45,2026-01-31,quantile,0.99,485
2026-01-17,wk inc flu hosp,3,45,2026-02-07,quantile,0.01,273
2026-01-17,wk inc flu hosp,3,45,2026-02-07,quantile,0.025,273
2026-01-17,wk inc flu hosp,3,45,2026-02-07,quantile,0.05,287
2026-01-17,wk inc flu hosp,3,45,2026-02-07,quantile,0.1,279
2026-01-17,wk inc flu hosp,3,45,2026-02-07,quantile,0.15,279
2026-01-17,wk inc flu hosp,3,45,2026-02-07,quantile,0.2,306
2026-01-17,wk inc flu hosp,3,45,2026-02-07,quantile,0.25,311
2026-01-17,wk inc flu hosp,3,45,2026-02-07,quantile,0.3,325
2026-01-17,wk inc flu hosp,3,45,2026-02-07,quantile,0.35,334
2026-01-17,wk inc flu hosp,3,45,2026-02-07,quantile,0.4,365
2026-01-17,wk inc flu hosp,3,45,2026-02-07,quantile,0.45,374
2026-01-17,wk inc flu hosp,3,45,2026-02-07,quantile,0.5,374
2026-01-17,wk inc flu hosp,3,45,2026-02-07,quantile,0.55,375
2026-01-17,wk inc flu hosp,3,45,2026-02-07,quantile,0.6,386
2026-01-17,wk inc flu hosp,3,45,2026-02-07,quantile,0.65,391
2026-01-17,wk inc flu hosp,3,45,2026-02-07,quantile,0.7,397
2026-01-17,wk inc flu hosp,3,45,2026-02-07,quantile,0.75,385
2026-01-17,wk inc flu hosp,3,45,2026-02-07,quantile,0.8,396
2026-01-17,wk inc flu hosp,3,45,2026-02-07,quantile,0.85,396
2026-01-17,wk inc flu hosp,3,45,2026-02-07,quantile,0.9,384
2026-01-17,wk inc flu hosp,3,45,2026-02-07,quantile,0.95,386
2026-01-17,wk inc flu hosp,3,45,2026-02-07,quantile,0.975,372
2026-01-17,wk inc flu hosp,3,45,2026-02-07,quantile,0.99,400
