reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2026-04-04,wk inc flu hosp,0,45,2026-04-04,quantile,0.01,4
2026-04-04,wk inc flu hosp,0,45,2026-04-04,quantile,0.025,5
2026-04-04,wk inc flu hosp,0,45,2026-04-04,quantile,0.05,5
2026-04-04,wk inc flu hosp,0,45,2026-04-04,quantile,0.1,6
2026-04-04,wk inc flu hosp,0,45,2026-04-04,quantile,0.15,7
2026-04-04,wk inc flu hosp,0,45,2026-04-04,quantile,0.2,7
2026-04-04,wk inc flu hosp,0,45,2026-04-04,quantile,0.25,7
2026-04-04,wk inc flu hosp,0,45,2026-04-04,quantile,0.3,8
2026-04-04,wk inc flu hosp,0,45,2026-04-04,quantile,0.35,8
2026-04-04,wk inc flu hosp,0,45,2026-04-04,quantile,0.4,9
2026-04-04,wk inc flu hosp,0,45,2026-04-04,quantile,0.45,9
2026-04-04,wk inc flu hosp,0,45,2026-04-04,quantile,0.5,9
2026-04-04,wk inc flu hosp,0,45,2026-04-04,quantile,0.55,10
2026-04-04,wk inc flu hosp,0,45,2026-04-04,quantile,0.6,10
2026-04-04,wk inc flu hosp,0,45,2026-04-04,quantile,0.65,10
2026-04-04,wk inc flu hosp,0,45,2026-04-04,quantile,0.7,11
2026-04-04,wk inc flu hosp,0,45,2026-04-04,quantile,0.75,11
2026-04-04,wk inc flu hosp,0,45,2026-04-04,quantile,0.8,11
2026-04-04,wk inc flu hosp,0,45,2026-04-04,quantile,0.85,12
2026-04-04,wk inc flu hosp,0,45,2026-04-04,quantile,0.9,12
2026-04-04,wk inc flu hosp,0,45,2026-04-04,quantile,0.95,13
2026-04-04,wk inc flu hosp,0,45,2026-04-04,quantile,0.975,14
2026-04-04,wk inc flu hosp,0,45,2026-04-04,quantile,0.99,16
2026-04-04,wk inc flu hosp,1,45,2026-04-11,quantile,0.01,2
2026-04-04,wk inc flu hosp,1,45,2026-04-11,quantile,0.025,3
2026-04-04,wk inc flu hosp,1,45,2026-04-11,quantile,0.05,3
2026-04-04,wk inc flu hosp,1,45,2026-04-11,quantile,0.1,4
2026-04-04,wk inc flu hosp,1,45,2026-04-11,quantile,0.15,4
2026-04-04,wk inc flu hosp,1,45,2026-04-11,quantile,0.2,5
2026-04-04,wk inc flu hosp,1,45,2026-04-11,quantile,0.25,5
2026-04-04,wk inc flu hosp,1,45,2026-04-11,quantile,0.3,5
2026-04-04,wk inc flu hosp,1,45,2026-04-11,quantile,0.35,5
2026-04-04,wk inc flu hosp,1,45,2026-04-11,quantile,0.4,6
2026-04-04,wk inc flu hosp,1,45,2026-04-11,quantile,0.45,6
2026-04-04,wk inc flu hosp,1,45,2026-04-11,quantile,0.5,6
2026-04-04,wk inc flu hosp,1,45,2026-04-11,quantile,0.55,7
2026-04-04,wk inc flu hosp,1,45,2026-04-11,quantile,0.6,7
2026-04-04,wk inc flu hosp,1,45,2026-04-11,quantile,0.65,7
2026-04-04,wk inc flu hosp,1,45,2026-04-11,quantile,0.7,8
2026-04-04,wk inc flu hosp,1,45,2026-04-11,quantile,0.75,8
2026-04-04,wk inc flu hosp,1,45,2026-04-11,quantile,0.8,8
2026-04-04,wk inc flu hosp,1,45,2026-04-11,quantile,0.85,9
2026-04-04,wk inc flu hosp,1,45,2026-04-11,quantile,0.9,9
2026-04-04,wk inc flu hosp,1,45,2026-04-11,quantile,0.95,10
2026-04-04,wk inc flu hosp,1,45,2026-04-11,quantile,0.975,11
2026-04-04,wk inc flu hosp,1,45,2026-04-11,quantile,0.99,12
2026-04-04,wk inc flu hosp,2,45,2026-04-18,quantile,0.01,1
2026-04-04,wk inc flu hosp,2,45,2026-04-18,quantile,0.025,2
2026-04-04,wk inc flu hosp,2,45,2026-04-18,quantile,0.05,2
2026-04-04,wk inc flu hosp,2,45,2026-04-18,quantile,0.1,3
2026-04-04,wk inc flu hosp,2,45,2026-04-18,quantile,0.15,3
2026-04-04,wk inc flu hosp,2,45,2026-04-18,quantile,0.2,3
2026-04-04,wk inc flu hosp,2,45,2026-04-18,quantile,0.25,4
2026-04-04,wk inc flu hosp,2,45,2026-04-18,quantile,0.3,4
2026-04-04,wk inc flu hosp,2,45,2026-04-18,quantile,0.35,4
2026-04-04,wk inc flu hosp,2,45,2026-04-18,quantile,0.4,5
2026-04-04,wk inc flu hosp,2,45,2026-04-18,quantile,0.45,5
2026-04-04,wk inc flu hosp,2,45,2026-04-18,quantile,0.5,5
2026-04-04,wk inc flu hosp,2,45,2026-04-18,quantile,0.55,6
2026-04-04,wk inc flu hosp,2,45,2026-04-18,quantile,0.6,6
2026-04-04,wk inc flu hosp,2,45,2026-04-18,quantile,0.65,6
2026-04-04,wk inc flu hosp,2,45,2026-04-18,quantile,0.7,7
2026-04-04,wk inc flu hosp,2,45,2026-04-18,quantile,0.75,7
2026-04-04,wk inc flu hosp,2,45,2026-04-18,quantile,0.8,7
2026-04-04,wk inc flu hosp,2,45,2026-04-18,quantile,0.85,8
2026-04-04,wk inc flu hosp,2,45,2026-04-18,quantile,0.9,8
2026-04-04,wk inc flu hosp,2,45,2026-04-18,quantile,0.95,9
2026-04-04,wk inc flu hosp,2,45,2026-04-18,quantile,0.975,10
2026-04-04,wk inc flu hosp,2,45,2026-04-18,quantile,0.99,12
2026-04-04,wk inc flu hosp,3,45,2026-04-25,quantile,0.01,1
2026-04-04,wk inc flu hosp,3,45,2026-04-25,quantile,0.025,1
2026-04-04,wk inc flu hosp,3,45,2026-04-25,quantile,0.05,2
