reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2026-02-14,wk inc flu hosp,0,45,2026-02-14,quantile,0.01,66
2026-02-14,wk inc flu hosp,0,45,2026-02-14,quantile,0.025,76
2026-02-14,wk inc flu hosp,0,45,2026-02-14,quantile,0.05,86
2026-02-14,wk inc flu hosp,0,45,2026-02-14,quantile,0.1,99
2026-02-14,wk inc flu hosp,0,45,2026-02-14,quantile,0.15,109
2026-02-14,wk inc flu hosp,0,45,2026-02-14,quantile,0.2,118
2026-02-14,wk inc flu hosp,0,45,2026-02-14,quantile,0.25,126
2026-02-14,wk inc flu hosp,0,45,2026-02-14,quantile,0.3,134
2026-02-14,wk inc flu hosp,0,45,2026-02-14,quantile,0.35,142
2026-02-14,wk inc flu hosp,0,45,2026-02-14,quantile,0.4,149
2026-02-14,wk inc flu hosp,0,45,2026-02-14,quantile,0.45,157
2026-02-14,wk inc flu hosp,0,45,2026-02-14,quantile,0.5,165
2026-02-14,wk inc flu hosp,0,45,2026-02-14,quantile,0.55,170
2026-02-14,wk inc flu hosp,0,45,2026-02-14,quantile,0.6,176
2026-02-14,wk inc flu hosp,0,45,2026-02-14,quantile,0.65,182
2026-02-14,wk inc flu hosp,0,45,2026-02-14,quantile,0.7,189
2026-02-14,wk inc flu hosp,0,45,2026-02-14,quantile,0.75,196
2026-02-14,wk inc flu hosp,0,45,2026-02-14,quantile,0.8,205
2026-02-14,wk inc flu hosp,0,45,2026-02-14,quantile,0.85,215
2026-02-14,wk inc flu hosp,0,45,2026-02-14,quantile,0.9,229
2026-02-14,wk inc flu hosp,0,45,2026-02-14,quantile,0.95,252
2026-02-14,wk inc flu hosp,0,45,2026-02-14,quantile,0.975,273
2026-02-14,wk inc flu hosp,0,45,2026-02-14,quantile,0.99,300
2026-02-14,wk inc flu hosp,1,45,2026-02-21,quantile,0.01,46
2026-02-14,wk inc flu hosp,1,45,2026-02-21,quantile,0.025,56
2026-02-14,wk inc flu hosp,1,45,2026-02-21,quantile,0.05,66
2026-02-14,wk inc flu hosp,1,45,2026-02-21,quantile,0.1,80
2026-02-14,wk inc flu hosp,1,45,2026-02-21,quantile,0.15,90
2026-02-14,wk inc flu hosp,1,45,2026-02-21,quantile,0.2,100
2026-02-14,wk inc flu hosp,1,45,2026-02-21,quantile,0.25,109
2026-02-14,wk inc flu hosp,1,45,2026-02-21,quantile,0.3,118
2026-02-14,wk inc flu hosp,1,45,2026-02-21,quantile,0.35,126
2026-02-14,wk inc flu hosp,1,45,2026-02-21,quantile,0.4,135
2026-02-14,wk inc flu hosp,1,45,2026-02-21,quantile,0.45,145
2026-02-14,wk inc flu hosp,1,45,2026-02-21,quantile,0.5,154
2026-02-14,wk inc flu hosp,1,45,2026-02-21,quantile,0.55,161
2026-02-14,wk inc flu hosp,1,45,2026-02-21,quantile,0.6,168
2026-02-14,wk inc flu hosp,1,45,2026-02-21,quantile,0.65,175
2026-02-14,wk inc flu hosp,1,45,2026-02-21,quantile,0.7,184
2026-02-14,wk inc flu hosp,1,45,2026-02-21,quantile,0.75,193
2026-02-14,wk inc flu hosp,1,45,2026-02-21,quantile,0.8,204
2026-02-14,wk inc flu hosp,1,45,2026-02-21,quantile,0.85,218
2026-02-14,wk inc flu hosp,1,45,2026-02-21,quantile,0.9,236
2026-02-14,wk inc flu hosp,1,45,2026-02-21,quantile,0.95,267
2026-02-14,wk inc flu hosp,1,45,2026-02-21,quantile,0.975,296
2026-02-14,wk inc flu hosp,1,45,2026-02-21,quantile,0.99,335
2026-02-14,wk inc flu hosp,2,45,2026-02-28,quantile,0.01,33
2026-02-14,wk inc flu hosp,2,45,2026-02-28,quantile,0.025,42
2026-02-14,wk inc flu hosp,2,45,2026-02-28,quantile,0.05,52
2026-02-14,wk inc flu hosp,2,45,2026-02-28,quantile,0.1,65
2026-02-14,wk inc flu hosp,2,45,2026-02-28,quantile,0.15,76
2026-02-14,wk inc flu hosp,2,45,2026-02-28,quantile,0.2,86
2026-02-14,wk inc flu hosp,2,45,2026-02-28,quantile,0.25,96
2026-02-14,wk inc flu hosp,2,45,2026-02-28,quantile,0.3,105
2026-02-14,wk inc flu hosp,2,45,2026-02-28,quantile,0.35,115
2026-02-14,wk inc flu hosp,2,45,2026-02-28,quantile,0.4,125
2026-02-14,wk inc flu hosp,2,45,2026-02-28,quantile,0.45,136
2026-02-14,wk inc flu hosp,2,45,2026-02-28,quantile,0.5,147
2026-02-14,wk inc flu hosp,2,45,2026-02-28,quantile,0.55,155
2026-02-14,wk inc flu hosp,2,45,2026-02-28,quantile,0.6,163
2026-02-14,wk inc flu hosp,2,45,2026-02-28,quantile,0.65,172
2026-02-14,wk inc flu hosp,2,45,2026-02-28,quantile,0.7,182
2026-02-14,wk inc flu hosp,2,45,2026-02-28,quantile,0.75,194
2026-02-14,wk inc flu hosp,2,45,2026-02-28,quantile,0.8,208
2026-02-14,wk inc flu hosp,2,45,2026-02-28,quantile,0.85,225
2026-02-14,wk inc flu hosp,2,45,2026-02-28,quantile,0.9,249
2026-02-14,wk inc flu hosp,2,45,2026-02-28,quantile,0.95,289
2026-02-14,wk inc flu hosp,2,45,2026-02-28,quantile,0.975,328
2026-02-14,wk inc flu hosp,2,45,2026-02-28,quantile,0.99,382
2026-02-14,wk inc flu hosp,3,45,2026-03-07,quantile,0.01,22
2026-02-14,wk inc flu hosp,3,45,2026-03-07,quantile,0.025,30
2026-02-14,wk inc flu hosp,3,45,2026-03-07,quantile,0.05,38
2026-02-14,wk inc flu hosp,3,45,2026-03-07,quantile,0.1,51
2026-02-14,wk inc flu hosp,3,45,2026-03-07,quantile,0.15,62
2026-02-14,wk inc flu hosp,3,45,2026-03-07,quantile,0.2,73
2026-02-14,wk inc flu hosp,3,45,2026-03-07,quantile,0.25,83
2026-02-14,wk inc flu hosp,3,45,2026-03-07,quantile,0.3,94
2026-02-14,wk inc flu hosp,3,45,2026-03-07,quantile,0.35,105
2026-02-14,wk inc flu hosp,3,45,2026-03-07,quantile,0.4,116
2026-02-14,wk inc flu hosp,3,45,2026-03-07,quantile,0.45,129
2026-02-14,wk inc flu hosp,3,45,2026-03-07,quantile,0.5,142
2026-02-14,wk inc flu hosp,3,45,2026-03-07,quantile,0.55,152
2026-02-14,wk inc flu hosp,3,45,2026-03-07,quantile,0.6,162
2026-02-14,wk inc flu hosp,3,45,2026-03-07,quantile,0.65,173
2026-02-14,wk inc flu hosp,3,45,2026-03-07,quantile,0.7,186
2026-02-14,wk inc flu hosp,3,45,2026-03-07,quantile,0.75,201
2026-02-14,wk inc flu hosp,3,45,2026-03-07,quantile,0.8,219
2026-02-14,wk inc flu hosp,3,45,2026-03-07,quantile,0.85,242
2026-02-14,wk inc flu hosp,3,45,2026-03-07,quantile,0.9,274
2026-02-14,wk inc flu hosp,3,45,2026-03-07,quantile,0.95,330
2026-02-14,wk inc flu hosp,3,45,2026-03-07,quantile,0.975,388
2026-02-14,wk inc flu hosp,3,45,2026-03-07,quantile,0.99,468
