reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2026-04-18,wk inc flu hosp,0,45,2026-04-18,quantile,0.01,4
2026-04-18,wk inc flu hosp,0,45,2026-04-18,quantile,0.025,5
2026-04-18,wk inc flu hosp,0,45,2026-04-18,quantile,0.05,6
2026-04-18,wk inc flu hosp,0,45,2026-04-18,quantile,0.1,6
2026-04-18,wk inc flu hosp,0,45,2026-04-18,quantile,0.15,7
2026-04-18,wk inc flu hosp,0,45,2026-04-18,quantile,0.2,7
2026-04-18,wk inc flu hosp,0,45,2026-04-18,quantile,0.25,8
2026-04-18,wk inc flu hosp,0,45,2026-04-18,quantile,0.3,8
2026-04-18,wk inc flu hosp,0,45,2026-04-18,quantile,0.35,8
2026-04-18,wk inc flu hosp,0,45,2026-04-18,quantile,0.4,9
2026-04-18,wk inc flu hosp,0,45,2026-04-18,quantile,0.45,9
2026-04-18,wk inc flu hosp,0,45,2026-04-18,quantile,0.5,10
2026-04-18,wk inc flu hosp,0,45,2026-04-18,quantile,0.55,10
2026-04-18,wk inc flu hosp,0,45,2026-04-18,quantile,0.6,10
2026-04-18,wk inc flu hosp,0,45,2026-04-18,quantile,0.65,11
2026-04-18,wk inc flu hosp,0,45,2026-04-18,quantile,0.7,11
2026-04-18,wk inc flu hosp,0,45,2026-04-18,quantile,0.75,12
2026-04-18,wk inc flu hosp,0,45,2026-04-18,quantile,0.8,12
2026-04-18,wk inc flu hosp,0,45,2026-04-18,quantile,0.85,12
2026-04-18,wk inc flu hosp,0,45,2026-04-18,quantile,0.9,13
2026-04-18,wk inc flu hosp,0,45,2026-04-18,quantile,0.95,14
2026-04-18,wk inc flu hosp,0,45,2026-04-18,quantile,0.975,15
2026-04-18,wk inc flu hosp,0,45,2026-04-18,quantile,0.99,16
2026-04-18,wk inc flu hosp,1,45,2026-04-25,quantile,0.01,3
2026-04-18,wk inc flu hosp,1,45,2026-04-25,quantile,0.025,4
2026-04-18,wk inc flu hosp,1,45,2026-04-25,quantile,0.05,4
2026-04-18,wk inc flu hosp,1,45,2026-04-25,quantile,0.1,5
2026-04-18,wk inc flu hosp,1,45,2026-04-25,quantile,0.15,6
2026-04-18,wk inc flu hosp,1,45,2026-04-25,quantile,0.2,6
2026-04-18,wk inc flu hosp,1,45,2026-04-25,quantile,0.25,7
2026-04-18,wk inc flu hosp,1,45,2026-04-25,quantile,0.3,7
2026-04-18,wk inc flu hosp,1,45,2026-04-25,quantile,0.35,7
2026-04-18,wk inc flu hosp,1,45,2026-04-25,quantile,0.4,8
2026-04-18,wk inc flu hosp,1,45,2026-04-25,quantile,0.45,8
2026-04-18,wk inc flu hosp,1,45,2026-04-25,quantile,0.5,9
2026-04-18,wk inc flu hosp,1,45,2026-04-25,quantile,0.55,9
2026-04-18,wk inc flu hosp,1,45,2026-04-25,quantile,0.6,9
2026-04-18,wk inc flu hosp,1,45,2026-04-25,quantile,0.65,10
2026-04-18,wk inc flu hosp,1,45,2026-04-25,quantile,0.7,10
2026-04-18,wk inc flu hosp,1,45,2026-04-25,quantile,0.75,11
2026-04-18,wk inc flu hosp,1,45,2026-04-25,quantile,0.8,11
2026-04-18,wk inc flu hosp,1,45,2026-04-25,quantile,0.85,12
2026-04-18,wk inc flu hosp,1,45,2026-04-25,quantile,0.9,12
2026-04-18,wk inc flu hosp,1,45,2026-04-25,quantile,0.95,14
2026-04-18,wk inc flu hosp,1,45,2026-04-25,quantile,0.975,15
2026-04-18,wk inc flu hosp,1,45,2026-04-25,quantile,0.99,16
2026-04-18,wk inc flu hosp,2,45,2026-05-02,quantile,0.01,3
2026-04-18,wk inc flu hosp,2,45,2026-05-02,quantile,0.025,3
2026-04-18,wk inc flu hosp,2,45,2026-05-02,quantile,0.05,4
2026-04-18,wk inc flu hosp,2,45,2026-05-02,quantile,0.1,5
2026-04-18,wk inc flu hosp,2,45,2026-05-02,quantile,0.15,5
2026-04-18,wk inc flu hosp,2,45,2026-05-02,quantile,0.2,6
2026-04-18,wk inc flu hosp,2,45,2026-05-02,quantile,0.25,6
2026-04-18,wk inc flu hosp,2,45,2026-05-02,quantile,0.3,6
2026-04-18,wk inc flu hosp,2,45,2026-05-02,quantile,0.35,7
2026-04-18,wk inc flu hosp,2,45,2026-05-02,quantile,0.4,7
2026-04-18,wk inc flu hosp,2,45,2026-05-02,quantile,0.45,8
2026-04-18,wk inc flu hosp,2,45,2026-05-02,quantile,0.5,8
2026-04-18,wk inc flu hosp,2,45,2026-05-02,quantile,0.55,9
2026-04-18,wk inc flu hosp,2,45,2026-05-02,quantile,0.6,9
