reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2026-03-28,wk inc flu hosp,0,45,2026-03-28,quantile,0.01,16
2026-03-28,wk inc flu hosp,0,45,2026-03-28,quantile,0.025,18
2026-03-28,wk inc flu hosp,0,45,2026-03-28,quantile,0.05,20
2026-03-28,wk inc flu hosp,0,45,2026-03-28,quantile,0.1,22
2026-03-28,wk inc flu hosp,0,45,2026-03-28,quantile,0.15,24
2026-03-28,wk inc flu hosp,0,45,2026-03-28,quantile,0.2,25
2026-03-28,wk inc flu hosp,0,45,2026-03-28,quantile,0.25,26
2026-03-28,wk inc flu hosp,0,45,2026-03-28,quantile,0.3,28
2026-03-28,wk inc flu hosp,0,45,2026-03-28,quantile,0.35,29
2026-03-28,wk inc flu hosp,0,45,2026-03-28,quantile,0.4,30
2026-03-28,wk inc flu hosp,0,45,2026-03-28,quantile,0.45,31
2026-03-28,wk inc flu hosp,0,45,2026-03-28,quantile,0.5,32
2026-03-28,wk inc flu hosp,0,45,2026-03-28,quantile,0.55,33
2026-03-28,wk inc flu hosp,0,45,2026-03-28,quantile,0.6,34
2026-03-28,wk inc flu hosp,0,45,2026-03-28,quantile,0.65,36
2026-03-28,wk inc flu hosp,0,45,2026-03-28,quantile,0.7,37
2026-03-28,wk inc flu hosp,0,45,2026-03-28,quantile,0.75,38
2026-03-28,wk inc flu hosp,0,45,2026-03-28,quantile,0.8,38
2026-03-28,wk inc flu hosp,0,45,2026-03-28,quantile,0.85,40
2026-03-28,wk inc flu hosp,0,45,2026-03-28,quantile,0.9,42
2026-03-28,wk inc flu hosp,0,45,2026-03-28,quantile,0.95,46
2026-03-28,wk inc flu hosp,0,45,2026-03-28,quantile,0.975,49
2026-03-28,wk inc flu hosp,0,45,2026-03-28,quantile,0.99,53
2026-03-28,wk inc flu hosp,1,45,2026-04-04,quantile,0.01,10
2026-03-28,wk inc flu hosp,1,45,2026-04-04,quantile,0.025,11
2026-03-28,wk inc flu hosp,1,45,2026-04-04,quantile,0.05,13
2026-03-28,wk inc flu hosp,1,45,2026-04-04,quantile,0.1,14
2026-03-28,wk inc flu hosp,1,45,2026-04-04,quantile,0.15,16
2026-03-28,wk inc flu hosp,1,45,2026-04-04,quantile,0.2,17
2026-03-28,wk inc flu hosp,1,45,2026-04-04,quantile,0.25,18
2026-03-28,wk inc flu hosp,1,45,2026-04-04,quantile,0.3,19
2026-03-28,wk inc flu hosp,1,45,2026-04-04,quantile,0.35,20
2026-03-28,wk inc flu hosp,1,45,2026-04-04,quantile,0.4,21
2026-03-28,wk inc flu hosp,1,45,2026-04-04,quantile,0.45,22
2026-03-28,wk inc flu hosp,1,45,2026-04-04,quantile,0.5,23
2026-03-28,wk inc flu hosp,1,45,2026-04-04,quantile,0.55,24
2026-03-28,wk inc flu hosp,1,45,2026-04-04,quantile,0.6,25
2026-03-28,wk inc flu hosp,1,45,2026-04-04,quantile,0.65,26
2026-03-28,wk inc flu hosp,1,45,2026-04-04,quantile,0.7,27
2026-03-28,wk inc flu hosp,1,45,2026-04-04,quantile,0.75,28
2026-03-28,wk inc flu hosp,1,45,2026-04-04,quantile,0.8,28
2026-03-28,wk inc flu hosp,1,45,2026-04-04,quantile,0.85,30
2026-03-28,wk inc flu hosp,1,45,2026-04-04,quantile,0.9,32
2026-03-28,wk inc flu hosp,1,45,2026-04-04,quantile,0.95,35
2026-03-28,wk inc flu hosp,1,45,2026-04-04,quantile,0.975,38
2026-03-28,wk inc flu hosp,1,45,2026-04-04,quantile,0.99,42
2026-03-28,wk inc flu hosp,2,45,2026-04-11,quantile,0.01,7
2026-03-28,wk inc flu hosp,2,45,2026-04-11,quantile,0.025,8
2026-03-28,wk inc flu hosp,2,45,2026-04-11,quantile,0.05,9
2026-03-28,wk inc flu hosp,2,45,2026-04-11,quantile,0.1,11
2026-03-28,wk inc flu hosp,2,45,2026-04-11,quantile,0.15,12
2026-03-28,wk inc flu hosp,2,45,2026-04-11,quantile,0.2,13
2026-03-28,wk inc flu hosp,2,45,2026-04-11,quantile,0.25,14
2026-03-28,wk inc flu hosp,2,45,2026-04-11,quantile,0.3,15
