reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2026-05-30,wk inc flu hosp,0,45,2026-05-30,quantile,0.01,2
2026-05-30,wk inc flu hosp,0,45,2026-05-30,quantile,0.025,3
2026-05-30,wk inc flu hosp,0,45,2026-05-30,quantile,0.05,6
2026-05-30,wk inc flu hosp,0,45,2026-05-30,quantile,0.1,6
2026-05-30,wk inc flu hosp,0,45,2026-05-30,quantile,0.15,7
2026-05-30,wk inc flu hosp,0,45,2026-05-30,quantile,0.2,8
2026-05-30,wk inc flu hosp,0,45,2026-05-30,quantile,0.25,9
2026-05-30,wk inc flu hosp,0,45,2026-05-30,quantile,0.3,10
2026-05-30,wk inc flu hosp,0,45,2026-05-30,quantile,0.35,10
2026-05-30,wk inc flu hosp,0,45,2026-05-30,quantile,0.4,10
2026-05-30,wk inc flu hosp,0,45,2026-05-30,quantile,0.45,11
2026-05-30,wk inc flu hosp,0,45,2026-05-30,quantile,0.5,11
2026-05-30,wk inc flu hosp,0,45,2026-05-30,quantile,0.55,12
2026-05-30,wk inc flu hosp,0,45,2026-05-30,quantile,0.6,12
2026-05-30,wk inc flu hosp,0,45,2026-05-30,quantile,0.65,13
2026-05-30,wk inc flu hosp,0,45,2026-05-30,quantile,0.7,13
2026-05-30,wk inc flu hosp,0,45,2026-05-30,quantile,0.75,14
2026-05-30,wk inc flu hosp,0,45,2026-05-30,quantile,0.8,16
2026-05-30,wk inc flu hosp,0,45,2026-05-30,quantile,0.85,18
2026-05-30,wk inc flu hosp,0,45,2026-05-30,quantile,0.9,19
2026-05-30,wk inc flu hosp,0,45,2026-05-30,quantile,0.95,19
2026-05-30,wk inc flu hosp,0,45,2026-05-30,quantile,0.975,26
2026-05-30,wk inc flu hosp,0,45,2026-05-30,quantile,0.99,26
2026-05-30,wk inc flu hosp,1,45,2026-06-06,quantile,0.01,1
2026-05-30,wk inc flu hosp,1,45,2026-06-06,quantile,0.025,1
2026-05-30,wk inc flu hosp,1,45,2026-06-06,quantile,0.05,2
2026-05-30,wk inc flu hosp,1,45,2026-06-06,quantile,0.1,4
2026-05-30,wk inc flu hosp,1,45,2026-06-06,quantile,0.15,5
2026-05-30,wk inc flu hosp,1,45,2026-06-06,quantile,0.2,6
2026-05-30,wk inc flu hosp,1,45,2026-06-06,quantile,0.25,6
2026-05-30,wk inc flu hosp,1,45,2026-06-06,quantile,0.3,7
2026-05-30,wk inc flu hosp,1,45,2026-06-06,quantile,0.35,9
2026-05-30,wk inc flu hosp,1,45,2026-06-06,quantile,0.4,10
2026-05-30,wk inc flu hosp,1,45,2026-06-06,quantile,0.45,10
2026-05-30,wk inc flu hosp,1,45,2026-06-06,quantile,0.5,10
2026-05-30,wk inc flu hosp,1,45,2026-06-06,quantile,0.55,10
2026-05-30,wk inc flu hosp,1,45,2026-06-06,quantile,0.6,10
2026-05-30,wk inc flu hosp,1,45,2026-06-06,quantile,0.65,11
2026-05-30,wk inc flu hosp,1,45,2026-06-06,quantile,0.7,11
2026-05-30,wk inc flu hosp,1,45,2026-06-06,quantile,0.75,12
2026-05-30,wk inc flu hosp,1,45,2026-06-06,quantile,0.8,12
2026-05-30,wk inc flu hosp,1,45,2026-06-06,quantile,0.85,14
2026-05-30,wk inc flu hosp,1,45,2026-06-06,quantile,0.9,15
2026-05-30,wk inc flu hosp,1,45,2026-06-06,quantile,0.95,16
2026-05-30,wk inc flu hosp,1,45,2026-06-06,quantile,0.975,17
2026-05-30,wk inc flu hosp,1,45,2026-06-06,quantile,0.99,18
