reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2026-03-07,wk inc flu hosp,0,45,2026-03-07,quantile,0.01,85
2026-03-07,wk inc flu hosp,0,45,2026-03-07,quantile,0.025,94
2026-03-07,wk inc flu hosp,0,45,2026-03-07,quantile,0.05,102
2026-03-07,wk inc flu hosp,0,45,2026-03-07,quantile,0.1,113
2026-03-07,wk inc flu hosp,0,45,2026-03-07,quantile,0.15,121
2026-03-07,wk inc flu hosp,0,45,2026-03-07,quantile,0.2,128
2026-03-07,wk inc flu hosp,0,45,2026-03-07,quantile,0.25,134
2026-03-07,wk inc flu hosp,0,45,2026-03-07,quantile,0.3,139
2026-03-07,wk inc flu hosp,0,45,2026-03-07,quantile,0.35,145
2026-03-07,wk inc flu hosp,0,45,2026-03-07,quantile,0.4,150
2026-03-07,wk inc flu hosp,0,45,2026-03-07,quantile,0.45,156
2026-03-07,wk inc flu hosp,0,45,2026-03-07,quantile,0.5,161
2026-03-07,wk inc flu hosp,0,45,2026-03-07,quantile,0.55,166
2026-03-07,wk inc flu hosp,0,45,2026-03-07,quantile,0.6,171
2026-03-07,wk inc flu hosp,0,45,2026-03-07,quantile,0.65,176
2026-03-07,wk inc flu hosp,0,45,2026-03-07,quantile,0.7,181
2026-03-07,wk inc flu hosp,0,45,2026-03-07,quantile,0.75,184
2026-03-07,wk inc flu hosp,0,45,2026-03-07,quantile,0.8,184
2026-03-07,wk inc flu hosp,0,45,2026-03-07,quantile,0.85,186
2026-03-07,wk inc flu hosp,0,45,2026-03-07,quantile,0.9,192
2026-03-07,wk inc flu hosp,0,45,2026-03-07,quantile,0.95,202
2026-03-07,wk inc flu hosp,0,45,2026-03-07,quantile,0.975,211
2026-03-07,wk inc flu hosp,0,45,2026-03-07,quantile,0.99,222
2026-03-07,wk inc flu hosp,1,45,2026-03-14,quantile,0.01,67
2026-03-07,wk inc flu hosp,1,45,2026-03-14,quantile,0.025,76
2026-03-07,wk inc flu hosp,1,45,2026-03-14,quantile,0.05,85
2026-03-07,wk inc flu hosp,1,45,2026-03-14,quantile,0.1,96
