reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2025-03-22,0,wk flu hosp rate change,2025-03-22,15,pmf,large_increase,0.014263073974441265
2025-03-22,0,wk flu hosp rate change,2025-03-22,28,pmf,large_increase,0.027087567796994394
2025-03-22,0,wk flu hosp rate change,2025-03-22,55,pmf,large_increase,0.027239486703772298
2025-03-22,0,wk flu hosp rate change,2025-03-22,39,pmf,large_increase,0.035902552491234974
2025-03-22,0,wk flu hosp rate change,2025-03-22,05,pmf,large_increase,0.005382298128530971
2025-03-22,0,wk flu hosp rate change,2025-03-22,23,pmf,large_increase,0.11807560542254414
2025-03-22,0,wk flu hosp rate change,2025-03-22,26,pmf,large_increase,0.02213144108394427
2025-03-22,0,wk flu hosp rate change,2025-03-22,41,pmf,large_increase,0.00971637207336018
2025-03-22,0,wk flu hosp rate change,2025-03-22,42,pmf,large_increase,0.05344129973804401
2025-03-22,0,wk flu hosp rate change,2025-03-22,36,pmf,large_increase,0.004061262873194305
2025-03-22,0,wk flu hosp rate change,2025-03-22,24,pmf,large_increase,0.0010607099423484145
2025-03-22,0,wk flu hosp rate change,2025-03-22,06,pmf,large_increase,0.002700937097270373
2025-03-22,0,wk flu hosp rate change,2025-03-22,22,pmf,large_increase,0.0018965501463312773
2025-03-22,0,wk flu hosp rate change,2025-03-22,44,pmf,large_increase,0.002439926443541518
2025-03-22,0,wk flu hosp rate change,2025-03-22,18,pmf,large_increase,0.03882665384994577
2025-03-22,0,wk flu hosp rate change,2025-03-22,37,pmf,large_increase,0.024006140175398705
2025-03-22,0,wk flu hosp rate change,2025-03-22,40,pmf,large_increase,0.028496776878810248
2025-03-22,0,wk flu hosp rate change,2025-03-22,04,pmf,large_increase,0.0518064512962475
2025-03-22,0,wk flu hosp rate change,2025-03-22,27,pmf,large_increase,0.010000000000000009
2025-03-22,0,wk flu hosp rate change,2025-03-22,29,pmf,large_increase,0.023099087366689197
2025-03-22,0,wk flu hosp rate change,2025-03-22,US,pmf,large_increase,0.00963904794789594
