reference_date,target,target_end_date,location,output_type,output_type_id,value,horizon
2026-05-16,wk inc flu hosp,2026-05-16,01,quantile,0.01,3.748,0
2026-05-16,wk inc flu hosp,2026-05-16,01,quantile,0.025,6.438,0
2026-05-16,wk inc flu hosp,2026-05-16,01,quantile,0.05,8.386,0
2026-05-16,wk inc flu hosp,2026-05-16,01,quantile,0.1,9.576,0
2026-05-16,wk inc flu hosp,2026-05-16,01,quantile,0.15,10.543,0
2026-05-16,wk inc flu hosp,2026-05-16,01,quantile,0.2,11.946,0
2026-05-16,wk inc flu hosp,2026-05-16,01,quantile,0.25,12.77,0
2026-05-16,wk inc flu hosp,2026-05-16,01,quantile,0.3,13.539,0
2026-05-16,wk inc flu hosp,2026-05-16,01,quantile,0.35,14.432,0
2026-05-16,wk inc flu hosp,2026-05-16,01,quantile,0.4,14.912,0
2026-05-16,wk inc flu hosp,2026-05-16,01,quantile,0.45,15.458,0
2026-05-16,wk inc flu hosp,2026-05-16,01,quantile,0.5,16.142,0
2026-05-16,wk inc flu hosp,2026-05-16,01,quantile,0.55,16.803,0
2026-05-16,wk inc flu hosp,2026-05-16,01,quantile,0.6,17.639,0
2026-05-16,wk inc flu hosp,2026-05-16,01,quantile,0.65,18.608,0
2026-05-16,wk inc flu hosp,2026-05-16,01,quantile,0.7,19.246,0
2026-05-16,wk inc flu hosp,2026-05-16,01,quantile,0.75,19.836,0
2026-05-16,wk inc flu hosp,2026-05-16,01,quantile,0.8,21.044,0
2026-05-16,wk inc flu hosp,2026-05-16,01,quantile,0.85,22.077,0
2026-05-16,wk inc flu hosp,2026-05-16,01,quantile,0.9,23.246,0
2026-05-16,wk inc flu hosp,2026-05-16,01,quantile,0.95,23.8,0
2026-05-16,wk inc flu hosp,2026-05-16,01,quantile,0.975,25.45,0
2026-05-16,wk inc flu hosp,2026-05-16,01,quantile,0.99,27.776,0
2026-05-16,wk inc flu hosp,2026-05-23,01,quantile,0.01,0.385,1
2026-05-16,wk inc flu hosp,2026-05-23,01,quantile,0.025,1.803,1
2026-05-16,wk inc flu hosp,2026-05-23,01,quantile,0.05,2.363,1
2026-05-16,wk inc flu hosp,2026-05-23,01,quantile,0.1,5.36,1
2026-05-16,wk inc flu hosp,2026-05-23,01,quantile,0.15,7.785,1
2026-05-16,wk inc flu hosp,2026-05-23,01,quantile,0.2,9.19,1
2026-05-16,wk inc flu hosp,2026-05-23,01,quantile,0.25,10.343,1
2026-05-16,wk inc flu hosp,2026-05-23,01,quantile,0.3,10.728,1
2026-05-16,wk inc flu hosp,2026-05-23,01,quantile,0.35,11.751,1
2026-05-16,wk inc flu hosp,2026-05-23,01,quantile,0.4,13.457,1
2026-05-16,wk inc flu hosp,2026-05-23,01,quantile,0.45,14.449,1
2026-05-16,wk inc flu hosp,2026-05-23,01,quantile,0.5,15.4,1
2026-05-16,wk inc flu hosp,2026-05-23,01,quantile,0.55,16.015,1
2026-05-16,wk inc flu hosp,2026-05-23,01,quantile,0.6,16.768,1
2026-05-16,wk inc flu hosp,2026-05-23,01,quantile,0.65,18.107,1
2026-05-16,wk inc flu hosp,2026-05-23,01,quantile,0.7,19.329,1
2026-05-16,wk inc flu hosp,2026-05-23,01,quantile,0.75,20.541,1
2026-05-16,wk inc flu hosp,2026-05-23,01,quantile,0.8,22.497,1
