reference_date,target,target_end_date,location,output_type,output_type_id,value,horizon
2025-01-18,wk inc flu hosp,2025-01-18,01,quantile,0.01,25.971,0
2025-01-18,wk inc flu hosp,2025-01-18,01,quantile,0.025,90.519,0
2025-01-18,wk inc flu hosp,2025-01-18,01,quantile,0.05,160.328,0
2025-01-18,wk inc flu hosp,2025-01-18,01,quantile,0.1,202.954,0
2025-01-18,wk inc flu hosp,2025-01-18,01,quantile,0.15,237.605,0
2025-01-18,wk inc flu hosp,2025-01-18,01,quantile,0.2,287.885,0
2025-01-18,wk inc flu hosp,2025-01-18,01,quantile,0.25,317.422,0
2025-01-18,wk inc flu hosp,2025-01-18,01,quantile,0.3,344.965,0
2025-01-18,wk inc flu hosp,2025-01-18,01,quantile,0.35,376.966,0
2025-01-18,wk inc flu hosp,2025-01-18,01,quantile,0.4,394.172,0
2025-01-18,wk inc flu hosp,2025-01-18,01,quantile,0.45,413.731,0
2025-01-18,wk inc flu hosp,2025-01-18,01,quantile,0.5,438.255,0
2025-01-18,wk inc flu hosp,2025-01-18,01,quantile,0.55,461.929,0
2025-01-18,wk inc flu hosp,2025-01-18,01,quantile,0.6,491.903,0
2025-01-18,wk inc flu hosp,2025-01-18,01,quantile,0.65,526.614,0
2025-01-18,wk inc flu hosp,2025-01-18,01,quantile,0.7,549.477,0
2025-01-18,wk inc flu hosp,2025-01-18,01,quantile,0.75,570.613,0
2025-01-18,wk inc flu hosp,2025-01-18,01,quantile,0.8,613.902,0
2025-01-18,wk inc flu hosp,2025-01-18,01,quantile,0.85,650.94,0
2025-01-18,wk inc flu hosp,2025-01-18,01,quantile,0.9,692.813,0
2025-01-18,wk inc flu hosp,2025-01-18,01,quantile,0.95,712.682,0
2025-01-18,wk inc flu hosp,2025-01-18,01,quantile,0.975,771.812,0
2025-01-18,wk inc flu hosp,2025-01-18,01,quantile,0.99,855.177,0
2025-01-18,wk inc flu hosp,2025-01-25,01,quantile,0.01,0,1
2025-01-18,wk inc flu hosp,2025-01-25,01,quantile,0.025,0,1
2025-01-18,wk inc flu hosp,2025-01-25,01,quantile,0.05,0,1
2025-01-18,wk inc flu hosp,2025-01-25,01,quantile,0.1,51.862,1
2025-01-18,wk inc flu hosp,2025-01-25,01,quantile,0.15,138.789,1
2025-01-18,wk inc flu hosp,2025-01-25,01,quantile,0.2,189.121,1
2025-01-18,wk inc flu hosp,2025-01-25,01,quantile,0.25,230.427,1
2025-01-18,wk inc flu hosp,2025-01-25,01,quantile,0.3,244.227,1
2025-01-18,wk inc flu hosp,2025-01-25,01,quantile,0.35,280.918,1
2025-01-18,wk inc flu hosp,2025-01-25,01,quantile,0.4,342.046,1
2025-01-18,wk inc flu hosp,2025-01-25,01,quantile,0.45,377.571,1
2025-01-18,wk inc flu hosp,2025-01-25,01,quantile,0.5,411.66,1
2025-01-18,wk inc flu hosp,2025-01-25,01,quantile,0.55,433.703,1
2025-01-18,wk inc flu hosp,2025-01-25,01,quantile,0.6,460.677,1
2025-01-18,wk inc flu hosp,2025-01-25,01,quantile,0.65,508.675,1
2025-01-18,wk inc flu hosp,2025-01-25,01,quantile,0.7,552.459,1
2025-01-18,wk inc flu hosp,2025-01-25,01,quantile,0.75,595.894,1
2025-01-18,wk inc flu hosp,2025-01-25,01,quantile,0.8,665.983,1
2025-01-18,wk inc flu hosp,2025-01-25,01,quantile,0.85,683.585,1
2025-01-18,wk inc flu hosp,2025-01-25,01,quantile,0.9,741.508,1
2025-01-18,wk inc flu hosp,2025-01-25,01,quantile,0.95,795.987,1
2025-01-18,wk inc flu hosp,2025-01-25,01,quantile,0.975,832.832,1
2025-01-18,wk inc flu hosp,2025-01-25,01,quantile,0.99,869.956,1
2025-01-18,wk inc flu hosp,2025-02-01,01,quantile,0.01,0,2
2025-01-18,wk inc flu hosp,2025-02-01,01,quantile,0.025,0,2
2025-01-18,wk inc flu hosp,2025-02-01,01,quantile,0.05,0,2
2025-01-18,wk inc flu hosp,2025-02-01,01,quantile,0.1,5.975,2
2025-01-18,wk inc flu hosp,2025-02-01,01,quantile,0.15,41.624,2
2025-01-18,wk inc flu hosp,2025-02-01,01,quantile,0.2,152.588,2
2025-01-18,wk inc flu hosp,2025-02-01,01,quantile,0.25,208.383,2
2025-01-18,wk inc flu hosp,2025-02-01,01,quantile,0.3,226.45,2
2025-01-18,wk inc flu hosp,2025-02-01,01,quantile,0.35,259.404,2
2025-01-18,wk inc flu hosp,2025-02-01,01,quantile,0.4,321.145,2
2025-01-18,wk inc flu hosp,2025-02-01,01,quantile,0.45,362.301,2
2025-01-18,wk inc flu hosp,2025-02-01,01,quantile,0.5,399.392,2
2025-01-18,wk inc flu hosp,2025-02-01,01,quantile,0.55,440,2
2025-01-18,wk inc flu hosp,2025-02-01,01,quantile,0.6,483.617,2
2025-01-18,wk inc flu hosp,2025-02-01,01,quantile,0.65,550.074,2
2025-01-18,wk inc flu hosp,2025-02-01,01,quantile,0.7,629.286,2
2025-01-18,wk inc flu hosp,2025-02-01,01,quantile,0.75,670.313,2
2025-01-18,wk inc flu hosp,2025-02-01,01,quantile,0.8,695.31,2
2025-01-18,wk inc flu hosp,2025-02-01,01,quantile,0.85,745.823,2
2025-01-18,wk inc flu hosp,2025-02-01,01,quantile,0.9,780.784,2
2025-01-18,wk inc flu hosp,2025-02-01,01,quantile,0.95,880.689,2
2025-01-18,wk inc flu hosp,2025-02-01,01,quantile,0.975,1002.384,2
2025-01-18,wk inc flu hosp,2025-02-01,01,quantile,0.99,1083.17,2
2025-01-18,wk inc flu hosp,2025-02-08,01,quantile,0.01,0,3
2025-01-18,wk inc flu hosp,2025-02-08,01,quantile,0.025,0,3
2025-01-18,wk inc flu hosp,2025-02-08,01,quantile,0.05,0,3
2025-01-18,wk inc flu hosp,2025-02-08,01,quantile,0.1,0,3
2025-01-18,wk inc flu hosp,2025-02-08,01,quantile,0.15,13.868,3
2025-01-18,wk inc flu hosp,2025-02-08,01,quantile,0.2,83.439,3
2025-01-18,wk inc flu hosp,2025-02-08,01,quantile,0.25,150.82,3
2025-01-18,wk inc flu hosp,2025-02-08,01,quantile,0.3,240.106,3
2025-01-18,wk inc flu hosp,2025-02-08,01,quantile,0.35,271.159,3
2025-01-18,wk inc flu hosp,2025-02-08,01,quantile,0.4,309.535,3
2025-01-18,wk inc flu hosp,2025-02-08,01,quantile,0.45,356.643,3
2025-01-18,wk inc flu hosp,2025-02-08,01,quantile,0.5,379.535,3
2025-01-18,wk inc flu hosp,2025-02-08,01,quantile,0.55,433.634,3
2025-01-18,wk inc flu hosp,2025-02-08,01,quantile,0.6,485.924,3
2025-01-18,wk inc flu hosp,2025-02-08,01,quantile,0.65,543.281,3
2025-01-18,wk inc flu hosp,2025-02-08,01,quantile,0.7,614.14,3
2025-01-18,wk inc flu hosp,2025-02-08,01,quantile,0.75,665.007,3
2025-01-18,wk inc flu hosp,2025-02-08,01,quantile,0.8,712.828,3
2025-01-18,wk inc flu hosp,2025-02-08,01,quantile,0.85,757.208,3
2025-01-18,wk inc flu hosp,2025-02-08,01,quantile,0.9,859.14,3
2025-01-18,wk inc flu hosp,2025-02-08,01,quantile,0.95,948.843,3
2025-01-18,wk inc flu hosp,2025-02-08,01,quantile,0.975,987.381,3
2025-01-18,wk inc flu hosp,2025-02-08,01,quantile,0.99,1141.874,3
2025-01-18,wk inc flu hosp,2025-01-18,02,quantile,0.01,16.029,0
2025-01-18,wk inc flu hosp,2025-01-18,02,quantile,0.025,18.899,0
2025-01-18,wk inc flu hosp,2025-01-18,02,quantile,0.05,19.419,0
2025-01-18,wk inc flu hosp,2025-01-18,02,quantile,0.1,23.245,0
2025-01-18,wk inc flu hosp,2025-01-18,02,quantile,0.15,26.64,0
2025-01-18,wk inc flu hosp,2025-01-18,02,quantile,0.2,29.243,0
2025-01-18,wk inc flu hosp,2025-01-18,02,quantile,0.25,30.142,0
2025-01-18,wk inc flu hosp,2025-01-18,02,quantile,0.3,30.948,0
2025-01-18,wk inc flu hosp,2025-01-18,02,quantile,0.35,32.29,0
2025-01-18,wk inc flu hosp,2025-01-18,02,quantile,0.4,33.198,0
2025-01-18,wk inc flu hosp,2025-01-18,02,quantile,0.45,35.271,0
2025-01-18,wk inc flu hosp,2025-01-18,02,quantile,0.5,37.51,0
2025-01-18,wk inc flu hosp,2025-01-18,02,quantile,0.55,38.543,0
2025-01-18,wk inc flu hosp,2025-01-18,02,quantile,0.6,39.018,0
2025-01-18,wk inc flu hosp,2025-01-18,02,quantile,0.65,40.051,0
2025-01-18,wk inc flu hosp,2025-01-18,02,quantile,0.7,41.36,0
2025-01-18,wk inc flu hosp,2025-01-18,02,quantile,0.75,42.413,0
2025-01-18,wk inc flu hosp,2025-01-18,02,quantile,0.8,44.579,0
2025-01-18,wk inc flu hosp,2025-01-18,02,quantile,0.85,46.038,0
2025-01-18,wk inc flu hosp,2025-01-18,02,quantile,0.9,48.117,0
2025-01-18,wk inc flu hosp,2025-01-18,02,quantile,0.95,49.626,0
2025-01-18,wk inc flu hosp,2025-01-18,02,quantile,0.975,52.433,0
2025-01-18,wk inc flu hosp,2025-01-18,02,quantile,0.99,59.283,0
2025-01-18,wk inc flu hosp,2025-01-25,02,quantile,0.01,4.677,1
2025-01-18,wk inc flu hosp,2025-01-25,02,quantile,0.025,11.752,1
2025-01-18,wk inc flu hosp,2025-01-25,02,quantile,0.05,17.072,1
2025-01-18,wk inc flu hosp,2025-01-25,02,quantile,0.1,20.103,1
2025-01-18,wk inc flu hosp,2025-01-25,02,quantile,0.15,26.474,1
2025-01-18,wk inc flu hosp,2025-01-25,02,quantile,0.2,28.673,1
2025-01-18,wk inc flu hosp,2025-01-25,02,quantile,0.25,29.227,1
2025-01-18,wk inc flu hosp,2025-01-25,02,quantile,0.3,30.379,1
2025-01-18,wk inc flu hosp,2025-01-25,02,quantile,0.35,31.113,1
2025-01-18,wk inc flu hosp,2025-01-25,02,quantile,0.4,33.67,1
2025-01-18,wk inc flu hosp,2025-01-25,02,quantile,0.45,35.285,1
2025-01-18,wk inc flu hosp,2025-01-25,02,quantile,0.5,37.381,1
2025-01-18,wk inc flu hosp,2025-01-25,02,quantile,0.55,38.416,1
2025-01-18,wk inc flu hosp,2025-01-25,02,quantile,0.6,40.236,1
2025-01-18,wk inc flu hosp,2025-01-25,02,quantile,0.65,42.543,1
2025-01-18,wk inc flu hosp,2025-01-25,02,quantile,0.7,45.114,1
2025-01-18,wk inc flu hosp,2025-01-25,02,quantile,0.75,45.985,1
2025-01-18,wk inc flu hosp,2025-01-25,02,quantile,0.8,47.66,1
2025-01-18,wk inc flu hosp,2025-01-25,02,quantile,0.85,51.471,1
2025-01-18,wk inc flu hosp,2025-01-25,02,quantile,0.9,54.133,1
2025-01-18,wk inc flu hosp,2025-01-25,02,quantile,0.95,58.833,1
2025-01-18,wk inc flu hosp,2025-01-25,02,quantile,0.975,62.085,1
2025-01-18,wk inc flu hosp,2025-01-25,02,quantile,0.99,71.826,1
2025-01-18,wk inc flu hosp,2025-02-01,02,quantile,0.01,0,2
2025-01-18,wk inc flu hosp,2025-02-01,02,quantile,0.025,1.033,2
2025-01-18,wk inc flu hosp,2025-02-01,02,quantile,0.05,6.693,2
2025-01-18,wk inc flu hosp,2025-02-01,02,quantile,0.1,15.621,2
2025-01-18,wk inc flu hosp,2025-02-01,02,quantile,0.15,22.001,2
2025-01-18,wk inc flu hosp,2025-02-01,02,quantile,0.2,25.685,2
2025-01-18,wk inc flu hosp,2025-02-01,02,quantile,0.25,27.808,2
2025-01-18,wk inc flu hosp,2025-02-01,02,quantile,0.3,29.211,2
2025-01-18,wk inc flu hosp,2025-02-01,02,quantile,0.35,30.186,2
2025-01-18,wk inc flu hosp,2025-02-01,02,quantile,0.4,32.696,2
2025-01-18,wk inc flu hosp,2025-02-01,02,quantile,0.45,33.802,2
2025-01-18,wk inc flu hosp,2025-02-01,02,quantile,0.5,36.988,2
2025-01-18,wk inc flu hosp,2025-02-01,02,quantile,0.55,38.239,2
2025-01-18,wk inc flu hosp,2025-02-01,02,quantile,0.6,40.001,2
2025-01-18,wk inc flu hosp,2025-02-01,02,quantile,0.65,43.919,2
2025-01-18,wk inc flu hosp,2025-02-01,02,quantile,0.7,47.095,2
2025-01-18,wk inc flu hosp,2025-02-01,02,quantile,0.75,50.34,2
2025-01-18,wk inc flu hosp,2025-02-01,02,quantile,0.8,52.093,2
2025-01-18,wk inc flu hosp,2025-02-01,02,quantile,0.85,56.25,2
