reference_date,target,target_end_date,location,output_type,output_type_id,value,horizon
2026-05-30,wk inc flu hosp,2026-05-30,01,quantile,0.01,0.643,0
2026-05-30,wk inc flu hosp,2026-05-30,01,quantile,0.025,2.324,0
2026-05-30,wk inc flu hosp,2026-05-30,01,quantile,0.05,4.477,0
2026-05-30,wk inc flu hosp,2026-05-30,01,quantile,0.1,5.792,0
2026-05-30,wk inc flu hosp,2026-05-30,01,quantile,0.15,6.861,0
2026-05-30,wk inc flu hosp,2026-05-30,01,quantile,0.2,8.413,0
2026-05-30,wk inc flu hosp,2026-05-30,01,quantile,0.25,9.324,0
2026-05-30,wk inc flu hosp,2026-05-30,01,quantile,0.3,10.173,0
2026-05-30,wk inc flu hosp,2026-05-30,01,quantile,0.35,11.161,0
2026-05-30,wk inc flu hosp,2026-05-30,01,quantile,0.4,11.692,0
2026-05-30,wk inc flu hosp,2026-05-30,01,quantile,0.45,12.295,0
2026-05-30,wk inc flu hosp,2026-05-30,01,quantile,0.5,13.051,0
2026-05-30,wk inc flu hosp,2026-05-30,01,quantile,0.55,13.782,0
2026-05-30,wk inc flu hosp,2026-05-30,01,quantile,0.6,14.707,0
2026-05-30,wk inc flu hosp,2026-05-30,01,quantile,0.65,15.777,0
2026-05-30,wk inc flu hosp,2026-05-30,01,quantile,0.7,16.483,0
2026-05-30,wk inc flu hosp,2026-05-30,01,quantile,0.75,17.135,0
2026-05-30,wk inc flu hosp,2026-05-30,01,quantile,0.8,18.47,0
2026-05-30,wk inc flu hosp,2026-05-30,01,quantile,0.85,19.613,0
2026-05-30,wk inc flu hosp,2026-05-30,01,quantile,0.9,20.905,0
2026-05-30,wk inc flu hosp,2026-05-30,01,quantile,0.95,21.518,0
2026-05-30,wk inc flu hosp,2026-05-30,01,quantile,0.975,23.342,0
2026-05-30,wk inc flu hosp,2026-05-30,01,quantile,0.99,25.914,0
2026-05-30,wk inc flu hosp,2026-06-06,01,quantile,0.01,0,1
2026-05-30,wk inc flu hosp,2026-06-06,01,quantile,0.025,0,1
2026-05-30,wk inc flu hosp,2026-06-06,01,quantile,0.05,0,1
2026-05-30,wk inc flu hosp,2026-06-06,01,quantile,0.1,1.131,1
2026-05-30,wk inc flu hosp,2026-06-06,01,quantile,0.15,3.813,1
2026-05-30,wk inc flu hosp,2026-06-06,01,quantile,0.2,5.366,1
2026-05-30,wk inc flu hosp,2026-06-06,01,quantile,0.25,6.64,1
2026-05-30,wk inc flu hosp,2026-06-06,01,quantile,0.3,7.066,1
2026-05-30,wk inc flu hosp,2026-06-06,01,quantile,0.35,8.198,1
2026-05-30,wk inc flu hosp,2026-06-06,01,quantile,0.4,10.083,1
2026-05-30,wk inc flu hosp,2026-06-06,01,quantile,0.45,11.179,1
2026-05-30,wk inc flu hosp,2026-06-06,01,quantile,0.5,12.231,1
2026-05-30,wk inc flu hosp,2026-06-06,01,quantile,0.55,12.911,1
2026-05-30,wk inc flu hosp,2026-06-06,01,quantile,0.6,13.743,1
2026-05-30,wk inc flu hosp,2026-06-06,01,quantile,0.65,15.224,1
2026-05-30,wk inc flu hosp,2026-06-06,01,quantile,0.7,16.575,1
2026-05-30,wk inc flu hosp,2026-06-06,01,quantile,0.75,17.915,1
2026-05-30,wk inc flu hosp,2026-06-06,01,quantile,0.8,20.077,1
2026-05-30,wk inc flu hosp,2026-06-06,01,quantile,0.85,20.62,1
2026-05-30,wk inc flu hosp,2026-06-06,01,quantile,0.9,22.407,1
2026-05-30,wk inc flu hosp,2026-06-06,01,quantile,0.95,24.088,1
2026-05-30,wk inc flu hosp,2026-06-06,01,quantile,0.975,25.224,1
2026-05-30,wk inc flu hosp,2026-06-06,01,quantile,0.99,26.37,1
2026-05-30,wk inc flu hosp,2026-06-13,01,quantile,0.01,0,2
2026-05-30,wk inc flu hosp,2026-06-13,01,quantile,0.025,0,2
2026-05-30,wk inc flu hosp,2026-06-13,01,quantile,0.05,0,2
2026-05-30,wk inc flu hosp,2026-06-13,01,quantile,0.1,0,2
2026-05-30,wk inc flu hosp,2026-06-13,01,quantile,0.15,0.815,2
2026-05-30,wk inc flu hosp,2026-06-13,01,quantile,0.2,4.239,2
